cell_id,Turdus ruficeps,Turdus ruficeps layardi,Turdus ruficeps ruficeps,Turdus ruficeps vitiensis,Turdus ruficeps hades,Turdus ruficeps tempesti
849b41bffffffff,2.0,1.0,0.0,0.0,0.0,0.0
849b437ffffffff,5.0,0.0,0.0,0.0,0.0,2.0
849b4cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849b4cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849b4e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
