cell_id,Botaurus minutus,Botaurus minutus minutus,Botaurus minutus payesii,Botaurus minutus podiceps
837a4dfffffffff,3.0,0.0,0.0,0.0
837a60fffffffff,1.0,0.0,0.0,0.0
837a65fffffffff,1.0,0.0,0.0,0.0
837a68fffffffff,4.0,0.0,0.0,0.0
837a6bfffffffff,3.0,0.0,0.0,0.0
837a6efffffffff,4.0,0.0,1.0,0.0
837b4afffffffff,2.0,0.0,0.0,0.0
837b4cfffffffff,16.0,0.0,0.0,0.0
839751fffffffff,2.0,0.0,0.0,0.0
83a318fffffffff,3.0,0.0,0.0,0.0
83ac96fffffffff,2.0,0.0,0.0,0.0
83ac9dfffffffff,2.0,0.0,0.0,0.0
83ad36fffffffff,7.0,0.0,7.0,0.0
83bc89fffffffff,2.0,0.0,0.0,0.0
83bcc6fffffffff,5.0,0.0,5.0,0.0
83bcd0fffffffff,3.0,3.0,0.0,0.0
83bcdcfffffffff,2.0,0.0,2.0,0.0
83bce2fffffffff,2.0,0.0,0.0,0.0
83bcf2fffffffff,8.0,0.0,0.0,0.0
83bcf3fffffffff,1.0,0.0,0.0,0.0
83bcf4fffffffff,2.0,0.0,0.0,0.0
83bcf5fffffffff,5.0,0.0,3.0,0.0
83bcf6fffffffff,1.0,0.0,0.0,0.0
