cell_id,Phoenicurus phoenicurus,Phoenicurus phoenicurus phoenicurus,Phoenicurus phoenicurus samamisicus
820747fffffffff,5.0,0.0,0.0
82074ffffffffff,2.0,0.0,0.0
820767fffffffff,9.0,0.0,0.0
820817fffffffff,1.0,1.0,0.0
82089ffffffffff,1.0,0.0,0.0
8208a7fffffffff,2.0,2.0,0.0
8208b7fffffffff,2.0,2.0,0.0
8209a7fffffffff,12.0,10.0,0.0
820bb7fffffffff,1.0,1.0,0.0
8210c7fffffffff,2.0,0.0,0.0
821127fffffffff,2.0,0.0,0.0
8211affffffffff,5.0,5.0,0.0
82182ffffffffff,8.0,0.0,0.0
82184ffffffffff,17.0,0.0,0.0
82185ffffffffff,8.0,1.0,0.0
821877fffffffff,2.0,0.0,0.0
821927fffffffff,1.0,0.0,0.0
821947fffffffff,6.0,2.0,0.0
82194ffffffffff,19.0,8.0,2.0
82195ffffffffff,22.0,0.0,0.0
821977fffffffff,3.0,0.0,0.0
821e07fffffffff,4.0,0.0,0.0
821e17fffffffff,1.0,0.0,0.0
821e1ffffffffff,2.0,0.0,0.0
821e67fffffffff,2.0,0.0,0.0
821e87fffffffff,4.0,2.0,0.0
821ea7fffffffff,3.0,0.0,0.0
821eb7fffffffff,3.0,0.0,0.0
821ec7fffffffff,5.0,0.0,0.0
821ecffffffffff,20.0,7.0,0.0
821ed7fffffffff,4.0,0.0,0.0
821edffffffffff,8.0,3.0,0.0
821ef7fffffffff,3.0,2.0,0.0
821f07fffffffff,8.0,4.0,0.0
821f2ffffffffff,30.0,27.0,0.0
821f37fffffffff,1.0,0.0,0.0
821f5ffffffffff,2.0,0.0,0.0
821f77fffffffff,19.0,0.0,0.0
821f87fffffffff,4.0,2.0,0.0
821f8ffffffffff,5.0,2.0,0.0
821f9ffffffffff,41.0,0.0,0.0
822157fffffffff,1.0,0.0,0.0
82255ffffffffff,1.0,1.0,0.0
822c07fffffffff,14.0,2.0,6.0
822c0ffffffffff,29.0,0.0,15.0
822c27fffffffff,15.0,0.0,8.0
822c4ffffffffff,3.0,0.0,0.0
822c57fffffffff,51.0,0.0,0.0
822c97fffffffff,17.0,0.0,9.0
822ce7fffffffff,2.0,0.0,0.0
822d07fffffffff,12.0,6.0,0.0
822d17fffffffff,2.0,0.0,2.0
822d1ffffffffff,1.0,1.0,0.0
822d37fffffffff,3.0,3.0,0.0
822d67fffffffff,2.0,0.0,0.0
822da7fffffffff,8.0,0.0,0.0
822daffffffffff,5.0,0.0,0.0
822db7fffffffff,22.0,1.0,2.0
82346ffffffffff,2.0,0.0,0.0
82351ffffffffff,4.0,0.0,0.0
823827fffffffff,3.0,0.0,0.0
823907fffffffff,46.0,14.0,0.0
82390ffffffffff,12.0,0.0,0.0
823917fffffffff,61.0,0.0,0.0
82391ffffffffff,13.0,0.0,0.0
823927fffffffff,60.0,1.0,0.0
82392ffffffffff,26.0,6.0,0.0
823937fffffffff,17.0,0.0,0.0
823947fffffffff,61.0,11.0,0.0
823957fffffffff,11.0,2.0,0.0
82395ffffffffff,279.0,5.0,0.0
823967fffffffff,4.0,2.0,0.0
82396ffffffffff,2.0,0.0,0.0
823977fffffffff,62.0,18.0,0.0
82398ffffffffff,4.0,0.0,0.0
8239affffffffff,7.0,0.0,0.0
823d07fffffffff,10.0,0.0,0.0
823d37fffffffff,2.0,0.0,0.0
823e67fffffffff,2.0,0.0,0.0
823e6ffffffffff,34.0,16.0,8.0
823f37fffffffff,38.0,0.0,0.0
823f47fffffffff,4.0,0.0,0.0
823f4ffffffffff,1.0,0.0,0.0
823f6ffffffffff,28.0,0.0,7.0
823f77fffffffff,6.0,0.0,0.0
82438ffffffffff,4.0,4.0,0.0
8243a7fffffffff,2.0,0.0,1.0
8243affffffffff,5.0,1.0,2.0
825207fffffffff,2.0,0.0,2.0
82524ffffffffff,2.0,0.0,0.0
82529ffffffffff,3.0,0.0,0.0
82534ffffffffff,6.0,0.0,6.0
82536ffffffffff,4.0,0.0,0.0
825377fffffffff,2.0,0.0,2.0
825437fffffffff,2.0,0.0,0.0
8254affffffffff,2.0,2.0,0.0
825977fffffffff,4.0,0.0,0.0
82599ffffffffff,1.0,1.0,0.0
826337fffffffff,2.0,0.0,0.0
827a4ffffffffff,1.0,0.0,0.0
827a67fffffffff,1.0,0.0,0.0
827a6ffffffffff,3.0,0.0,0.0
