cell_id,Hirundo rustica,Hirundo rustica rustica,Hirundo rustica savignii,Hirundo rustica transitiva,Hirundo rustica tytleri,Hirundo rustica gutturalis/mandschurica,Hirundo rustica erythrogaster
8408195ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84081bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84081d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84081e5ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
84081e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84081edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408287ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408293ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840829bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84082a5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84082b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84082bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84082bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408305ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408321ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408327ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408329ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
840832bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840832dffffffff,6.0,1.0,0.0,0.0,0.0,0.0,0.0
8408331ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408333ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408339ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840833bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
840833dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408361ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408363ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408365ffffffff,27.0,2.0,0.0,0.0,0.0,0.0,0.0
840836dffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
8408805ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408807ffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0
8408809ffffffff,12.0,1.0,0.0,0.0,0.0,0.0,0.0
840880bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
840880dffffffff,50.0,11.0,0.0,0.0,0.0,0.0,0.0
8408821ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408823ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408829ffffffff,43.0,26.0,0.0,0.0,0.0,0.0,0.0
840882bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840882dffffffff,19.0,8.0,0.0,0.0,0.0,0.0,0.0
8408837ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8408839ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840883dffffffff,12.0,1.0,0.0,0.0,0.0,0.0,0.0
8408841ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8408843ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
8408845ffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0
840884bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840884dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408851ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408855ffffffff,24.0,5.0,0.0,0.0,0.0,0.0,0.0
840885bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408863ffffffff,42.0,9.0,0.0,0.0,0.0,0.0,0.0
8408867ffffffff,161.0,43.0,0.0,0.0,0.0,0.0,0.0
8408869ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
840886bffffffff,142.0,77.0,0.0,0.0,0.0,0.0,0.0
840886dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408881ffffffff,7.0,1.0,0.0,0.0,0.0,0.0,0.0
8408885ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408889ffffffff,46.0,11.0,0.0,0.0,0.0,0.0,0.0
840888bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840888dffffffff,36.0,30.0,0.0,0.0,0.0,0.0,0.0
8408893ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408895ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408899ffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
840889dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84088a1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84088a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84088a5ffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
84088a9ffffffff,17.0,6.0,0.0,0.0,0.0,0.0,0.0
84088adffffffff,18.0,4.0,0.0,0.0,0.0,0.0,0.0
84088b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84088d3ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
84088e1ffffffff,37.0,34.0,0.0,0.0,0.0,0.0,0.0
84088e3ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
84088e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84088e7ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
84088edffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408901ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
840890dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408937ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8408959ffffffff,52.0,33.0,0.0,0.0,0.0,0.0,0.0
840895bffffffff,68.0,34.0,0.0,0.0,0.0,0.0,0.0
8408961ffffffff,13.0,6.0,0.0,0.0,0.0,0.0,0.0
8408963ffffffff,5.0,4.0,0.0,0.0,0.0,0.0,0.0
8408965ffffffff,31.0,20.0,0.0,0.0,0.0,0.0,0.0
8408967ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840896dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408985ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
8408987ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840898bffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
840898dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408991ffffffff,19.0,6.0,0.0,0.0,0.0,0.0,0.0
8408995ffffffff,51.0,4.0,0.0,0.0,0.0,0.0,0.0
8408997ffffffff,299.0,94.0,0.0,0.0,0.0,0.0,0.0
8408999ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
840899bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840899dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a1ffffffff,41.0,4.0,0.0,0.0,0.0,0.0,0.0
84089a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a5ffffffff,33.0,3.0,0.0,0.0,0.0,0.0,0.0
84089a7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a9ffffffff,262.0,9.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0
84089adffffffff,17.0,2.0,0.0,0.0,0.0,0.0,0.0
84089b1ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b7ffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0
84089bbffffffff,39.0,1.0,0.0,0.0,0.0,0.0,0.0
84089bdffffffff,15.0,2.0,0.0,0.0,0.0,0.0,0.0
84089c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84089cbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d1ffffffff,54.0,3.0,0.0,0.0,0.0,0.0,0.0
84089d3ffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84089dbffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e3ffffffff,66.0,2.0,0.0,0.0,0.0,0.0,0.0
84089e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e7ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ebffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
84089edffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a15ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
8408a21ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a23ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a35ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a39ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a3bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a3dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a45ffffffff,21.0,14.0,0.0,0.0,0.0,0.0,0.0
8408a47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a4dffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408a53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a5bffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8408a5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a63ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a65ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a6dffffffff,21.0,7.0,0.0,0.0,0.0,0.0,0.0
8408a97ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8408ac5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408acbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ad3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408ae1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ae3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408ae9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,16.0,5.0,0.0,0.0,0.0,0.0,0.0
8408b0dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b11ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b13ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,38.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b33ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8408b37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b3dffffffff,14.0,8.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b47ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b51ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b5bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b61ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b65ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c19ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c1bffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0
8408c21ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8408c23ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8408c25ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
8408c29ffffffff,13.0,5.0,0.0,0.0,0.0,0.0,0.0
8408c2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c31ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c3bffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8408c3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c69ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
8408c6bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c8bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c91ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c97ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cd5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cd7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ce1ffffffff,43.0,8.0,0.0,0.0,0.0,0.0,0.0
8408cebffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cedffffffff,5.0,3.0,0.0,0.0,0.0,0.0,0.0
8408d03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d07ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d11ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,205.0,25.0,0.0,0.0,0.0,0.0,0.0
8408d1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d29ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d2dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d31ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d37ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d41ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d43ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d45ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d49ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d51ffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0
8408d53ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d57ffffffff,22.0,9.0,0.0,0.0,0.0,0.0,0.0
8408d81ffffffff,88.0,6.0,0.0,0.0,0.0,0.0,0.0
8408d83ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d85ffffffff,17.0,1.0,0.0,0.0,0.0,0.0,0.0
8408d87ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
8408d8bffffffff,53.0,10.0,0.0,0.0,0.0,0.0,0.0
8408d8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408da9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dc9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dd7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408de3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408de5ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408de7ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
8408e01ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408e37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408e39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408e6dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408e9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ea5ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
8408ea7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ed3ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8408edbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ee7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f0dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f25ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
8408f29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f2dffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8408f47ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f57ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f63ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8409585ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
8409587ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409591ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8409599ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84095a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84095a9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84095adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409805ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8409807ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8409811ffffffff,21.0,2.0,0.0,0.0,0.0,0.0,0.0
8409813ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409815ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8409817ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409819ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
840981dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,71.0,5.0,0.0,0.0,0.0,0.0,0.0
8409825ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8409829ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840982bffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
8409839ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409883ffffffff,11.0,1.0,0.0,0.0,0.0,0.0,0.0
8409887ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8409889ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409897ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840989bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840989dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84098a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84098a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84098adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84098bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c3ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
84098c5ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84098c7ffffffff,11.0,2.0,0.0,0.0,0.0,0.0,0.0
84098cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84098dbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84098ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
