cell_id,Galerida cristata,Galerida cristata [cristata Group],Galerida cristata macrorhyncha/randonii
841e08dffffffff,10.0,0.0,0.0
841e0a9ffffffff,372.0,2.0,0.0
841e0adffffffff,13.0,0.0,0.0
841e0c1ffffffff,10.0,0.0,0.0
841e0c3ffffffff,3.0,0.0,0.0
841e0c5ffffffff,13.0,0.0,0.0
841e0c7ffffffff,9.0,0.0,0.0
841e0e1ffffffff,11.0,0.0,0.0
841e0e3ffffffff,50.0,0.0,0.0
841e0e5ffffffff,5.0,2.0,0.0
841e0e7ffffffff,137.0,5.0,0.0
841e0e9ffffffff,14.0,0.0,0.0
841e0ebffffffff,10.0,0.0,0.0
841e0edffffffff,10.0,0.0,0.0
841e10bffffffff,19.0,0.0,0.0
841e111ffffffff,2.0,0.0,0.0
841e113ffffffff,3.0,1.0,0.0
841e115ffffffff,4.0,0.0,0.0
841e117ffffffff,2.0,1.0,0.0
841e119ffffffff,4.0,0.0,0.0
841e11bffffffff,2.0,0.0,0.0
841e123ffffffff,37.0,0.0,0.0
841e125ffffffff,4.0,0.0,0.0
841e129ffffffff,37.0,1.0,0.0
841e12bffffffff,3.0,0.0,0.0
841e12dffffffff,17.0,0.0,0.0
841e131ffffffff,36.0,0.0,0.0
841e133ffffffff,4.0,0.0,0.0
841e135ffffffff,9.0,0.0,0.0
841e137ffffffff,53.0,0.0,0.0
841e139ffffffff,15.0,0.0,0.0
841e13bffffffff,15.0,0.0,0.0
841e13dffffffff,55.0,0.0,0.0
841e151ffffffff,2.0,0.0,0.0
841e153ffffffff,2.0,0.0,0.0
841e157ffffffff,2.0,0.0,0.0
841e15bffffffff,2.0,0.0,0.0
841e163ffffffff,2.0,0.0,0.0
841e185ffffffff,1.0,0.0,0.0
841e187ffffffff,2.0,0.0,0.0
841e195ffffffff,9.0,0.0,0.0
841e19bffffffff,2.0,0.0,0.0
841e19dffffffff,13.0,0.0,0.0
841e1adffffffff,2.0,0.0,0.0
841e1b1ffffffff,6.0,0.0,0.0
841e1b3ffffffff,35.0,0.0,0.0
841e1b7ffffffff,4.0,0.0,0.0
841e1bbffffffff,40.0,0.0,0.0
841e1c1ffffffff,5.0,0.0,0.0
841e1c3ffffffff,6.0,0.0,0.0
841e1c7ffffffff,2.0,0.0,0.0
841e1c9ffffffff,3.0,2.0,0.0
841e1cbffffffff,69.0,2.0,0.0
841e1cdffffffff,4.0,0.0,0.0
841e1d1ffffffff,10.0,0.0,0.0
841e1d5ffffffff,9.0,0.0,0.0
841e1d7ffffffff,1.0,0.0,0.0
841e1dbffffffff,2.0,0.0,0.0
841e1ddffffffff,88.0,5.0,0.0
841e1edffffffff,5.0,0.0,0.0
841e205ffffffff,2.0,0.0,0.0
841e20dffffffff,3.0,0.0,0.0
841e225ffffffff,21.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0
841e247ffffffff,1.0,0.0,0.0
841e249ffffffff,5.0,3.0,0.0
841e24bffffffff,8.0,2.0,0.0
841e259ffffffff,7.0,3.0,0.0
841e25bffffffff,8.0,0.0,0.0
841e25dffffffff,1.0,0.0,0.0
841e26bffffffff,1.0,0.0,0.0
841e297ffffffff,2.0,0.0,0.0
841e299ffffffff,2.0,2.0,0.0
841e351ffffffff,2.0,0.0,0.0
841e357ffffffff,50.0,0.0,0.0
841e415ffffffff,2.0,0.0,0.0
841e41bffffffff,2.0,0.0,0.0
841e425ffffffff,11.0,0.0,0.0
841e427ffffffff,35.0,0.0,0.0
841e429ffffffff,2.0,0.0,0.0
841e42dffffffff,9.0,0.0,0.0
841e497ffffffff,2.0,0.0,0.0
841e499ffffffff,2.0,0.0,0.0
841e4b1ffffffff,4.0,0.0,0.0
841e4b3ffffffff,2.0,0.0,0.0
841e4bbffffffff,20.0,0.0,0.0
841e4bdffffffff,4.0,0.0,0.0
841e4c3ffffffff,2.0,0.0,0.0
841e4d9ffffffff,18.0,0.0,0.0
841e511ffffffff,2.0,0.0,0.0
841e513ffffffff,109.0,0.0,0.0
841e517ffffffff,13.0,0.0,0.0
841e519ffffffff,7.0,0.0,0.0
841e51bffffffff,9.0,0.0,0.0
841e539ffffffff,2.0,0.0,0.0
841e551ffffffff,5.0,0.0,0.0
841e553ffffffff,18.0,0.0,0.0
841e559ffffffff,4.0,0.0,0.0
841e58dffffffff,2.0,0.0,0.0
841e593ffffffff,2.0,0.0,0.0
841e5a5ffffffff,21.0,0.0,0.0
841e5a9ffffffff,14.0,0.0,0.0
841e5adffffffff,24.0,0.0,0.0
841e5c3ffffffff,5.0,0.0,0.0
841e5c5ffffffff,4.0,0.0,0.0
841e5c9ffffffff,9.0,0.0,0.0
841e5cdffffffff,48.0,0.0,0.0
841e5d3ffffffff,2.0,0.0,0.0
841e5d9ffffffff,25.0,0.0,0.0
841e5dbffffffff,9.0,0.0,0.0
841e5ddffffffff,23.0,0.0,0.0
841e5e1ffffffff,10.0,0.0,0.0
841e5e3ffffffff,2.0,0.0,0.0
841e5e5ffffffff,11.0,0.0,0.0
841e5e7ffffffff,2.0,0.0,0.0
841e5e9ffffffff,163.0,0.0,0.0
841e5edffffffff,28.0,0.0,0.0
841e619ffffffff,2.0,0.0,0.0
841e63bffffffff,4.0,0.0,0.0
841e697ffffffff,13.0,0.0,0.0
841e6a9ffffffff,2.0,0.0,0.0
841e6b3ffffffff,14.0,0.0,0.0
841e6bbffffffff,10.0,0.0,0.0
841e6e7ffffffff,4.0,0.0,0.0
841e733ffffffff,3.0,0.0,0.0
841e805ffffffff,7.0,0.0,0.0
841e811ffffffff,2.0,0.0,0.0
841e813ffffffff,2.0,0.0,0.0
841e82bffffffff,27.0,0.0,0.0
841e831ffffffff,28.0,1.0,0.0
841e833ffffffff,55.0,0.0,0.0
841e837ffffffff,8.0,0.0,0.0
841e83bffffffff,2.0,0.0,0.0
841e845ffffffff,2.0,0.0,0.0
841e849ffffffff,1.0,0.0,0.0
841e84bffffffff,1.0,0.0,0.0
841e859ffffffff,2.0,0.0,0.0
841e863ffffffff,78.0,5.0,0.0
841e869ffffffff,9.0,0.0,0.0
841e86bffffffff,31.0,0.0,0.0
841e881ffffffff,1.0,0.0,0.0
841e88dffffffff,2.0,0.0,0.0
841e8a1ffffffff,2.0,0.0,0.0
841e8abffffffff,9.0,0.0,0.0
841e8b1ffffffff,1.0,1.0,0.0
841e8bbffffffff,2.0,0.0,0.0
841e8c5ffffffff,2.0,0.0,0.0
841e8dbffffffff,1.0,1.0,0.0
841e9a1ffffffff,5.0,0.0,0.0
841e9a5ffffffff,4.0,0.0,0.0
841e9a7ffffffff,2.0,0.0,0.0
841e9adffffffff,3.0,0.0,0.0
841e9b1ffffffff,5.0,0.0,0.0
841e9b5ffffffff,4.0,0.0,0.0
841e9dbffffffff,1.0,0.0,0.0
841ea01ffffffff,3.0,0.0,0.0
841ea03ffffffff,7.0,0.0,0.0
841ea09ffffffff,2.0,0.0,0.0
841ea55ffffffff,1.0,0.0,0.0
841ea81ffffffff,1.0,0.0,0.0
841ea83ffffffff,9.0,0.0,0.0
841ea85ffffffff,18.0,0.0,0.0
841ea87ffffffff,16.0,0.0,0.0
841ea8dffffffff,45.0,0.0,0.0
841ea95ffffffff,7.0,0.0,0.0
841eab9ffffffff,2.0,0.0,0.0
841eac3ffffffff,2.0,0.0,0.0
841eac7ffffffff,1.0,0.0,0.0
841eaebffffffff,23.0,0.0,0.0
841eb13ffffffff,21.0,1.0,0.0
841eb53ffffffff,9.0,0.0,0.0
841eb5bffffffff,2.0,0.0,0.0
841ec01ffffffff,3.0,0.0,0.0
841ec03ffffffff,91.0,1.0,0.0
841ec05ffffffff,4.0,0.0,0.0
841ec09ffffffff,62.0,0.0,0.0
841ec0dffffffff,2.0,0.0,0.0
841ec11ffffffff,21.0,1.0,0.0
841ec13ffffffff,1.0,0.0,0.0
841ec15ffffffff,10.0,0.0,0.0
841ec17ffffffff,9.0,0.0,0.0
841ec19ffffffff,8.0,0.0,0.0
841ec1bffffffff,17.0,0.0,0.0
841ec1dffffffff,314.0,0.0,0.0
841ec21ffffffff,211.0,5.0,0.0
841ec23ffffffff,95.0,0.0,0.0
841ec25ffffffff,19.0,0.0,0.0
841ec27ffffffff,213.0,0.0,0.0
841ec29ffffffff,7.0,0.0,0.0
841ec2bffffffff,35.0,1.0,0.0
841ec2dffffffff,6.0,0.0,0.0
841ec31ffffffff,8.0,0.0,0.0
841ec33ffffffff,179.0,0.0,0.0
841ec35ffffffff,23.0,0.0,0.0
841ec37ffffffff,21.0,0.0,0.0
841ec39ffffffff,4.0,0.0,0.0
841ec3dffffffff,59.0,0.0,0.0
841ec43ffffffff,10.0,0.0,0.0
841ec45ffffffff,1.0,0.0,0.0
841ec47ffffffff,223.0,0.0,0.0
841ec4bffffffff,5.0,0.0,0.0
841ec4dffffffff,11.0,0.0,0.0
841ec51ffffffff,1.0,0.0,0.0
841ec57ffffffff,9.0,0.0,0.0
841ec59ffffffff,1.0,0.0,0.0
841ec5dffffffff,4.0,0.0,0.0
841ec63ffffffff,3.0,0.0,0.0
841ec65ffffffff,10.0,0.0,0.0
841ec67ffffffff,14.0,0.0,0.0
841ec6bffffffff,2.0,0.0,0.0
841ec6dffffffff,8.0,0.0,0.0
841ec81ffffffff,25.0,0.0,0.0
841ec85ffffffff,11.0,0.0,0.0
841ec89ffffffff,13.0,1.0,0.0
841ec8bffffffff,24.0,1.0,0.0
841ec8dffffffff,3.0,0.0,0.0
841ec91ffffffff,4.0,0.0,0.0
841ec93ffffffff,112.0,0.0,0.0
841ec97ffffffff,7.0,0.0,0.0
841ec99ffffffff,83.0,0.0,0.0
841ec9bffffffff,7.0,0.0,0.0
841ec9dffffffff,42.0,0.0,0.0
841eca1ffffffff,167.0,0.0,0.0
841eca3ffffffff,11.0,0.0,0.0
841eca5ffffffff,195.0,1.0,0.0
841eca7ffffffff,5.0,0.0,0.0
841eca9ffffffff,303.0,0.0,0.0
841ecadffffffff,68.0,0.0,0.0
841ecb1ffffffff,31.0,1.0,0.0
841ecb3ffffffff,2.0,0.0,0.0
841ecb5ffffffff,72.0,0.0,0.0
841ecb9ffffffff,47.0,0.0,0.0
841ecbbffffffff,141.0,0.0,0.0
841ecbdffffffff,11.0,0.0,0.0
841ecc3ffffffff,19.0,0.0,0.0
841ecc5ffffffff,36.0,0.0,0.0
841ecc9ffffffff,14.0,0.0,0.0
841eccbffffffff,33.0,0.0,0.0
841eccdffffffff,23.0,0.0,0.0
841ecd5ffffffff,29.0,0.0,0.0
841ecd7ffffffff,4.0,0.0,0.0
841ecddffffffff,33.0,0.0,0.0
841ece1ffffffff,34.0,0.0,0.0
841ece3ffffffff,5.0,0.0,0.0
841ece5ffffffff,121.0,1.0,0.0
841ece7ffffffff,188.0,0.0,0.0
841ece9ffffffff,34.0,0.0,0.0
841ecebffffffff,4.0,0.0,0.0
841ecedffffffff,1.0,0.0,0.0
841ed03ffffffff,1.0,0.0,0.0
841ed05ffffffff,6.0,0.0,0.0
841ed09ffffffff,2.0,0.0,0.0
841ed0bffffffff,36.0,0.0,0.0
841ed0dffffffff,1.0,1.0,0.0
841ed13ffffffff,70.0,0.0,0.0
841ed19ffffffff,7.0,0.0,0.0
841ed1bffffffff,237.0,0.0,0.0
841ed1dffffffff,15.0,0.0,0.0
841ed21ffffffff,2.0,0.0,0.0
841ed29ffffffff,2.0,0.0,0.0
841ed2bffffffff,2.0,0.0,0.0
841ed35ffffffff,7.0,0.0,0.0
841ed37ffffffff,8.0,0.0,0.0
841ed3bffffffff,13.0,0.0,0.0
841ed3dffffffff,1.0,0.0,0.0
841ed41ffffffff,3.0,0.0,0.0
841ed43ffffffff,1.0,0.0,0.0
841ed45ffffffff,28.0,0.0,0.0
841ed47ffffffff,3.0,0.0,0.0
841ed49ffffffff,6.0,0.0,0.0
841ed4bffffffff,3.0,0.0,0.0
841ed4dffffffff,31.0,0.0,0.0
841ed55ffffffff,2.0,0.0,0.0
841ed57ffffffff,26.0,0.0,0.0
841ed59ffffffff,3.0,0.0,0.0
841ed5bffffffff,4.0,0.0,0.0
841ed63ffffffff,13.0,7.0,0.0
841ed65ffffffff,3.0,0.0,0.0
841ed6bffffffff,61.0,6.0,0.0
841ed91ffffffff,183.0,0.0,0.0
841ed93ffffffff,471.0,0.0,0.0
841ed9bffffffff,103.0,0.0,0.0
841eda1ffffffff,205.0,0.0,0.0
841eda3ffffffff,437.0,0.0,0.0
841eda5ffffffff,17.0,0.0,0.0
841eda7ffffffff,55.0,0.0,0.0
841edabffffffff,2.0,0.0,0.0
841edadffffffff,77.0,0.0,0.0
841edb7ffffffff,2.0,0.0,0.0
841edbbffffffff,4.0,0.0,0.0
841edc1ffffffff,17.0,0.0,0.0
841edc5ffffffff,2.0,0.0,0.0
841edc9ffffffff,183.0,0.0,0.0
841edcdffffffff,54.0,0.0,0.0
841edd3ffffffff,2.0,0.0,0.0
841ede1ffffffff,146.0,0.0,0.0
841ede5ffffffff,13.0,0.0,0.0
841ede7ffffffff,21.0,0.0,0.0
841ede9ffffffff,35.0,0.0,0.0
841ededffffffff,1.0,0.0,0.0
841ee2bffffffff,2.0,0.0,0.0
841ee37ffffffff,7.0,0.0,0.0
841ee5dffffffff,1.0,0.0,0.0
841ee65ffffffff,34.0,0.0,0.0
841ee67ffffffff,23.0,0.0,0.0
841ee6dffffffff,6.0,0.0,0.0
841ee83ffffffff,9.0,0.0,0.0
841ee8bffffffff,2.0,0.0,0.0
841ee8dffffffff,1.0,0.0,0.0
841ee91ffffffff,18.0,0.0,0.0
841ee95ffffffff,1.0,0.0,0.0
841ee97ffffffff,64.0,0.0,0.0
841ee99ffffffff,9.0,0.0,0.0
841eea3ffffffff,20.0,0.0,0.0
841eea5ffffffff,5.0,0.0,0.0
841eea7ffffffff,10.0,0.0,0.0
841eea9ffffffff,2.0,0.0,0.0
841eeb1ffffffff,12.0,0.0,0.0
841eeb5ffffffff,25.0,0.0,0.0
841eeb7ffffffff,179.0,1.0,0.0
841eeb9ffffffff,8.0,0.0,0.0
841eec1ffffffff,2.0,0.0,0.0
841eec3ffffffff,1.0,0.0,0.0
841eec5ffffffff,2.0,0.0,0.0
841eed1ffffffff,4.0,0.0,0.0
841eed3ffffffff,10.0,0.0,0.0
841eed7ffffffff,2.0,0.0,0.0
841eedbffffffff,23.0,0.0,0.0
841eee1ffffffff,1.0,0.0,0.0
841ef13ffffffff,5.0,0.0,0.0
841ef19ffffffff,2.0,0.0,0.0
841ef1bffffffff,14.0,0.0,0.0
841ef23ffffffff,12.0,0.0,0.0
841ef27ffffffff,18.0,0.0,0.0
841ef31ffffffff,2.0,0.0,0.0
841ef33ffffffff,4.0,0.0,0.0
841ef3bffffffff,2.0,0.0,0.0
841ef59ffffffff,1.0,0.0,0.0
841ef5dffffffff,2.0,0.0,0.0
841ef6bffffffff,1.0,0.0,0.0
841ef6dffffffff,5.0,0.0,0.0
841f01dffffffff,2.0,0.0,0.0
841f03bffffffff,6.0,0.0,0.0
841f0b1ffffffff,3.0,1.0,0.0
841f0b3ffffffff,4.0,0.0,0.0
841f189ffffffff,2.0,0.0,0.0
841f18bffffffff,4.0,0.0,0.0
841f193ffffffff,3.0,2.0,0.0
841f1c1ffffffff,7.0,0.0,0.0
841f1d5ffffffff,2.0,0.0,0.0
841f1dbffffffff,7.0,0.0,0.0
841f20dffffffff,2.0,0.0,0.0
841f241ffffffff,11.0,0.0,0.0
841f243ffffffff,4.0,0.0,0.0
841f24bffffffff,2.0,0.0,0.0
841f2a3ffffffff,2.0,0.0,0.0
841f421ffffffff,3.0,0.0,0.0
841f48dffffffff,5.0,0.0,0.0
841f4b1ffffffff,4.0,0.0,0.0
841f519ffffffff,1.0,0.0,0.0
841f51dffffffff,2.0,0.0,0.0
841f565ffffffff,21.0,3.0,0.0
841f56dffffffff,1.0,1.0,0.0
841f591ffffffff,3.0,0.0,0.0
841f593ffffffff,2.0,0.0,0.0
841f5a9ffffffff,2.0,0.0,0.0
841f5c7ffffffff,4.0,0.0,0.0
841f5d5ffffffff,2.0,0.0,0.0
841f5e1ffffffff,1.0,0.0,0.0
841f751ffffffff,5.0,0.0,0.0
841f803ffffffff,13.0,0.0,0.0
841f853ffffffff,2.0,0.0,0.0
841f857ffffffff,2.0,0.0,0.0
841faa5ffffffff,6.0,0.0,0.0
841faadffffffff,20.0,0.0,0.0
841fae7ffffffff,2.0,0.0,0.0
841fb01ffffffff,2.0,0.0,0.0
841fb03ffffffff,1.0,0.0,0.0
841fb05ffffffff,2.0,0.0,0.0
841fb0bffffffff,2.0,0.0,0.0
841fb63ffffffff,2.0,0.0,0.0
841fb69ffffffff,3.0,0.0,0.0
84200a5ffffffff,8.0,0.0,0.0
84200a7ffffffff,14.0,0.0,0.0
84200a9ffffffff,3.0,0.0,0.0
84200adffffffff,6.0,0.0,0.0
84200e3ffffffff,6.0,0.0,0.0
84200e7ffffffff,3.0,0.0,0.0
8420101ffffffff,10.0,0.0,0.0
8420107ffffffff,4.0,0.0,0.0
842010dffffffff,24.0,0.0,0.0
8420125ffffffff,6.0,0.0,0.0
8420129ffffffff,7.0,0.0,0.0
8420139ffffffff,2.0,0.0,0.0
842013dffffffff,4.0,0.0,0.0
8420145ffffffff,1.0,0.0,0.0
8420147ffffffff,2.0,0.0,0.0
842014dffffffff,2.0,0.0,0.0
8420161ffffffff,7.0,0.0,0.0
8420163ffffffff,2.0,0.0,0.0
8420165ffffffff,2.0,0.0,0.0
8420169ffffffff,2.0,0.0,0.0
842016bffffffff,22.0,0.0,0.0
842016dffffffff,2.0,0.0,0.0
8420185ffffffff,4.0,0.0,0.0
8420187ffffffff,6.0,0.0,0.0
8420191ffffffff,8.0,0.0,0.0
8420193ffffffff,25.0,0.0,0.0
8420195ffffffff,3.0,0.0,0.0
8420197ffffffff,1.0,0.0,0.0
8420199ffffffff,69.0,0.0,0.0
84201abffffffff,6.0,0.0,0.0
84201b7ffffffff,3.0,0.0,0.0
84201b9ffffffff,2.0,0.0,0.0
84201bbffffffff,3.0,0.0,0.0
84201bdffffffff,4.0,0.0,0.0
84201d3ffffffff,4.0,0.0,0.0
8420325ffffffff,1.0,0.0,0.0
8420333ffffffff,1.0,0.0,0.0
8420361ffffffff,1.0,0.0,0.0
8420591ffffffff,2.0,0.0,0.0
84205a1ffffffff,7.0,0.0,0.0
84205abffffffff,1.0,0.0,0.0
84205b9ffffffff,4.0,0.0,0.0
8420841ffffffff,3.0,0.0,0.0
8420845ffffffff,15.0,0.0,0.0
842084dffffffff,2.0,0.0,0.0
8420869ffffffff,7.0,0.0,0.0
84209a5ffffffff,27.0,0.0,0.0
8420a05ffffffff,1.0,0.0,0.0
8420a19ffffffff,3.0,0.0,0.0
8420a27ffffffff,4.0,0.0,0.0
8420a2bffffffff,1.0,0.0,0.0
8420a43ffffffff,2.0,0.0,0.0
8420a53ffffffff,2.0,0.0,0.0
8420a57ffffffff,4.0,0.0,0.0
8420a5bffffffff,2.0,0.0,0.0
8420a61ffffffff,6.0,0.0,0.0
8420a65ffffffff,25.0,2.0,0.0
8420a67ffffffff,2.0,0.0,0.0
8420a6dffffffff,2.0,0.0,0.0
8420a83ffffffff,1.0,0.0,0.0
8420a87ffffffff,6.0,0.0,0.0
8420a8bffffffff,6.0,0.0,0.0
8420a9bffffffff,4.0,0.0,0.0
8420ac1ffffffff,2.0,0.0,0.0
8420ac5ffffffff,6.0,0.0,0.0
8420ac7ffffffff,4.0,0.0,0.0
8420ad1ffffffff,10.0,0.0,0.0
8420ad3ffffffff,3.0,0.0,0.0
8420ae1ffffffff,1.0,0.0,0.0
8420ae3ffffffff,3.0,0.0,0.0
8420ae9ffffffff,2.0,0.0,0.0
8420b11ffffffff,25.0,0.0,0.0
8420b13ffffffff,9.0,0.0,0.0
8420b15ffffffff,7.0,0.0,0.0
8420b17ffffffff,5.0,0.0,0.0
8420b1bffffffff,21.0,0.0,0.0
8420b2bffffffff,1.0,0.0,0.0
8420b39ffffffff,8.0,0.0,0.0
8420b3bffffffff,15.0,0.0,0.0
8420b49ffffffff,2.0,0.0,0.0
8420c2bffffffff,2.0,0.0,0.0
8420c89ffffffff,4.0,0.0,0.0
8420c93ffffffff,3.0,0.0,0.0
8420c97ffffffff,2.0,0.0,0.0
8420cc7ffffffff,2.0,2.0,0.0
8420cd5ffffffff,4.0,0.0,0.0
8420cd7ffffffff,2.0,0.0,0.0
8420e01ffffffff,3.0,0.0,0.0
8420e05ffffffff,12.0,0.0,0.0
8420e07ffffffff,6.0,0.0,0.0
8420e11ffffffff,6.0,0.0,0.0
8420e21ffffffff,4.0,3.0,0.0
8420e3bffffffff,2.0,0.0,0.0
8420e45ffffffff,11.0,0.0,0.0
8420e4dffffffff,10.0,0.0,0.0
8420e61ffffffff,1.0,0.0,0.0
8420e69ffffffff,10.0,0.0,0.0
8420e6bffffffff,2.0,0.0,0.0
8420e93ffffffff,5.0,0.0,0.0
8420e9bffffffff,7.0,0.0,0.0
8420ee9ffffffff,5.0,0.0,0.0
8420f25ffffffff,1.0,0.0,0.0
8420f45ffffffff,2.0,0.0,0.0
8420f51ffffffff,11.0,0.0,0.0
8420f59ffffffff,4.0,0.0,0.0
8420f5bffffffff,1.0,0.0,0.0
8420f5dffffffff,2.0,0.0,0.0
8421823ffffffff,6.0,0.0,0.0
842182bffffffff,1.0,0.0,0.0
8421837ffffffff,1.0,0.0,0.0
8421847ffffffff,1.0,0.0,0.0
8421897ffffffff,2.0,0.0,0.0
84218b3ffffffff,25.0,0.0,0.0
84218bbffffffff,2.0,0.0,0.0
84218e5ffffffff,1.0,0.0,0.0
8421981ffffffff,29.0,0.0,0.0
8421983ffffffff,33.0,0.0,0.0
842198bffffffff,2.0,0.0,0.0
842199dffffffff,8.0,0.0,0.0
84219c1ffffffff,15.0,0.0,0.0
84219c3ffffffff,12.0,0.0,0.0
84219c9ffffffff,21.0,0.0,0.0
84219cbffffffff,5.0,0.0,0.0
84219d3ffffffff,15.0,0.0,0.0
84219dbffffffff,1.0,0.0,0.0
84219e5ffffffff,2.0,0.0,0.0
8421a27ffffffff,1.0,1.0,0.0
8421b59ffffffff,2.0,0.0,0.0
8421b5bffffffff,2.0,0.0,0.0
8424003ffffffff,2.0,0.0,0.0
842400bffffffff,1.0,0.0,0.0
842400dffffffff,2.0,0.0,0.0
8424029ffffffff,1.0,0.0,0.0
8424037ffffffff,4.0,3.0,0.0
842406bffffffff,1.0,0.0,0.0
84240a1ffffffff,8.0,0.0,0.0
84240a9ffffffff,35.0,1.0,0.0
84240adffffffff,4.0,0.0,0.0
84240cdffffffff,4.0,0.0,0.0
84240d1ffffffff,4.0,0.0,0.0
84240e1ffffffff,10.0,3.0,0.0
84240e3ffffffff,2.0,0.0,0.0
84240e7ffffffff,1.0,0.0,0.0
84240e9ffffffff,4.0,0.0,0.0
84241d9ffffffff,3.0,2.0,0.0
8424299ffffffff,2.0,0.0,0.0
84242d3ffffffff,1.0,0.0,0.0
84242e7ffffffff,2.0,0.0,0.0
8424311ffffffff,1.0,0.0,0.0
8424463ffffffff,2.0,0.0,0.0
8424467ffffffff,12.0,0.0,0.0
8424505ffffffff,10.0,0.0,0.0
842450dffffffff,2.0,0.0,0.0
842451dffffffff,20.0,0.0,0.0
8424521ffffffff,4.0,0.0,0.0
8424529ffffffff,18.0,0.0,0.0
842452dffffffff,2.0,0.0,0.0
8424539ffffffff,3.0,0.0,0.0
8424563ffffffff,4.0,0.0,0.0
8424567ffffffff,53.0,0.0,0.0
8424829ffffffff,2.0,0.0,0.0
8424885ffffffff,3.0,0.0,0.0
84248a3ffffffff,5.0,0.0,0.0
84248a7ffffffff,12.0,0.0,0.0
84248abffffffff,3.0,0.0,0.0
84248e7ffffffff,2.0,0.0,0.0
84249dbffffffff,2.0,0.0,0.0
8424aa3ffffffff,1.0,0.0,0.0
8424c05ffffffff,8.0,0.0,0.0
8424c63ffffffff,14.0,1.0,0.0
8424cddffffffff,2.0,0.0,0.0
8424d19ffffffff,1.0,0.0,0.0
8424d51ffffffff,10.0,0.0,0.0
8424d53ffffffff,2.0,0.0,0.0
8424d55ffffffff,6.0,0.0,0.0
8424d57ffffffff,1.0,0.0,0.0
8424d5dffffffff,2.0,0.0,0.0
8424e41ffffffff,2.0,0.0,0.0
8424e4bffffffff,2.0,0.0,0.0
8424e5bffffffff,8.0,0.0,0.0
8424e8dffffffff,2.0,0.0,0.0
8424f13ffffffff,2.0,0.0,0.0
842512bffffffff,2.0,0.0,0.0
8425ae9ffffffff,1.0,0.0,0.0
8425b03ffffffff,8.0,0.0,0.0
8425b1bffffffff,2.0,0.0,0.0
8425b1dffffffff,20.0,0.0,0.0
8425b37ffffffff,2.0,0.0,0.0
8425b3bffffffff,2.0,0.0,0.0
8425b41ffffffff,5.0,0.0,0.0
8425b43ffffffff,10.0,0.0,0.0
8425b47ffffffff,6.0,0.0,0.0
8425b4bffffffff,2.0,0.0,0.0
8425b57ffffffff,8.0,0.0,0.0
842c001ffffffff,9.0,0.0,0.0
842c003ffffffff,126.0,1.0,0.0
842c007ffffffff,5.0,0.0,0.0
842c009ffffffff,10.0,0.0,0.0
842c00bffffffff,57.0,0.0,0.0
842c015ffffffff,10.0,0.0,0.0
842c01dffffffff,15.0,0.0,0.0
842c021ffffffff,2.0,0.0,0.0
842c031ffffffff,10.0,0.0,0.0
842c035ffffffff,23.0,0.0,0.0
842c037ffffffff,9.0,0.0,0.0
842c039ffffffff,6.0,0.0,0.0
842c03dffffffff,2.0,0.0,0.0
