cell_id,Myiopsitta monachus,Myiopsitta monachus [monachus Group],Myiopsitta monachus luchsi
831969fffffffff,6.0,0.0,0.0
83196bfffffffff,9.0,0.0,0.0
831e80fffffffff,303.0,2.0,0.0
831e86fffffffff,4.0,0.0,0.0
831e88fffffffff,2.0,0.0,0.0
831e92fffffffff,14.0,0.0,0.0
831edafffffffff,233.0,0.0,0.0
831f99fffffffff,5.0,0.0,0.0
831f9bfffffffff,1.0,0.0,0.0
831fa4fffffffff,1.0,0.0,0.0
831fb0fffffffff,1.0,0.0,0.0
832664fffffffff,1107.0,86.0,0.0
8326c8fffffffff,774.0,13.0,0.0
8326cafffffffff,3.0,0.0,0.0
8326cbfffffffff,121.0,0.0,0.0
832759fffffffff,204.0,3.0,0.0
8329a4fffffffff,44.0,0.0,0.0
8329b6fffffffff,5.0,0.0,0.0
832a10fffffffff,5415.0,209.0,0.0
832a14fffffffff,524.0,18.0,0.0
832a15fffffffff,135.0,4.0,0.0
832a30fffffffff,14.0,0.0,0.0
832db0fffffffff,1630.0,172.0,0.0
832db1fffffffff,8.0,0.0,0.0
832db2fffffffff,288.0,13.0,0.0
832db6fffffffff,16.0,0.0,0.0
833441fffffffff,16.0,0.0,0.0
83344cfffffffff,134.0,0.0,0.0
833469fffffffff,1.0,0.0,0.0
83346bfffffffff,82.0,0.0,0.0
833824fffffffff,354.0,0.0,0.0
833825fffffffff,290.0,0.0,0.0
833835fffffffff,6.0,0.0,0.0
833900fffffffff,11.0,0.0,0.0
833901fffffffff,3.0,0.0,0.0
833903fffffffff,12.0,0.0,0.0
83390afffffffff,20.0,0.0,0.0
83390cfffffffff,5315.0,0.0,0.0
833918fffffffff,610.0,0.0,0.0
833919fffffffff,1454.0,0.0,0.0
83391afffffffff,16.0,0.0,0.0
83391bfffffffff,57.0,0.0,0.0
83391cfffffffff,299.0,0.0,0.0
83391dfffffffff,15.0,0.0,0.0
83391efffffffff,228.0,0.0,0.0
833920fffffffff,19.0,0.0,0.0
833922fffffffff,269.0,0.0,0.0
83392bfffffffff,121.0,0.0,0.0
833944fffffffff,2292.0,1.0,0.0
833945fffffffff,167.0,0.0,0.0
833946fffffffff,133.0,0.0,0.0
833950fffffffff,1.0,0.0,0.0
833954fffffffff,275.0,0.0,0.0
833956fffffffff,144.0,0.0,0.0
833970fffffffff,10.0,0.0,0.0
833971fffffffff,23.0,0.0,0.0
833973fffffffff,3.0,0.0,0.0
833e68fffffffff,9.0,0.0,0.0
834412fffffffff,4.0,0.0,0.0
834413fffffffff,1069.0,33.0,0.0
834416fffffffff,39.0,1.0,0.0
83441afffffffff,1976.0,47.0,0.0
83441efffffffff,614.0,4.0,0.0
834446fffffffff,1510.0,0.0,0.0
834455fffffffff,6.0,0.0,0.0
83446cfffffffff,1191.0,32.0,0.0
83446dfffffffff,68.0,0.0,0.0
834473fffffffff,4.0,0.0,0.0
8344a1fffffffff,4336.0,135.0,0.0
8344a5fffffffff,328.0,29.0,0.0
8344a8fffffffff,78.0,3.0,0.0
8344a9fffffffff,88.0,0.0,0.0
8344abfffffffff,11.0,2.0,0.0
8344acfffffffff,436.0,22.0,0.0
8344adfffffffff,118.0,2.0,0.0
8344aefffffffff,2365.0,58.0,0.0
8345a3fffffffff,72.0,0.0,0.0
8345aefffffffff,18.0,0.0,0.0
834802fffffffff,18.0,0.0,0.0
834805fffffffff,2.0,0.0,0.0
834808fffffffff,4.0,0.0,0.0
83480bfffffffff,2.0,0.0,0.0
83480dfffffffff,15.0,0.0,0.0
83480efffffffff,10.0,0.0,0.0
834812fffffffff,14.0,0.0,0.0
834814fffffffff,60.0,0.0,0.0
83481afffffffff,12.0,0.0,0.0
83481bfffffffff,5.0,0.0,0.0
834823fffffffff,2.0,0.0,0.0
83482afffffffff,139.0,0.0,0.0
834833fffffffff,11.0,0.0,0.0
834836fffffffff,12.0,0.0,0.0
83484afffffffff,108.0,0.0,0.0
