cell_id,Myiopsitta monachus,Myiopsitta monachus [monachus Group],Myiopsitta monachus luchsi
834856fffffffff,460.0,1.0,0.0
834858fffffffff,2.0,0.0,0.0
834859fffffffff,6.0,0.0,0.0
83485bfffffffff,119.0,0.0,0.0
834873fffffffff,100.0,0.0,0.0
834880fffffffff,176.0,0.0,0.0
834886fffffffff,5.0,0.0,0.0
834892fffffffff,47.0,0.0,0.0
834895fffffffff,351.0,22.0,0.0
834898fffffffff,42.0,0.0,0.0
83489afffffffff,8.0,0.0,0.0
83489cfffffffff,228.0,10.0,0.0
83489efffffffff,3192.0,127.0,0.0
8348a0fffffffff,104.0,0.0,0.0
8348a1fffffffff,1.0,0.0,0.0
8348a2fffffffff,81.0,0.0,0.0
8348b1fffffffff,2.0,0.0,0.0
8348b3fffffffff,1080.0,42.0,0.0
8348c6fffffffff,83.0,7.0,0.0
8348d6fffffffff,25.0,0.0,0.0
8348e5fffffffff,57.0,0.0,0.0
8348ebfffffffff,61.0,7.0,0.0
8348eefffffffff,4.0,0.0,0.0
8348f4fffffffff,5.0,0.0,0.0
834980fffffffff,22.0,0.0,0.0
834981fffffffff,48.0,0.0,0.0
834982fffffffff,4.0,0.0,0.0
834983fffffffff,165.0,0.0,0.0
834986fffffffff,7.0,0.0,0.0
834988fffffffff,2.0,0.0,0.0
83498cfffffffff,66.0,0.0,0.0
83498efffffffff,66.0,0.0,0.0
834994fffffffff,282.0,0.0,0.0
834995fffffffff,3003.0,47.0,0.0
834996fffffffff,548.0,0.0,0.0
83499bfffffffff,2.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0
8349a8fffffffff,11.0,0.0,0.0
8349a9fffffffff,7.0,0.0,0.0
8349aafffffffff,240.0,16.0,0.0
8349abfffffffff,21.0,2.0,0.0
8349b3fffffffff,169.0,0.0,0.0
834cc0fffffffff,367.0,0.0,0.0
834cc4fffffffff,26.0,0.0,0.0
834cc5fffffffff,2855.0,0.0,0.0
834ceafffffffff,893.0,0.0,0.0
834ceefffffffff,2992.0,0.0,0.0
836526fffffffff,43.0,0.0,0.0
836d23fffffffff,152.0,0.0,0.0
836d25fffffffff,198.0,3.0,0.0
836d32fffffffff,174.0,0.0,0.0
836d33fffffffff,1.0,0.0,0.0
836d34fffffffff,757.0,0.0,0.0
836d36fffffffff,3.0,0.0,0.0
838b12fffffffff,2.0,0.0,0.0
838b20fffffffff,236.0,0.0,184.0
838b21fffffffff,4.0,0.0,0.0
838b22fffffffff,91.0,5.0,0.0
838b24fffffffff,10.0,0.0,6.0
838b25fffffffff,76.0,0.0,49.0
838b26fffffffff,1.0,1.0,0.0
838b2cfffffffff,12.0,0.0,3.0
838b2efffffffff,1.0,0.0,0.0
838b31fffffffff,1.0,0.0,0.0
838b34fffffffff,2.0,2.0,0.0
838b93fffffffff,1.0,0.0,0.0
838ba0fffffffff,8.0,0.0,0.0
838ba6fffffffff,29.0,0.0,0.0
838bb5fffffffff,23.0,2.0,0.0
83a801fffffffff,2.0,0.0,0.0
83a804fffffffff,2.0,0.0,0.0
83a820fffffffff,1.0,0.0,0.0
83a821fffffffff,5.0,0.0,0.0
83a824fffffffff,66.0,0.0,0.0
83a825fffffffff,42.0,0.0,0.0
83a826fffffffff,3.0,0.0,0.0
83a828fffffffff,2.0,0.0,0.0
83a829fffffffff,31.0,0.0,0.0
83a82cfffffffff,11.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0
83a831fffffffff,4.0,0.0,0.0
83a833fffffffff,1.0,0.0,0.0
83a835fffffffff,6.0,0.0,0.0
83a840fffffffff,408.0,2.0,0.0
83a841fffffffff,46.0,0.0,0.0
83a842fffffffff,44.0,0.0,0.0
83a843fffffffff,11.0,0.0,0.0
83a844fffffffff,4.0,0.0,0.0
83a845fffffffff,81.0,0.0,0.0
83a846fffffffff,272.0,21.0,0.0
83a84afffffffff,19.0,4.0,0.0
83a84bfffffffff,1.0,0.0,0.0
83a84efffffffff,47.0,0.0,0.0
83a851fffffffff,2.0,0.0,0.0
83a855fffffffff,4.0,2.0,0.0
83a856fffffffff,1.0,0.0,0.0
83a859fffffffff,2354.0,99.0,0.0
83a85bfffffffff,7.0,0.0,0.0
83a85dfffffffff,1465.0,60.0,0.0
83a860fffffffff,20.0,0.0,0.0
83a861fffffffff,5.0,0.0,0.0
83a862fffffffff,5.0,0.0,0.0
83a863fffffffff,16.0,0.0,0.0
83a864fffffffff,29.0,0.0,0.0
83a865fffffffff,120.0,0.0,0.0
83a866fffffffff,5.0,0.0,0.0
83a869fffffffff,7.0,0.0,0.0
83a86afffffffff,10.0,0.0,0.0
83a86cfffffffff,12.0,0.0,0.0
83a86dfffffffff,7.0,0.0,0.0
83a86efffffffff,17.0,0.0,0.0
83a875fffffffff,13.0,0.0,0.0
83a876fffffffff,12.0,0.0,0.0
83a8a0fffffffff,130.0,2.0,0.0
83a901fffffffff,434.0,5.0,0.0
83a903fffffffff,49.0,5.0,0.0
83a905fffffffff,174.0,28.0,0.0
83a908fffffffff,13.0,0.0,0.0
83a909fffffffff,92.0,0.0,0.0
83a90afffffffff,8.0,0.0,0.0
83a90bfffffffff,12.0,0.0,0.0
83a90cfffffffff,68.0,0.0,0.0
83a90dfffffffff,26.0,0.0,0.0
83a90efffffffff,108.0,4.0,0.0
83a918fffffffff,62.0,0.0,0.0
83a919fffffffff,48.0,0.0,0.0
83a91bfffffffff,114.0,0.0,0.0
83a91dfffffffff,61.0,0.0,0.0
83a921fffffffff,167.0,0.0,0.0
83a928fffffffff,11.0,0.0,0.0
83a929fffffffff,57.0,0.0,0.0
83a92afffffffff,12.0,0.0,0.0
83a92bfffffffff,4.0,0.0,0.0
83a92cfffffffff,737.0,3.0,0.0
83a92dfffffffff,170.0,22.0,0.0
83a92efffffffff,531.0,21.0,0.0
83a940fffffffff,142.0,0.0,0.0
83a941fffffffff,954.0,0.0,0.0
83a942fffffffff,178.0,0.0,0.0
83a943fffffffff,163.0,0.0,0.0
83a944fffffffff,1035.0,4.0,0.0
83a945fffffffff,391.0,0.0,0.0
83a946fffffffff,1680.0,0.0,0.0
83a948fffffffff,8.0,0.0,0.0
83a949fffffffff,6.0,0.0,0.0
83a94afffffffff,24.0,0.0,0.0
83a94bfffffffff,45.0,0.0,0.0
83a94cfffffffff,161.0,0.0,0.0
83a94dfffffffff,53.0,0.0,0.0
83a94efffffffff,2180.0,0.0,0.0
83a950fffffffff,115.0,0.0,0.0
83a951fffffffff,81.0,0.0,0.0
83a952fffffffff,58.0,0.0,0.0
83a953fffffffff,440.0,0.0,0.0
83a954fffffffff,23.0,0.0,0.0
83a955fffffffff,176.0,0.0,0.0
83a956fffffffff,5.0,0.0,0.0
83a959fffffffff,33.0,0.0,0.0
83a95afffffffff,19.0,0.0,0.0
83a95bfffffffff,7.0,0.0,0.0
83a95cfffffffff,53.0,0.0,0.0
83a95dfffffffff,387.0,0.0,0.0
83a95efffffffff,198.0,0.0,0.0
83a960fffffffff,97.0,0.0,0.0
83a961fffffffff,221.0,0.0,0.0
83a962fffffffff,1151.0,0.0,0.0
83a963fffffffff,125.0,0.0,0.0
83a964fffffffff,241.0,1.0,0.0
83a965fffffffff,26.0,0.0,0.0
83a966fffffffff,93.0,6.0,0.0
83a968fffffffff,217.0,0.0,0.0
83a969fffffffff,11.0,0.0,0.0
83a96afffffffff,852.0,0.0,0.0
83a96bfffffffff,114.0,0.0,0.0
83a96cfffffffff,43.0,0.0,0.0
83a96dfffffffff,22.0,0.0,0.0
83a96efffffffff,674.0,0.0,0.0
83a971fffffffff,316.0,0.0,0.0
83a972fffffffff,14.0,0.0,0.0
83a973fffffffff,36.0,0.0,0.0
83a974fffffffff,80.0,1.0,0.0
83a975fffffffff,111.0,0.0,0.0
83a976fffffffff,126.0,0.0,0.0
83b209fffffffff,6.0,0.0,0.0
83b226fffffffff,5.0,0.0,0.0
83b228fffffffff,1.0,0.0,0.0
83b240fffffffff,118.0,0.0,0.0
83b241fffffffff,897.0,0.0,0.0
83b242fffffffff,280.0,0.0,0.0
83b243fffffffff,1700.0,63.0,0.0
83b244fffffffff,60.0,0.0,0.0
83b245fffffffff,19.0,0.0,0.0
83b246fffffffff,155.0,0.0,0.0
83b248fffffffff,34.0,0.0,0.0
83b249fffffffff,12.0,0.0,0.0
83b24afffffffff,535.0,0.0,0.0
83b24bfffffffff,108.0,0.0,0.0
83b24cfffffffff,301.0,0.0,0.0
83b24dfffffffff,142.0,0.0,0.0
83b24efffffffff,249.0,0.0,0.0
83b250fffffffff,26.0,0.0,0.0
83b251fffffffff,238.0,0.0,0.0
83b252fffffffff,102.0,0.0,0.0
83b253fffffffff,13.0,0.0,0.0
83b254fffffffff,29.0,0.0,0.0
83b255fffffffff,33.0,0.0,0.0
83b256fffffffff,10.0,0.0,0.0
83b258fffffffff,596.0,0.0,0.0
83b259fffffffff,601.0,0.0,0.0
83b25afffffffff,69.0,0.0,0.0
83b25bfffffffff,165.0,0.0,0.0
83b25cfffffffff,745.0,1.0,0.0
83b25dfffffffff,1454.0,0.0,0.0
83b25efffffffff,399.0,0.0,0.0
83b260fffffffff,19.0,0.0,0.0
83b261fffffffff,46.0,0.0,0.0
83b262fffffffff,869.0,0.0,0.0
83b263fffffffff,72.0,0.0,0.0
83b264fffffffff,2.0,0.0,0.0
83b265fffffffff,23.0,0.0,0.0
83b266fffffffff,85.0,0.0,0.0
83b268fffffffff,233.0,0.0,0.0
83b269fffffffff,169.0,0.0,0.0
83b26afffffffff,48.0,0.0,0.0
83b26bfffffffff,1.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,174.0,0.0,0.0
83b26efffffffff,40.0,0.0,0.0
83b270fffffffff,61.0,0.0,0.0
83b271fffffffff,35.0,0.0,0.0
83b272fffffffff,31.0,0.0,0.0
83b274fffffffff,39.0,0.0,0.0
83b275fffffffff,602.0,0.0,0.0
83b276fffffffff,4.0,0.0,0.0
83b2c0fffffffff,148.0,0.0,0.0
83b2c1fffffffff,1.0,0.0,0.0
83b2c4fffffffff,219.0,0.0,0.0
83b2c5fffffffff,3417.0,348.0,0.0
83b2cdfffffffff,2.0,0.0,0.0
83b2e1fffffffff,18.0,0.0,0.0
83b2e3fffffffff,2.0,0.0,0.0
83b2e8fffffffff,82.0,0.0,0.0
83b2e9fffffffff,135.0,0.0,0.0
83b2eafffffffff,8.0,0.0,0.0
83b2ebfffffffff,78.0,0.0,0.0
83b2ecfffffffff,234.0,0.0,0.0
83b2edfffffffff,20.0,0.0,0.0
83b2eefffffffff,223.0,0.0,0.0
83b32dfffffffff,13.0,0.0,7.0
83b340fffffffff,37.0,0.0,0.0
83b341fffffffff,15.0,0.0,0.0
83b342fffffffff,97.0,0.0,0.0
83b343fffffffff,127.0,0.0,0.0
83b344fffffffff,7.0,0.0,0.0
83b345fffffffff,6.0,0.0,0.0
83b346fffffffff,8.0,0.0,0.0
83b348fffffffff,18.0,0.0,0.0
83b349fffffffff,61.0,0.0,0.0
83b34afffffffff,27.0,0.0,0.0
83b34bfffffffff,153.0,0.0,0.0
83b34cfffffffff,41.0,0.0,0.0
83b34dfffffffff,301.0,0.0,0.0
83b34efffffffff,16.0,0.0,0.0
83b351fffffffff,34.0,0.0,0.0
83b358fffffffff,166.0,0.0,0.0
83b359fffffffff,12.0,0.0,0.0
83b35afffffffff,7.0,0.0,0.0
83b35bfffffffff,41.0,0.0,0.0
83b35cfffffffff,20.0,0.0,0.0
83b35dfffffffff,226.0,0.0,0.0
83b35efffffffff,64.0,0.0,0.0
83b360fffffffff,15.0,2.0,0.0
83b361fffffffff,70.0,0.0,0.0
83b362fffffffff,37.0,3.0,0.0
83b363fffffffff,25.0,0.0,0.0
83b364fffffffff,2.0,0.0,0.0
83b365fffffffff,9.0,0.0,0.0
83b366fffffffff,10.0,0.0,0.0
83b368fffffffff,99.0,0.0,0.0
83b369fffffffff,114.0,0.0,0.0
83b36afffffffff,22.0,0.0,0.0
83b36bfffffffff,22.0,0.0,0.0
83b36dfffffffff,329.0,0.0,0.0
83b36efffffffff,2.0,0.0,0.0
83c203fffffffff,263.0,2.0,0.0
83c205fffffffff,294.0,4.0,0.0
83c218fffffffff,176.0,1.0,0.0
83c219fffffffff,94.0,3.0,0.0
83c21bfffffffff,1370.0,44.0,0.0
83c21dfffffffff,587.0,3.0,0.0
83c221fffffffff,92.0,0.0,0.0
83c228fffffffff,75.0,0.0,0.0
83c229fffffffff,18.0,0.0,0.0
83c22afffffffff,476.0,4.0,0.0
83c22bfffffffff,14.0,0.0,0.0
83c22cfffffffff,80.0,0.0,0.0
83c22dfffffffff,21.0,0.0,0.0
83c22efffffffff,190.0,3.0,0.0
83c289fffffffff,5.0,0.0,0.0
83c2c0fffffffff,106.0,0.0,0.0
83c2c1fffffffff,789.0,2.0,0.0
83c2c2fffffffff,160.0,1.0,0.0
83c2c3fffffffff,41.0,0.0,0.0
83c2c4fffffffff,437.0,14.0,0.0
83c2c5fffffffff,2407.0,1.0,0.0
83c2c6fffffffff,421.0,2.0,0.0
83c2c8fffffffff,155.0,0.0,0.0
83c2c9fffffffff,277.0,0.0,0.0
83c2cafffffffff,663.0,1.0,0.0
83c2cbfffffffff,639.0,0.0,0.0
83c2ccfffffffff,143.0,0.0,0.0
83c2cdfffffffff,795.0,0.0,0.0
83c2cefffffffff,767.0,0.0,0.0
83c2d0fffffffff,320.0,3.0,0.0
83c2d1fffffffff,58.0,0.0,0.0
83c2d2fffffffff,85.0,0.0,0.0
83c2d3fffffffff,347.0,2.0,0.0
83c2d4fffffffff,668.0,13.0,0.0
83c2d5fffffffff,84.0,0.0,0.0
83c2d6fffffffff,416.0,2.0,0.0
83c2d8fffffffff,95.0,0.0,0.0
83c2d9fffffffff,511.0,32.0,0.0
83c2dafffffffff,11.0,2.0,0.0
83c2dbfffffffff,49.0,0.0,0.0
83c2dcfffffffff,16.0,0.0,0.0
83c2ddfffffffff,46.0,0.0,0.0
83c2defffffffff,30.0,3.0,0.0
83c2e0fffffffff,503.0,3.0,0.0
83c2e1fffffffff,332.0,0.0,0.0
83c2e2fffffffff,2446.0,0.0,0.0
83c2e3fffffffff,9410.0,156.0,0.0
83c2e4fffffffff,52.0,0.0,0.0
83c2e5fffffffff,71.0,0.0,0.0
83c2e6fffffffff,228.0,1.0,0.0
83c2e8fffffffff,162.0,0.0,0.0
83c2e9fffffffff,248.0,0.0,0.0
83c2eafffffffff,317.0,0.0,0.0
83c2ebfffffffff,98.0,0.0,0.0
83c2ecfffffffff,93.0,0.0,0.0
83c2edfffffffff,17.0,0.0,0.0
83c2eefffffffff,851.0,43.0,0.0
83c2f1fffffffff,2828.0,6.0,0.0
83c2f2fffffffff,2282.0,30.0,0.0
83c2f3fffffffff,2445.0,5.0,0.0
83c308fffffffff,20.0,0.0,0.0
83c309fffffffff,8.0,0.0,0.0
83c30bfffffffff,2.0,0.0,0.0
83c30dfffffffff,27.0,0.0,0.0
83c321fffffffff,30.0,0.0,0.0
83c325fffffffff,2.0,0.0,0.0
83c329fffffffff,2.0,0.0,0.0
83c32efffffffff,9.0,0.0,0.0
83c340fffffffff,358.0,0.0,0.0
83c341fffffffff,26.0,0.0,0.0
83c342fffffffff,16.0,0.0,0.0
83c343fffffffff,10.0,0.0,0.0
83c344fffffffff,15.0,0.0,0.0
83c345fffffffff,61.0,0.0,0.0
83c346fffffffff,46.0,0.0,0.0
83c348fffffffff,25.0,0.0,0.0
83c349fffffffff,76.0,0.0,0.0
83c34afffffffff,10.0,0.0,0.0
83c34bfffffffff,133.0,0.0,0.0
83c34cfffffffff,14.0,0.0,0.0
83c34dfffffffff,12.0,0.0,0.0
83c34efffffffff,64.0,0.0,0.0
83c350fffffffff,146.0,0.0,0.0
83c351fffffffff,30.0,0.0,0.0
83c352fffffffff,39.0,0.0,0.0
83c353fffffffff,77.0,3.0,0.0
83c354fffffffff,66.0,3.0,0.0
83c355fffffffff,37.0,0.0,0.0
83c356fffffffff,104.0,0.0,0.0
83c358fffffffff,3.0,0.0,0.0
83c359fffffffff,7.0,0.0,0.0
83c35afffffffff,33.0,0.0,0.0
83c35bfffffffff,16.0,0.0,0.0
83c35cfffffffff,11.0,0.0,0.0
83c35dfffffffff,31.0,0.0,0.0
83c35efffffffff,4.0,0.0,0.0
83c360fffffffff,82.0,0.0,0.0
83c362fffffffff,4.0,0.0,0.0
83c363fffffffff,3.0,0.0,0.0
83c364fffffffff,8.0,0.0,0.0
83c365fffffffff,2.0,0.0,0.0
83c368fffffffff,5.0,0.0,0.0
83c369fffffffff,1.0,0.0,0.0
83c36afffffffff,34.0,0.0,0.0
83c36bfffffffff,12.0,0.0,0.0
83c36cfffffffff,8.0,0.0,0.0
83c36dfffffffff,19.0,0.0,0.0
83c36efffffffff,15.0,0.0,0.0
83c370fffffffff,116.0,0.0,0.0
83c371fffffffff,22.0,0.0,0.0
83c373fffffffff,61.0,0.0,0.0
83c374fffffffff,14.0,0.0,0.0
83c375fffffffff,93.0,0.0,0.0
83c376fffffffff,52.0,0.0,0.0
83ce91fffffffff,3.0,0.0,0.0
83ce92fffffffff,61.0,0.0,0.0
83ce93fffffffff,1455.0,0.0,0.0
83ce9bfffffffff,3.0,0.0,0.0
83ce9cfffffffff,3.0,0.0,0.0
83ce9dfffffffff,1.0,0.0,0.0
83cf9efffffffff,4.0,0.0,0.0
