cell_id,Mimus gilvus,Mimus gilvus gracilis/leucophaeus,Mimus gilvus [gilvus Group],Mimus gilvus magnirostris
82391ffffffffff,2.0,0.0,0.0,0.0
82446ffffffffff,63.0,0.0,0.0,0.0
8244affffffffff,62.0,0.0,2.0,0.0
824507fffffffff,11.0,0.0,0.0,0.0
82450ffffffffff,11.0,3.0,0.0,0.0
824527fffffffff,16.0,0.0,0.0,0.0
82452ffffffffff,17.0,0.0,0.0,0.0
824537fffffffff,7.0,0.0,0.0,0.0
824577fffffffff,1.0,0.0,0.0,0.0
824997fffffffff,1.0,1.0,0.0,0.0
825e47fffffffff,4.0,0.0,0.0,0.0
825e67fffffffff,2.0,0.0,2.0,0.0
825e77fffffffff,2.0,0.0,0.0,0.0
825f5ffffffffff,57.0,0.0,45.0,0.0
82660ffffffffff,12.0,0.0,0.0,0.0
826617fffffffff,12.0,0.0,0.0,0.0
82661ffffffffff,2.0,0.0,2.0,0.0
826627fffffffff,5.0,0.0,4.0,0.0
826647fffffffff,8.0,0.0,0.0,0.0
8266a7fffffffff,59.0,0.0,6.0,0.0
8266b7fffffffff,301.0,0.0,4.0,0.0
8266d7fffffffff,51.0,0.0,7.0,0.0
8266dffffffffff,42.0,0.0,5.0,0.0
8266e7fffffffff,3.0,0.0,2.0,0.0
8266f7fffffffff,2.0,0.0,0.0,0.0
826747fffffffff,38.0,0.0,1.0,0.0
82674ffffffffff,32.0,0.0,1.0,0.0
826757fffffffff,3.0,0.0,0.0,0.0
82675ffffffffff,5.0,0.0,0.0,0.0
826777fffffffff,2.0,0.0,0.0,0.0
82679ffffffffff,64.0,0.0,0.0,0.0
826d07fffffffff,41.0,37.0,0.0,0.0
826d17fffffffff,15.0,0.0,0.0,0.0
826d27fffffffff,11.0,10.0,0.0,0.0
826d2ffffffffff,111.0,0.0,0.0,0.0
826d37fffffffff,29.0,24.0,0.0,0.0
826d67fffffffff,9.0,0.0,0.0,0.0
826d6ffffffffff,138.0,0.0,3.0,0.0
826d77fffffffff,10.0,0.0,0.0,0.0
828adffffffffff,2.0,0.0,2.0,0.0
828f27fffffffff,5.0,0.0,0.0,0.0
828f2ffffffffff,2.0,0.0,0.0,0.0
82a897fffffffff,3.0,0.0,0.0,0.0
