cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
830c01fffffffff,2.0,0.0,0.0
830c03fffffffff,33.0,0.0,0.0
830c04fffffffff,38.0,0.0,0.0
830c05fffffffff,4.0,0.0,0.0
830c0bfffffffff,5.0,0.0,0.0
830c1bfffffffff,3.0,0.0,0.0
830c23fffffffff,13.0,0.0,0.0
830c25fffffffff,2.0,0.0,0.0
830c2afffffffff,33.0,0.0,0.0
830c2cfffffffff,4.0,0.0,0.0
830c2dfffffffff,3.0,0.0,0.0
830c34fffffffff,7.0,0.0,0.0
830c41fffffffff,26.0,0.0,0.0
830c42fffffffff,8.0,0.0,0.0
830c45fffffffff,17.0,0.0,0.0
830c46fffffffff,8.0,0.0,0.0
830c50fffffffff,8.0,0.0,0.0
830c51fffffffff,11.0,0.0,0.0
830c54fffffffff,10.0,0.0,0.0
830c55fffffffff,36.0,0.0,0.0
830c60fffffffff,11.0,0.0,0.0
830c61fffffffff,2.0,0.0,0.0
830c62fffffffff,84.0,0.0,0.0
830c63fffffffff,17.0,0.0,0.0
830c64fffffffff,10.0,0.0,0.0
830c65fffffffff,20.0,0.0,0.0
830c66fffffffff,17.0,0.0,0.0
830c68fffffffff,1.0,0.0,0.0
830c70fffffffff,6.0,0.0,0.0
830c71fffffffff,19.0,0.0,0.0
830c73fffffffff,317.0,0.0,0.0
830c74fffffffff,136.0,0.0,0.0
830c75fffffffff,6.0,0.0,0.0
830c76fffffffff,4.0,0.0,0.0
830ce3fffffffff,2.0,0.0,0.0
830d40fffffffff,11.0,0.0,0.0
830d42fffffffff,23.0,0.0,0.0
830d44fffffffff,7.0,0.0,0.0
830d48fffffffff,3.0,0.0,0.0
830d49fffffffff,8.0,0.0,0.0
830d4afffffffff,15.0,0.0,0.0
830d4dfffffffff,3.0,0.0,0.0
830d4efffffffff,9.0,0.0,0.0
830d52fffffffff,14.0,0.0,0.0
830d53fffffffff,6.0,0.0,0.0
830d58fffffffff,438.0,0.0,0.0
830d59fffffffff,8.0,0.0,0.0
830d5afffffffff,453.0,0.0,0.0
830d5bfffffffff,9.0,0.0,0.0
830d5efffffffff,57.0,0.0,0.0
830d61fffffffff,2.0,0.0,0.0
830d6cfffffffff,3.0,0.0,0.0
830d73fffffffff,6.0,0.0,0.0
830e0bfffffffff,3.0,0.0,0.0
830e41fffffffff,2.0,0.0,0.0
830e45fffffffff,4.0,0.0,0.0
830e48fffffffff,2.0,0.0,0.0
830e49fffffffff,83.0,2.0,0.0
830e4afffffffff,10.0,0.0,0.0
830e4bfffffffff,2.0,0.0,0.0
830e4cfffffffff,2.0,0.0,0.0
830e4dfffffffff,100.0,0.0,0.0
830e4efffffffff,2.0,0.0,0.0
830e51fffffffff,3.0,0.0,0.0
830e53fffffffff,6.0,0.0,0.0
830e59fffffffff,7.0,0.0,0.0
830e5afffffffff,9.0,0.0,0.0
830e5bfffffffff,8.0,0.0,0.0
830e62fffffffff,2.0,0.0,0.0
830e69fffffffff,4.0,0.0,0.0
830e6afffffffff,6.0,0.0,0.0
830e6bfffffffff,2.0,0.0,0.0
830e6cfffffffff,2.0,0.0,0.0
830e6efffffffff,1.0,0.0,0.0
830e80fffffffff,562.0,0.0,0.0
830e83fffffffff,2.0,0.0,0.0
830e89fffffffff,3.0,0.0,0.0
830e8dfffffffff,8.0,0.0,0.0
830e91fffffffff,2.0,0.0,0.0
830e94fffffffff,8.0,0.0,0.0
830e96fffffffff,1.0,0.0,0.0
830e9afffffffff,5.0,0.0,0.0
830ec0fffffffff,3.0,0.0,0.0
830ec1fffffffff,8.0,0.0,0.0
830ec2fffffffff,40.0,0.0,0.0
830ec8fffffffff,7.0,0.0,0.0
830ec9fffffffff,14.0,2.0,0.0
830ecbfffffffff,4.0,0.0,0.0
830eccfffffffff,228.0,0.0,0.0
830ecdfffffffff,3.0,3.0,0.0
830ed1fffffffff,7.0,0.0,0.0
830ed4fffffffff,11.0,0.0,0.0
830ed8fffffffff,1.0,0.0,0.0
830ed9fffffffff,2.0,0.0,0.0
830ee1fffffffff,2.0,0.0,0.0
830ee8fffffffff,7.0,0.0,0.0
830ee9fffffffff,2.0,0.0,0.0
830eeafffffffff,1155.0,1.0,0.0
830eebfffffffff,26.0,0.0,0.0
830eecfffffffff,3.0,0.0,0.0
830eedfffffffff,2.0,0.0,0.0
830ef0fffffffff,2.0,0.0,0.0
830ef1fffffffff,2.0,0.0,0.0
830ef2fffffffff,1.0,0.0,0.0
830ef3fffffffff,8.0,0.0,0.0
831201fffffffff,1.0,0.0,0.0
