cell_id,Ammospiza nelsoni,Ammospiza nelsoni nelsoni/altera,Ammospiza nelsoni subvirgata
842621bffffffff,2.0,0.0,0.0
842622dffffffff,2.0,0.0,0.0
8426231ffffffff,6.0,0.0,0.0
842623bffffffff,2.0,0.0,0.0
842623dffffffff,3.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0
842624bffffffff,1.0,0.0,0.0
8426251ffffffff,1.0,0.0,0.0
8426253ffffffff,1.0,0.0,0.0
8426267ffffffff,3.0,1.0,0.0
8426269ffffffff,2.0,0.0,0.0
842626bffffffff,6.0,0.0,0.0
842626dffffffff,2.0,0.0,0.0
8426281ffffffff,2.0,0.0,0.0
8426283ffffffff,4.0,0.0,0.0
8426287ffffffff,2.0,0.0,0.0
84262b3ffffffff,4.0,0.0,0.0
84262b7ffffffff,10.0,2.0,0.0
84262bbffffffff,4.0,0.0,0.0
84262c1ffffffff,2.0,0.0,0.0
84262c3ffffffff,19.0,2.0,0.0
84262c9ffffffff,4.0,0.0,0.0
84262cdffffffff,6.0,0.0,0.0
84262e3ffffffff,2.0,0.0,0.0
842630bffffffff,3.0,0.0,0.0
842630dffffffff,2.0,0.0,0.0
8426341ffffffff,98.0,7.0,0.0
8426345ffffffff,14.0,0.0,0.0
8426347ffffffff,5.0,0.0,0.0
8426349ffffffff,11.0,0.0,0.0
842634dffffffff,250.0,64.0,0.0
8426351ffffffff,11.0,0.0,0.0
8426357ffffffff,3.0,3.0,0.0
842635dffffffff,2.0,2.0,0.0
8426369ffffffff,1.0,0.0,0.0
842636bffffffff,2.0,0.0,0.0
8426409ffffffff,3.0,0.0,0.0
842640dffffffff,4.0,0.0,0.0
8426449ffffffff,2.0,0.0,0.0
8426455ffffffff,2.0,0.0,0.0
8426461ffffffff,51.0,2.0,0.0
8426463ffffffff,2.0,0.0,0.0
842646bffffffff,23.0,0.0,0.0
842646dffffffff,2.0,0.0,0.0
8426501ffffffff,2.0,0.0,0.0
8426505ffffffff,1.0,0.0,0.0
8426521ffffffff,2.0,0.0,0.0
842652bffffffff,9.0,5.0,0.0
8426535ffffffff,1.0,0.0,0.0
842653dffffffff,5.0,3.0,0.0
842654dffffffff,6.0,0.0,0.0
8426551ffffffff,19.0,0.0,0.0
8426555ffffffff,43.0,0.0,0.0
8426561ffffffff,6.0,0.0,0.0
8426563ffffffff,4.0,0.0,0.0
8426567ffffffff,5.0,0.0,0.0
8426605ffffffff,2.0,0.0,0.0
8426607ffffffff,5.0,0.0,0.0
8426619ffffffff,12.0,0.0,0.0
8426621ffffffff,2.0,0.0,0.0
8426629ffffffff,6.0,0.0,0.0
8426631ffffffff,2.0,0.0,0.0
8426641ffffffff,7.0,0.0,0.0
8426645ffffffff,14.0,0.0,0.0
842664dffffffff,243.0,0.0,0.0
8426657ffffffff,5.0,0.0,0.0
8426669ffffffff,20.0,2.0,0.0
84266e1ffffffff,11.0,0.0,0.0
8426711ffffffff,2.0,0.0,0.0
8426713ffffffff,2.0,0.0,0.0
8426723ffffffff,3.0,0.0,0.0
8426741ffffffff,2.0,0.0,0.0
8426745ffffffff,16.0,6.0,0.0
8426747ffffffff,6.0,0.0,0.0
8426765ffffffff,1.0,0.0,0.0
8426e21ffffffff,3.0,0.0,0.0
8426e5bffffffff,127.0,8.0,0.0
8426e5dffffffff,1.0,0.0,0.0
8426e67ffffffff,1.0,0.0,0.0
8426ec9ffffffff,1.0,0.0,0.0
8427021ffffffff,11.0,0.0,0.0
8427023ffffffff,97.0,0.0,0.0
8427025ffffffff,14.0,0.0,0.0
8427027ffffffff,30.0,0.0,0.0
842702dffffffff,1.0,0.0,0.0
8427035ffffffff,6.0,0.0,0.0
8427037ffffffff,2.0,0.0,0.0
84270b5ffffffff,4.0,0.0,0.0
84270e1ffffffff,7.0,0.0,0.0
84270e3ffffffff,8.0,0.0,0.0
84270e5ffffffff,1.0,0.0,0.0
84270e7ffffffff,2.0,0.0,0.0
8427103ffffffff,3.0,0.0,0.0
8427105ffffffff,2.0,0.0,0.0
8427107ffffffff,1.0,0.0,0.0
8427115ffffffff,2.0,0.0,0.0
8427117ffffffff,2.0,0.0,0.0
8427119ffffffff,1.0,0.0,0.0
842711bffffffff,26.0,0.0,0.0
8427125ffffffff,2.0,0.0,0.0
8427129ffffffff,1.0,0.0,0.0
842712bffffffff,2.0,0.0,0.0
8427131ffffffff,67.0,0.0,0.0
8427133ffffffff,79.0,0.0,0.0
8427135ffffffff,4.0,0.0,0.0
8427137ffffffff,43.0,0.0,0.0
8427139ffffffff,4.0,0.0,0.0
842713bffffffff,39.0,0.0,0.0
8427181ffffffff,8.0,2.0,0.0
8427183ffffffff,103.0,12.0,0.0
8427187ffffffff,2.0,0.0,0.0
842718bffffffff,9.0,0.0,0.0
842718dffffffff,5.0,0.0,0.0
8427191ffffffff,1.0,0.0,0.0
8427193ffffffff,2.0,0.0,0.0
8427195ffffffff,6.0,0.0,0.0
842719dffffffff,23.0,2.0,0.0
84271a3ffffffff,18.0,2.0,0.0
84271a5ffffffff,4.0,0.0,0.0
84271abffffffff,5.0,0.0,0.0
84271b1ffffffff,4.0,0.0,0.0
84271b3ffffffff,7.0,2.0,0.0
84271b5ffffffff,24.0,18.0,0.0
84271b7ffffffff,8.0,5.0,0.0
84271c5ffffffff,2.0,0.0,0.0
84271d1ffffffff,1.0,0.0,0.0
84271d3ffffffff,7.0,0.0,0.0
84271d7ffffffff,10.0,0.0,0.0
84271d9ffffffff,17.0,0.0,0.0
84271dbffffffff,8.0,0.0,0.0
84271ddffffffff,13.0,0.0,0.0
84271ebffffffff,2.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0
8427565ffffffff,23.0,4.0,0.0
8427591ffffffff,3.0,0.0,0.0
8427593ffffffff,45.0,0.0,0.0
8427595ffffffff,2.0,0.0,0.0
8427597ffffffff,3.0,0.0,0.0
8427599ffffffff,8.0,0.0,0.0
842759bffffffff,52.0,0.0,0.0
84275b5ffffffff,2.0,0.0,0.0
8427801ffffffff,1.0,0.0,0.0
8427841ffffffff,4.0,0.0,0.0
8427847ffffffff,7.0,0.0,0.0
8427859ffffffff,6.0,0.0,0.0
842785bffffffff,42.0,0.0,0.0
8427861ffffffff,47.0,0.0,0.0
84278cbffffffff,4.0,1.0,0.0
84278d1ffffffff,1.0,0.0,0.0
8427a01ffffffff,6.0,0.0,0.0
8427a03ffffffff,5.0,0.0,0.0
8427a05ffffffff,13.0,0.0,0.0
8427a07ffffffff,12.0,0.0,0.0
8427a09ffffffff,2.0,0.0,0.0
8427a0bffffffff,5.0,0.0,0.0
8427a13ffffffff,4.0,0.0,0.0
8427a17ffffffff,3.0,0.0,0.0
8427a1dffffffff,8.0,0.0,0.0
8427a25ffffffff,2.0,0.0,0.0
8427a2bffffffff,1.0,0.0,0.0
8427a2dffffffff,24.0,0.0,0.0
8427a31ffffffff,3.0,0.0,0.0
8427a33ffffffff,3.0,0.0,0.0
8427a39ffffffff,5.0,0.0,0.0
8427a47ffffffff,9.0,0.0,0.0
8427a4bffffffff,4.0,0.0,0.0
8427a57ffffffff,2.0,0.0,0.0
8427a61ffffffff,29.0,0.0,0.0
8427a69ffffffff,5.0,0.0,0.0
8427a81ffffffff,21.0,2.0,0.0
8427a87ffffffff,4.0,0.0,0.0
8427a89ffffffff,9.0,0.0,0.0
8427a8bffffffff,2.0,0.0,0.0
8427a8dffffffff,90.0,47.0,0.0
8427a91ffffffff,1.0,0.0,0.0
8427a93ffffffff,63.0,0.0,0.0
8427a95ffffffff,3.0,0.0,0.0
8427a99ffffffff,2.0,0.0,0.0
8427a9bffffffff,3.0,2.0,0.0
8427aa9ffffffff,3.0,0.0,0.0
8427ab3ffffffff,2.0,0.0,0.0
8427ac3ffffffff,3.0,0.0,0.0
8427ac5ffffffff,8.0,0.0,0.0
8427ac7ffffffff,8.0,0.0,0.0
8427acbffffffff,13.0,0.0,0.0
8427ad1ffffffff,53.0,24.0,0.0
8427ad3ffffffff,1.0,0.0,0.0
8427ad5ffffffff,1.0,0.0,0.0
8427ad7ffffffff,38.0,18.0,0.0
8427ad9ffffffff,29.0,0.0,0.0
8427adbffffffff,3.0,0.0,0.0
8427addffffffff,52.0,0.0,0.0
8427ae3ffffffff,5.0,0.0,0.0
8427ae5ffffffff,70.0,2.0,0.0
8427ae7ffffffff,2.0,0.0,0.0
8427aebffffffff,4.0,0.0,0.0
8427aedffffffff,5.0,0.0,0.0
8427b03ffffffff,1.0,0.0,0.0
8427b07ffffffff,2.0,0.0,0.0
8427b0bffffffff,2.0,0.0,0.0
8427b11ffffffff,2.0,0.0,0.0
8427b13ffffffff,3.0,0.0,0.0
8427b15ffffffff,1.0,0.0,0.0
8427b1dffffffff,1.0,0.0,0.0
8427b35ffffffff,1.0,0.0,0.0
8427b57ffffffff,3.0,0.0,0.0
842a065ffffffff,2.0,0.0,0.0
842a069ffffffff,3.0,0.0,0.0
842a06dffffffff,20.0,5.0,11.0
842a101ffffffff,3.0,0.0,0.0
842a103ffffffff,26.0,0.0,0.0
842a107ffffffff,212.0,0.0,0.0
842a109ffffffff,263.0,0.0,29.0
842a133ffffffff,209.0,23.0,54.0
842a139ffffffff,13.0,0.0,0.0
842a13bffffffff,9.0,0.0,0.0
842a143ffffffff,86.0,0.0,0.0
842a159ffffffff,35.0,0.0,1.0
842a15dffffffff,76.0,0.0,12.0
842a1a5ffffffff,45.0,4.0,12.0
842a301ffffffff,76.0,4.0,16.0
842a307ffffffff,6.0,0.0,2.0
842a309ffffffff,13.0,0.0,0.0
842a30dffffffff,141.0,3.0,15.0
842a311ffffffff,95.0,22.0,28.0
842a317ffffffff,16.0,0.0,4.0
842a31dffffffff,2.0,0.0,1.0
842a331ffffffff,2.0,0.0,0.0
842a333ffffffff,48.0,5.0,10.0
842a339ffffffff,17.0,12.0,5.0
842a33bffffffff,98.0,15.0,12.0
842a341ffffffff,114.0,0.0,61.0
842a347ffffffff,1470.0,0.0,457.0
842a349ffffffff,69.0,0.0,15.0
842a34dffffffff,37.0,0.0,17.0
842a925ffffffff,2.0,0.0,0.0
842a943ffffffff,2.0,0.0,0.0
842a953ffffffff,2.0,0.0,0.0
842a959ffffffff,8.0,0.0,0.0
842a9c1ffffffff,2.0,0.0,0.0
842aa4bffffffff,86.0,37.0,0.0
842aa91ffffffff,42.0,28.0,2.0
842aa93ffffffff,17.0,0.0,7.0
842aa99ffffffff,4.0,0.0,1.0
842aa9bffffffff,290.0,61.0,34.0
842aad1ffffffff,115.0,12.0,6.0
842aad3ffffffff,13.0,0.0,0.0
842aad9ffffffff,113.0,14.0,7.0
842aadbffffffff,427.0,89.0,110.0
842aaddffffffff,4.0,0.0,0.0
842ab03ffffffff,44.0,0.0,0.0
842ab27ffffffff,1.0,0.0,0.0
842ab35ffffffff,1.0,0.0,0.0
842ac6dffffffff,5.0,0.0,0.0
842ad03ffffffff,34.0,0.0,0.0
842ad0bffffffff,1.0,1.0,0.0
842ad15ffffffff,109.0,2.0,0.0
842ad31ffffffff,37.0,0.0,0.0
842ad37ffffffff,86.0,0.0,0.0
842ad39ffffffff,22.0,0.0,0.0
842ad51ffffffff,8.0,0.0,0.0
842ad55ffffffff,28.0,0.0,0.0
842ad57ffffffff,8.0,0.0,0.0
842ad59ffffffff,34.0,0.0,0.0
842ad5bffffffff,11.0,0.0,0.0
842af03ffffffff,8.0,0.0,0.0
842af05ffffffff,3.0,0.0,0.0
842af07ffffffff,2.0,0.0,0.0
842af0dffffffff,4.0,2.0,0.0
842af15ffffffff,327.0,13.0,0.0
842af17ffffffff,2.0,0.0,0.0
842af33ffffffff,8.0,3.0,0.0
842af45ffffffff,1.0,0.0,1.0
842af61ffffffff,56.0,9.0,9.0
842af63ffffffff,195.0,14.0,31.0
842af69ffffffff,35.0,1.0,4.0
842af6bffffffff,307.0,42.0,22.0
842b001ffffffff,59.0,0.0,0.0
842b003ffffffff,131.0,0.0,3.0
842b005ffffffff,47.0,0.0,0.0
842b007ffffffff,82.0,0.0,0.0
842b009ffffffff,16.0,0.0,2.0
842b00bffffffff,37.0,0.0,2.0
842b011ffffffff,15.0,0.0,1.0
842b013ffffffff,76.0,0.0,7.0
842b019ffffffff,2.0,0.0,0.0
842b01dffffffff,8.0,0.0,0.0
842b027ffffffff,4.0,0.0,0.0
842b02bffffffff,3.0,0.0,0.0
842b035ffffffff,4.0,0.0,0.0
842b037ffffffff,2.0,0.0,0.0
842b039ffffffff,139.0,0.0,0.0
842b03bffffffff,189.0,0.0,63.0
842b051ffffffff,8.0,0.0,0.0
842b053ffffffff,127.0,0.0,3.0
842b055ffffffff,67.0,0.0,5.0
842b057ffffffff,17.0,0.0,2.0
842b059ffffffff,2.0,0.0,0.0
842b05bffffffff,4.0,0.0,0.0
842b05dffffffff,3.0,0.0,0.0
842b061ffffffff,36.0,0.0,0.0
842b063ffffffff,34.0,0.0,0.0
842b067ffffffff,10.0,0.0,0.0
842b06bffffffff,2.0,0.0,0.0
842b06dffffffff,2.0,0.0,0.0
842b0a1ffffffff,286.0,0.0,12.0
842b0a5ffffffff,314.0,0.0,17.0
842b0a7ffffffff,702.0,0.0,115.0
842b0a9ffffffff,41.0,0.0,4.0
842b0adffffffff,2.0,0.0,0.0
842b0c5ffffffff,373.0,0.0,48.0
842b0cdffffffff,140.0,0.0,36.0
842b0e1ffffffff,65.0,0.0,3.0
842b0e3ffffffff,67.0,0.0,16.0
842b0e9ffffffff,4.0,0.0,0.0
842b121ffffffff,591.0,0.0,0.0
842b125ffffffff,13.0,0.0,0.0
842b127ffffffff,160.0,0.0,0.0
842b129ffffffff,10.0,0.0,0.0
842b12dffffffff,2.0,0.0,0.0
842b14bffffffff,4.0,0.0,0.0
842b155ffffffff,2.0,0.0,0.0
842b161ffffffff,93.0,0.0,0.0
842b167ffffffff,317.0,3.0,0.0
842b169ffffffff,7.0,0.0,0.0
842b181ffffffff,132.0,0.0,11.0
842b185ffffffff,22.0,0.0,0.0
842b187ffffffff,125.0,0.0,17.0
842b189ffffffff,173.0,0.0,40.0
842b199ffffffff,106.0,0.0,3.0
842b1a1ffffffff,42.0,0.0,4.0
842b1a3ffffffff,307.0,0.0,72.0
842b1a7ffffffff,3.0,0.0,3.0
842b1abffffffff,55.0,0.0,21.0
842b1b9ffffffff,2.0,0.0,0.0
842b1bdffffffff,1.0,0.0,0.0
842b1c3ffffffff,3.0,0.0,0.0
842b1c7ffffffff,2.0,0.0,0.0
842b1c9ffffffff,10.0,0.0,0.0
842b1cbffffffff,27.0,0.0,0.0
842b1cdffffffff,2.0,0.0,0.0
842b1d1ffffffff,6.0,0.0,0.0
842b1d3ffffffff,28.0,0.0,4.0
842b1d5ffffffff,196.0,0.0,0.0
842b1d7ffffffff,17.0,0.0,0.0
842b1d9ffffffff,13.0,0.0,4.0
842b217ffffffff,2.0,0.0,0.0
842b235ffffffff,85.0,0.0,0.0
842b23bffffffff,2.0,0.0,0.0
842b23dffffffff,27.0,0.0,0.0
842b2a1ffffffff,8.0,0.0,0.0
842b2a7ffffffff,14.0,0.0,0.0
842b2a9ffffffff,7.0,0.0,3.0
842b2abffffffff,18.0,0.0,3.0
842b2adffffffff,18.0,0.0,0.0
842b2c5ffffffff,107.0,0.0,33.0
842b2e1ffffffff,2.0,0.0,0.0
842b2e3ffffffff,16.0,0.0,0.0
842b2e5ffffffff,3.0,0.0,1.0
842b2e7ffffffff,7.0,0.0,2.0
842b2e9ffffffff,7.0,0.0,2.0
842b2ebffffffff,2.0,0.0,0.0
842b2edffffffff,6.0,0.0,0.0
842b303ffffffff,145.0,0.0,0.0
842b315ffffffff,20.0,0.0,0.0
842b317ffffffff,4.0,0.0,0.0
842b327ffffffff,2.0,0.0,0.0
842b333ffffffff,6.0,0.0,0.0
842b337ffffffff,3.0,0.0,0.0
842b339ffffffff,5.0,0.0,0.0
842b33bffffffff,16.0,0.0,0.0
842b983ffffffff,3.0,0.0,0.0
842b987ffffffff,2.0,0.0,0.0
842b9b5ffffffff,20.0,0.0,0.0
842b9b9ffffffff,7.0,0.0,0.0
842bac5ffffffff,4.0,0.0,0.0
842bacdffffffff,136.0,0.0,0.0
844412dffffffff,21.0,0.0,0.0
8444131ffffffff,73.0,0.0,0.0
8444133ffffffff,2.0,0.0,0.0
8444137ffffffff,2.0,0.0,0.0
84441a3ffffffff,15.0,0.0,0.0
84441abffffffff,15.0,0.0,0.0
84441b3ffffffff,7.0,0.0,0.0
84441b5ffffffff,37.0,0.0,0.0
84441b7ffffffff,53.0,0.0,0.0
8444459ffffffff,61.0,0.0,0.0
844445dffffffff,5.0,0.0,0.0
8444465ffffffff,9.0,0.0,0.0
8444501ffffffff,13.0,0.0,0.0
8444509ffffffff,247.0,9.0,0.0
844450dffffffff,144.0,4.0,0.0
8444543ffffffff,8.0,0.0,0.0
8444551ffffffff,52.0,4.0,0.0
8444555ffffffff,319.0,0.0,0.0
8444559ffffffff,4.0,0.0,0.0
844455dffffffff,19.0,0.0,0.0
8444563ffffffff,15.0,0.0,0.0
8444567ffffffff,16.0,0.0,0.0
8444633ffffffff,292.0,0.0,0.0
8444637ffffffff,11.0,0.0,0.0
84446c1ffffffff,14.0,0.0,0.0
84446c5ffffffff,552.0,27.0,0.0
84446c9ffffffff,62.0,0.0,0.0
84446cbffffffff,8.0,0.0,0.0
84446cdffffffff,563.0,42.0,0.0
84446ddffffffff,1.0,0.0,0.0
84446e1ffffffff,1.0,0.0,0.0
84446e5ffffffff,177.0,0.0,0.0
84446e9ffffffff,96.0,0.0,0.0
84446edffffffff,139.0,17.0,0.0
8444711ffffffff,8.0,0.0,0.0
8444713ffffffff,4.0,0.0,0.0
8444715ffffffff,9.0,0.0,0.0
8444717ffffffff,12.0,0.0,0.0
8444731ffffffff,92.0,0.0,0.0
8444733ffffffff,28.0,0.0,0.0
844473bffffffff,358.0,0.0,0.0
8444abbffffffff,68.0,0.0,0.0
8444d01ffffffff,71.0,0.0,0.0
8444d07ffffffff,111.0,0.0,0.0
8444d09ffffffff,18.0,0.0,0.0
8444d0bffffffff,5.0,0.0,0.0
8444d23ffffffff,38.0,0.0,0.0
8444d2bffffffff,41.0,0.0,0.0
8444d3dffffffff,8.0,0.0,0.0
8444d51ffffffff,2.0,0.0,1.0
8444d55ffffffff,9.0,0.0,0.0
8444d57ffffffff,2.0,0.0,0.0
8444d5dffffffff,112.0,5.0,9.0
8444e43ffffffff,11.0,0.0,0.0
8444e47ffffffff,24.0,0.0,0.0
8444e51ffffffff,6.0,0.0,0.0
8444e55ffffffff,2.0,0.0,0.0
8444e5bffffffff,2.0,0.0,0.0
8444e63ffffffff,230.0,0.0,0.0
8444e65ffffffff,12.0,0.0,0.0
8444e6bffffffff,1.0,0.0,0.0
8444f05ffffffff,31.0,0.0,4.0
8444f07ffffffff,141.0,0.0,20.0
8444f31ffffffff,114.0,9.0,15.0
8444f35ffffffff,59.0,8.0,5.0
8444f37ffffffff,74.0,4.0,2.0
8444f3dffffffff,69.0,8.0,14.0
8444f59ffffffff,3.0,0.0,0.0
8444f63ffffffff,117.0,0.0,0.0
8444f6dffffffff,1.0,0.0,0.0
8448903ffffffff,24.0,3.0,0.0
8448907ffffffff,58.0,0.0,0.0
844890bffffffff,35.0,7.0,0.0
8448923ffffffff,137.0,1.0,0.0
8448927ffffffff,19.0,0.0,0.0
8448939ffffffff,7.0,0.0,0.0
844893dffffffff,9.0,0.0,0.0
8448b37ffffffff,1.0,0.0,0.0
