cell_id,Sula sula,Sula sula sula,Sula sula rubripes,Sula sula websteri
821877fffffffff,5.0,0.0,0.0,0.0
822807fffffffff,1.0,0.0,0.0,0.0
822837fffffffff,599.0,0.0,0.0,0.0
8228d7fffffffff,6.0,0.0,0.0,0.0
822917fffffffff,118.0,0.0,0.0,0.0
82291ffffffffff,49.0,0.0,0.0,0.0
8229a7fffffffff,523.0,0.0,0.0,2.0
8229affffffffff,16.0,0.0,0.0,0.0
822a37fffffffff,1.0,0.0,0.0,0.0
822ad7fffffffff,9.0,0.0,0.0,0.0
822e67fffffffff,1.0,0.0,0.0,0.0
822f47fffffffff,1.0,0.0,1.0,0.0
822f5ffffffffff,2.0,0.0,0.0,0.0
822f67fffffffff,2.0,0.0,0.0,0.0
822f6ffffffffff,5.0,0.0,0.0,0.0
82391ffffffffff,42.0,3.0,0.0,0.0
823947fffffffff,2.0,0.0,0.0,0.0
82411ffffffffff,2.0,0.0,0.0,0.0
8241b7fffffffff,1.0,0.0,0.0,0.0
8243affffffffff,5.0,0.0,0.0,0.0
824407fffffffff,2.0,0.0,0.0,0.0
824417fffffffff,47.0,4.0,0.0,0.0
824457fffffffff,3.0,0.0,0.0,0.0
824467fffffffff,5.0,0.0,0.0,0.0
82448ffffffffff,10.0,0.0,0.0,0.0
8244a7fffffffff,21.0,0.0,0.0,0.0
8244e7fffffffff,2.0,0.0,0.0,0.0
8244f7fffffffff,26.0,1.0,0.0,0.0
824507fffffffff,14.0,0.0,0.0,0.0
82450ffffffffff,9.0,0.0,0.0,0.0
824517fffffffff,3.0,2.0,0.0,0.0
82452ffffffffff,7.0,0.0,0.0,0.0
824537fffffffff,3.0,0.0,0.0,0.0
82454ffffffffff,1.0,0.0,0.0,0.0
824557fffffffff,17.0,8.0,0.0,0.0
824587fffffffff,13.0,0.0,0.0,0.0
82459ffffffffff,1.0,0.0,0.0,0.0
8245a7fffffffff,6.0,0.0,0.0,0.0
8245b7fffffffff,3.0,0.0,0.0,0.0
824637fffffffff,2.0,0.0,0.0,0.0
824647fffffffff,6.0,0.0,0.0,0.0
82464ffffffffff,42.0,0.0,0.0,0.0
82465ffffffffff,3.0,0.0,0.0,0.0
824807fffffffff,15.0,0.0,0.0,2.0
