cell_id,Gymnorhina tibicen,Gymnorhina tibicen papuana,Gymnorhina tibicen [tibicen Group],Gymnorhina tibicen dorsalis,Gymnorhina tibicen telonocua/tyrannica,Gymnorhina tibicen hypoleuca,Gymnorhina tibicen [tibicen Group] x dorsalis,Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica
839c6efffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839c74fffffffff,30.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
839c75fffffffff,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
839cc2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d01fffffffff,337.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
839d08fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d09fffffffff,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839d0afffffffff,41.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
839d0bfffffffff,576.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
839d0cfffffffff,195.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
839d0dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0efffffffff,74.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
839d21fffffffff,548.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0
839d23fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d24fffffffff,70.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
839d25fffffffff,127.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
839d28fffffffff,166.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0
839d29fffffffff,28.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
839d2afffffffff,72.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
839d2bfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d2cfffffffff,37.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
839d2dfffffffff,74.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
839d2efffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d40fffffffff,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
839d41fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d42fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d43fffffffff,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
839d44fffffffff,108.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
839d45fffffffff,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839d46fffffffff,67.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
839d48fffffffff,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
839d4afffffffff,222.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
839d4cfffffffff,48.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
839d4efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d50fffffffff,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
839d52fffffffff,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
839d53fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d54fffffffff,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
839d55fffffffff,40.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
839d56fffffffff,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839d58fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d59fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d5afffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839d5cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d5dfffffffff,52.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
839d60fffffffff,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
839d61fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
839d62fffffffff,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
839d63fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839d64fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
839d65fffffffff,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
839d66fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d68fffffffff,34.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
839d6afffffffff,16.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
839d6bfffffffff,25.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
839d6cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d6dfffffffff,30.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
839d6efffffffff,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
839d70fffffffff,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
839d71fffffffff,36.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
839d73fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d74fffffffff,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839d75fffffffff,49.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
839d76fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a606fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a610fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
83a612fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a613fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a614fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a616fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a631fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a635fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a6a4fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a6a5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a6a6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a700fffffffff,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
83a702fffffffff,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
83a703fffffffff,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
83a704fffffffff,35.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
83a706fffffffff,22.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
83a712fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a714fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a716fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a71cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a71dfffffffff,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
83a71efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a722fffffffff,40.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
83a726fffffffff,4309.0,0.0,0.0,1942.0,0.0,0.0,0.0,0.0
83a730fffffffff,43.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
83a731fffffffff,22.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
83a732fffffffff,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
83a733fffffffff,31.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
83a734fffffffff,78.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
83a735fffffffff,320.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0
83a736fffffffff,39.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
83a782fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a783fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a786fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a788fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a78bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a78efffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a794fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a799fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a79afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a79dfffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a79efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b804fffffffff,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
83b812fffffffff,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83b816fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b822fffffffff,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
83b823fffffffff,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83b829fffffffff,17.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
83b82efffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b834fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b835fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b841fffffffff,48.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
83b842fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b843fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b845fffffffff,18.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0
83b84afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b84bfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b850fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b856fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b859fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b860fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b862fffffffff,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
83b863fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b864fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b865fffffffff,61.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
83b866fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b868fffffffff,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
83b869fffffffff,28.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
83b86afffffffff,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
83b86bfffffffff,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
83b86cfffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83b86dfffffffff,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83b870fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b872fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b874fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b876fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b880fffffffff,116.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
83b881fffffffff,18.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
83b883fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b884fffffffff,56.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
83b885fffffffff,143.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
83b888fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b892fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b89afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b89cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b89efffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a1fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a2fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a5fffffffff,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83b8a8fffffffff,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83b8a9fffffffff,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8aafffffffff,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83b8abfffffffff,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83b8acfffffffff,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
83b8aefffffffff,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
83b8b3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b910fffffffff,39.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
83b911fffffffff,64.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
83b912fffffffff,144.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
83b913fffffffff,55.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
83b914fffffffff,437.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0
83b915fffffffff,144.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
83b916fffffffff,2004.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0
83b91afffffffff,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83b91efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b933fffffffff,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83b936fffffffff,63.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
83b959fffffffff,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
83b95bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b980fffffffff,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83b981fffffffff,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83b982fffffffff,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83b983fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83b984fffffffff,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83b985fffffffff,41.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
83b986fffffffff,46.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
83b988fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b989fffffffff,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
83b98afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b98bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b98dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b98efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b990fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b991fffffffff,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83b993fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b994fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b995fffffffff,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83b996fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b99afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b99cfffffffff,49.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
83b99efffffffff,33.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
83b9a0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9a1fffffffff,334.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
83b9a3fffffffff,215.0,0.0,11.0,0.0,30.0,0.0,0.0,0.0
83b9a4fffffffff,204.0,0.0,21.0,0.0,7.0,0.0,0.0,0.0
83b9a5fffffffff,208.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0
83b9a6fffffffff,137.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0
83b9a9fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9aafffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9abfffffffff,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
83b9acfffffffff,92.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
83b9adfffffffff,141.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0
83b9aefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9b0fffffffff,37.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83b9b2fffffffff,162.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
83b9b3fffffffff,134.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
83b9b4fffffffff,87.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83b9b5fffffffff,124.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
83b9b6fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83ba24fffffffff,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb08fffffffff,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb09fffffffff,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb0afffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb0bfffffffff,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb0cfffffffff,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb0dfffffffff,2220.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
83bb0efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb28fffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb29fffffffff,1121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb2bfffffffff,4825.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83bb2dfffffffff,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb50fffffffff,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb51fffffffff,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb52fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb53fffffffff,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb54fffffffff,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb56fffffffff,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb58fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb5cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb5efffffffff,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb70fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb72fffffffff,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb74fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bb76fffffffff,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be08fffffffff,15084.0,0.0,1222.0,0.0,8.0,0.0,0.0,8.0
83be09fffffffff,734.0,0.0,101.0,0.0,0.0,0.0,0.0,2.0
83be0afffffffff,1486.0,0.0,167.0,0.0,8.0,0.0,0.0,0.0
83be0bfffffffff,1659.0,0.0,221.0,0.0,6.0,0.0,0.0,4.0
83be0cfffffffff,7496.0,0.0,2184.0,0.0,19.0,0.0,0.0,7.0
83be0dfffffffff,3475.0,0.0,590.0,0.0,24.0,0.0,0.0,13.0
83be0efffffffff,3040.0,0.0,594.0,0.0,4.0,0.0,0.0,0.0
83be18fffffffff,1579.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0
83be19fffffffff,210.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
83be1afffffffff,615.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0
83be1bfffffffff,461.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
83be1dfffffffff,1751.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0
83be29fffffffff,275.0,0.0,3.0,0.0,17.0,0.0,0.0,2.0
83be2bfffffffff,122.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
