cell_id,Gymnorhina tibicen,Gymnorhina tibicen papuana,Gymnorhina tibicen [tibicen Group],Gymnorhina tibicen dorsalis,Gymnorhina tibicen telonocua/tyrannica,Gymnorhina tibicen hypoleuca,Gymnorhina tibicen [tibicen Group] x dorsalis,Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica
839418fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83941bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839453fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839459fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83945afffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83945bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83945efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839480fffffffff,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839481fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839485fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839489fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83948dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394a8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394aafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394abfffffffff,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8394c1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394c4fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394c6fffffffff,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8394c9fffffffff,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8394d5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394e2fffffffff,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8394e3fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394e9fffffffff,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8394edfffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394f0fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394f2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394f4fffffffff,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8394f5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394f6fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839b43fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839b5dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c00fffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839c01fffffffff,24.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
839c05fffffffff,203.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
839c0afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c0cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c0efffffffff,93.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
839c19fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c20fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c21fffffffff,195.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
839c23fffffffff,839.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
839c25fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c2cfffffffff,191.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
839c2dfffffffff,131.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
839c2efffffffff,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
839c40fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c41fffffffff,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
839c43fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839c44fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c45fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c49fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c4afffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c4bfffffffff,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
839c4efffffffff,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839c58fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c59fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c62fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c64fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c65fffffffff,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
839c66fffffffff,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
839c68fffffffff,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
839c69fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c6afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c6cfffffffff,59.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
839c6dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
