cell_id,Anarhynchus alexandrinus,Anarhynchus alexandrinus alexandrinus/nihonensis,Anarhynchus alexandrinus seebohmi
823c5ffffffffff,53.0,0.0,0.0
823c87fffffffff,9.0,0.0,0.0
823c8ffffffffff,626.0,0.0,0.0
823c97fffffffff,162.0,0.0,0.0
823c9ffffffffff,33.0,0.0,0.0
823ca7fffffffff,14.0,0.0,0.0
823caffffffffff,13.0,0.0,0.0
823cb7fffffffff,279.0,0.0,0.0
823cc7fffffffff,2.0,0.0,0.0
823ccffffffffff,11.0,0.0,0.0
823cd7fffffffff,49.0,0.0,0.0
823cdffffffffff,24.0,10.0,0.0
823ce7fffffffff,23.0,0.0,0.0
823ceffffffffff,15.0,0.0,0.0
823cf7fffffffff,211.0,0.0,0.0
823d17fffffffff,55.0,0.0,0.0
823d37fffffffff,151.0,0.0,0.0
823d4ffffffffff,1.0,0.0,0.0
823d67fffffffff,1.0,0.0,0.0
823d87fffffffff,399.0,0.0,0.0
823d8ffffffffff,51.0,0.0,0.0
823d97fffffffff,48.0,0.0,0.0
823d9ffffffffff,111.0,0.0,0.0
823da7fffffffff,562.0,0.0,0.0
823daffffffffff,20.0,0.0,0.0
823db7fffffffff,118.0,0.0,0.0
823e47fffffffff,164.0,0.0,0.0
823e4ffffffffff,5.0,0.0,0.0
823e5ffffffffff,2.0,0.0,0.0
823e67fffffffff,12.0,0.0,0.0
823e6ffffffffff,2981.0,236.0,0.0
823e77fffffffff,10.0,0.0,0.0
823f2ffffffffff,238.0,4.0,0.0
823f37fffffffff,16.0,0.0,0.0
823f47fffffffff,5.0,0.0,0.0
823f4ffffffffff,83.0,22.0,0.0
823f67fffffffff,213.0,2.0,0.0
823f6ffffffffff,125.0,3.0,0.0
823f77fffffffff,220.0,0.0,0.0
82404ffffffffff,11.0,0.0,0.0
82405ffffffffff,1.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0
8240a7fffffffff,8.0,0.0,0.0
8240e7fffffffff,14.0,0.0,0.0
824107fffffffff,4.0,0.0,0.0
82410ffffffffff,59.0,12.0,0.0
824117fffffffff,30.0,3.0,0.0
82411ffffffffff,425.0,79.0,0.0
824137fffffffff,31.0,0.0,0.0
824147fffffffff,13.0,4.0,0.0
82414ffffffffff,1.0,0.0,0.0
824157fffffffff,47.0,4.0,0.0
82415ffffffffff,4.0,0.0,0.0
824167fffffffff,11.0,0.0,0.0
82416ffffffffff,16.0,0.0,0.0
824177fffffffff,46.0,20.0,0.0
824187fffffffff,1.0,0.0,0.0
82418ffffffffff,4.0,0.0,0.0
824197fffffffff,48.0,42.0,0.0
82419ffffffffff,26.0,5.0,0.0
8241a7fffffffff,2472.0,1.0,0.0
8241b7fffffffff,341.0,26.0,0.0
82420ffffffffff,2.0,0.0,0.0
824227fffffffff,7.0,0.0,0.0
824237fffffffff,54.0,0.0,0.0
82424ffffffffff,46.0,0.0,0.0
824257fffffffff,92.0,0.0,0.0
82425ffffffffff,33.0,0.0,0.0
82426ffffffffff,3.0,0.0,0.0
8242c7fffffffff,1291.0,0.0,0.0
8242cffffffffff,516.0,0.0,0.0
8242d7fffffffff,18.0,0.0,0.0
8242dffffffffff,927.0,0.0,0.0
8242e7fffffffff,39.0,0.0,0.0
8242effffffffff,23.0,0.0,0.0
824307fffffffff,2.0,0.0,0.0
824317fffffffff,89.0,0.0,0.0
82431ffffffffff,276.0,0.0,0.0
824327fffffffff,16.0,0.0,0.0
824337fffffffff,37.0,0.0,0.0
824357fffffffff,8.0,0.0,0.0
824367fffffffff,18.0,0.0,0.0
824377fffffffff,3.0,0.0,0.0
82438ffffffffff,184.0,57.0,0.0
824397fffffffff,10.0,2.0,0.0
82439ffffffffff,160.0,79.0,0.0
8243a7fffffffff,1190.0,74.0,0.0
8243affffffffff,1898.0,210.0,0.0
824a27fffffffff,49.0,2.0,0.0
824b1ffffffffff,4.0,0.0,0.0
824b37fffffffff,56.0,25.0,0.0
824b57fffffffff,42.0,5.0,0.0
824b67fffffffff,99.0,38.0,0.0
824b77fffffffff,14.0,5.0,0.0
824b87fffffffff,392.0,36.0,0.0
824b97fffffffff,31.0,0.0,0.0
824b9ffffffffff,151.0,17.0,0.0
824ba7fffffffff,11627.0,391.0,0.0
824baffffffffff,22.0,0.0,0.0
824bb7fffffffff,14927.0,686.0,0.0
825217fffffffff,62.0,0.0,0.0
82521ffffffffff,54.0,13.0,0.0
825237fffffffff,18.0,1.0,0.0
82524ffffffffff,59.0,17.0,0.0
82526ffffffffff,4.0,0.0,0.0
82528ffffffffff,8.0,0.0,0.0
8252d7fffffffff,44.0,0.0,0.0
8252f7fffffffff,4.0,0.0,0.0
825317fffffffff,15.0,0.0,0.0
825327fffffffff,1.0,0.0,0.0
825347fffffffff,66.0,3.0,0.0
82534ffffffffff,85.0,7.0,0.0
825357fffffffff,6.0,0.0,0.0
825367fffffffff,108.0,13.0,0.0
82536ffffffffff,186.0,3.0,0.0
825377fffffffff,2.0,0.0,0.0
8253a7fffffffff,21.0,0.0,0.0
8253affffffffff,62.0,0.0,0.0
8253b7fffffffff,1.0,0.0,0.0
825417fffffffff,97.0,0.0,0.0
82541ffffffffff,5.0,2.0,0.0
825437fffffffff,12.0,0.0,0.0
825447fffffffff,4.0,0.0,0.0
825497fffffffff,77.0,19.0,0.0
8254affffffffff,30.0,0.0,0.0
8254b7fffffffff,134.0,36.0,0.0
8254f7fffffffff,21.0,3.0,0.0
825517fffffffff,68.0,5.0,0.0
825537fffffffff,16.0,5.0,0.0
8255affffffffff,2.0,0.0,0.0
82574ffffffffff,21.0,0.0,0.0
825897fffffffff,1.0,0.0,0.0
826007fffffffff,1021.0,0.0,0.0
826017fffffffff,223.0,0.0,0.0
82601ffffffffff,553.0,0.0,0.0
826027fffffffff,412.0,0.0,0.0
826037fffffffff,277.0,0.0,0.0
826087fffffffff,57.0,0.0,0.0
82608ffffffffff,902.0,0.0,0.0
826097fffffffff,293.0,0.0,0.0
82609ffffffffff,60.0,0.0,0.0
8260a7fffffffff,70.0,0.0,0.0
8260affffffffff,651.0,0.0,0.0
8260b7fffffffff,581.0,0.0,0.0
8260f7fffffffff,2.0,0.0,0.0
826107fffffffff,503.0,6.0,26.0
826117fffffffff,23.0,0.0,2.0
82611ffffffffff,585.0,5.0,16.0
82618ffffffffff,699.0,0.0,0.0
82619ffffffffff,89.0,0.0,0.0
8261affffffffff,299.0,0.0,7.0
826327fffffffff,52.0,10.0,0.0
826337fffffffff,142.0,40.0,0.0
8263affffffffff,15.0,0.0,0.0
82640ffffffffff,13.0,0.0,0.0
826417fffffffff,5.0,0.0,0.0
826427fffffffff,4.0,2.0,0.0
826437fffffffff,85.0,28.0,0.0
826487fffffffff,45.0,17.0,0.0
82648ffffffffff,1.0,0.0,0.0
826497fffffffff,27.0,19.0,0.0
8264a7fffffffff,103.0,51.0,0.0
8264affffffffff,13.0,2.0,0.0
8264b7fffffffff,34.0,6.0,0.0
826507fffffffff,22.0,0.0,0.0
82651ffffffffff,29.0,2.0,0.0
826527fffffffff,98.0,8.0,0.0
826587fffffffff,68.0,4.0,0.0
82658ffffffffff,2001.0,645.0,0.0
826597fffffffff,11.0,5.0,0.0
82659ffffffffff,36.0,10.0,0.0
8265b7fffffffff,22.0,3.0,0.0
826817fffffffff,84.0,0.0,0.0
82682ffffffffff,59.0,11.0,0.0
826847fffffffff,12.0,6.0,0.0
82685ffffffffff,67.0,5.0,0.0
826867fffffffff,10.0,5.0,0.0
826877fffffffff,13.0,2.0,0.0
826897fffffffff,3.0,0.0,0.0
8268a7fffffffff,19.0,0.0,0.0
8268cffffffffff,4.0,1.0,0.0
826917fffffffff,3.0,0.0,0.0
826937fffffffff,2.0,0.0,0.0
826947fffffffff,752.0,29.0,0.0
82694ffffffffff,22.0,0.0,0.0
82696ffffffffff,21.0,1.0,0.0
82699ffffffffff,2.0,0.0,0.0
82731ffffffffff,10.0,0.0,0.0
827577fffffffff,3.0,0.0,0.0
827acffffffffff,9.0,0.0,0.0
827adffffffffff,2.0,0.0,0.0
8282cffffffffff,1.0,0.0,0.0
828c8ffffffffff,5.0,0.0,0.0
828c97fffffffff,5.0,0.0,0.0
828d8ffffffffff,2.0,0.0,0.0
828db7fffffffff,15.0,5.0,0.0
829507fffffffff,6.0,2.0,0.0
82951ffffffffff,4.0,3.0,0.0
8295a7fffffffff,36.0,9.0,0.0
