cell_id,Megarynchus pitangua,Megarynchus pitangua [mexicanus Group],Megarynchus pitangua pitangua,Megarynchus pitangua chrysogaster
824507fffffffff,942.0,9.0,0.0,0.0
82450ffffffffff,5553.0,676.0,0.0,0.0
82451ffffffffff,7.0,1.0,0.0,0.0
824527fffffffff,8068.0,138.0,0.0,0.0
82452ffffffffff,11664.0,290.0,0.0,0.0
824537fffffffff,1859.0,0.0,0.0,0.0
824577fffffffff,121.0,25.0,0.0,0.0
824807fffffffff,15.0,0.0,0.0,0.0
824837fffffffff,1180.0,0.0,0.0,0.0
824987fffffffff,6.0,0.0,0.0,0.0
824997fffffffff,7448.0,1331.0,0.0,0.0
82499ffffffffff,636.0,39.0,0.0,0.0
8249affffffffff,757.0,59.0,0.0,0.0
8249b7fffffffff,88.0,0.0,0.0,0.0
825f07fffffffff,51.0,0.0,0.0,0.0
825f0ffffffffff,310.0,0.0,0.0,0.0
825f17fffffffff,41.0,0.0,0.0,0.0
825f1ffffffffff,122.0,0.0,0.0,0.0
825f27fffffffff,16.0,0.0,0.0,0.0
825f2ffffffffff,441.0,0.0,2.0,0.0
825f47fffffffff,92.0,0.0,4.0,0.0
825f4ffffffffff,172.0,0.0,0.0,0.0
825f57fffffffff,3.0,0.0,0.0,0.0
825f5ffffffffff,1073.0,0.0,0.0,0.0
825f6ffffffffff,19.0,0.0,0.0,0.0
825f77fffffffff,48.0,0.0,0.0,0.0
826607fffffffff,637.0,0.0,2.0,0.0
82660ffffffffff,1946.0,0.0,23.0,0.0
826617fffffffff,2245.0,195.0,0.0,0.0
82661ffffffffff,1184.0,0.0,41.0,0.0
826627fffffffff,2530.0,0.0,217.0,0.0
82662ffffffffff,355.0,0.0,3.0,0.0
826637fffffffff,594.0,0.0,10.0,0.0
826647fffffffff,44.0,0.0,0.0,0.0
826657fffffffff,820.0,0.0,2.0,0.0
82665ffffffffff,102.0,0.0,0.0,0.0
826667fffffffff,92.0,0.0,5.0,0.0
82666ffffffffff,4.0,0.0,2.0,0.0
826677fffffffff,356.0,0.0,0.0,0.0
826687fffffffff,1.0,0.0,0.0,0.0
8266a7fffffffff,5949.0,435.0,0.0,0.0
8266b7fffffffff,14642.0,55.0,0.0,0.0
8266c7fffffffff,2843.0,0.0,30.0,0.0
8266cffffffffff,121.0,0.0,3.0,0.0
8266d7fffffffff,1715.0,0.0,0.0,165.0
8266dffffffffff,2738.0,0.0,454.0,0.0
8266e7fffffffff,7573.0,0.0,91.0,0.0
8266effffffffff,758.0,0.0,6.0,0.0
8266f7fffffffff,13.0,0.0,0.0,0.0
826747fffffffff,746.0,0.0,15.0,0.0
82674ffffffffff,3389.0,0.0,44.0,0.0
826757fffffffff,1014.0,0.0,2.0,0.0
82675ffffffffff,746.0,0.0,2.0,0.0
82676ffffffffff,1.0,0.0,0.0,0.0
826797fffffffff,366.0,0.0,0.0,0.0
82679ffffffffff,3584.0,9.0,0.0,0.0
8267b7fffffffff,9.0,0.0,0.0,0.0
826d07fffffffff,692.0,157.0,0.0,0.0
826d17fffffffff,858.0,91.0,0.0,0.0
826d27fffffffff,2090.0,247.0,0.0,0.0
826d2ffffffffff,7461.0,1352.0,0.0,0.0
826d37fffffffff,2246.0,200.0,0.0,0.0
826d67fffffffff,7297.0,0.0,0.0,0.0
826d6ffffffffff,28658.0,0.0,0.0,0.0
826d77fffffffff,2342.0,16.0,0.0,0.0
828007fffffffff,31.0,0.0,0.0,0.0
