cell_id,Megascops kennicottii,Megascops kennicottii [kennicottii Group],Megascops kennicottii vinaceus,Megascops kennicottii suttoni
82129ffffffffff,9.0,0.0,0.0,0.0
8212b7fffffffff,10.0,0.0,0.0,0.0
8212cffffffffff,15.0,0.0,0.0,0.0
8212d7fffffffff,364.0,0.0,0.0,0.0
8212dffffffffff,69.0,0.0,0.0,0.0
821d27fffffffff,5.0,0.0,0.0,0.0
82268ffffffffff,257.0,0.0,0.0,0.0
822697fffffffff,570.0,0.0,0.0,0.0
82269ffffffffff,510.0,2.0,0.0,0.0
8226d7fffffffff,124.0,0.0,0.0,0.0
8226f7fffffffff,41.0,0.0,0.0,0.0
822797fffffffff,8.0,0.0,0.0,0.0
822807fffffffff,196.0,0.0,0.0,0.0
822817fffffffff,164.0,0.0,0.0,0.0
82281ffffffffff,300.0,0.0,0.0,0.0
822837fffffffff,3144.0,8.0,0.0,0.0
822887fffffffff,1036.0,2.0,0.0,0.0
82288ffffffffff,453.0,4.0,0.0,0.0
822897fffffffff,16.0,0.0,0.0,0.0
82289ffffffffff,100.0,0.0,0.0,0.0
8228a7fffffffff,31.0,0.0,0.0,0.0
8228affffffffff,130.0,0.0,0.0,0.0
8228b7fffffffff,149.0,0.0,0.0,0.0
8228c7fffffffff,44.0,0.0,0.0,0.0
8228cffffffffff,1.0,0.0,0.0,0.0
8228d7fffffffff,566.0,0.0,0.0,0.0
8228dffffffffff,109.0,0.0,0.0,0.0
8228f7fffffffff,874.0,0.0,0.0,0.0
822917fffffffff,140.0,0.0,0.0,0.0
82291ffffffffff,339.0,0.0,0.0,0.0
822987fffffffff,130.0,0.0,0.0,0.0
82298ffffffffff,96.0,0.0,0.0,0.0
822997fffffffff,162.0,2.0,0.0,0.0
82299ffffffffff,11.0,0.0,0.0,0.0
8229a7fffffffff,2768.0,0.0,0.0,0.0
8229affffffffff,771.0,0.0,0.0,0.0
8229b7fffffffff,583.0,0.0,0.0,0.0
824807fffffffff,15.0,0.0,0.0,0.0
82480ffffffffff,180.0,0.0,0.0,0.0
824817fffffffff,51.0,0.0,0.0,0.0
82481ffffffffff,10.0,0.0,0.0,0.0
824827fffffffff,4.0,0.0,0.0,0.0
82482ffffffffff,153.0,0.0,0.0,0.0
824837fffffffff,4.0,0.0,0.0,0.0
82484ffffffffff,3.0,0.0,0.0,0.0
824857fffffffff,5.0,0.0,0.0,0.0
82485ffffffffff,101.0,0.0,0.0,0.0
824877fffffffff,2.0,0.0,0.0,0.0
82488ffffffffff,42.0,0.0,0.0,0.0
8248a7fffffffff,35.0,0.0,0.0,0.0
8248affffffffff,541.0,0.0,0.0,0.0
8248b7fffffffff,3.0,0.0,0.0,0.0
8248c7fffffffff,1537.0,0.0,0.0,0.0
8248cffffffffff,81.0,0.0,0.0,0.0
8248d7fffffffff,54.0,0.0,0.0,0.0
8248dffffffffff,1152.0,0.0,0.0,0.0
8248e7fffffffff,108.0,0.0,0.0,0.0
8248effffffffff,5077.0,0.0,0.0,0.0
8248f7fffffffff,545.0,0.0,0.0,0.0
824987fffffffff,47.0,0.0,0.0,0.0
82498ffffffffff,12.0,0.0,0.0,0.0
824997fffffffff,90.0,0.0,0.0,27.0
82499ffffffffff,2.0,0.0,0.0,0.0
8249affffffffff,9.0,0.0,0.0,0.0
