cell_id,Loxia leucoptera,Loxia leucoptera bifasciata,Loxia leucoptera leucoptera
840c737ffffffff,2.0,0.0,0.0
840c739ffffffff,4.0,0.0,0.0
840c73bffffffff,241.0,0.0,0.0
840c73dffffffff,34.0,0.0,0.0
840c741ffffffff,147.0,0.0,0.0
840c745ffffffff,28.0,0.0,0.0
840c747ffffffff,41.0,0.0,0.0
840c749ffffffff,15.0,0.0,0.0
840c74bffffffff,50.0,0.0,0.0
840c74dffffffff,245.0,0.0,0.0
840c753ffffffff,7.0,0.0,0.0
840c759ffffffff,4.0,0.0,0.0
840c75dffffffff,22.0,0.0,0.0
840c769ffffffff,28.0,0.0,0.0
840ce17ffffffff,1.0,0.0,0.0
840cec5ffffffff,2.0,0.0,0.0
840ced3ffffffff,2.0,0.0,0.0
840ced9ffffffff,2.0,0.0,0.0
840cedbffffffff,1.0,0.0,0.0
840cee9ffffffff,2.0,0.0,0.0
840d405ffffffff,43.0,0.0,0.0
840d409ffffffff,4.0,0.0,0.0
840d40dffffffff,13.0,0.0,0.0
840d425ffffffff,20.0,0.0,0.0
840d461ffffffff,4.0,0.0,0.0
840d463ffffffff,18.0,0.0,0.0
840d483ffffffff,12.0,0.0,0.0
840d485ffffffff,2.0,0.0,0.0
840d487ffffffff,3.0,0.0,0.0
840d48bffffffff,8.0,0.0,0.0
840d495ffffffff,3.0,0.0,0.0
840d49bffffffff,9.0,0.0,0.0
840d49dffffffff,17.0,0.0,0.0
840d4a1ffffffff,16.0,0.0,0.0
840d4a7ffffffff,2.0,0.0,0.0
840d4a9ffffffff,7.0,0.0,0.0
840d4abffffffff,4.0,0.0,0.0
840d4c1ffffffff,7.0,0.0,0.0
840d4c3ffffffff,3.0,0.0,0.0
840d4c9ffffffff,3.0,0.0,0.0
840d4d5ffffffff,15.0,0.0,0.0
840d4e7ffffffff,19.0,0.0,0.0
840d521ffffffff,2.0,0.0,0.0
840d523ffffffff,1.0,0.0,0.0
840d525ffffffff,1.0,0.0,0.0
840d527ffffffff,35.0,0.0,0.0
840d529ffffffff,11.0,0.0,0.0
840d52bffffffff,2.0,0.0,0.0
840d533ffffffff,5.0,0.0,0.0
840d537ffffffff,7.0,0.0,0.0
840d563ffffffff,11.0,0.0,0.0
840d585ffffffff,465.0,0.0,0.0
840d587ffffffff,2.0,0.0,0.0
840d58dffffffff,14.0,0.0,0.0
840d593ffffffff,4.0,0.0,0.0
840d595ffffffff,24.0,0.0,0.0
840d597ffffffff,1.0,0.0,0.0
840d5a5ffffffff,2.0,0.0,0.0
840d5a9ffffffff,180.0,0.0,0.0
840d5abffffffff,3.0,0.0,0.0
840d5adffffffff,5.0,0.0,0.0
840d5b9ffffffff,22.0,0.0,0.0
840d5bbffffffff,5.0,0.0,0.0
840d5c7ffffffff,4.0,0.0,0.0
840d5e3ffffffff,5.0,0.0,0.0
840d5e5ffffffff,8.0,0.0,0.0
840d5e7ffffffff,84.0,0.0,0.0
840d5ebffffffff,2.0,0.0,0.0
840d619ffffffff,7.0,0.0,0.0
840d61bffffffff,12.0,0.0,0.0
840d651ffffffff,2.0,0.0,0.0
840d657ffffffff,2.0,0.0,0.0
840d6a1ffffffff,2.0,0.0,0.0
840d6a9ffffffff,2.0,0.0,0.0
840d6bbffffffff,2.0,0.0,0.0
840d6c5ffffffff,3.0,0.0,0.0
840d6cdffffffff,9.0,0.0,0.0
840d6e1ffffffff,4.0,0.0,0.0
840d6e7ffffffff,3.0,0.0,0.0
840d6ebffffffff,2.0,0.0,0.0
840d737ffffffff,3.0,0.0,0.0
840e2d3ffffffff,4.0,0.0,0.0
840e449ffffffff,5.0,0.0,0.0
840e453ffffffff,13.0,0.0,0.0
840e45bffffffff,6.0,0.0,0.0
840e481ffffffff,5.0,0.0,0.0
840e483ffffffff,2.0,0.0,0.0
840e485ffffffff,1.0,0.0,0.0
840e487ffffffff,4.0,0.0,0.0
840e48dffffffff,6.0,0.0,0.0
840e491ffffffff,20.0,0.0,0.0
840e493ffffffff,5.0,0.0,0.0
840e495ffffffff,2.0,0.0,0.0
840e497ffffffff,73.0,0.0,0.0
840e499ffffffff,3.0,0.0,0.0
840e49bffffffff,69.0,0.0,0.0
840e49dffffffff,1.0,0.0,0.0
840e4a1ffffffff,2.0,0.0,0.0
840e4a3ffffffff,5.0,0.0,0.0
840e4a5ffffffff,12.0,0.0,0.0
840e4a7ffffffff,5.0,0.0,0.0
840e4a9ffffffff,26.0,0.0,0.0
840e4abffffffff,1.0,0.0,0.0
840e4b1ffffffff,2.0,0.0,0.0
840e4b9ffffffff,2.0,0.0,0.0
840e4c1ffffffff,2.0,0.0,0.0
840e4c3ffffffff,6.0,0.0,0.0
840e4c5ffffffff,3.0,0.0,0.0
840e4cbffffffff,1.0,0.0,0.0
840e4cdffffffff,4.0,0.0,0.0
840e4d1ffffffff,7.0,0.0,0.0
840e4d3ffffffff,11.0,0.0,0.0
840e4dbffffffff,154.0,0.0,0.0
840e4e3ffffffff,3.0,0.0,0.0
840e515ffffffff,1.0,0.0,0.0
840e519ffffffff,1.0,0.0,0.0
840e51dffffffff,2.0,0.0,0.0
840e523ffffffff,33.0,0.0,0.0
840e531ffffffff,19.0,0.0,0.0
840e535ffffffff,8.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0
840e53dffffffff,8.0,0.0,0.0
840e583ffffffff,13.0,0.0,0.0
840e59bffffffff,1.0,0.0,0.0
840e59dffffffff,7.0,0.0,0.0
840e5adffffffff,1.0,0.0,0.0
840e5b1ffffffff,2.0,0.0,0.0
840e5b3ffffffff,37.0,0.0,0.0
840e5b7ffffffff,11.0,0.0,0.0
840e5b9ffffffff,5.0,0.0,0.0
840e5bdffffffff,2.0,0.0,0.0
840e623ffffffff,10.0,0.0,0.0
840e63dffffffff,2.0,0.0,0.0
840e6adffffffff,3.0,0.0,0.0
840e6b5ffffffff,7.0,0.0,0.0
840e6b7ffffffff,2.0,0.0,0.0
840e6c9ffffffff,2.0,0.0,0.0
840e6cdffffffff,1.0,0.0,0.0
840e6e7ffffffff,6.0,0.0,0.0
840e805ffffffff,126.0,0.0,0.0
840e807ffffffff,5.0,0.0,0.0
840e835ffffffff,1.0,0.0,0.0
840e83bffffffff,2.0,0.0,0.0
840e89bffffffff,7.0,0.0,0.0
840e8d3ffffffff,1.0,0.0,0.0
840e911ffffffff,5.0,0.0,0.0
840e945ffffffff,4.0,0.0,0.0
840e969ffffffff,7.0,0.0,0.0
840e9a1ffffffff,2.0,0.0,0.0
840e9a7ffffffff,3.0,0.0,0.0
840ec09ffffffff,4.0,0.0,0.0
840ec0bffffffff,6.0,0.0,0.0
840ec15ffffffff,3.0,0.0,0.0
840ec19ffffffff,55.0,0.0,0.0
840ec21ffffffff,3.0,0.0,0.0
840ec23ffffffff,13.0,0.0,0.0
840ec27ffffffff,3.0,0.0,0.0
840ec31ffffffff,3.0,0.0,0.0
840ec33ffffffff,2.0,0.0,0.0
840ec3bffffffff,3.0,0.0,0.0
840ec51ffffffff,5.0,0.0,0.0
840ec55ffffffff,2.0,0.0,0.0
840ec57ffffffff,2.0,0.0,0.0
840ec81ffffffff,49.0,0.0,0.0
840ec83ffffffff,6.0,0.0,0.0
840ec85ffffffff,16.0,0.0,0.0
840ec8dffffffff,11.0,0.0,0.0
840ec91ffffffff,43.0,0.0,0.0
840ec93ffffffff,2.0,0.0,0.0
840ec95ffffffff,79.0,0.0,0.0
840ec97ffffffff,4.0,0.0,0.0
840ec9bffffffff,2.0,0.0,0.0
840ec9dffffffff,70.0,0.0,0.0
840eca5ffffffff,6.0,0.0,0.0
840eca7ffffffff,2.0,0.0,0.0
840ecabffffffff,19.0,0.0,0.0
840ecb3ffffffff,1.0,0.0,0.0
840ecb9ffffffff,51.0,0.0,0.0
840ecbbffffffff,23.0,0.0,0.0
840ecbdffffffff,25.0,0.0,0.0
840ecc1ffffffff,61.0,0.0,0.0
840ecc7ffffffff,2.0,0.0,0.0
840ecc9ffffffff,513.0,0.0,0.0
840ecd1ffffffff,3.0,0.0,0.0
840ecd7ffffffff,101.0,0.0,0.0
840ed0dffffffff,1.0,0.0,0.0
840ed13ffffffff,5.0,0.0,0.0
840ed19ffffffff,3.0,0.0,0.0
840ed45ffffffff,6.0,0.0,0.0
840ed4dffffffff,5.0,0.0,0.0
840ed55ffffffff,1.0,0.0,0.0
840ed5dffffffff,3.0,0.0,0.0
840ed85ffffffff,4.0,0.0,0.0
840ed91ffffffff,2.0,0.0,0.0
840ed95ffffffff,2.0,0.0,0.0
840ed9bffffffff,1.0,0.0,0.0
840ed9dffffffff,2.0,0.0,0.0
840edb9ffffffff,10.0,0.0,0.0
840edc9ffffffff,4.0,0.0,0.0
840edd1ffffffff,1.0,0.0,0.0
840edd7ffffffff,2.0,0.0,0.0
840edebffffffff,1.0,0.0,0.0
840ee17ffffffff,1.0,0.0,0.0
840ee85ffffffff,24.0,0.0,0.0
840ee87ffffffff,2.0,0.0,0.0
840ee89ffffffff,1.0,0.0,0.0
840ee8bffffffff,2.0,0.0,0.0
840ee95ffffffff,2.0,0.0,0.0
840ee9dffffffff,1.0,0.0,0.0
840eea7ffffffff,1708.0,0.0,0.0
840eeabffffffff,18.0,0.0,0.0
840eeb5ffffffff,30.0,0.0,0.0
840eeb9ffffffff,6.0,0.0,0.0
840eebdffffffff,3.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0
840eecdffffffff,6.0,0.0,0.0
840eed5ffffffff,29.0,0.0,0.0
840eee3ffffffff,11.0,0.0,0.0
840eeebffffffff,9.0,0.0,0.0
840ef21ffffffff,2.0,0.0,0.0
840ef25ffffffff,6.0,0.0,0.0
840ef2dffffffff,2.0,0.0,0.0
840ef31ffffffff,2.0,0.0,0.0
840ef39ffffffff,2.0,0.0,0.0
840f4bdffffffff,4.0,0.0,0.0
8410ee1ffffffff,7.0,2.0,0.0
841106bffffffff,5.0,0.0,0.0
8411223ffffffff,2.0,0.0,0.0
841126dffffffff,8.0,2.0,0.0
841203dffffffff,3.0,0.0,0.0
8412087ffffffff,5.0,0.0,0.0
84120a1ffffffff,6.0,0.0,0.0
84120a5ffffffff,2.0,0.0,0.0
84120b7ffffffff,3.0,0.0,0.0
8412115ffffffff,4.0,0.0,0.0
841211dffffffff,4.0,0.0,0.0
841213bffffffff,17.0,0.0,0.0
8412143ffffffff,3.0,0.0,0.0
8412145ffffffff,2.0,0.0,0.0
8412147ffffffff,16.0,0.0,0.0
8412151ffffffff,2.0,0.0,0.0
8412157ffffffff,2.0,0.0,0.0
841215dffffffff,10.0,0.0,0.0
8412185ffffffff,4.0,0.0,0.0
84121a1ffffffff,2.0,0.0,0.0
84121a3ffffffff,4.0,0.0,0.0
84121a7ffffffff,10.0,0.0,0.0
84121a9ffffffff,9.0,0.0,0.0
84121abffffffff,9.0,0.0,0.0
84121b1ffffffff,2.0,0.0,0.0
84121b3ffffffff,3.0,0.0,0.0
84121b5ffffffff,1.0,0.0,0.0
84121bbffffffff,5.0,0.0,0.0
84121bdffffffff,3.0,0.0,0.0
84121e1ffffffff,11.0,0.0,0.0
84121e3ffffffff,39.0,0.0,0.0
84121e7ffffffff,8.0,0.0,0.0
84121e9ffffffff,2.0,0.0,0.0
8412251ffffffff,2.0,0.0,0.0
8412299ffffffff,6.0,0.0,0.0
84122b5ffffffff,3.0,0.0,0.0
84122e1ffffffff,1.0,0.0,0.0
8412303ffffffff,2.0,0.0,0.0
8412307ffffffff,2.0,0.0,0.0
841230bffffffff,2.0,0.0,0.0
841232bffffffff,2.0,0.0,0.0
8412337ffffffff,3.0,0.0,0.0
8412339ffffffff,9.0,0.0,0.0
841233dffffffff,42.0,0.0,0.0
8412433ffffffff,16.0,0.0,0.0
8412435ffffffff,2.0,0.0,0.0
8412445ffffffff,8.0,0.0,0.0
8412483ffffffff,3.0,0.0,0.0
8412489ffffffff,2.0,0.0,0.0
841249bffffffff,2.0,0.0,0.0
84124adffffffff,6.0,0.0,0.0
84124e5ffffffff,16.0,0.0,0.0
8412501ffffffff,14.0,0.0,0.0
8412505ffffffff,6.0,0.0,0.0
8412507ffffffff,3.0,0.0,0.0
8412509ffffffff,15.0,0.0,0.0
8412511ffffffff,6.0,0.0,0.0
8412515ffffffff,36.0,0.0,0.0
841251dffffffff,11.0,0.0,0.0
8412521ffffffff,5.0,0.0,0.0
8412525ffffffff,9.0,0.0,0.0
8412527ffffffff,25.0,0.0,0.0
841253bffffffff,3.0,0.0,0.0
8412543ffffffff,28.0,0.0,0.0
8412549ffffffff,40.0,0.0,0.0
841254bffffffff,32.0,0.0,0.0
8412555ffffffff,83.0,0.0,0.0
8412561ffffffff,2.0,0.0,0.0
8412567ffffffff,1.0,0.0,0.0
841256dffffffff,5.0,0.0,0.0
8412591ffffffff,93.0,0.0,0.0
8412597ffffffff,8.0,0.0,0.0
84125b1ffffffff,9.0,0.0,0.0
84125c7ffffffff,10.0,0.0,0.0
84125d3ffffffff,5.0,0.0,0.0
84125d5ffffffff,6.0,0.0,0.0
84125d9ffffffff,62.0,0.0,0.0
84125dbffffffff,12.0,0.0,0.0
841261dffffffff,2.0,0.0,0.0
841263dffffffff,4.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0
84126b1ffffffff,2.0,0.0,0.0
84126e7ffffffff,2.0,0.0,0.0
8412721ffffffff,123.0,0.0,0.0
8412723ffffffff,71.0,0.0,0.0
8412727ffffffff,3.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0
841272dffffffff,1.0,0.0,0.0
8412753ffffffff,6.0,0.0,0.0
8412759ffffffff,6.0,0.0,0.0
841275bffffffff,6.0,0.0,0.0
8412805ffffffff,11.0,0.0,0.0
841280dffffffff,5.0,0.0,0.0
8412819ffffffff,1.0,0.0,0.0
8412847ffffffff,27.0,0.0,0.0
8412851ffffffff,3.0,0.0,0.0
8412853ffffffff,1.0,0.0,0.0
8412855ffffffff,2.0,0.0,0.0
8412857ffffffff,10.0,0.0,0.0
841285bffffffff,1.0,0.0,0.0
841286dffffffff,1.0,0.0,0.0
8412887ffffffff,7.0,0.0,0.0
841288dffffffff,9.0,0.0,0.0
8412891ffffffff,14.0,0.0,0.0
8412893ffffffff,10.0,0.0,0.0
8412897ffffffff,18.0,0.0,0.0
8412899ffffffff,1.0,0.0,0.0
841289bffffffff,15.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0
84128b1ffffffff,2.0,0.0,0.0
84128bdffffffff,190.0,0.0,0.0
84128cbffffffff,2.0,0.0,0.0
84128d1ffffffff,8.0,0.0,0.0
84128d3ffffffff,7.0,0.0,0.0
84128d9ffffffff,14.0,0.0,0.0
84128dbffffffff,15.0,0.0,0.0
84128ddffffffff,4.0,0.0,0.0
84128e1ffffffff,2.0,0.0,0.0
8412943ffffffff,2.0,0.0,0.0
8412949ffffffff,2.0,0.0,0.0
8412a25ffffffff,3.0,0.0,0.0
8412a37ffffffff,6.0,0.0,0.0
8412a69ffffffff,6.0,0.0,0.0
8412a83ffffffff,2.0,0.0,0.0
8412a89ffffffff,2.0,0.0,0.0
8412a8bffffffff,2.0,0.0,0.0
8412a91ffffffff,2.0,0.0,0.0
8412a93ffffffff,2.0,0.0,0.0
8412a95ffffffff,2.0,0.0,0.0
8412a97ffffffff,71.0,0.0,0.0
8412a9dffffffff,6.0,0.0,0.0
8412aa3ffffffff,2.0,0.0,0.0
8412ab3ffffffff,97.0,0.0,0.0
8412ab5ffffffff,10.0,0.0,0.0
8412ab7ffffffff,14.0,0.0,0.0
8412ad7ffffffff,61.0,0.0,0.0
8412b01ffffffff,6.0,0.0,0.0
8412b03ffffffff,29.0,0.0,0.0
8412b43ffffffff,10.0,0.0,0.0
8412b49ffffffff,3.0,0.0,0.0
8412b4bffffffff,18.0,0.0,0.0
8412b53ffffffff,1.0,0.0,0.0
8412b63ffffffff,13.0,0.0,0.0
8412c01ffffffff,36.0,0.0,0.0
8412c03ffffffff,106.0,0.0,2.0
8412c05ffffffff,7.0,0.0,0.0
8412c07ffffffff,27.0,0.0,0.0
8412c09ffffffff,4.0,0.0,0.0
8412c0bffffffff,44.0,0.0,0.0
8412c11ffffffff,514.0,0.0,0.0
8412c13ffffffff,44.0,0.0,0.0
8412c15ffffffff,14.0,0.0,0.0
8412c17ffffffff,65.0,0.0,0.0
8412c19ffffffff,3.0,0.0,0.0
8412c1bffffffff,90.0,0.0,0.0
8412c1dffffffff,150.0,0.0,0.0
8412c21ffffffff,41.0,0.0,0.0
8412c23ffffffff,10.0,0.0,0.0
8412c27ffffffff,4.0,0.0,0.0
8412c29ffffffff,2.0,0.0,0.0
8412c2dffffffff,1.0,0.0,0.0
8412c31ffffffff,2.0,0.0,0.0
8412c33ffffffff,18.0,0.0,0.0
8412c35ffffffff,3.0,0.0,0.0
8412c39ffffffff,20.0,0.0,0.0
8412c3bffffffff,35.0,0.0,0.0
8412c3dffffffff,2.0,0.0,0.0
8412c43ffffffff,4.0,0.0,0.0
8412c45ffffffff,6.0,0.0,0.0
8412c47ffffffff,11.0,0.0,0.0
8412c49ffffffff,9.0,0.0,0.0
8412c4dffffffff,27.0,0.0,0.0
8412c51ffffffff,3.0,0.0,0.0
8412c53ffffffff,5.0,0.0,0.0
8412c57ffffffff,1.0,0.0,0.0
8412c59ffffffff,2.0,0.0,0.0
8412c5bffffffff,20.0,0.0,0.0
8412c5dffffffff,2.0,0.0,0.0
8412c81ffffffff,2.0,0.0,0.0
8412c85ffffffff,79.0,0.0,0.0
8412c87ffffffff,8.0,0.0,0.0
8412c8bffffffff,11.0,0.0,0.0
8412c91ffffffff,3.0,0.0,0.0
8412ca1ffffffff,2.0,0.0,0.0
8412ca3ffffffff,28.0,0.0,0.0
8412ca7ffffffff,2.0,0.0,0.0
8412ca9ffffffff,20.0,0.0,0.0
8412cabffffffff,84.0,0.0,0.0
8412cadffffffff,9.0,0.0,0.0
8412cb1ffffffff,51.0,0.0,0.0
8412cb5ffffffff,35.0,0.0,0.0
8412cb7ffffffff,2.0,0.0,0.0
8412cbdffffffff,98.0,0.0,0.0
8412cc1ffffffff,22.0,0.0,0.0
8412cc5ffffffff,57.0,0.0,0.0
8412cc7ffffffff,5.0,0.0,0.0
8412cc9ffffffff,3.0,0.0,0.0
8412ccdffffffff,1530.0,0.0,0.0
8412cd7ffffffff,4.0,0.0,0.0
8412cd9ffffffff,1.0,0.0,0.0
8412ce1ffffffff,4.0,0.0,0.0
8412ce3ffffffff,30.0,0.0,0.0
8412ce5ffffffff,2.0,0.0,0.0
8412ce7ffffffff,8.0,0.0,0.0
8412ce9ffffffff,74.0,0.0,0.0
8412cebffffffff,25.0,0.0,0.0
8412d01ffffffff,2.0,0.0,0.0
8412d03ffffffff,26.0,0.0,0.0
8412d05ffffffff,5.0,0.0,0.0
8412d07ffffffff,2.0,0.0,0.0
8412d0bffffffff,2.0,0.0,0.0
8412d11ffffffff,31.0,0.0,0.0
8412d13ffffffff,1.0,0.0,0.0
8412d17ffffffff,81.0,0.0,0.0
8412d19ffffffff,17.0,0.0,0.0
8412d2dffffffff,5.0,0.0,0.0
8412d31ffffffff,1.0,0.0,0.0
8412d33ffffffff,16.0,0.0,0.0
8412d3bffffffff,13.0,0.0,0.0
8412d41ffffffff,9.0,0.0,0.0
8412d43ffffffff,4.0,0.0,0.0
8412d47ffffffff,13.0,0.0,0.0
8412d49ffffffff,1.0,0.0,0.0
8412d4dffffffff,24.0,0.0,0.0
8412d57ffffffff,4.0,0.0,0.0
8412d61ffffffff,2.0,0.0,0.0
8412d63ffffffff,13.0,0.0,0.0
8412d65ffffffff,2.0,0.0,0.0
8412d69ffffffff,2.0,0.0,0.0
8412d6bffffffff,3.0,0.0,0.0
8412d81ffffffff,2.0,0.0,0.0
8412d83ffffffff,16.0,0.0,0.0
8412d89ffffffff,13.0,0.0,0.0
8412d8bffffffff,54.0,0.0,0.0
8412d8dffffffff,14.0,0.0,0.0
8412d91ffffffff,5.0,0.0,0.0
8412d93ffffffff,3.0,0.0,0.0
8412d95ffffffff,12.0,0.0,0.0
8412d97ffffffff,2.0,0.0,0.0
8412d99ffffffff,2.0,0.0,0.0
8412d9dffffffff,3.0,0.0,0.0
8412da5ffffffff,4.0,0.0,0.0
8412da9ffffffff,2.0,0.0,0.0
8412dadffffffff,2.0,0.0,0.0
8412db9ffffffff,2.0,0.0,0.0
8412dc1ffffffff,1.0,0.0,0.0
8412dc3ffffffff,41.0,0.0,0.0
8412dc5ffffffff,2.0,0.0,0.0
8412dc7ffffffff,2.0,0.0,0.0
8412dc9ffffffff,62.0,0.0,0.0
8412dcbffffffff,7.0,0.0,0.0
8412dd3ffffffff,11.0,0.0,0.0
8412dd7ffffffff,16.0,0.0,0.0
8412dd9ffffffff,4.0,0.0,0.0
8412ddbffffffff,66.0,0.0,0.0
8412de5ffffffff,27.0,0.0,0.0
8412de7ffffffff,47.0,0.0,0.0
8412de9ffffffff,9.0,0.0,0.0
8412e07ffffffff,3.0,0.0,0.0
8412e0bffffffff,2.0,0.0,0.0
8412e11ffffffff,2.0,0.0,0.0
8412e13ffffffff,238.0,0.0,0.0
8412e15ffffffff,36.0,0.0,0.0
8412e17ffffffff,50.0,0.0,0.0
8412e19ffffffff,5.0,0.0,0.0
8412e1bffffffff,8.0,0.0,0.0
8412e21ffffffff,9.0,0.0,0.0
8412e23ffffffff,2.0,0.0,0.0
8412e25ffffffff,25.0,0.0,0.0
8412e27ffffffff,68.0,0.0,0.0
8412e29ffffffff,2.0,0.0,0.0
8412e2bffffffff,13.0,0.0,0.0
8412e31ffffffff,20.0,0.0,0.0
8412e33ffffffff,10.0,0.0,0.0
8412e35ffffffff,6.0,0.0,0.0
8412e3bffffffff,16.0,0.0,0.0
8412e3dffffffff,25.0,0.0,0.0
8412e45ffffffff,2.0,0.0,0.0
8412e53ffffffff,27.0,0.0,0.0
8412e55ffffffff,3.0,0.0,0.0
8412e57ffffffff,1.0,0.0,0.0
8412e59ffffffff,12.0,0.0,0.0
8412e63ffffffff,3.0,0.0,0.0
8412e65ffffffff,4.0,0.0,0.0
8412e89ffffffff,2.0,0.0,0.0
8412ea1ffffffff,2.0,0.0,0.0
8412ea3ffffffff,2.0,0.0,0.0
8412ea5ffffffff,129.0,0.0,0.0
8412ea7ffffffff,77.0,0.0,0.0
8412ea9ffffffff,9.0,0.0,0.0
8412eadffffffff,11.0,0.0,0.0
8412eb7ffffffff,2.0,0.0,0.0
8412ec1ffffffff,17.0,0.0,0.0
8412ec3ffffffff,2.0,0.0,0.0
8412ec5ffffffff,18.0,0.0,0.0
8412ec7ffffffff,5.0,0.0,0.0
8412ec9ffffffff,23.0,0.0,0.0
8412ecbffffffff,7.0,0.0,0.0
8412ecdffffffff,98.0,0.0,0.0
8412ed5ffffffff,4.0,0.0,0.0
8412ee3ffffffff,25.0,0.0,0.0
8412ee9ffffffff,2.0,0.0,0.0
8412f01ffffffff,6.0,0.0,0.0
8412f05ffffffff,9.0,0.0,0.0
8412f11ffffffff,4.0,0.0,0.0
8412f13ffffffff,114.0,0.0,0.0
8412f15ffffffff,7.0,0.0,0.0
8412f19ffffffff,19.0,0.0,0.0
8412f1bffffffff,30.0,0.0,0.0
8412f25ffffffff,2.0,0.0,0.0
