cell_id,Loxia leucoptera,Loxia leucoptera bifasciata,Loxia leucoptera leucoptera
840815bffffffff,1.0,0.0,0.0
84082a5ffffffff,1.0,0.0,0.0
840880dffffffff,4.0,0.0,0.0
8408865ffffffff,1.0,0.0,0.0
84089d1ffffffff,2.0,2.0,0.0
8408a09ffffffff,2.0,0.0,0.0
8408ae7ffffffff,1.0,0.0,0.0
8408c3dffffffff,2.0,0.0,0.0
8408c85ffffffff,2.0,0.0,0.0
8408c8dffffffff,1.0,0.0,0.0
8408cd7ffffffff,2.0,0.0,0.0
8408d37ffffffff,4.0,0.0,0.0
8408d51ffffffff,1.0,0.0,0.0
8408d55ffffffff,1.0,0.0,0.0
8408d8bffffffff,3.0,0.0,0.0
8408dd9ffffffff,2.0,2.0,0.0
8408e35ffffffff,2.0,0.0,0.0
84094b5ffffffff,2.0,0.0,0.0
840991bffffffff,10.0,0.0,0.0
840c015ffffffff,6.0,0.0,0.0
840c021ffffffff,2.0,0.0,0.0
840c03bffffffff,27.0,0.0,0.0
840c04bffffffff,3.0,0.0,0.0
840c051ffffffff,2.0,0.0,0.0
840c0b1ffffffff,12.0,0.0,0.0
840c0b3ffffffff,8.0,0.0,0.0
840c143ffffffff,2.0,0.0,0.0
840c147ffffffff,1.0,0.0,0.0
840c15dffffffff,5.0,0.0,0.0
840c21bffffffff,1.0,0.0,0.0
840c231ffffffff,24.0,0.0,0.0
840c251ffffffff,4.0,0.0,0.0
840c293ffffffff,6.0,0.0,0.0
840c297ffffffff,2.0,0.0,0.0
840c29bffffffff,4.0,0.0,0.0
840c2a9ffffffff,37.0,0.0,0.0
840c2cdffffffff,24.0,0.0,0.0
840c2dbffffffff,3.0,0.0,0.0
840c349ffffffff,4.0,0.0,0.0
840c35bffffffff,1.0,0.0,0.0
840c401ffffffff,2.0,0.0,0.0
840c421ffffffff,2.0,0.0,0.0
840c425ffffffff,2.0,0.0,0.0
840c427ffffffff,2.0,0.0,0.0
840c42dffffffff,230.0,0.0,0.0
840c441ffffffff,2.0,0.0,0.0
840c451ffffffff,2.0,0.0,0.0
840c455ffffffff,23.0,0.0,0.0
840c461ffffffff,12.0,0.0,0.0
840c465ffffffff,105.0,0.0,0.0
840c467ffffffff,19.0,0.0,0.0
840c46dffffffff,107.0,0.0,0.0
840c503ffffffff,18.0,0.0,0.0
840c50dffffffff,2.0,0.0,0.0
840c511ffffffff,3.0,0.0,0.0
840c515ffffffff,31.0,0.0,0.0
840c51dffffffff,254.0,0.0,0.0
840c521ffffffff,2.0,0.0,0.0
840c543ffffffff,2.0,0.0,0.0
840c54bffffffff,50.0,0.0,0.0
840c551ffffffff,45.0,0.0,0.0
840c555ffffffff,79.0,0.0,0.0
840c55bffffffff,83.0,0.0,0.0
840c55dffffffff,11.0,0.0,0.0
840c567ffffffff,4.0,0.0,0.0
840c5a1ffffffff,20.0,0.0,0.0
840c5a5ffffffff,35.0,0.0,0.0
840c5a7ffffffff,7.0,0.0,0.0
840c5adffffffff,53.0,0.0,0.0
840c609ffffffff,13.0,0.0,0.0
840c60dffffffff,3.0,0.0,0.0
840c621ffffffff,12.0,0.0,0.0
840c623ffffffff,3.0,0.0,0.0
840c625ffffffff,6.0,0.0,0.0
840c629ffffffff,12.0,0.0,0.0
840c639ffffffff,5.0,0.0,0.0
840c63bffffffff,3.0,0.0,0.0
840c63dffffffff,1.0,0.0,0.0
840c641ffffffff,23.0,0.0,0.0
840c645ffffffff,97.0,0.0,0.0
840c647ffffffff,40.0,0.0,0.0
840c649ffffffff,2.0,0.0,0.0
840c64bffffffff,9.0,0.0,0.0
840c64dffffffff,1.0,0.0,0.0
840c651ffffffff,5.0,0.0,0.0
840c655ffffffff,4.0,0.0,0.0
840c657ffffffff,5.0,0.0,0.0
840c659ffffffff,12.0,0.0,0.0
840c65bffffffff,5.0,0.0,0.0
840c65dffffffff,18.0,0.0,0.0
840c663ffffffff,6.0,0.0,0.0
840c665ffffffff,10.0,0.0,0.0
840c667ffffffff,1.0,0.0,0.0
840c66dffffffff,3.0,0.0,0.0
840c705ffffffff,21.0,0.0,0.0
840c707ffffffff,2.0,0.0,0.0
840c70dffffffff,26.0,0.0,0.0
840c711ffffffff,12.0,0.0,0.0
840c715ffffffff,6.0,0.0,0.0
840c719ffffffff,2.0,0.0,0.0
840c71bffffffff,40.0,0.0,0.0
840c731ffffffff,25.0,0.0,0.0
840c733ffffffff,846.0,0.0,13.0
840c735ffffffff,2.0,0.0,0.0
