cell_id,Cyclopsitta desmarestii,Cyclopsitta desmarestii [desmarestii Group],Cyclopsitta desmarestii godmani,Cyclopsitta desmarestii cervicalis
82728ffffffffff,23.0,0.0,0.0,0.0
8272a7fffffffff,1.0,0.0,0.0,0.0
8272b7fffffffff,2.0,0.0,0.0,0.0
8272d7fffffffff,7.0,0.0,0.0,0.0
8272f7fffffffff,1.0,0.0,0.0,0.0
82739ffffffffff,131.0,0.0,0.0,0.0
829c8ffffffffff,2.0,0.0,0.0,0.0
829caffffffffff,2.0,0.0,0.0,0.0
829cd7fffffffff,104.0,0.0,0.0,0.0
