cell_id,Monticola brevipes,Monticola brevipes brevipes,Monticola brevipes pretoriae
84aca6bffffffff,1.0,0.0,0.0
84adb5dffffffff,1.0,1.0,0.0
84bc431ffffffff,1.0,0.0,0.0
84bcc35ffffffff,4.0,0.0,2.0
84bcd13ffffffff,2.0,0.0,2.0
84bcdcbffffffff,2.0,0.0,2.0
84bcdcdffffffff,2.0,0.0,0.0
84bcde5ffffffff,1.0,0.0,1.0
84bce95ffffffff,2.0,2.0,0.0
84bce99ffffffff,5.0,3.0,0.0
