cell_id,Coracina striata,Coracina striata [sumatrensis Group],Coracina striata [striata Group]
826507fffffffff,40.0,0.0,0.0
82651ffffffffff,3.0,0.0,0.0
82681ffffffffff,9.0,0.0,0.0
826947fffffffff,3.0,0.0,2.0
