cell_id,Cardellina pusilla,Cardellina pusilla pileolata,Cardellina pusilla pusilla,Cardellina pusilla chryseola
8228a7fffffffff,3.0,0.0,0.0,0.0
8228affffffffff,21.0,2.0,0.0,0.0
8228b7fffffffff,13.0,0.0,0.0,0.0
8228c7fffffffff,173.0,0.0,9.0,7.0
8228d7fffffffff,229.0,0.0,0.0,0.0
8228dffffffffff,88.0,2.0,0.0,4.0
8228f7fffffffff,156.0,2.0,0.0,9.0
822917fffffffff,41.0,0.0,0.0,8.0
82291ffffffffff,23.0,0.0,0.0,11.0
822987fffffffff,72.0,0.0,0.0,1.0
82298ffffffffff,254.0,0.0,0.0,241.0
822997fffffffff,29.0,2.0,0.0,0.0
8229a7fffffffff,629.0,2.0,0.0,18.0
8229affffffffff,117.0,2.0,0.0,49.0
8229b7fffffffff,104.0,2.0,0.0,8.0
822a07fffffffff,6.0,0.0,0.0,0.0
822a17fffffffff,419.0,0.0,5.0,0.0
822a37fffffffff,373.0,19.0,1.0,0.0
822a87fffffffff,22.0,0.0,0.0,0.0
822a8ffffffffff,262.0,0.0,0.0,0.0
822a97fffffffff,14.0,0.0,0.0,0.0
822a9ffffffffff,4.0,0.0,0.0,0.0
822aa7fffffffff,102.0,0.0,0.0,0.0
822aaffffffffff,233.0,0.0,28.0,0.0
822ab7fffffffff,333.0,0.0,137.0,0.0
822ad7fffffffff,8.0,0.0,0.0,0.0
822af7fffffffff,62.0,0.0,0.0,0.0
822b07fffffffff,24.0,0.0,0.0,0.0
822b0ffffffffff,45.0,0.0,0.0,0.0
822b17fffffffff,18.0,0.0,0.0,0.0
822b1ffffffffff,112.0,0.0,0.0,0.0
822b27fffffffff,23.0,0.0,0.0,0.0
822b2ffffffffff,4.0,0.0,0.0,0.0
822b37fffffffff,10.0,0.0,0.0,0.0
822b87fffffffff,35.0,0.0,0.0,0.0
822b8ffffffffff,178.0,0.0,66.0,0.0
822b97fffffffff,118.0,0.0,8.0,0.0
822b9ffffffffff,342.0,0.0,102.0,0.0
822baffffffffff,114.0,0.0,0.0,0.0
8235affffffffff,4.0,0.0,0.0,0.0
824417fffffffff,47.0,0.0,0.0,0.0
82441ffffffffff,76.0,0.0,0.0,0.0
824437fffffffff,2.0,0.0,0.0,0.0
824447fffffffff,86.0,0.0,0.0,0.0
82444ffffffffff,7.0,0.0,0.0,0.0
824457fffffffff,81.0,0.0,0.0,0.0
82445ffffffffff,22.0,0.0,0.0,0.0
824467fffffffff,3.0,0.0,0.0,0.0
82446ffffffffff,36.0,0.0,0.0,0.0
824477fffffffff,58.0,0.0,0.0,0.0
824487fffffffff,13.0,0.0,0.0,0.0
8244a7fffffffff,158.0,0.0,0.0,0.0
8244affffffffff,147.0,0.0,2.0,0.0
8244b7fffffffff,2.0,0.0,0.0,0.0
8244c7fffffffff,156.0,0.0,1.0,0.0
8244cffffffffff,43.0,0.0,0.0,0.0
8244d7fffffffff,42.0,0.0,0.0,0.0
8244dffffffffff,35.0,0.0,0.0,0.0
8244e7fffffffff,15.0,0.0,0.0,0.0
8244effffffffff,1.0,0.0,0.0,0.0
8244f7fffffffff,261.0,0.0,0.0,0.0
824507fffffffff,1.0,0.0,0.0,0.0
82450ffffffffff,4.0,0.0,0.0,0.0
824527fffffffff,15.0,0.0,0.0,0.0
82452ffffffffff,11.0,0.0,2.0,0.0
824537fffffffff,3.0,0.0,0.0,0.0
824577fffffffff,2.0,0.0,0.0,0.0
82458ffffffffff,7.0,0.0,0.0,0.0
8245a7fffffffff,9.0,0.0,0.0,0.0
824807fffffffff,1.0,0.0,0.0,0.0
824817fffffffff,21.0,0.0,0.0,0.0
824827fffffffff,9.0,0.0,0.0,1.0
82482ffffffffff,4.0,0.0,0.0,1.0
824837fffffffff,7.0,0.0,0.0,0.0
824847fffffffff,37.0,0.0,0.0,2.0
82484ffffffffff,6.0,0.0,0.0,0.0
824857fffffffff,3.0,0.0,0.0,0.0
82485ffffffffff,162.0,0.0,0.0,3.0
824877fffffffff,30.0,0.0,0.0,0.0
824887fffffffff,14.0,0.0,0.0,0.0
82488ffffffffff,31.0,0.0,0.0,0.0
824897fffffffff,32.0,0.0,0.0,0.0
82489ffffffffff,57.0,0.0,0.0,0.0
8248a7fffffffff,5.0,0.0,0.0,0.0
8248affffffffff,4.0,0.0,0.0,0.0
8248b7fffffffff,36.0,0.0,0.0,0.0
8248c7fffffffff,96.0,10.0,0.0,0.0
8248cffffffffff,45.0,14.0,0.0,4.0
8248d7fffffffff,90.0,0.0,0.0,4.0
8248dffffffffff,133.0,2.0,0.0,5.0
8248e7fffffffff,20.0,0.0,0.0,0.0
8248effffffffff,1225.0,49.0,0.0,38.0
8248f7fffffffff,30.0,1.0,0.0,0.0
824987fffffffff,21.0,14.0,0.0,3.0
82498ffffffffff,1.0,0.0,0.0,0.0
824997fffffffff,208.0,61.0,5.0,3.0
82499ffffffffff,6.0,0.0,0.0,0.0
8249a7fffffffff,2.0,0.0,2.0,0.0
8249affffffffff,16.0,0.0,4.0,8.0
8249b7fffffffff,83.0,0.0,63.0,20.0
824cc7fffffffff,22.0,0.0,0.0,0.0
824cd7fffffffff,2.0,0.0,0.0,0.0
824ceffffffffff,1.0,0.0,0.0,0.0
826617fffffffff,2.0,0.0,0.0,0.0
82661ffffffffff,10.0,0.0,0.0,0.0
8266a7fffffffff,27.0,0.0,0.0,0.0
8266b7fffffffff,111.0,0.0,0.0,0.0
8266c7fffffffff,1.0,0.0,0.0,0.0
8266d7fffffffff,1.0,0.0,0.0,0.0
8266dffffffffff,3.0,0.0,0.0,0.0
8266e7fffffffff,13.0,0.0,0.0,0.0
8266f7fffffffff,13.0,0.0,0.0,0.0
826737fffffffff,2.0,0.0,0.0,0.0
826d07fffffffff,2.0,0.0,2.0,0.0
826d17fffffffff,4.0,4.0,0.0,0.0
826d27fffffffff,36.0,0.0,10.0,2.0
826d2ffffffffff,49.0,2.0,5.0,27.0
826d37fffffffff,150.0,75.0,10.0,28.0
826d67fffffffff,13.0,0.0,0.0,0.0
826d6ffffffffff,86.0,4.0,0.0,0.0
826d77fffffffff,3.0,0.0,0.0,0.0
