cell_id,Icteria virens,Icteria virens virens,Icteria virens auricollis
830e49fffffffff,3.0,0.0,0.0
831258fffffffff,1.0,0.0,0.0
831259fffffffff,16.0,0.0,0.0
8312c8fffffffff,2.0,0.0,0.0
8312cafffffffff,7.0,0.0,0.0
8312cbfffffffff,4.0,0.0,0.0
8312cefffffffff,1.0,0.0,0.0
8312d1fffffffff,29.0,0.0,0.0
8312d3fffffffff,1.0,0.0,0.0
8312d8fffffffff,30.0,0.0,0.0
8312d9fffffffff,6.0,0.0,2.0
8312dafffffffff,6.0,0.0,0.0
8312dbfffffffff,7.0,0.0,0.0
8312ddfffffffff,7.0,0.0,0.0
8312e1fffffffff,2.0,0.0,0.0
8312e8fffffffff,14.0,0.0,0.0
831aa0fffffffff,78.0,0.0,0.0
831aa2fffffffff,7.0,0.0,0.0
831aa3fffffffff,9.0,0.0,0.0
831b82fffffffff,2.0,0.0,0.0
832601fffffffff,5.0,0.0,0.0
832609fffffffff,1.0,0.0,0.0
83260afffffffff,12.0,0.0,0.0
83260bfffffffff,3.0,0.0,0.0
83260dfffffffff,6.0,0.0,0.0
83260efffffffff,1.0,0.0,0.0
832611fffffffff,16.0,0.0,0.0
832612fffffffff,3.0,0.0,0.0
832615fffffffff,2.0,0.0,0.0
832619fffffffff,1.0,0.0,0.0
83261bfffffffff,2.0,0.0,0.0
832620fffffffff,2.0,0.0,0.0
832623fffffffff,13.0,0.0,0.0
832624fffffffff,1.0,0.0,0.0
832629fffffffff,3.0,0.0,0.0
83262bfffffffff,9.0,0.0,0.0
83262cfffffffff,66.0,0.0,0.0
83262dfffffffff,15.0,0.0,0.0
83262efffffffff,5.0,0.0,0.0
832634fffffffff,1.0,0.0,0.0
832636fffffffff,2.0,0.0,2.0
832640fffffffff,1.0,0.0,0.0
832642fffffffff,1.0,0.0,0.0
832643fffffffff,10.0,0.0,0.0
832646fffffffff,18.0,0.0,0.0
832648fffffffff,14.0,0.0,0.0
83264afffffffff,17.0,0.0,0.0
83264cfffffffff,10.0,1.0,0.0
83264dfffffffff,7.0,0.0,0.0
83264efffffffff,16.0,0.0,0.0
832650fffffffff,3.0,0.0,0.0
832651fffffffff,16.0,0.0,0.0
832652fffffffff,40.0,0.0,0.0
832653fffffffff,7.0,0.0,0.0
832655fffffffff,20.0,0.0,0.0
832656fffffffff,6.0,0.0,0.0
832658fffffffff,4.0,0.0,0.0
832659fffffffff,6.0,0.0,0.0
83265afffffffff,1.0,0.0,0.0
83265bfffffffff,4.0,0.0,0.0
83265cfffffffff,7.0,1.0,0.0
83265dfffffffff,7.0,0.0,0.0
83265efffffffff,10.0,0.0,0.0
832661fffffffff,5.0,0.0,0.0
832662fffffffff,33.0,0.0,0.0
832664fffffffff,62.0,2.0,0.0
832665fffffffff,1.0,0.0,0.0
832666fffffffff,5.0,0.0,0.0
83266afffffffff,1.0,0.0,0.0
83266bfffffffff,1.0,0.0,0.0
83266cfffffffff,4.0,0.0,0.0
83266dfffffffff,2.0,0.0,0.0
83266efffffffff,6.0,0.0,0.0
832670fffffffff,10.0,0.0,0.0
832674fffffffff,32.0,0.0,0.0
832675fffffffff,2.0,0.0,0.0
832676fffffffff,7.0,0.0,0.0
832680fffffffff,2.0,0.0,0.0
832681fffffffff,43.0,0.0,0.0
832682fffffffff,2.0,0.0,0.0
832683fffffffff,6.0,0.0,0.0
832685fffffffff,10.0,0.0,0.0
832688fffffffff,18.0,0.0,0.0
832689fffffffff,41.0,0.0,4.0
83268afffffffff,3.0,0.0,0.0
83268bfffffffff,2.0,0.0,0.0
83268cfffffffff,46.0,0.0,0.0
83268dfffffffff,46.0,4.0,15.0
83268efffffffff,1.0,0.0,0.0
832690fffffffff,17.0,0.0,0.0
832691fffffffff,32.0,0.0,0.0
832692fffffffff,131.0,0.0,0.0
832694fffffffff,3.0,0.0,0.0
832695fffffffff,28.0,0.0,0.0
832696fffffffff,118.0,0.0,0.0
832698fffffffff,25.0,0.0,0.0
832699fffffffff,3.0,0.0,0.0
83269afffffffff,18.0,0.0,0.0
83269bfffffffff,4.0,0.0,0.0
83269cfffffffff,12.0,0.0,0.0
83269dfffffffff,9.0,0.0,0.0
83269efffffffff,51.0,0.0,0.0
8326a1fffffffff,11.0,0.0,0.0
8326a3fffffffff,4.0,0.0,0.0
8326a5fffffffff,14.0,0.0,0.0
8326a8fffffffff,25.0,10.0,3.0
8326a9fffffffff,19.0,2.0,7.0
8326aafffffffff,21.0,2.0,2.0
8326abfffffffff,11.0,2.0,1.0
8326acfffffffff,4.0,0.0,0.0
8326adfffffffff,1.0,0.0,0.0
8326aefffffffff,4.0,0.0,0.0
8326b1fffffffff,5.0,0.0,0.0
8326c1fffffffff,1.0,0.0,0.0
8326c3fffffffff,1.0,0.0,0.0
8326c8fffffffff,9.0,0.0,0.0
8326cbfffffffff,2.0,0.0,0.0
8326d0fffffffff,1.0,0.0,0.0
8326d4fffffffff,5.0,0.0,0.0
8326defffffffff,33.0,0.0,0.0
8326e1fffffffff,1.0,0.0,0.0
8326e2fffffffff,2.0,0.0,0.0
8326e4fffffffff,2.0,0.0,0.0
8326e6fffffffff,2.0,0.0,0.0
8326e9fffffffff,3.0,0.0,0.0
8326ecfffffffff,6.0,0.0,0.0
8326edfffffffff,8.0,0.0,0.0
8326eefffffffff,3.0,0.0,0.0
8326f1fffffffff,2.0,0.0,0.0
8326f2fffffffff,50.0,0.0,3.0
8326f3fffffffff,2.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0
832713fffffffff,9.0,0.0,0.0
832740fffffffff,4.0,2.0,0.0
832741fffffffff,10.0,0.0,0.0
832742fffffffff,1.0,0.0,0.0
832743fffffffff,4.0,0.0,0.0
832744fffffffff,2.0,0.0,0.0
832748fffffffff,170.0,0.0,0.0
832749fffffffff,88.0,0.0,0.0
83274afffffffff,17.0,0.0,0.0
83274bfffffffff,18.0,0.0,0.0
83274cfffffffff,12.0,0.0,0.0
83274dfffffffff,59.0,0.0,0.0
83274efffffffff,3.0,0.0,0.0
832751fffffffff,1.0,0.0,0.0
832752fffffffff,15.0,0.0,0.0
832753fffffffff,5.0,0.0,0.0
832756fffffffff,6.0,0.0,0.0
832758fffffffff,153.0,0.0,0.0
832759fffffffff,55.0,0.0,0.0
83275afffffffff,24.0,0.0,0.0
83275bfffffffff,7.0,0.0,0.0
83275cfffffffff,8.0,0.0,0.0
83275dfffffffff,52.0,0.0,0.0
83275efffffffff,3.0,0.0,0.0
83276bfffffffff,2.0,0.0,0.0
832771fffffffff,5.0,0.0,0.0
832773fffffffff,7.0,0.0,0.0
832785fffffffff,2.0,0.0,0.0
83278bfffffffff,2.0,0.0,0.0
83278cfffffffff,5.0,0.0,3.0
832790fffffffff,2.0,0.0,0.0
832795fffffffff,7.0,0.0,0.0
83279efffffffff,11.0,0.0,0.0
8327a0fffffffff,8.0,0.0,0.0
8327a3fffffffff,3.0,0.0,0.0
8327a6fffffffff,4.0,0.0,0.0
8327a8fffffffff,5.0,1.0,4.0
8327a9fffffffff,2.0,0.0,0.0
8327aafffffffff,3.0,0.0,0.0
8327abfffffffff,8.0,0.0,2.0
8327acfffffffff,5.0,0.0,0.0
8327adfffffffff,5.0,0.0,4.0
8327b5fffffffff,2.0,0.0,0.0
8327b6fffffffff,1.0,0.0,0.0
832802fffffffff,12.0,0.0,0.0
832806fffffffff,16.0,0.0,0.0
832811fffffffff,1.0,0.0,0.0
832814fffffffff,25.0,0.0,0.0
832815fffffffff,23.0,0.0,3.0
832816fffffffff,1.0,0.0,0.0
832818fffffffff,3.0,0.0,0.0
83281bfffffffff,3.0,0.0,0.0
83281efffffffff,40.0,0.0,0.0
832830fffffffff,199.0,0.0,0.0
832831fffffffff,4.0,0.0,2.0
832832fffffffff,163.0,0.0,0.0
832833fffffffff,4.0,0.0,0.0
832834fffffffff,316.0,0.0,4.0
832835fffffffff,50.0,0.0,1.0
832836fffffffff,98.0,0.0,0.0
832880fffffffff,3.0,0.0,0.0
832881fffffffff,2.0,0.0,0.0
832884fffffffff,140.0,0.0,0.0
832888fffffffff,58.0,0.0,0.0
832889fffffffff,8.0,0.0,0.0
83288afffffffff,21.0,0.0,0.0
83288efffffffff,7.0,0.0,0.0
832892fffffffff,3.0,0.0,0.0
832893fffffffff,26.0,0.0,0.0
832894fffffffff,4.0,0.0,0.0
832898fffffffff,6.0,0.0,0.0
83289afffffffff,2.0,0.0,0.0
8328a1fffffffff,2.0,0.0,0.0
8328a3fffffffff,3.0,0.0,0.0
8328a5fffffffff,1.0,0.0,0.0
8328a9fffffffff,15.0,0.0,0.0
8328abfffffffff,4.0,0.0,0.0
8328aefffffffff,31.0,0.0,0.0
8328b0fffffffff,1.0,0.0,0.0
8328b1fffffffff,3.0,0.0,0.0
8328b2fffffffff,20.0,0.0,0.0
8328b5fffffffff,1.0,0.0,0.0
8328b6fffffffff,35.0,0.0,0.0
8328c6fffffffff,3.0,0.0,0.0
8328d0fffffffff,24.0,0.0,0.0
8328d1fffffffff,76.0,0.0,0.0
8328d2fffffffff,1.0,0.0,0.0
8328d3fffffffff,18.0,0.0,0.0
8328d4fffffffff,9.0,0.0,0.0
8328d5fffffffff,99.0,0.0,2.0
8328d6fffffffff,39.0,0.0,0.0
8328d8fffffffff,3.0,0.0,0.0
8328defffffffff,198.0,0.0,3.0
8328f0fffffffff,39.0,0.0,0.0
8328f1fffffffff,26.0,0.0,0.0
8328f2fffffffff,9.0,0.0,1.0
8328f3fffffffff,43.0,0.0,0.0
8328f4fffffffff,2.0,0.0,0.0
8328f5fffffffff,12.0,0.0,0.0
8328f6fffffffff,21.0,0.0,0.0
832912fffffffff,33.0,0.0,0.0
832913fffffffff,2.0,0.0,0.0
832916fffffffff,3.0,0.0,0.0
83291afffffffff,14.0,0.0,0.0
832980fffffffff,4.0,0.0,0.0
832981fffffffff,43.0,0.0,1.0
832982fffffffff,1.0,0.0,0.0
832984fffffffff,20.0,0.0,0.0
832985fffffffff,6.0,0.0,0.0
832986fffffffff,24.0,0.0,0.0
83298cfffffffff,46.0,0.0,2.0
83298dfffffffff,30.0,0.0,0.0
83298efffffffff,1.0,0.0,0.0
832992fffffffff,5.0,0.0,0.0
832995fffffffff,13.0,0.0,0.0
8329a0fffffffff,49.0,0.0,0.0
8329a1fffffffff,72.0,0.0,0.0
8329a2fffffffff,2.0,0.0,0.0
8329a3fffffffff,1.0,0.0,0.0
8329a4fffffffff,58.0,0.0,4.0
8329a5fffffffff,60.0,0.0,0.0
8329a6fffffffff,112.0,0.0,1.0
8329a8fffffffff,3.0,0.0,0.0
8329a9fffffffff,2.0,0.0,0.0
8329abfffffffff,2.0,0.0,0.0
8329acfffffffff,9.0,0.0,0.0
8329adfffffffff,8.0,0.0,0.0
8329aefffffffff,3.0,0.0,0.0
8329b0fffffffff,10.0,0.0,2.0
8329b1fffffffff,5.0,0.0,0.0
8329b2fffffffff,12.0,0.0,0.0
8329b5fffffffff,30.0,0.0,7.0
832a06fffffffff,12.0,9.0,0.0
832a10fffffffff,421.0,12.0,0.0
832a12fffffffff,64.0,0.0,0.0
832a13fffffffff,170.0,0.0,0.0
832a14fffffffff,36.0,1.0,0.0
832a15fffffffff,85.0,5.0,0.0
832a16fffffffff,104.0,2.0,0.0
832a1afffffffff,38.0,0.0,0.0
832a1cfffffffff,5.0,0.0,0.0
832a26fffffffff,1.0,0.0,0.0
832a30fffffffff,313.0,15.0,0.0
832a31fffffffff,115.0,14.0,0.0
832a32fffffffff,10.0,0.0,0.0
832a33fffffffff,149.0,8.0,0.0
832a34fffffffff,100.0,5.0,0.0
832a36fffffffff,10.0,0.0,0.0
832a4cfffffffff,17.0,0.0,0.0
832a80fffffffff,4.0,0.0,0.0
832a84fffffffff,19.0,1.0,0.0
832a85fffffffff,26.0,6.0,0.0
832a86fffffffff,1.0,0.0,0.0
832a88fffffffff,5.0,0.0,0.0
832a89fffffffff,22.0,0.0,0.0
832a8bfffffffff,8.0,0.0,0.0
832a8cfffffffff,30.0,1.0,0.0
832a8dfffffffff,18.0,2.0,0.0
832a8efffffffff,4.0,0.0,0.0
832a90fffffffff,6.0,0.0,0.0
832a92fffffffff,1.0,0.0,0.0
832a93fffffffff,5.0,0.0,0.0
832a94fffffffff,2.0,0.0,0.0
832a9afffffffff,4.0,0.0,0.0
832aa1fffffffff,74.0,0.0,0.0
832aa2fffffffff,1.0,0.0,0.0
832aa3fffffffff,85.0,1.0,0.0
832aa4fffffffff,28.0,0.0,0.0
832aa5fffffffff,14.0,0.0,0.0
832aa6fffffffff,7.0,0.0,0.0
832aa8fffffffff,94.0,3.0,0.0
832aa9fffffffff,71.0,0.0,0.0
832aaafffffffff,35.0,0.0,0.0
832aabfffffffff,5.0,0.0,0.0
832aacfffffffff,124.0,3.0,0.0
832aadfffffffff,91.0,1.0,0.0
832aaefffffffff,36.0,0.0,0.0
832ab0fffffffff,176.0,9.0,0.0
832ab2fffffffff,496.0,43.0,0.0
832ab4fffffffff,28.0,0.0,0.0
832ab5fffffffff,81.0,13.0,0.0
832ab6fffffffff,47.0,0.0,0.0
832ad0fffffffff,2.0,0.0,0.0
832ad1fffffffff,3.0,0.0,0.0
832ad3fffffffff,8.0,0.0,0.0
832ad5fffffffff,23.0,0.0,0.0
832ad6fffffffff,6.0,0.0,0.0
832af0fffffffff,43.0,0.0,0.0
832af1fffffffff,11.0,0.0,0.0
832af3fffffffff,9.0,1.0,0.0
832af4fffffffff,19.0,0.0,0.0
832af6fffffffff,45.0,3.0,0.0
832b00fffffffff,11.0,0.0,0.0
832b01fffffffff,116.0,0.0,0.0
832b03fffffffff,29.0,0.0,0.0
832b05fffffffff,10.0,0.0,0.0
832b0afffffffff,25.0,0.0,0.0
832b0cfffffffff,59.0,0.0,0.0
832b0efffffffff,22.0,0.0,0.0
832b12fffffffff,3.0,0.0,0.0
832b16fffffffff,8.0,0.0,0.0
832b18fffffffff,10.0,0.0,0.0
832b19fffffffff,14.0,0.0,0.0
832b1afffffffff,27.0,0.0,0.0
832b1bfffffffff,56.0,0.0,0.0
832b1cfffffffff,5.0,0.0,0.0
832b1dfffffffff,1.0,0.0,0.0
832b23fffffffff,2.0,0.0,0.0
832b25fffffffff,2.0,0.0,0.0
832b28fffffffff,15.0,0.0,0.0
832b29fffffffff,3.0,0.0,0.0
832b2efffffffff,6.0,0.0,0.0
832b30fffffffff,13.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0
832b33fffffffff,6.0,0.0,0.0
832b36fffffffff,2.0,0.0,0.0
832b83fffffffff,1.0,0.0,0.0
832b89fffffffff,2.0,0.0,0.0
832b8afffffffff,4.0,0.0,0.0
832b8bfffffffff,18.0,0.0,0.0
832b8cfffffffff,4.0,0.0,0.0
832b8dfffffffff,44.0,0.0,0.0
832b8efffffffff,2.0,0.0,0.0
832b98fffffffff,3.0,0.0,0.0
832b99fffffffff,28.0,0.0,0.0
832b9bfffffffff,84.0,0.0,0.0
832b9cfffffffff,6.0,0.0,0.0
832b9dfffffffff,35.0,0.0,0.0
832baafffffffff,28.0,6.0,0.0
832bacfffffffff,25.0,1.0,0.0
832baefffffffff,31.0,0.0,0.0
834412fffffffff,17.0,0.0,0.0
834413fffffffff,68.0,2.0,0.0
834416fffffffff,2.0,0.0,0.0
83441afffffffff,4.0,0.0,0.0
83441bfffffffff,4.0,0.0,0.0
83441efffffffff,8.0,0.0,0.0
834440fffffffff,14.0,0.0,0.0
834442fffffffff,4.0,0.0,0.0
834445fffffffff,8.0,0.0,0.0
834446fffffffff,9.0,0.0,0.0
834448fffffffff,2.0,0.0,0.0
834449fffffffff,3.0,0.0,0.0
83444bfffffffff,8.0,0.0,0.0
83444cfffffffff,12.0,0.0,0.0
83444efffffffff,3.0,0.0,0.0
834450fffffffff,16.0,0.0,0.0
834451fffffffff,1.0,0.0,0.0
834452fffffffff,2.0,0.0,0.0
834455fffffffff,16.0,0.0,0.0
834456fffffffff,20.0,0.0,0.0
83445afffffffff,2.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0
834463fffffffff,11.0,0.0,0.0
83446bfffffffff,2.0,0.0,0.0
83446cfffffffff,12.0,2.0,0.0
83446dfffffffff,4.0,1.0,0.0
83446efffffffff,50.0,0.0,0.0
834473fffffffff,11.0,0.0,0.0
834484fffffffff,1.0,0.0,0.0
8344a1fffffffff,44.0,0.0,0.0
8344a5fffffffff,63.0,3.0,0.0
8344a8fffffffff,4.0,0.0,0.0
8344a9fffffffff,166.0,2.0,0.0
8344abfffffffff,6.0,0.0,0.0
8344acfffffffff,13.0,0.0,0.0
8344aefffffffff,18.0,0.0,0.0
8344c0fffffffff,2.0,0.0,0.0
8344c1fffffffff,2.0,0.0,0.0
8344c2fffffffff,8.0,0.0,0.0
8344c3fffffffff,4.0,0.0,0.0
8344c8fffffffff,6.0,0.0,0.0
8344c9fffffffff,24.0,0.0,0.0
8344cafffffffff,15.0,0.0,0.0
8344cbfffffffff,6.0,0.0,0.0
8344ccfffffffff,5.0,0.0,0.0
8344cdfffffffff,12.0,2.0,0.0
8344cefffffffff,3.0,0.0,0.0
8344d0fffffffff,30.0,0.0,0.0
8344d1fffffffff,9.0,0.0,0.0
8344d3fffffffff,7.0,2.0,0.0
8344d5fffffffff,10.0,0.0,0.0
8344d9fffffffff,2.0,0.0,0.0
8344dafffffffff,4.0,0.0,0.0
8344dbfffffffff,1.0,0.0,0.0
8344dcfffffffff,1.0,0.0,0.0
8344ddfffffffff,47.0,0.0,0.0
8344defffffffff,4.0,0.0,0.0
8344e0fffffffff,4.0,0.0,0.0
8344e2fffffffff,19.0,0.0,0.0
8344e6fffffffff,11.0,0.0,0.0
8344e8fffffffff,2.0,0.0,0.0
8344e9fffffffff,3.0,0.0,0.0
8344edfffffffff,1.0,0.0,0.0
8344eefffffffff,5.0,0.0,0.0
8344f0fffffffff,65.0,0.0,0.0
8344f3fffffffff,6.0,0.0,0.0
8344f4fffffffff,145.0,0.0,0.0
8344f5fffffffff,9.0,0.0,0.0
8344f6fffffffff,4.0,0.0,0.0
834505fffffffff,7.0,0.0,0.0
834509fffffffff,1.0,0.0,0.0
83450dfffffffff,11.0,0.0,0.0
83450efffffffff,1.0,0.0,0.0
834521fffffffff,5.0,0.0,0.0
834523fffffffff,1.0,0.0,0.0
834528fffffffff,4.0,4.0,0.0
83452afffffffff,2.0,0.0,0.0
83452cfffffffff,2.0,0.0,0.0
83452efffffffff,41.0,2.0,0.0
834531fffffffff,4.0,0.0,0.0
834533fffffffff,2.0,0.0,0.0
834572fffffffff,1.0,0.0,0.0
834598fffffffff,2.0,0.0,0.0
834805fffffffff,5.0,0.0,0.0
83480dfffffffff,11.0,0.0,0.0
834814fffffffff,8.0,0.0,0.0
834823fffffffff,2.0,0.0,0.0
83482afffffffff,2.0,0.0,0.0
834832fffffffff,2.0,0.0,2.0
834833fffffffff,1.0,0.0,1.0
834836fffffffff,44.0,0.0,40.0
834842fffffffff,8.0,0.0,0.0
834843fffffffff,5.0,0.0,0.0
83484afffffffff,9.0,0.0,0.0
834855fffffffff,6.0,0.0,0.0
834859fffffffff,11.0,0.0,0.0
83485afffffffff,2.0,0.0,0.0
83485bfffffffff,26.0,0.0,0.0
83485dfffffffff,10.0,0.0,0.0
834872fffffffff,11.0,0.0,0.0
834880fffffffff,38.0,0.0,0.0
834883fffffffff,22.0,0.0,0.0
834886fffffffff,30.0,0.0,0.0
834888fffffffff,2.0,0.0,0.0
83488bfffffffff,2.0,0.0,0.0
83488efffffffff,5.0,0.0,0.0
834890fffffffff,20.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0
834893fffffffff,1.0,0.0,0.0
834895fffffffff,18.0,0.0,0.0
834898fffffffff,2.0,0.0,0.0
83489afffffffff,4.0,0.0,0.0
83489bfffffffff,2.0,0.0,0.0
83489cfffffffff,20.0,1.0,0.0
83489dfffffffff,12.0,0.0,0.0
83489efffffffff,3.0,0.0,0.0
8348a2fffffffff,7.0,0.0,0.0
8348b1fffffffff,5.0,0.0,0.0
8348b2fffffffff,20.0,0.0,0.0
8348b3fffffffff,48.0,0.0,0.0
8348b5fffffffff,7.0,0.0,0.0
8348c0fffffffff,2.0,0.0,0.0
8348c1fffffffff,7.0,0.0,2.0
8348c3fffffffff,7.0,0.0,1.0
8348c5fffffffff,28.0,0.0,12.0
8348c6fffffffff,2.0,0.0,2.0
8348ccfffffffff,4.0,0.0,0.0
8348cdfffffffff,5.0,0.0,0.0
8348cefffffffff,2.0,0.0,0.0
8348d1fffffffff,5.0,0.0,0.0
8348d3fffffffff,2.0,0.0,0.0
8348d4fffffffff,14.0,0.0,0.0
8348d6fffffffff,1.0,0.0,0.0
8348d8fffffffff,73.0,0.0,0.0
8348dafffffffff,8.0,0.0,0.0
8348dbfffffffff,2.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0
8348e3fffffffff,3.0,0.0,0.0
8348e4fffffffff,1.0,0.0,0.0
8348e5fffffffff,3.0,0.0,0.0
8348e8fffffffff,85.0,0.0,28.0
8348eafffffffff,17.0,0.0,0.0
8348ebfffffffff,15.0,0.0,0.0
8348ecfffffffff,157.0,0.0,92.0
8348eefffffffff,156.0,0.0,115.0
8348f2fffffffff,7.0,0.0,5.0
8348f6fffffffff,6.0,0.0,0.0
834982fffffffff,10.0,2.0,8.0
834983fffffffff,3.0,2.0,1.0
834984fffffffff,2.0,0.0,0.0
834985fffffffff,2.0,0.0,0.0
834986fffffffff,12.0,1.0,0.0
834990fffffffff,3.0,0.0,0.0
834992fffffffff,1.0,0.0,0.0
834995fffffffff,29.0,0.0,0.0
834996fffffffff,34.0,2.0,0.0
83499bfffffffff,2.0,0.0,0.0
8349a2fffffffff,1.0,0.0,0.0
8349a8fffffffff,5.0,0.0,5.0
