cell_id,Piaya cayana,Piaya cayana mexicana,Piaya cayana thermophila,Piaya cayana nigricrissa,Piaya cayana [cayana Group]
838ab2fffffffff,4.0,0.0,0.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0,0.0,0.0
838ad1fffffffff,4.0,0.0,0.0,0.0,2.0
838ad8fffffffff,14.0,0.0,0.0,0.0,3.0
838adafffffffff,8.0,0.0,0.0,0.0,2.0
838adbfffffffff,23.0,0.0,0.0,0.0,5.0
838adcfffffffff,25.0,0.0,0.0,0.0,1.0
838adefffffffff,6.0,0.0,0.0,0.0,2.0
838ae5fffffffff,3.0,0.0,0.0,0.0,0.0
838af0fffffffff,104.0,0.0,0.0,0.0,22.0
838af1fffffffff,10.0,0.0,0.0,0.0,0.0
838af2fffffffff,90.0,0.0,0.0,0.0,6.0
838af3fffffffff,2.0,0.0,0.0,0.0,0.0
838af4fffffffff,52.0,0.0,0.0,0.0,1.0
838af6fffffffff,346.0,0.0,0.0,0.0,33.0
838b00fffffffff,1.0,0.0,0.0,0.0,0.0
838b04fffffffff,11.0,0.0,0.0,0.0,0.0
838b05fffffffff,2.0,0.0,0.0,0.0,0.0
838b06fffffffff,4.0,0.0,0.0,0.0,0.0
838b08fffffffff,4.0,0.0,0.0,0.0,0.0
838b09fffffffff,2.0,0.0,0.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0,0.0,0.0
838b0bfffffffff,1.0,0.0,0.0,0.0,0.0
838b0cfffffffff,93.0,0.0,0.0,0.0,0.0
838b0dfffffffff,61.0,0.0,0.0,0.0,0.0
838b0efffffffff,1.0,0.0,0.0,0.0,0.0
838b10fffffffff,5.0,0.0,0.0,0.0,0.0
838b11fffffffff,17.0,0.0,0.0,0.0,0.0
838b1cfffffffff,4.0,0.0,0.0,0.0,0.0
838b1dfffffffff,3.0,0.0,0.0,0.0,0.0
838b1efffffffff,6.0,0.0,0.0,0.0,0.0
838b20fffffffff,93.0,0.0,0.0,0.0,0.0
838b21fffffffff,19.0,0.0,0.0,0.0,0.0
838b22fffffffff,464.0,0.0,0.0,0.0,0.0
838b23fffffffff,14.0,0.0,0.0,0.0,0.0
838b24fffffffff,5.0,0.0,0.0,0.0,0.0
838b25fffffffff,8.0,0.0,0.0,0.0,0.0
838b26fffffffff,14.0,0.0,0.0,0.0,0.0
838b28fffffffff,2.0,0.0,0.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0,0.0,0.0
838b2afffffffff,18.0,0.0,0.0,0.0,0.0
838b2bfffffffff,5.0,0.0,0.0,0.0,0.0
838b2cfffffffff,99.0,0.0,0.0,0.0,0.0
838b2dfffffffff,13.0,0.0,0.0,0.0,0.0
838b2efffffffff,21.0,0.0,0.0,0.0,0.0
838b31fffffffff,40.0,0.0,0.0,0.0,0.0
838b34fffffffff,4.0,0.0,0.0,0.0,0.0
838b36fffffffff,21.0,0.0,0.0,0.0,0.0
838b40fffffffff,120.0,0.0,0.0,0.0,4.0
838b42fffffffff,22.0,0.0,0.0,0.0,0.0
838b44fffffffff,462.0,0.0,0.0,0.0,31.0
838b45fffffffff,23.0,0.0,0.0,0.0,0.0
838b46fffffffff,42.0,0.0,0.0,0.0,0.0
838b4efffffffff,29.0,0.0,0.0,0.0,0.0
838b50fffffffff,4.0,0.0,0.0,0.0,0.0
838b51fffffffff,58.0,0.0,0.0,0.0,5.0
838b52fffffffff,19.0,0.0,0.0,0.0,0.0
838b56fffffffff,48.0,0.0,0.0,0.0,0.0
838b5cfffffffff,102.0,0.0,0.0,0.0,15.0
838b5dfffffffff,4.0,0.0,0.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0,0.0,0.0
838b61fffffffff,1253.0,0.0,0.0,0.0,110.0
838b62fffffffff,54.0,0.0,0.0,0.0,4.0
838b63fffffffff,416.0,0.0,0.0,0.0,14.0
838b66fffffffff,2.0,0.0,0.0,0.0,0.0
838b68fffffffff,6.0,0.0,0.0,0.0,0.0
838b69fffffffff,42.0,0.0,0.0,0.0,0.0
838b6cfffffffff,250.0,0.0,0.0,0.0,2.0
838b6dfffffffff,6.0,0.0,0.0,0.0,0.0
838b6efffffffff,144.0,0.0,0.0,0.0,5.0
838b70fffffffff,5.0,0.0,0.0,0.0,0.0
838b71fffffffff,572.0,0.0,0.0,0.0,16.0
838b74fffffffff,124.0,0.0,0.0,0.0,0.0
838b75fffffffff,103.0,0.0,0.0,0.0,0.0
838b76fffffffff,36.0,0.0,0.0,0.0,0.0
838b82fffffffff,11.0,0.0,0.0,0.0,0.0
838b83fffffffff,5.0,0.0,0.0,0.0,0.0
838b84fffffffff,118.0,0.0,0.0,0.0,0.0
838b88fffffffff,31.0,0.0,0.0,0.0,1.0
838b8afffffffff,5.0,0.0,0.0,0.0,0.0
838b8dfffffffff,1.0,0.0,0.0,0.0,0.0
838b93fffffffff,1.0,0.0,0.0,0.0,0.0
838b96fffffffff,6.0,0.0,0.0,0.0,6.0
838b99fffffffff,88.0,0.0,0.0,0.0,3.0
838b9dfffffffff,461.0,0.0,0.0,0.0,26.0
838ba0fffffffff,49.0,0.0,0.0,0.0,0.0
838ba2fffffffff,4.0,0.0,0.0,0.0,0.0
838ba4fffffffff,9.0,0.0,0.0,0.0,2.0
838ba5fffffffff,2.0,0.0,0.0,0.0,0.0
838ba6fffffffff,133.0,0.0,0.0,0.0,6.0
838bb0fffffffff,1.0,0.0,0.0,0.0,0.0
838bb4fffffffff,2.0,0.0,0.0,0.0,0.0
838bb5fffffffff,425.0,0.0,0.0,0.0,31.0
838e64fffffffff,399.0,0.0,0.0,0.0,0.0
838e65fffffffff,112.0,0.0,0.0,0.0,0.0
838e6cfffffffff,4.0,0.0,0.0,0.0,0.0
838e6dfffffffff,9.0,0.0,0.0,0.0,0.0
838f08fffffffff,1.0,0.0,0.0,0.0,0.0
838f09fffffffff,6.0,0.0,0.0,0.0,0.0
838f0dfffffffff,499.0,0.0,0.0,62.0,0.0
838f28fffffffff,45.0,0.0,0.0,4.0,0.0
838f29fffffffff,146.0,0.0,0.0,20.0,0.0
838f2afffffffff,96.0,0.0,0.0,2.0,0.0
838f2bfffffffff,426.0,0.0,0.0,26.0,0.0
838f2cfffffffff,207.0,0.0,0.0,5.0,0.0
838f2dfffffffff,10.0,0.0,0.0,0.0,0.0
838f2efffffffff,31.0,0.0,0.0,4.0,0.0
838f40fffffffff,494.0,0.0,0.0,0.0,10.0
838f42fffffffff,68.0,0.0,0.0,0.0,0.0
838f43fffffffff,145.0,0.0,0.0,0.0,5.0
838f44fffffffff,8.0,0.0,0.0,0.0,0.0
838f46fffffffff,927.0,0.0,0.0,0.0,44.0
838f48fffffffff,78.0,0.0,0.0,0.0,0.0
838f49fffffffff,2.0,0.0,0.0,0.0,0.0
838f4afffffffff,215.0,0.0,0.0,0.0,0.0
838f4bfffffffff,25.0,0.0,0.0,0.0,0.0
838f4cfffffffff,10.0,0.0,0.0,0.0,0.0
838f4efffffffff,6.0,0.0,0.0,0.0,0.0
838f51fffffffff,2.0,0.0,0.0,0.0,0.0
838f54fffffffff,123.0,0.0,0.0,0.0,0.0
838f55fffffffff,191.0,0.0,0.0,0.0,2.0
838f5cfffffffff,6.0,0.0,0.0,0.0,0.0
838f5dfffffffff,72.0,0.0,0.0,0.0,0.0
838f61fffffffff,229.0,0.0,0.0,0.0,19.0
838f63fffffffff,8.0,0.0,0.0,0.0,0.0
838f65fffffffff,1.0,0.0,0.0,0.0,0.0
838f6bfffffffff,6.0,0.0,0.0,0.0,0.0
838f6cfffffffff,7.0,0.0,0.0,0.0,0.0
838f6efffffffff,39.0,0.0,0.0,0.0,4.0
838f70fffffffff,149.0,0.0,0.0,0.0,21.0
838f71fffffffff,25.0,0.0,0.0,0.0,6.0
838f72fffffffff,833.0,0.0,0.0,2.0,154.0
838f73fffffffff,45.0,0.0,0.0,0.0,0.0
838f74fffffffff,178.0,0.0,0.0,0.0,12.0
838f76fffffffff,333.0,0.0,0.0,8.0,19.0
83a596fffffffff,166.0,0.0,0.0,0.0,6.0
83a800fffffffff,17.0,0.0,0.0,0.0,0.0
83a801fffffffff,123.0,0.0,0.0,0.0,0.0
83a802fffffffff,42.0,0.0,0.0,0.0,0.0
83a803fffffffff,6.0,0.0,0.0,0.0,0.0
83a804fffffffff,72.0,0.0,0.0,0.0,0.0
83a805fffffffff,28.0,0.0,0.0,0.0,0.0
83a806fffffffff,460.0,0.0,0.0,0.0,19.0
83a808fffffffff,8.0,0.0,0.0,0.0,0.0
83a80bfffffffff,4.0,0.0,0.0,0.0,0.0
83a80cfffffffff,26.0,0.0,0.0,0.0,0.0
83a80dfffffffff,6.0,0.0,0.0,0.0,0.0
83a80efffffffff,18.0,0.0,0.0,0.0,0.0
83a810fffffffff,4276.0,0.0,0.0,0.0,43.0
83a811fffffffff,317.0,0.0,0.0,0.0,28.0
83a812fffffffff,1044.0,0.0,0.0,0.0,38.0
83a813fffffffff,653.0,0.0,0.0,0.0,66.0
83a814fffffffff,329.0,0.0,0.0,0.0,1.0
83a815fffffffff,491.0,0.0,0.0,0.0,39.0
83a816fffffffff,34.0,0.0,0.0,0.0,0.0
83a818fffffffff,178.0,0.0,0.0,0.0,0.0
83a819fffffffff,56.0,0.0,0.0,0.0,0.0
83a81afffffffff,49.0,0.0,0.0,0.0,0.0
83a81bfffffffff,65.0,0.0,0.0,0.0,0.0
83a81cfffffffff,342.0,0.0,0.0,0.0,2.0
83a81dfffffffff,63.0,0.0,0.0,0.0,1.0
83a81efffffffff,1165.0,0.0,0.0,0.0,1.0
83a820fffffffff,10.0,0.0,0.0,0.0,0.0
83a821fffffffff,33.0,0.0,0.0,0.0,0.0
83a822fffffffff,11.0,0.0,0.0,0.0,0.0
83a823fffffffff,14.0,0.0,0.0,0.0,0.0
83a824fffffffff,22.0,0.0,0.0,0.0,0.0
83a825fffffffff,6.0,0.0,0.0,0.0,0.0
83a826fffffffff,29.0,0.0,0.0,0.0,0.0
83a828fffffffff,29.0,0.0,0.0,0.0,0.0
83a829fffffffff,57.0,0.0,0.0,0.0,0.0
83a82afffffffff,25.0,0.0,0.0,0.0,0.0
83a82bfffffffff,15.0,0.0,0.0,0.0,0.0
83a82cfffffffff,28.0,0.0,0.0,0.0,0.0
83a82dfffffffff,31.0,0.0,0.0,0.0,0.0
83a82efffffffff,27.0,0.0,0.0,0.0,0.0
83a831fffffffff,262.0,0.0,0.0,0.0,15.0
83a833fffffffff,64.0,0.0,0.0,0.0,0.0
83a835fffffffff,295.0,0.0,0.0,0.0,7.0
83a840fffffffff,196.0,0.0,0.0,0.0,0.0
83a841fffffffff,34.0,0.0,0.0,0.0,0.0
83a842fffffffff,17.0,0.0,0.0,0.0,0.0
83a843fffffffff,5.0,0.0,0.0,0.0,0.0
83a844fffffffff,73.0,0.0,0.0,0.0,0.0
83a845fffffffff,12.0,0.0,0.0,0.0,0.0
83a846fffffffff,150.0,0.0,0.0,0.0,1.0
83a849fffffffff,2.0,0.0,0.0,0.0,0.0
83a84afffffffff,15.0,0.0,0.0,0.0,2.0
83a84bfffffffff,2.0,0.0,0.0,0.0,0.0
83a84dfffffffff,4.0,0.0,0.0,0.0,0.0
83a84efffffffff,11.0,0.0,0.0,0.0,0.0
83a850fffffffff,8.0,0.0,0.0,0.0,0.0
83a851fffffffff,1.0,0.0,0.0,0.0,0.0
83a855fffffffff,56.0,0.0,0.0,0.0,0.0
83a856fffffffff,2.0,0.0,0.0,0.0,0.0
83a859fffffffff,1004.0,0.0,0.0,0.0,30.0
83a85afffffffff,4.0,0.0,0.0,0.0,0.0
83a85bfffffffff,17.0,0.0,0.0,0.0,0.0
83a85cfffffffff,1.0,0.0,0.0,0.0,0.0
83a85dfffffffff,730.0,0.0,0.0,0.0,15.0
83a860fffffffff,39.0,0.0,0.0,0.0,0.0
83a862fffffffff,20.0,0.0,0.0,0.0,0.0
83a863fffffffff,3.0,0.0,0.0,0.0,0.0
83a866fffffffff,18.0,0.0,0.0,0.0,0.0
83a869fffffffff,2.0,0.0,0.0,0.0,0.0
83a86afffffffff,2.0,0.0,0.0,0.0,0.0
83a86bfffffffff,1.0,0.0,0.0,0.0,0.0
83a86dfffffffff,5.0,0.0,0.0,0.0,0.0
83a86efffffffff,6.0,0.0,0.0,0.0,0.0
83a870fffffffff,11.0,0.0,0.0,0.0,0.0
83a871fffffffff,7.0,0.0,0.0,0.0,0.0
83a873fffffffff,34.0,0.0,0.0,0.0,4.0
83a874fffffffff,1.0,0.0,0.0,0.0,0.0
83a875fffffffff,21.0,0.0,0.0,0.0,0.0
83a876fffffffff,27.0,0.0,0.0,0.0,0.0
83a880fffffffff,104.0,0.0,0.0,0.0,1.0
83a881fffffffff,244.0,0.0,0.0,0.0,12.0
83a882fffffffff,136.0,0.0,0.0,0.0,15.0
83a883fffffffff,47.0,0.0,0.0,0.0,6.0
83a884fffffffff,277.0,0.0,0.0,0.0,2.0
83a885fffffffff,13.0,0.0,0.0,0.0,0.0
83a886fffffffff,77.0,0.0,0.0,0.0,2.0
83a888fffffffff,4.0,0.0,0.0,0.0,0.0
83a889fffffffff,4.0,0.0,0.0,0.0,0.0
83a88afffffffff,8.0,0.0,0.0,0.0,0.0
83a88bfffffffff,36.0,0.0,0.0,0.0,0.0
83a88cfffffffff,60.0,0.0,0.0,0.0,1.0
83a88dfffffffff,92.0,0.0,0.0,0.0,8.0
83a88efffffffff,66.0,0.0,0.0,0.0,8.0
83a891fffffffff,306.0,0.0,0.0,0.0,30.0
83a895fffffffff,41.0,0.0,0.0,0.0,3.0
83a89afffffffff,2.0,0.0,0.0,0.0,0.0
83a89bfffffffff,2.0,0.0,0.0,0.0,0.0
83a89dfffffffff,3.0,0.0,0.0,0.0,0.0
83a89efffffffff,6.0,0.0,0.0,0.0,0.0
83a8a0fffffffff,333.0,0.0,0.0,0.0,0.0
83a8a1fffffffff,916.0,0.0,0.0,0.0,28.0
83a8a2fffffffff,873.0,0.0,0.0,0.0,25.0
83a8a3fffffffff,373.0,0.0,0.0,0.0,2.0
83a8a5fffffffff,84.0,0.0,0.0,0.0,0.0
83a8a8fffffffff,24.0,0.0,0.0,0.0,0.0
83a8a9fffffffff,183.0,0.0,0.0,0.0,18.0
83a8aafffffffff,110.0,0.0,0.0,0.0,0.0
83a8abfffffffff,15.0,0.0,0.0,0.0,0.0
83a8acfffffffff,151.0,0.0,0.0,0.0,0.0
83a8adfffffffff,47.0,0.0,0.0,0.0,0.0
83a8aefffffffff,85.0,0.0,0.0,0.0,0.0
83a8b1fffffffff,10.0,0.0,0.0,0.0,0.0
83a8c0fffffffff,152.0,0.0,0.0,0.0,2.0
83a8c1fffffffff,6.0,0.0,0.0,0.0,0.0
83a8c2fffffffff,212.0,0.0,0.0,0.0,82.0
83a8c3fffffffff,6.0,0.0,0.0,0.0,0.0
83a8c4fffffffff,19.0,0.0,0.0,0.0,0.0
83a8c5fffffffff,1.0,0.0,0.0,0.0,0.0
83a8c6fffffffff,15.0,0.0,0.0,0.0,0.0
83a8c9fffffffff,9.0,0.0,0.0,0.0,9.0
83a8cafffffffff,5.0,0.0,0.0,0.0,0.0
83a8ccfffffffff,7.0,0.0,0.0,0.0,1.0
83a8cdfffffffff,2.0,0.0,0.0,0.0,0.0
83a8cefffffffff,4.0,0.0,0.0,0.0,2.0
83a8d0fffffffff,8.0,0.0,0.0,0.0,0.0
83a8d1fffffffff,335.0,0.0,0.0,0.0,15.0
83a8d2fffffffff,1.0,0.0,0.0,0.0,0.0
83a8d3fffffffff,25.0,0.0,0.0,0.0,0.0
83a8d4fffffffff,34.0,0.0,0.0,0.0,0.0
83a8d5fffffffff,4.0,0.0,0.0,0.0,0.0
83a8d6fffffffff,2.0,0.0,0.0,0.0,0.0
83a8d9fffffffff,2.0,0.0,0.0,0.0,0.0
83a8dafffffffff,7.0,0.0,0.0,0.0,1.0
83a8dbfffffffff,2.0,0.0,0.0,0.0,0.0
83a8dcfffffffff,2.0,0.0,0.0,0.0,0.0
83a8ddfffffffff,5.0,0.0,0.0,0.0,0.0
83a8defffffffff,127.0,0.0,0.0,0.0,8.0
83a8e0fffffffff,2.0,0.0,0.0,0.0,0.0
83a8e1fffffffff,6.0,0.0,0.0,0.0,0.0
83a8e6fffffffff,33.0,0.0,0.0,0.0,0.0
83a8ecfffffffff,30.0,0.0,0.0,0.0,3.0
83a8eefffffffff,3.0,0.0,0.0,0.0,0.0
83a8f0fffffffff,6.0,0.0,0.0,0.0,0.0
83a8f1fffffffff,3.0,0.0,0.0,0.0,0.0
83a8f2fffffffff,2.0,0.0,0.0,0.0,0.0
83a8f4fffffffff,41.0,0.0,0.0,0.0,0.0
83a8f5fffffffff,20.0,0.0,0.0,0.0,0.0
83a8f6fffffffff,5.0,0.0,0.0,0.0,0.0
83a901fffffffff,138.0,0.0,0.0,0.0,0.0
83a903fffffffff,14.0,0.0,0.0,0.0,2.0
83a905fffffffff,24.0,0.0,0.0,0.0,4.0
83a908fffffffff,15.0,0.0,0.0,0.0,0.0
83a909fffffffff,27.0,0.0,0.0,0.0,0.0
83a90afffffffff,2.0,0.0,0.0,0.0,0.0
83a90bfffffffff,8.0,0.0,0.0,0.0,0.0
83a90cfffffffff,23.0,0.0,0.0,0.0,0.0
83a90dfffffffff,24.0,0.0,0.0,0.0,0.0
83a90efffffffff,103.0,0.0,0.0,0.0,1.0
83a918fffffffff,25.0,0.0,0.0,0.0,0.0
83a919fffffffff,28.0,0.0,0.0,0.0,0.0
83a91bfffffffff,251.0,0.0,0.0,0.0,1.0
83a91dfffffffff,62.0,0.0,0.0,0.0,4.0
83a921fffffffff,2.0,0.0,0.0,0.0,0.0
83a92afffffffff,7.0,0.0,0.0,0.0,0.0
83a92bfffffffff,4.0,0.0,0.0,0.0,0.0
83a92cfffffffff,363.0,0.0,0.0,0.0,4.0
83a92dfffffffff,7.0,0.0,0.0,0.0,0.0
83a92efffffffff,39.0,0.0,0.0,0.0,0.0
83a940fffffffff,16.0,0.0,0.0,0.0,0.0
83a941fffffffff,192.0,0.0,0.0,0.0,0.0
83a942fffffffff,161.0,0.0,0.0,0.0,0.0
83a943fffffffff,277.0,0.0,0.0,0.0,0.0
83a944fffffffff,175.0,0.0,0.0,0.0,0.0
83a945fffffffff,59.0,0.0,0.0,0.0,0.0
83a946fffffffff,501.0,0.0,0.0,0.0,0.0
83a948fffffffff,2.0,0.0,0.0,0.0,0.0
83a94cfffffffff,46.0,0.0,0.0,0.0,0.0
83a94dfffffffff,3.0,0.0,0.0,0.0,0.0
83a94efffffffff,226.0,0.0,0.0,0.0,0.0
83a950fffffffff,507.0,0.0,0.0,0.0,0.0
83a951fffffffff,99.0,0.0,0.0,0.0,0.0
83a952fffffffff,117.0,0.0,0.0,0.0,3.0
83a953fffffffff,2724.0,0.0,0.0,0.0,0.0
83a954fffffffff,6.0,0.0,0.0,0.0,0.0
83a955fffffffff,243.0,0.0,0.0,0.0,0.0
83a956fffffffff,5.0,0.0,0.0,0.0,0.0
83a958fffffffff,2.0,0.0,0.0,0.0,0.0
83a959fffffffff,9.0,0.0,0.0,0.0,0.0
83a95afffffffff,230.0,0.0,0.0,0.0,0.0
83a95bfffffffff,24.0,0.0,0.0,0.0,0.0
83a95cfffffffff,235.0,0.0,0.0,0.0,0.0
83a95dfffffffff,45.0,0.0,0.0,0.0,0.0
83a95efffffffff,136.0,0.0,0.0,0.0,0.0
83a960fffffffff,2.0,0.0,0.0,0.0,0.0
83a961fffffffff,14.0,0.0,0.0,0.0,0.0
83a962fffffffff,170.0,0.0,0.0,0.0,0.0
83a963fffffffff,41.0,0.0,0.0,0.0,0.0
83a964fffffffff,38.0,0.0,0.0,0.0,0.0
83a966fffffffff,2.0,0.0,0.0,0.0,0.0
83a968fffffffff,38.0,0.0,0.0,0.0,0.0
83a96afffffffff,200.0,0.0,0.0,0.0,0.0
83a96bfffffffff,13.0,0.0,0.0,0.0,0.0
83a96cfffffffff,20.0,0.0,0.0,0.0,0.0
83a96efffffffff,127.0,0.0,0.0,0.0,0.0
83a971fffffffff,91.0,0.0,0.0,0.0,0.0
83a972fffffffff,10.0,0.0,0.0,0.0,0.0
83a973fffffffff,26.0,0.0,0.0,0.0,0.0
83a974fffffffff,7.0,0.0,0.0,0.0,0.0
83a975fffffffff,26.0,0.0,0.0,0.0,0.0
83a976fffffffff,61.0,0.0,0.0,0.0,0.0
83b270fffffffff,8.0,0.0,0.0,0.0,0.0
83b274fffffffff,2.0,0.0,0.0,0.0,0.0
83b324fffffffff,31.0,0.0,0.0,0.0,0.0
83b325fffffffff,66.0,0.0,0.0,0.0,0.0
83b340fffffffff,36.0,0.0,0.0,0.0,0.0
83b342fffffffff,420.0,0.0,0.0,0.0,0.0
83b343fffffffff,8.0,0.0,0.0,0.0,0.0
83b344fffffffff,49.0,0.0,0.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0,0.0,0.0
83b346fffffffff,59.0,0.0,0.0,0.0,0.0
83b349fffffffff,4.0,0.0,0.0,0.0,0.0
83b34dfffffffff,6.0,0.0,0.0,0.0,0.0
83b351fffffffff,81.0,0.0,0.0,0.0,0.0
83b358fffffffff,56.0,0.0,0.0,0.0,0.0
83b35afffffffff,3.0,0.0,0.0,0.0,0.0
83b35bfffffffff,2.0,0.0,0.0,0.0,0.0
83b35cfffffffff,197.0,0.0,0.0,0.0,0.0
83b35dfffffffff,2.0,0.0,0.0,0.0,0.0
83b35efffffffff,138.0,0.0,0.0,0.0,0.0
83b360fffffffff,3.0,0.0,0.0,0.0,0.0
83b362fffffffff,9.0,0.0,0.0,0.0,0.0
83b366fffffffff,51.0,0.0,0.0,0.0,0.0
83b36bfffffffff,1.0,0.0,0.0,0.0,0.0
83b36dfffffffff,2.0,0.0,0.0,0.0,0.0
83c2c2fffffffff,2.0,0.0,0.0,0.0,0.0
83c2c3fffffffff,3.0,0.0,0.0,0.0,0.0
83c2cafffffffff,10.0,0.0,0.0,0.0,1.0
83c2cbfffffffff,44.0,0.0,0.0,0.0,0.0
83c2cefffffffff,6.0,0.0,0.0,0.0,0.0
83c2d0fffffffff,9.0,0.0,0.0,0.0,0.0
83c2d1fffffffff,7.0,0.0,0.0,0.0,0.0
83c2d2fffffffff,2.0,0.0,0.0,0.0,0.0
83c2d3fffffffff,7.0,0.0,0.0,0.0,0.0
83c2d6fffffffff,5.0,0.0,0.0,0.0,0.0
83c2d8fffffffff,14.0,0.0,0.0,0.0,0.0
83c2d9fffffffff,32.0,0.0,0.0,0.0,0.0
83c2dbfffffffff,2.0,0.0,0.0,0.0,0.0
83c2defffffffff,2.0,0.0,0.0,0.0,0.0
83c2f2fffffffff,2.0,0.0,0.0,0.0,0.0
83c2f3fffffffff,3.0,0.0,0.0,0.0,0.0
