cell_id,Copsychus saularis,Copsychus saularis [saularis Group],Copsychus saularis [amoenus Group]
843d9e7ffffffff,125.0,0.0,0.0
843d9edffffffff,43.0,0.0,0.0
843da03ffffffff,17.0,0.0,0.0
843da09ffffffff,9.0,0.0,0.0
843da0bffffffff,2.0,0.0,0.0
843da0dffffffff,4.0,0.0,0.0
843da11ffffffff,3528.0,0.0,0.0
843da13ffffffff,196.0,0.0,0.0
843da15ffffffff,30.0,0.0,0.0
843da17ffffffff,10.0,0.0,0.0
843da19ffffffff,105.0,0.0,0.0
843da1bffffffff,144.0,0.0,0.0
843da1dffffffff,957.0,0.0,0.0
843da21ffffffff,292.0,0.0,0.0
843da23ffffffff,3.0,0.0,0.0
843da25ffffffff,27.0,0.0,0.0
843da2bffffffff,4.0,0.0,0.0
843da2dffffffff,3.0,0.0,0.0
843da33ffffffff,48.0,0.0,0.0
843da35ffffffff,2.0,0.0,0.0
843da37ffffffff,1920.0,0.0,0.0
843da39ffffffff,2.0,0.0,0.0
843da3bffffffff,3.0,0.0,0.0
843da3dffffffff,14.0,0.0,0.0
843da53ffffffff,3.0,0.0,0.0
843da57ffffffff,35.0,0.0,0.0
843da61ffffffff,2.0,0.0,0.0
843da63ffffffff,1.0,0.0,0.0
843da69ffffffff,73.0,0.0,0.0
843da6bffffffff,1.0,0.0,0.0
843da81ffffffff,24.0,0.0,0.0
843da85ffffffff,12.0,0.0,0.0
843da8bffffffff,2.0,0.0,0.0
843da8dffffffff,7.0,0.0,0.0
843da91ffffffff,15.0,0.0,0.0
843da93ffffffff,5.0,0.0,0.0
843da95ffffffff,10.0,0.0,0.0
843da97ffffffff,42.0,0.0,0.0
843da99ffffffff,12.0,0.0,0.0
843da9dffffffff,36.0,0.0,0.0
843daa1ffffffff,4.0,0.0,0.0
843daa5ffffffff,15.0,0.0,0.0
843daa7ffffffff,2.0,0.0,0.0
843dab5ffffffff,13.0,0.0,0.0
843dabbffffffff,3.0,0.0,0.0
843dac1ffffffff,2.0,0.0,0.0
843dac3ffffffff,2.0,0.0,0.0
843dac5ffffffff,4.0,0.0,0.0
843dac7ffffffff,2.0,0.0,0.0
843dac9ffffffff,358.0,0.0,0.0
843dacbffffffff,1.0,0.0,0.0
843dacdffffffff,6.0,0.0,0.0
843dad1ffffffff,1038.0,0.0,0.0
843dad3ffffffff,5.0,0.0,0.0
843dad5ffffffff,67.0,0.0,0.0
843dad7ffffffff,28.0,0.0,0.0
843dad9ffffffff,155.0,0.0,0.0
843dadbffffffff,12.0,0.0,0.0
843daddffffffff,902.0,0.0,0.0
843dae1ffffffff,10.0,0.0,0.0
843dae7ffffffff,10.0,0.0,0.0
843daebffffffff,12.0,0.0,0.0
843db01ffffffff,5.0,0.0,0.0
843db03ffffffff,16.0,0.0,0.0
843db07ffffffff,63.0,0.0,0.0
843db09ffffffff,30.0,0.0,0.0
843db0bffffffff,3.0,0.0,0.0
843db13ffffffff,493.0,0.0,0.0
843db15ffffffff,5.0,0.0,0.0
843db23ffffffff,15.0,0.0,0.0
843db25ffffffff,33.0,0.0,0.0
843db27ffffffff,7.0,0.0,0.0
843db29ffffffff,33.0,0.0,0.0
843db2bffffffff,2.0,0.0,0.0
843db2dffffffff,91.0,0.0,0.0
843db31ffffffff,36.0,0.0,0.0
843db33ffffffff,5.0,0.0,0.0
843db35ffffffff,228.0,0.0,0.0
843db37ffffffff,61.0,0.0,0.0
843db39ffffffff,59.0,0.0,0.0
843db3bffffffff,14.0,0.0,0.0
843db3dffffffff,5.0,0.0,0.0
843db43ffffffff,1.0,0.0,0.0
843db49ffffffff,2.0,0.0,0.0
843db51ffffffff,12.0,0.0,0.0
843db53ffffffff,4.0,0.0,0.0
843db55ffffffff,6.0,0.0,0.0
843db57ffffffff,12.0,0.0,0.0
843db5bffffffff,1.0,0.0,0.0
843db61ffffffff,30.0,0.0,0.0
843db63ffffffff,5.0,0.0,0.0
843db65ffffffff,44.0,0.0,0.0
843db67ffffffff,309.0,0.0,0.0
843db69ffffffff,2.0,0.0,0.0
843db6dffffffff,23.0,0.0,0.0
8440015ffffffff,2.0,0.0,0.0
8440035ffffffff,2.0,0.0,0.0
8440049ffffffff,2.0,0.0,0.0
84400a5ffffffff,13.0,0.0,0.0
84400c1ffffffff,20.0,0.0,0.0
84400c7ffffffff,1.0,0.0,0.0
8440123ffffffff,2.0,0.0,0.0
8440139ffffffff,2.0,0.0,0.0
844013bffffffff,1.0,0.0,0.0
8440197ffffffff,7.0,0.0,0.0
844019bffffffff,2.0,0.0,0.0
84401a1ffffffff,4.0,0.0,0.0
8440201ffffffff,2.0,0.0,0.0
8440215ffffffff,1.0,0.0,0.0
8440223ffffffff,2.0,0.0,0.0
844022bffffffff,27.0,2.0,0.0
84402b5ffffffff,1.0,0.0,0.0
84402d7ffffffff,313.0,68.0,0.0
844030dffffffff,12.0,0.0,0.0
8440329ffffffff,5.0,0.0,0.0
8440349ffffffff,6.0,0.0,0.0
844034bffffffff,1.0,0.0,0.0
8440363ffffffff,6.0,0.0,0.0
8440403ffffffff,31.0,0.0,0.0
844040bffffffff,2.0,0.0,0.0
8440413ffffffff,35.0,9.0,0.0
8440417ffffffff,4.0,0.0,0.0
8440431ffffffff,1.0,0.0,0.0
8440435ffffffff,2.0,0.0,0.0
8440439ffffffff,73.0,4.0,0.0
8440441ffffffff,1.0,0.0,0.0
8440447ffffffff,9.0,0.0,0.0
8440457ffffffff,1.0,0.0,0.0
844045dffffffff,2.0,0.0,0.0
8440483ffffffff,3.0,0.0,0.0
844048bffffffff,2.0,0.0,0.0
8440491ffffffff,1.0,0.0,0.0
8440499ffffffff,38.0,0.0,0.0
844049bffffffff,3.0,0.0,0.0
844049dffffffff,8.0,0.0,0.0
84404b1ffffffff,2.0,0.0,0.0
84404c1ffffffff,56.0,4.0,0.0
84404c3ffffffff,6.0,3.0,0.0
84404c5ffffffff,119.0,17.0,0.0
84404c9ffffffff,12.0,3.0,0.0
84404cbffffffff,125.0,16.0,0.0
84404cdffffffff,17.0,1.0,0.0
84404ddffffffff,259.0,33.0,0.0
84404e1ffffffff,3.0,0.0,0.0
84404e7ffffffff,2.0,0.0,0.0
84404e9ffffffff,2.0,0.0,0.0
84404edffffffff,2.0,0.0,0.0
844058dffffffff,3.0,0.0,0.0
84405c9ffffffff,3.0,0.0,0.0
84405cbffffffff,1.0,0.0,0.0
84405e7ffffffff,2.0,2.0,0.0
8440611ffffffff,5.0,1.0,0.0
8440613ffffffff,4.0,0.0,0.0
8440615ffffffff,8.0,0.0,0.0
8440619ffffffff,114.0,8.0,0.0
844061bffffffff,21.0,6.0,0.0
8440627ffffffff,1.0,1.0,0.0
8440631ffffffff,1.0,0.0,0.0
8440651ffffffff,15.0,7.0,0.0
8440653ffffffff,4.0,0.0,0.0
8440657ffffffff,2.0,0.0,0.0
844066dffffffff,3.0,0.0,0.0
84406abffffffff,2.0,0.0,0.0
84406b1ffffffff,3.0,1.0,0.0
84406b3ffffffff,1.0,0.0,0.0
84406b5ffffffff,2.0,0.0,0.0
84406b7ffffffff,88.0,10.0,0.0
84406d1ffffffff,1.0,0.0,0.0
84406d3ffffffff,1.0,0.0,0.0
84406d7ffffffff,2.0,0.0,0.0
8440703ffffffff,3.0,0.0,0.0
8440711ffffffff,9.0,2.0,0.0
8440715ffffffff,3.0,1.0,0.0
8440717ffffffff,75.0,2.0,0.0
8440719ffffffff,4.0,0.0,0.0
844071bffffffff,1.0,0.0,0.0
844071dffffffff,3.0,0.0,0.0
8440733ffffffff,2.0,0.0,0.0
844075dffffffff,17.0,0.0,0.0
8440885ffffffff,1.0,0.0,0.0
8440899ffffffff,2.0,0.0,0.0
84408a9ffffffff,1.0,0.0,0.0
8440909ffffffff,3.0,0.0,0.0
8440a01ffffffff,1.0,0.0,0.0
8440a05ffffffff,8.0,0.0,0.0
8440a07ffffffff,1.0,0.0,0.0
8440a13ffffffff,3.0,0.0,0.0
8440a41ffffffff,1.0,0.0,0.0
8440a45ffffffff,2.0,0.0,0.0
8440a69ffffffff,23.0,0.0,0.0
8440a6dffffffff,2.0,0.0,0.0
8440ac5ffffffff,1.0,0.0,0.0
8440b51ffffffff,31.0,0.0,0.0
8440b53ffffffff,37.0,0.0,0.0
8440c49ffffffff,8.0,0.0,0.0
8440c59ffffffff,2.0,0.0,0.0
8440e09ffffffff,1.0,0.0,0.0
8440e11ffffffff,15.0,2.0,0.0
8440e13ffffffff,9.0,7.0,0.0
8440e17ffffffff,13.0,7.0,0.0
8440e23ffffffff,1.0,1.0,0.0
8440e31ffffffff,5.0,0.0,0.0
8440e35ffffffff,3.0,1.0,0.0
8440e37ffffffff,6.0,0.0,0.0
8440e39ffffffff,17.0,2.0,0.0
8440e3bffffffff,4.0,0.0,0.0
8440e3dffffffff,115.0,23.0,0.0
8440e57ffffffff,1.0,0.0,0.0
8440e5bffffffff,2.0,0.0,0.0
8440e67ffffffff,1.0,0.0,0.0
8440ec5ffffffff,2.0,2.0,0.0
8440ee5ffffffff,2.0,0.0,0.0
8440eebffffffff,2.0,0.0,0.0
8440eedffffffff,2.0,0.0,0.0
8440f15ffffffff,2.0,0.0,0.0
8441035ffffffff,285.0,19.0,0.0
8441037ffffffff,328.0,3.0,0.0
8441081ffffffff,3.0,0.0,0.0
8441085ffffffff,7.0,0.0,0.0
8441087ffffffff,1.0,0.0,0.0
8441091ffffffff,4.0,2.0,0.0
8441099ffffffff,4.0,0.0,0.0
844109bffffffff,33.0,2.0,0.0
84410a5ffffffff,2.0,0.0,0.0
84410e7ffffffff,1.0,0.0,0.0
8441105ffffffff,11.0,0.0,0.0
8441111ffffffff,11.0,0.0,0.0
844111bffffffff,2.0,0.0,0.0
8441129ffffffff,7.0,1.0,0.0
844112bffffffff,4.0,0.0,0.0
8441163ffffffff,5.0,0.0,0.0
8441181ffffffff,3.0,0.0,0.0
8441185ffffffff,12.0,0.0,0.0
8441189ffffffff,6.0,0.0,0.0
844118bffffffff,75.0,0.0,0.0
844118dffffffff,2.0,0.0,0.0
8441193ffffffff,3.0,0.0,0.0
8441199ffffffff,15.0,0.0,0.0
844119dffffffff,12.0,0.0,0.0
84411a1ffffffff,4.0,0.0,0.0
84411a3ffffffff,1.0,0.0,0.0
84411a5ffffffff,1.0,0.0,0.0
84411a7ffffffff,2.0,0.0,0.0
84411adffffffff,2.0,0.0,0.0
84411b5ffffffff,16.0,0.0,0.0
84411bdffffffff,6.0,0.0,0.0
84411c1ffffffff,13.0,0.0,0.0
84411c3ffffffff,17.0,0.0,0.0
84411c7ffffffff,1.0,0.0,0.0
84411c9ffffffff,424.0,10.0,0.0
84411cbffffffff,3332.0,180.0,0.0
84411cdffffffff,3.0,0.0,0.0
84411d1ffffffff,2.0,0.0,0.0
84411d5ffffffff,90.0,0.0,0.0
84411d7ffffffff,66.0,0.0,0.0
84411d9ffffffff,6.0,1.0,0.0
84411dbffffffff,3.0,0.0,0.0
84411ddffffffff,29.0,0.0,0.0
84411e3ffffffff,9.0,0.0,0.0
8441421ffffffff,10.0,0.0,0.0
8441425ffffffff,18.0,0.0,0.0
8441427ffffffff,2.0,0.0,0.0
844142bffffffff,7.0,0.0,0.0
8441431ffffffff,21.0,0.0,0.0
8441433ffffffff,91.0,5.0,0.0
8441437ffffffff,3.0,0.0,0.0
8441439ffffffff,16.0,0.0,0.0
844143bffffffff,24.0,5.0,0.0
8441481ffffffff,2.0,0.0,0.0
8441487ffffffff,2.0,0.0,0.0
8441491ffffffff,1.0,0.0,0.0
8441493ffffffff,2.0,0.0,0.0
8441497ffffffff,6.0,0.0,0.0
844149bffffffff,4.0,0.0,0.0
84414b1ffffffff,4.0,0.0,0.0
84414b3ffffffff,6.0,0.0,0.0
84414b7ffffffff,8.0,0.0,0.0
84414c3ffffffff,28.0,0.0,0.0
84414cbffffffff,4.0,0.0,0.0
84414d1ffffffff,6.0,0.0,0.0
84414d5ffffffff,2.0,0.0,0.0
84414d9ffffffff,12.0,0.0,0.0
8441501ffffffff,2.0,0.0,0.0
8441509ffffffff,4.0,0.0,0.0
8441517ffffffff,5.0,0.0,0.0
8441523ffffffff,3.0,1.0,0.0
8441539ffffffff,3.0,0.0,0.0
844153bffffffff,10.0,0.0,0.0
844153dffffffff,10.0,1.0,0.0
8441541ffffffff,14.0,0.0,0.0
8441545ffffffff,2.0,0.0,0.0
8441547ffffffff,31.0,2.0,0.0
8441585ffffffff,8.0,0.0,0.0
8441587ffffffff,4.0,0.0,0.0
844158dffffffff,2.0,0.0,0.0
8441593ffffffff,10.0,0.0,0.0
844159bffffffff,6.0,5.0,0.0
844159dffffffff,2.0,0.0,0.0
84415a1ffffffff,6.0,0.0,0.0
84415a9ffffffff,7.0,0.0,0.0
84415bdffffffff,2.0,0.0,0.0
84415c3ffffffff,5.0,0.0,0.0
84415cbffffffff,77.0,0.0,0.0
84415ddffffffff,1.0,0.0,0.0
84415e1ffffffff,9.0,0.0,0.0
84415e5ffffffff,2.0,0.0,0.0
84415e7ffffffff,2.0,0.0,0.0
84415e9ffffffff,4.0,0.0,0.0
84415edffffffff,64.0,2.0,0.0
8441609ffffffff,1.0,0.0,0.0
844160bffffffff,22.0,0.0,0.0
8441611ffffffff,4.0,2.0,0.0
8441617ffffffff,4.0,2.0,0.0
8441643ffffffff,11.0,0.0,0.0
8441653ffffffff,2.0,0.0,0.0
8441655ffffffff,11.0,3.0,0.0
8441659ffffffff,10.0,0.0,0.0
844165dffffffff,7.0,0.0,0.0
8441683ffffffff,2.0,0.0,0.0
8441685ffffffff,14.0,0.0,0.0
8441687ffffffff,4.0,0.0,0.0
8441695ffffffff,1.0,0.0,0.0
844169bffffffff,2.0,0.0,0.0
844169dffffffff,3.0,0.0,0.0
84416a1ffffffff,2.0,0.0,0.0
84416abffffffff,7.0,0.0,0.0
84416b7ffffffff,2.0,0.0,0.0
84416b9ffffffff,5.0,0.0,0.0
84416c1ffffffff,3.0,0.0,0.0
84416c3ffffffff,6.0,0.0,0.0
84416c5ffffffff,6.0,0.0,0.0
84416d1ffffffff,2.0,0.0,0.0
84416d3ffffffff,4.0,0.0,0.0
84416d5ffffffff,4.0,0.0,0.0
84416d9ffffffff,2.0,0.0,0.0
84416dbffffffff,7.0,0.0,0.0
84416ddffffffff,3.0,0.0,0.0
84416e1ffffffff,34.0,3.0,0.0
84416e5ffffffff,12.0,2.0,0.0
84416edffffffff,30.0,18.0,0.0
8441705ffffffff,7.0,0.0,0.0
8441707ffffffff,1.0,0.0,0.0
844170bffffffff,2.0,0.0,0.0
8441715ffffffff,6.0,0.0,0.0
8441717ffffffff,1.0,0.0,0.0
8441719ffffffff,33.0,0.0,0.0
844171dffffffff,2.0,0.0,0.0
8441721ffffffff,18.0,0.0,0.0
8441725ffffffff,2.0,0.0,0.0
8441727ffffffff,2.0,0.0,0.0
8441729ffffffff,11.0,0.0,0.0
844172bffffffff,5.0,0.0,0.0
844172dffffffff,3.0,0.0,0.0
8441739ffffffff,42.0,0.0,0.0
844173dffffffff,7.0,0.0,0.0
8441743ffffffff,3.0,0.0,0.0
8441747ffffffff,5.0,0.0,0.0
8441751ffffffff,11.0,0.0,0.0
8441755ffffffff,2.0,0.0,0.0
8441757ffffffff,1.0,0.0,0.0
8441761ffffffff,2.0,0.0,0.0
8441767ffffffff,4.0,0.0,0.0
8441809ffffffff,1.0,0.0,0.0
8441833ffffffff,13.0,0.0,0.0
8441837ffffffff,30.0,0.0,0.0
844184bffffffff,2.0,0.0,0.0
8441855ffffffff,10.0,0.0,0.0
8441859ffffffff,4.0,0.0,0.0
844185dffffffff,4.0,0.0,0.0
8441863ffffffff,5.0,0.0,0.0
8441869ffffffff,1.0,0.0,0.0
844186bffffffff,2.0,0.0,0.0
8441891ffffffff,11.0,0.0,0.0
84418c9ffffffff,3.0,0.0,0.0
84418ddffffffff,2.0,0.0,0.0
8441901ffffffff,4.0,0.0,0.0
8441907ffffffff,4.0,0.0,0.0
8441909ffffffff,2.0,0.0,0.0
8441911ffffffff,23.0,0.0,0.0
8441919ffffffff,17.0,0.0,0.0
844191bffffffff,8.0,0.0,0.0
8441921ffffffff,22.0,0.0,0.0
8441923ffffffff,12.0,0.0,0.0
8441925ffffffff,4.0,0.0,0.0
8441929ffffffff,6.0,0.0,0.0
844192dffffffff,109.0,1.0,0.0
8441933ffffffff,1.0,0.0,0.0
8441945ffffffff,1.0,0.0,0.0
8441949ffffffff,12.0,1.0,0.0
844195bffffffff,2.0,0.0,0.0
844195dffffffff,6.0,0.0,0.0
8441965ffffffff,2.0,0.0,0.0
8441967ffffffff,2.0,0.0,0.0
844198dffffffff,4.0,0.0,0.0
8441993ffffffff,4.0,0.0,0.0
84419a5ffffffff,1.0,1.0,0.0
84419bbffffffff,4.0,0.0,0.0
84419cdffffffff,7.0,0.0,0.0
84419d5ffffffff,3.0,0.0,0.0
84419d9ffffffff,1.0,0.0,0.0
84419dbffffffff,2.0,0.0,0.0
84419ddffffffff,15.0,1.0,0.0
84419e7ffffffff,4.0,0.0,0.0
8441a09ffffffff,728.0,220.0,0.0
8441a0bffffffff,11.0,0.0,0.0
8441a35ffffffff,2.0,0.0,0.0
8441a37ffffffff,2.0,0.0,0.0
8441a43ffffffff,2962.0,933.0,0.0
8441a55ffffffff,4833.0,1953.0,0.0
8441a5bffffffff,2.0,0.0,0.0
8441a67ffffffff,5.0,0.0,0.0
8441b05ffffffff,1.0,0.0,0.0
8441b0bffffffff,1.0,0.0,0.0
8441b29ffffffff,11.0,0.0,0.0
8441b2dffffffff,11.0,0.0,0.0
8441b31ffffffff,2.0,0.0,0.0
8441b35ffffffff,3.0,0.0,0.0
8441b43ffffffff,27.0,0.0,0.0
8441b51ffffffff,40.0,0.0,0.0
8441b53ffffffff,79.0,0.0,0.0
8441b55ffffffff,394.0,38.0,0.0
8441b5bffffffff,3.0,0.0,0.0
8441b5dffffffff,1015.0,106.0,0.0
8441b65ffffffff,6.0,1.0,0.0
8442481ffffffff,4.0,0.0,0.0
8442483ffffffff,2.0,0.0,0.0
8442493ffffffff,186.0,0.0,0.0
8442499ffffffff,43.0,0.0,0.0
844249bffffffff,14.0,0.0,0.0
844249dffffffff,2.0,0.0,0.0
84424d3ffffffff,2.0,0.0,0.0
8442515ffffffff,3.0,0.0,0.0
8442531ffffffff,7.0,0.0,0.0
8442533ffffffff,7.0,0.0,0.0
844258bffffffff,10.0,0.0,0.0
8442595ffffffff,1.0,0.0,0.0
844259dffffffff,10.0,0.0,0.0
84425a7ffffffff,3.0,0.0,0.0
84425a9ffffffff,7.0,0.0,0.0
8442695ffffffff,3.0,0.0,0.0
8442697ffffffff,1.0,0.0,0.0
8442699ffffffff,1.0,0.0,0.0
844269bffffffff,31.0,0.0,0.0
8442c01ffffffff,106.0,0.0,0.0
8442c05ffffffff,90.0,0.0,0.0
8442c07ffffffff,119.0,0.0,0.0
8442c0dffffffff,62.0,0.0,0.0
8442c13ffffffff,89.0,0.0,0.0
8442c1bffffffff,5.0,0.0,0.0
8442c21ffffffff,8.0,0.0,0.0
8442c23ffffffff,50.0,0.0,0.0
8442c25ffffffff,4.0,0.0,0.0
8442c27ffffffff,368.0,0.0,0.0
8442c29ffffffff,25.0,0.0,0.0
8442c2bffffffff,8.0,0.0,0.0
8442c2dffffffff,52.0,0.0,0.0
8442c31ffffffff,99.0,0.0,0.0
8442c33ffffffff,2.0,0.0,0.0
8442c39ffffffff,40.0,0.0,0.0
8442c3dffffffff,12.0,0.0,0.0
8442c61ffffffff,3.0,0.0,0.0
8442c67ffffffff,12.0,0.0,0.0
8442c69ffffffff,33.0,0.0,0.0
8442c81ffffffff,6.0,0.0,0.0
8442c83ffffffff,44.0,0.0,0.0
8442c85ffffffff,9.0,0.0,0.0
8442c87ffffffff,4.0,0.0,0.0
8442c89ffffffff,2.0,0.0,0.0
8442c8bffffffff,28.0,0.0,0.0
8442c8dffffffff,10.0,0.0,0.0
8442c91ffffffff,5.0,0.0,0.0
8442c93ffffffff,10.0,0.0,0.0
8442c95ffffffff,2.0,0.0,0.0
8442c9bffffffff,3.0,0.0,0.0
8442c9dffffffff,12.0,0.0,0.0
8442ca1ffffffff,25.0,0.0,0.0
8442ca5ffffffff,56.0,0.0,0.0
8442ca7ffffffff,16.0,0.0,0.0
8442ca9ffffffff,129.0,0.0,0.0
8442cabffffffff,280.0,0.0,0.0
8442cb1ffffffff,4.0,0.0,0.0
8442cb3ffffffff,2.0,0.0,0.0
8442cb5ffffffff,4.0,0.0,0.0
8442cb9ffffffff,42.0,0.0,0.0
8442cbbffffffff,5.0,0.0,0.0
8442cbdffffffff,62.0,0.0,0.0
8442cc3ffffffff,6.0,0.0,0.0
8442cc5ffffffff,416.0,0.0,0.0
8442cc7ffffffff,740.0,0.0,0.0
8442cc9ffffffff,4.0,0.0,0.0
8442ccbffffffff,7.0,0.0,0.0
8442ccdffffffff,15.0,0.0,0.0
8442cd1ffffffff,57.0,0.0,0.0
8442cd3ffffffff,10.0,0.0,0.0
8442cd5ffffffff,13.0,0.0,0.0
8442cd7ffffffff,2.0,0.0,0.0
8442cd9ffffffff,4.0,0.0,0.0
8442cdbffffffff,110.0,0.0,0.0
8442cddffffffff,89.0,0.0,0.0
8442ce1ffffffff,14.0,0.0,0.0
8442ce3ffffffff,510.0,0.0,0.0
8442ce7ffffffff,94.0,0.0,0.0
8442ce9ffffffff,261.0,0.0,0.0
8442cebffffffff,884.0,0.0,0.0
8442d13ffffffff,15.0,0.0,0.0
8442d1bffffffff,18.0,0.0,0.0
8442d5bffffffff,3.0,0.0,0.0
8442d89ffffffff,48.0,0.0,0.0
8442d91ffffffff,19.0,0.0,0.0
8442d93ffffffff,98.0,0.0,0.0
8442d95ffffffff,47.0,0.0,0.0
8442d97ffffffff,106.0,0.0,0.0
8442d99ffffffff,13.0,0.0,0.0
8442d9bffffffff,19.0,0.0,0.0
8442d9dffffffff,59.0,0.0,0.0
8442db1ffffffff,4.0,0.0,0.0
8442db3ffffffff,13.0,0.0,0.0
8442db5ffffffff,703.0,0.0,0.0
8442db7ffffffff,219.0,0.0,0.0
8442db9ffffffff,6.0,0.0,0.0
8442dbbffffffff,62.0,0.0,0.0
8442dbdffffffff,26.0,0.0,0.0
8442dc1ffffffff,13.0,0.0,0.0
8442dc3ffffffff,65.0,0.0,0.0
8442dc5ffffffff,6.0,0.0,0.0
8442dc7ffffffff,3.0,0.0,0.0
8442dc9ffffffff,7.0,0.0,0.0
8442dcbffffffff,3.0,0.0,0.0
8442dcdffffffff,258.0,0.0,0.0
8442dd1ffffffff,238.0,0.0,0.0
8442dd3ffffffff,9.0,0.0,0.0
8442dd5ffffffff,3.0,0.0,0.0
8442dd7ffffffff,3.0,0.0,0.0
8442dd9ffffffff,134.0,0.0,0.0
8442dddffffffff,4.0,0.0,0.0
8442e9dffffffff,3.0,0.0,0.0
8442eb1ffffffff,30.0,0.0,0.0
8442eb3ffffffff,159.0,0.0,0.0
8442eb5ffffffff,17.0,0.0,0.0
8442eb7ffffffff,36.0,0.0,0.0
844b26dffffffff,164.0,0.0,0.0
844b30dffffffff,5.0,0.0,0.0
844b321ffffffff,4.0,0.0,0.0
844b325ffffffff,11.0,0.0,0.0
844b32bffffffff,1.0,0.0,0.0
844b32dffffffff,6.0,1.0,0.0
844b343ffffffff,2.0,0.0,0.0
844b349ffffffff,5.0,1.0,0.0
844b351ffffffff,5.0,0.0,0.0
844b35dffffffff,4.0,0.0,0.0
844b363ffffffff,1.0,0.0,0.0
844b367ffffffff,2.0,0.0,0.0
844b369ffffffff,2.0,0.0,0.0
844b36dffffffff,2.0,0.0,0.0
844b845ffffffff,4.0,0.0,0.0
844b84dffffffff,4.0,0.0,0.0
844b86dffffffff,5.0,0.0,0.0
844ba01ffffffff,72.0,1.0,0.0
844ba05ffffffff,125.0,2.0,0.0
844ba09ffffffff,296.0,0.0,0.0
844ba0bffffffff,1973.0,3.0,0.0
844ba0dffffffff,27.0,0.0,0.0
844ba15ffffffff,3.0,0.0,0.0
844ba1dffffffff,100.0,0.0,0.0
844ba21ffffffff,299.0,0.0,0.0
844ba25ffffffff,68.0,0.0,0.0
844ba27ffffffff,9.0,0.0,0.0
844ba29ffffffff,547.0,1.0,0.0
844ba2bffffffff,2.0,0.0,0.0
844ba2dffffffff,215.0,0.0,0.0
844ba57ffffffff,51.0,0.0,0.0
844ba63ffffffff,123.0,1.0,0.0
844ba67ffffffff,17.0,0.0,0.0
844bb11ffffffff,581.0,2.0,0.0
844bb13ffffffff,12.0,0.0,0.0
844bb17ffffffff,78.0,0.0,0.0
844bb19ffffffff,1190.0,2.0,0.0
844bb1bffffffff,9.0,0.0,0.0
844bb53ffffffff,1668.0,4.0,0.0
844bb59ffffffff,4.0,0.0,0.0
844bb5bffffffff,2.0,0.0,0.0
8460021ffffffff,145.0,0.0,0.0
8460025ffffffff,1990.0,0.0,0.0
8460027ffffffff,502.0,0.0,0.0
846002dffffffff,3774.0,0.0,0.0
8460045ffffffff,31.0,0.0,0.0
846004dffffffff,1102.0,0.0,0.0
8460061ffffffff,1073.0,0.0,0.0
8460065ffffffff,1908.0,0.0,0.0
8460067ffffffff,387.0,0.0,0.0
8460069ffffffff,1451.0,0.0,0.0
846006bffffffff,3.0,0.0,0.0
846006dffffffff,1734.0,0.0,0.0
8460101ffffffff,11.0,0.0,0.0
8460103ffffffff,71.0,0.0,0.0
8460105ffffffff,31.0,0.0,0.0
8460107ffffffff,7.0,0.0,0.0
8460109ffffffff,33.0,0.0,0.0
846010bffffffff,6.0,0.0,0.0
846010dffffffff,12.0,0.0,0.0
8460111ffffffff,63.0,0.0,0.0
8460113ffffffff,1243.0,0.0,0.0
8460115ffffffff,148.0,0.0,0.0
8460117ffffffff,422.0,0.0,0.0
8460119ffffffff,137.0,0.0,0.0
846011bffffffff,1168.0,0.0,0.0
846011dffffffff,247.0,0.0,0.0
8460121ffffffff,8.0,0.0,0.0
8460123ffffffff,2.0,0.0,0.0
8460127ffffffff,2.0,0.0,0.0
8460129ffffffff,3.0,0.0,0.0
846012bffffffff,21.0,0.0,0.0
8460131ffffffff,32.0,0.0,0.0
8460133ffffffff,32.0,0.0,0.0
8460135ffffffff,9.0,0.0,0.0
8460139ffffffff,129.0,0.0,0.0
846013bffffffff,20.0,0.0,0.0
846013dffffffff,5.0,0.0,0.0
8460141ffffffff,76.0,0.0,0.0
8460143ffffffff,372.0,0.0,0.0
8460145ffffffff,3591.0,46.0,0.0
8460147ffffffff,151.0,0.0,0.0
8460149ffffffff,494.0,0.0,0.0
846014bffffffff,396.0,0.0,0.0
846014dffffffff,2030.0,78.0,0.0
8460151ffffffff,465.0,0.0,0.0
8460153ffffffff,442.0,0.0,0.0
8460155ffffffff,75.0,0.0,0.0
8460157ffffffff,182.0,0.0,0.0
8460159ffffffff,682.0,0.0,0.0
846015bffffffff,1111.0,0.0,0.0
846015dffffffff,2689.0,0.0,0.0
8460161ffffffff,175.0,0.0,0.0
8460163ffffffff,13.0,0.0,0.0
8460165ffffffff,13.0,0.0,0.0
8460167ffffffff,6.0,0.0,0.0
8460169ffffffff,8372.0,158.0,0.0
846016bffffffff,95.0,0.0,0.0
846016dffffffff,46.0,0.0,0.0
84601a5ffffffff,21.0,0.0,0.0
84601cdffffffff,29.0,0.0,0.0
84601e1ffffffff,179.0,0.0,0.0
84601e5ffffffff,56.0,0.0,0.0
84601e7ffffffff,6.0,0.0,0.0
84601e9ffffffff,3103.0,0.0,0.0
84601edffffffff,108.0,0.0,0.0
8460221ffffffff,1973.0,0.0,0.0
8460225ffffffff,865.0,0.0,0.0
8460227ffffffff,3057.0,0.0,0.0
8460229ffffffff,633.0,0.0,0.0
846022dffffffff,807.0,0.0,0.0
8460261ffffffff,265.0,0.0,0.0
