cell_id,Larus canus,Larus canus canus,Larus canus heinei,Larus canus kamtschatschensis
8401353ffffffff,4.0,0.0,0.0,0.0
84015edffffffff,2.0,0.0,0.0,0.0
8407433ffffffff,2.0,0.0,0.0,0.0
840745dffffffff,2.0,2.0,0.0,0.0
84075d9ffffffff,2.0,2.0,0.0,0.0
84075ddffffffff,2.0,0.0,0.0,0.0
840c5adffffffff,2.0,0.0,0.0,2.0
840ca43ffffffff,16.0,0.0,0.0,16.0
8411811ffffffff,4.0,0.0,4.0,0.0
8411813ffffffff,9.0,0.0,9.0,0.0
841181bffffffff,2.0,0.0,2.0,0.0
841181dffffffff,3.0,0.0,3.0,0.0
84118cdffffffff,2.0,0.0,0.0,0.0
84118e9ffffffff,10.0,0.0,10.0,0.0
8411aa1ffffffff,2.0,0.0,0.0,0.0
8411aa7ffffffff,6.0,0.0,6.0,0.0
8411ab9ffffffff,5.0,0.0,5.0,0.0
8411abdffffffff,1.0,0.0,1.0,0.0
8411ae3ffffffff,54.0,0.0,54.0,0.0
8411ae7ffffffff,23.0,0.0,23.0,0.0
8415929ffffffff,1.0,0.0,0.0,0.0
8416507ffffffff,3.0,0.0,0.0,3.0
841653bffffffff,1.0,0.0,0.0,1.0
8418251ffffffff,1.0,0.0,0.0,0.0
84182c1ffffffff,1.0,0.0,0.0,0.0
84182e5ffffffff,2.0,0.0,0.0,0.0
8418443ffffffff,2.0,0.0,0.0,0.0
8418495ffffffff,31.0,0.0,0.0,0.0
84184b1ffffffff,9.0,0.0,0.0,0.0
84184b5ffffffff,1.0,0.0,0.0,0.0
84184bbffffffff,2.0,0.0,0.0,0.0
84184bdffffffff,1.0,0.0,0.0,0.0
84184c3ffffffff,3.0,0.0,0.0,0.0
84184ddffffffff,3.0,0.0,0.0,0.0
8418597ffffffff,2.0,0.0,0.0,0.0
84185b5ffffffff,74.0,0.0,0.0,0.0
84185bbffffffff,48.0,0.0,0.0,0.0
8418607ffffffff,2.0,2.0,0.0,0.0
8418623ffffffff,1.0,0.0,0.0,0.0
8418627ffffffff,2.0,2.0,0.0,0.0
841870dffffffff,2.0,2.0,0.0,0.0
8418747ffffffff,1.0,0.0,0.0,0.0
8418763ffffffff,4.0,0.0,0.0,0.0
8419089ffffffff,2.0,0.0,0.0,0.0
84192b7ffffffff,2.0,0.0,0.0,0.0
8419401ffffffff,10.0,0.0,0.0,0.0
8419405ffffffff,2.0,0.0,0.0,0.0
8419413ffffffff,4.0,0.0,0.0,0.0
8419427ffffffff,3.0,3.0,0.0,0.0
8419429ffffffff,2.0,0.0,0.0,0.0
841942bffffffff,6.0,6.0,0.0,0.0
8419435ffffffff,2.0,0.0,0.0,0.0
8419465ffffffff,1.0,1.0,0.0,0.0
84194adffffffff,1.0,0.0,0.0,0.0
84194d5ffffffff,2.0,0.0,0.0,0.0
84194ddffffffff,1.0,0.0,0.0,0.0
84194e7ffffffff,3.0,0.0,0.0,0.0
84194ebffffffff,2.0,2.0,0.0,0.0
841954dffffffff,1.0,0.0,0.0,0.0
8419583ffffffff,1.0,0.0,0.0,0.0
84195bbffffffff,2.0,2.0,0.0,0.0
8419681ffffffff,4.0,0.0,0.0,0.0
84196d9ffffffff,2.0,0.0,0.0,0.0
8419733ffffffff,2.0,2.0,0.0,0.0
8419763ffffffff,2.0,0.0,0.0,0.0
841aa05ffffffff,5.0,4.0,0.0,0.0
841aa07ffffffff,131.0,59.0,0.0,3.0
841aa29ffffffff,3.0,1.0,0.0,0.0
841aa63ffffffff,2.0,0.0,0.0,0.0
841aa6bffffffff,2.0,0.0,0.0,0.0
841ab0bffffffff,1.0,0.0,0.0,0.0
841b9a9ffffffff,3.0,0.0,0.0,0.0
841b9adffffffff,2.0,2.0,0.0,0.0
841e029ffffffff,3.0,0.0,0.0,0.0
841e041ffffffff,4.0,0.0,0.0,0.0
841e043ffffffff,2.0,0.0,0.0,0.0
841e045ffffffff,27.0,0.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0,0.0
841e04bffffffff,7.0,0.0,0.0,0.0
841e04dffffffff,1.0,0.0,0.0,0.0
841e05dffffffff,28.0,5.0,0.0,0.0
841e061ffffffff,5.0,0.0,0.0,0.0
841e069ffffffff,5.0,0.0,0.0,0.0
841e0c1ffffffff,1.0,0.0,0.0,0.0
841e0c3ffffffff,18.0,0.0,0.0,0.0
841e131ffffffff,1.0,0.0,1.0,0.0
841e137ffffffff,4.0,0.0,2.0,0.0
841e13bffffffff,5.0,0.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0,0.0
841e225ffffffff,1.0,0.0,0.0,0.0
841e233ffffffff,1.0,0.0,0.0,0.0
841e319ffffffff,3.0,0.0,0.0,0.0
841e32dffffffff,1.0,0.0,0.0,0.0
841e341ffffffff,11.0,2.0,0.0,0.0
841e343ffffffff,2.0,0.0,0.0,0.0
841e34bffffffff,71.0,0.0,0.0,0.0
841e355ffffffff,3.0,0.0,0.0,0.0
841e5c3ffffffff,2.0,0.0,0.0,0.0
841e5c9ffffffff,3.0,0.0,0.0,0.0
841e5e9ffffffff,4.0,0.0,0.0,0.0
841e63bffffffff,2.0,0.0,0.0,0.0
841e6a9ffffffff,2.0,0.0,0.0,0.0
841e6b3ffffffff,8.0,0.0,0.0,0.0
841e745ffffffff,1.0,0.0,0.0,0.0
841e755ffffffff,4.0,0.0,0.0,0.0
841e75dffffffff,2.0,0.0,0.0,0.0
841e767ffffffff,1.0,0.0,0.0,0.0
841ea0bffffffff,2.0,2.0,0.0,0.0
841ea11ffffffff,2.0,0.0,0.0,0.0
841eb03ffffffff,1.0,1.0,0.0,0.0
841edc9ffffffff,1.0,0.0,0.0,0.0
841ee65ffffffff,5.0,0.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0,0.0
841eeb7ffffffff,2.0,0.0,0.0,0.0
841f09bffffffff,3.0,0.0,0.0,0.0
841f0edffffffff,1.0,0.0,0.0,0.0
841f715ffffffff,1.0,0.0,0.0,0.0
841f817ffffffff,2.0,0.0,0.0,0.0
841f823ffffffff,4.0,0.0,0.0,0.0
841f827ffffffff,4.0,0.0,0.0,0.0
841f835ffffffff,3.0,0.0,0.0,0.0
841f839ffffffff,2.0,0.0,0.0,0.0
841f83dffffffff,5.0,0.0,0.0,0.0
841f8e1ffffffff,3.0,2.0,0.0,0.0
841f8e9ffffffff,11.0,4.0,0.0,0.0
841f981ffffffff,1.0,0.0,0.0,0.0
