cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
830c01fffffffff,2.0,0.0,0.0,0.0
830c04fffffffff,15.0,0.0,0.0,0.0
830c14fffffffff,2.0,0.0,0.0,0.0
830c23fffffffff,11.0,0.0,0.0,0.0
830c25fffffffff,2.0,0.0,0.0,0.0
830c29fffffffff,2.0,0.0,0.0,0.0
830c2afffffffff,19.0,0.0,0.0,0.0
830c34fffffffff,10.0,0.0,6.0,0.0
830c42fffffffff,44.0,0.0,0.0,0.0
830c44fffffffff,3.0,0.0,0.0,0.0
830c45fffffffff,2.0,0.0,0.0,0.0
830c46fffffffff,48.0,0.0,0.0,0.0
830c50fffffffff,3.0,0.0,0.0,0.0
830c51fffffffff,35.0,0.0,0.0,0.0
830c54fffffffff,23.0,0.0,0.0,0.0
830c55fffffffff,167.0,0.0,0.0,0.0
830c5afffffffff,59.0,0.0,0.0,0.0
830c60fffffffff,10.0,0.0,0.0,0.0
830c61fffffffff,2.0,0.0,0.0,0.0
830c62fffffffff,9.0,0.0,0.0,0.0
830c63fffffffff,6.0,0.0,0.0,0.0
830c64fffffffff,50.0,0.0,1.0,0.0
830c65fffffffff,11.0,0.0,0.0,0.0
830c66fffffffff,2.0,0.0,0.0,0.0
830c70fffffffff,63.0,0.0,7.0,0.0
830c71fffffffff,12.0,0.0,0.0,0.0
830c73fffffffff,715.0,0.0,56.0,0.0
830c74fffffffff,153.0,0.0,8.0,0.0
830c75fffffffff,7.0,0.0,0.0,0.0
830c76fffffffff,4.0,0.0,0.0,0.0
830cecfffffffff,3.0,0.0,0.0,0.0
830d40fffffffff,9.0,0.0,0.0,0.0
830d44fffffffff,4.0,0.0,0.0,0.0
830d46fffffffff,2.0,0.0,0.0,0.0
830d48fffffffff,4.0,0.0,0.0,0.0
830d49fffffffff,2.0,0.0,0.0,0.0
830d4afffffffff,6.0,0.0,0.0,0.0
830d4cfffffffff,3.0,0.0,0.0,0.0
830d4dfffffffff,5.0,0.0,0.0,0.0
830d52fffffffff,4.0,0.0,0.0,0.0
830d53fffffffff,2.0,0.0,0.0,0.0
830d56fffffffff,5.0,0.0,0.0,0.0
830d58fffffffff,34.0,0.0,0.0,0.0
830d59fffffffff,5.0,0.0,0.0,0.0
830d5afffffffff,65.0,0.0,9.0,0.0
830d5bfffffffff,3.0,0.0,0.0,0.0
830d5efffffffff,24.0,0.0,2.0,0.0
830d61fffffffff,2.0,0.0,0.0,0.0
830e48fffffffff,17.0,0.0,0.0,0.0
830e49fffffffff,44.0,0.0,0.0,0.0
830e4afffffffff,124.0,0.0,0.0,0.0
830e4bfffffffff,9.0,0.0,0.0,0.0
830e4cfffffffff,5.0,0.0,0.0,0.0
830e4dfffffffff,65.0,0.0,0.0,0.0
830e4efffffffff,2.0,0.0,0.0,0.0
830e53fffffffff,4.0,0.0,0.0,0.0
830e59fffffffff,2.0,0.0,0.0,0.0
830e5bfffffffff,6.0,0.0,0.0,0.0
830e62fffffffff,9.0,0.0,0.0,0.0
830e63fffffffff,4.0,0.0,0.0,0.0
830e6bfffffffff,2.0,0.0,0.0,0.0
830e80fffffffff,59.0,0.0,0.0,0.0
830e91fffffffff,2.0,0.0,0.0,0.0
830ec0fffffffff,1.0,0.0,0.0,0.0
830ec8fffffffff,4.0,0.0,0.0,0.0
830ec9fffffffff,13.0,0.0,0.0,0.0
830ecafffffffff,2.0,0.0,0.0,0.0
830ecbfffffffff,13.0,0.0,0.0,2.0
830eccfffffffff,55.0,0.0,0.0,0.0
830ecdfffffffff,2.0,0.0,0.0,2.0
830ed1fffffffff,2.0,0.0,0.0,0.0
830ed5fffffffff,2.0,0.0,0.0,0.0
830ed8fffffffff,3.0,0.0,0.0,0.0
830ed9fffffffff,4.0,0.0,0.0,0.0
830edcfffffffff,7.0,0.0,0.0,0.0
830ee8fffffffff,4.0,0.0,0.0,0.0
830ee9fffffffff,2.0,0.0,0.0,0.0
830eebfffffffff,2.0,0.0,0.0,0.0
830eecfffffffff,2.0,0.0,0.0,0.0
830eedfffffffff,2.0,0.0,0.0,0.0
830ef0fffffffff,1.0,0.0,0.0,0.0
830ef1fffffffff,1.0,0.0,0.0,0.0
831203fffffffff,3.0,0.0,0.0,0.0
83120afffffffff,9.0,0.0,0.0,0.0
83120bfffffffff,4.0,0.0,0.0,0.0
831214fffffffff,3.0,0.0,0.0,0.0
831215fffffffff,1.0,0.0,0.0,0.0
831218fffffffff,2.0,0.0,0.0,0.0
83121afffffffff,23.0,0.0,0.0,0.0
83121bfffffffff,6.0,0.0,0.0,0.0
83121efffffffff,35.0,0.0,0.0,0.0
831229fffffffff,3.0,0.0,0.0,0.0
831230fffffffff,8.0,0.0,0.0,0.0
831232fffffffff,7.0,0.0,0.0,0.0
831233fffffffff,10.0,0.0,0.0,0.0
831242fffffffff,2.0,0.0,0.0,0.0
831243fffffffff,47.0,0.0,0.0,0.0
831244fffffffff,2.0,0.0,0.0,0.0
831248fffffffff,2.0,0.0,0.0,0.0
83124dfffffffff,2.0,0.0,0.0,0.0
83124efffffffff,9.0,0.0,0.0,0.0
831250fffffffff,35.0,0.0,0.0,0.0
831251fffffffff,26.0,0.0,0.0,0.0
831252fffffffff,12.0,0.0,0.0,0.0
831254fffffffff,38.0,0.0,0.0,0.0
831255fffffffff,26.0,0.0,0.0,0.0
83125cfffffffff,4.0,0.0,0.0,0.0
83125dfffffffff,41.0,0.0,0.0,0.0
83126bfffffffff,6.0,0.0,0.0,0.0
831272fffffffff,67.0,0.0,0.0,0.0
831281fffffffff,2.0,0.0,0.0,0.0
831284fffffffff,2.0,0.0,0.0,0.0
831285fffffffff,27.0,0.0,0.0,0.0
831289fffffffff,18.0,0.0,0.0,0.0
83128afffffffff,2.0,0.0,0.0,0.0
83128bfffffffff,56.0,0.0,0.0,0.0
83128cfffffffff,1.0,0.0,0.0,0.0
83128dfffffffff,27.0,0.0,0.0,0.0
83128efffffffff,6.0,0.0,0.0,0.0
8312a3fffffffff,5.0,0.0,0.0,0.0
8312a6fffffffff,2.0,0.0,0.0,0.0
8312a8fffffffff,17.0,0.0,0.0,0.0
8312a9fffffffff,35.0,0.0,0.0,0.0
8312aafffffffff,12.0,0.0,0.0,0.0
8312abfffffffff,30.0,0.0,0.0,0.0
8312adfffffffff,34.0,0.0,0.0,0.0
8312aefffffffff,2.0,0.0,0.0,0.0
8312c0fffffffff,150.0,0.0,0.0,0.0
8312c1fffffffff,500.0,0.0,2.0,0.0
8312c2fffffffff,22.0,0.0,0.0,0.0
8312c3fffffffff,10.0,0.0,0.0,0.0
8312c4fffffffff,31.0,0.0,0.0,0.0
8312c5fffffffff,15.0,0.0,0.0,0.0
8312c8fffffffff,6.0,0.0,0.0,0.0
8312cafffffffff,147.0,0.0,0.0,0.0
8312cbfffffffff,298.0,20.0,0.0,0.0
8312ccfffffffff,858.0,0.0,0.0,0.0
8312cefffffffff,10.0,0.0,0.0,0.0
8312d0fffffffff,22.0,0.0,0.0,0.0
8312d1fffffffff,100.0,0.0,0.0,0.0
8312d2fffffffff,19.0,0.0,0.0,0.0
8312d3fffffffff,33.0,0.0,0.0,0.0
8312d4fffffffff,5.0,0.0,0.0,0.0
8312d6fffffffff,22.0,0.0,0.0,0.0
8312d8fffffffff,151.0,0.0,0.0,0.0
8312d9fffffffff,22.0,0.0,0.0,0.0
8312dafffffffff,24.0,0.0,0.0,0.0
8312dbfffffffff,6.0,0.0,0.0,0.0
8312dcfffffffff,36.0,0.0,0.0,0.0
8312ddfffffffff,69.0,0.0,0.0,0.0
8312defffffffff,108.0,0.0,6.0,0.0
8312e0fffffffff,12.0,0.0,0.0,0.0
8312e1fffffffff,56.0,0.0,0.0,0.0
8312e2fffffffff,54.0,0.0,0.0,0.0
8312e3fffffffff,32.0,0.0,0.0,0.0
8312e5fffffffff,35.0,0.0,0.0,0.0
8312e6fffffffff,2.0,0.0,0.0,0.0
8312eafffffffff,27.0,0.0,0.0,0.0
8312ecfffffffff,44.0,0.0,0.0,0.0
8312eefffffffff,8.0,0.0,0.0,0.0
8312f0fffffffff,3.0,0.0,0.0,0.0
8312f1fffffffff,126.0,0.0,0.0,0.0
8312f2fffffffff,7.0,0.0,0.0,0.0
8312f3fffffffff,19.0,0.0,0.0,0.0
8312f4fffffffff,2.0,0.0,0.0,0.0
8312f6fffffffff,67.0,0.0,0.0,0.0
831306fffffffff,3.0,0.0,0.0,0.0
831352fffffffff,5.0,0.0,0.0,0.0
831353fffffffff,2.0,0.0,0.0,0.0
831380fffffffff,10.0,0.0,0.0,0.0
831382fffffffff,28.0,0.0,0.0,0.0
831383fffffffff,260.0,0.0,0.0,0.0
831386fffffffff,105.0,0.0,0.0,0.0
831388fffffffff,2.0,0.0,0.0,0.0
831389fffffffff,2.0,0.0,0.0,0.0
83138cfffffffff,207.0,0.0,0.0,0.0
83138dfffffffff,17.0,0.0,0.0,0.0
831390fffffffff,4.0,0.0,0.0,0.0
831391fffffffff,7.0,0.0,0.0,0.0
831393fffffffff,8.0,0.0,0.0,0.0
831394fffffffff,7.0,0.0,0.0,0.0
831395fffffffff,6.0,0.0,0.0,0.0
831399fffffffff,2.0,0.0,0.0,0.0
83139cfffffffff,8.0,0.0,0.0,0.0
83139efffffffff,49.0,0.0,0.0,0.0
8313a3fffffffff,2.0,0.0,0.0,0.0
8313a6fffffffff,1.0,0.0,0.0,0.0
8313aafffffffff,2.0,0.0,0.0,0.0
8313b0fffffffff,2.0,0.0,0.0,0.0
8313b1fffffffff,9.0,0.0,0.0,0.0
8313b2fffffffff,16.0,0.0,0.0,0.0
8313b3fffffffff,39.0,0.0,0.0,0.0
8313b5fffffffff,4.0,0.0,0.0,0.0
8313b6fffffffff,2.0,0.0,0.0,0.0
832680fffffffff,62.0,3.0,0.0,0.0
832681fffffffff,1534.0,182.0,0.0,0.0
832682fffffffff,6.0,0.0,0.0,0.0
832683fffffffff,66.0,15.0,0.0,0.0
832684fffffffff,41.0,6.0,0.0,0.0
832685fffffffff,279.0,18.0,0.0,0.0
832688fffffffff,49.0,0.0,0.0,0.0
83268afffffffff,41.0,10.0,0.0,0.0
83268bfffffffff,33.0,0.0,0.0,0.0
83268cfffffffff,254.0,0.0,0.0,0.0
83268efffffffff,403.0,87.0,0.0,0.0
832690fffffffff,181.0,48.0,0.0,0.0
832692fffffffff,6.0,0.0,0.0,0.0
832694fffffffff,103.0,16.0,0.0,0.0
832695fffffffff,17.0,0.0,0.0,0.0
832696fffffffff,90.0,29.0,0.0,0.0
832698fffffffff,69.0,4.0,0.0,0.0
832699fffffffff,75.0,4.0,0.0,0.0
83269bfffffffff,7.0,7.0,0.0,0.0
83269cfffffffff,237.0,49.0,0.0,0.0
83269dfffffffff,80.0,4.0,0.0,0.0
8326a2fffffffff,6.0,2.0,0.0,0.0
8326a5fffffffff,54.0,0.0,0.0,0.0
8326a6fffffffff,7.0,0.0,0.0,0.0
8326aafffffffff,13.0,2.0,0.0,0.0
8326b0fffffffff,29.0,12.0,0.0,0.0
