cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
8326b2fffffffff,4.0,2.0,0.0,0.0
8326b4fffffffff,19.0,0.0,0.0,0.0
8326b6fffffffff,122.0,18.0,0.0,0.0
832700fffffffff,19.0,0.0,0.0,0.0
832701fffffffff,1.0,0.0,0.0,0.0
832703fffffffff,72.0,0.0,0.0,0.0
832706fffffffff,28.0,0.0,0.0,0.0
83270cfffffffff,1.0,0.0,0.0,0.0
83270dfffffffff,4.0,0.0,0.0,0.0
83270efffffffff,14.0,0.0,0.0,0.0
832710fffffffff,82.0,0.0,0.0,0.0
832714fffffffff,4.0,0.0,0.0,0.0
832716fffffffff,2.0,0.0,0.0,0.0
832721fffffffff,1.0,0.0,0.0,0.0
832728fffffffff,1.0,0.0,0.0,0.0
83272dfffffffff,2.0,0.0,0.0,0.0
832732fffffffff,2.0,0.0,0.0,0.0
832760fffffffff,6.0,0.0,0.0,0.0
832761fffffffff,2.0,0.0,0.0,0.0
832763fffffffff,3.0,0.0,0.0,0.0
832764fffffffff,2.0,0.0,0.0,0.0
832765fffffffff,4.0,0.0,0.0,1.0
832766fffffffff,6.0,0.0,0.0,0.0
832770fffffffff,14.0,0.0,0.0,4.0
832774fffffffff,5.0,0.0,0.0,0.0
832775fffffffff,2.0,0.0,0.0,0.0
832776fffffffff,3.0,0.0,0.0,0.0
83278bfffffffff,43.0,0.0,0.0,0.0
832791fffffffff,9.0,0.0,0.0,0.0
832792fffffffff,71.0,0.0,0.0,0.0
832793fffffffff,15.0,0.0,0.0,0.0
832799fffffffff,2.0,0.0,0.0,0.0
83279afffffffff,74.0,4.0,0.0,0.0
83279bfffffffff,2.0,0.0,0.0,0.0
83279efffffffff,1.0,0.0,0.0,0.0
8327b0fffffffff,3.0,0.0,0.0,0.0
8327b2fffffffff,46.0,0.0,0.0,0.0
83281afffffffff,24.0,0.0,0.0,0.0
832880fffffffff,11.0,0.0,0.0,0.0
832881fffffffff,36.0,0.0,0.0,0.0
832882fffffffff,4.0,0.0,0.0,0.0
832883fffffffff,51.0,0.0,0.0,0.0
832886fffffffff,74.0,0.0,0.0,0.0
832889fffffffff,9.0,0.0,0.0,0.0
83288cfffffffff,25.0,0.0,0.0,0.0
83288efffffffff,24.0,0.0,0.0,0.0
832890fffffffff,16.0,0.0,0.0,0.0
832891fffffffff,16.0,0.0,0.0,0.0
832892fffffffff,148.0,4.0,0.0,0.0
832893fffffffff,45.0,2.0,0.0,0.0
832895fffffffff,5.0,0.0,0.0,0.0
832896fffffffff,111.0,28.0,0.0,0.0
832898fffffffff,61.0,7.0,0.0,0.0
832899fffffffff,3.0,0.0,0.0,0.0
83289afffffffff,51.0,0.0,0.0,0.0
83289bfffffffff,33.0,0.0,0.0,0.0
83289cfffffffff,19.0,2.0,0.0,0.0
83289efffffffff,22.0,0.0,0.0,0.0
8328a9fffffffff,26.0,0.0,0.0,0.0
8328aafffffffff,4.0,0.0,0.0,0.0
8328b5fffffffff,1.0,0.0,0.0,0.0
8328b6fffffffff,9.0,1.0,0.0,0.0
8328d2fffffffff,173.0,0.0,15.0,0.0
8328d3fffffffff,133.0,0.0,0.0,0.0
8328d4fffffffff,103.0,0.0,4.0,0.0
8328d6fffffffff,11.0,0.0,0.0,0.0
8328dafffffffff,6.0,0.0,0.0,0.0
8328defffffffff,2.0,0.0,0.0,0.0
8328f2fffffffff,60.0,0.0,2.0,0.0
8328f4fffffffff,2.0,0.0,0.0,0.0
8328f6fffffffff,26.0,0.0,0.0,0.0
832990fffffffff,7.0,0.0,0.0,0.0
832992fffffffff,4.0,4.0,0.0,0.0
832993fffffffff,3.0,0.0,0.0,0.0
832994fffffffff,48.0,0.0,0.0,0.0
83299afffffffff,3.0,0.0,0.0,0.0
83299cfffffffff,10.0,6.0,0.0,0.0
83299efffffffff,44.0,9.0,0.0,0.0
8329b2fffffffff,36.0,0.0,0.0,0.0
832b10fffffffff,5.0,0.0,0.0,0.0
832b12fffffffff,46.0,0.0,0.0,0.0
832b14fffffffff,10.0,0.0,0.0,0.0
832b16fffffffff,332.0,0.0,0.0,6.0
832b23fffffffff,8.0,0.0,0.0,0.0
832b30fffffffff,11.0,0.0,0.0,0.0
832b31fffffffff,8.0,0.0,0.0,0.0
832b32fffffffff,7.0,0.0,0.0,0.0
832b33fffffffff,4.0,0.0,0.0,0.0
832b34fffffffff,14.0,0.0,0.0,0.0
832b36fffffffff,53.0,0.0,0.0,0.0
832b90fffffffff,8.0,0.0,0.0,0.0
832b94fffffffff,8.0,0.0,0.0,0.0
832b96fffffffff,60.0,0.0,0.0,9.0
832ba0fffffffff,38.0,0.0,0.0,0.0
832ba1fffffffff,32.0,0.0,0.0,0.0
832ba3fffffffff,2.0,0.0,0.0,0.0
832ba4fffffffff,17.0,0.0,0.0,0.0
832ba5fffffffff,154.0,0.0,0.0,0.0
832ba6fffffffff,10.0,0.0,0.0,0.0
832bacfffffffff,109.0,0.0,0.0,0.0
832baefffffffff,8.0,0.0,0.0,0.0
832bb0fffffffff,5.0,0.0,0.0,0.0
832bb2fffffffff,47.0,0.0,0.0,0.0
832bb3fffffffff,13.0,0.0,0.0,0.0
832bb5fffffffff,6.0,0.0,0.0,0.0
832bb6fffffffff,3.0,0.0,0.0,0.0
8348c1fffffffff,30.0,5.0,0.0,0.0
8348c9fffffffff,92.0,0.0,0.0,0.0
8348cafffffffff,4.0,2.0,0.0,0.0
8348ccfffffffff,141.0,24.0,0.0,0.0
8348cdfffffffff,25.0,0.0,0.0,0.0
8348d5fffffffff,15.0,0.0,0.0,0.0
8348d8fffffffff,472.0,69.0,0.0,0.0
8348d9fffffffff,10.0,0.0,0.0,0.0
8348dafffffffff,71.0,13.0,0.0,0.0
8348dbfffffffff,110.0,13.0,0.0,0.0
8348ddfffffffff,3.0,0.0,0.0,0.0
