cell_id,Corypha kurrae,Corypha kurrae kurrae,Corypha kurrae stresemanni/bamendae,Corypha kurrae henrici/batesi
84546cbffffffff,1.0,0.0,0.0,0.0
84585a9ffffffff,2.0,0.0,0.0,0.0
84588a9ffffffff,1.0,0.0,0.0,0.0
8458c3dffffffff,4.0,0.0,0.0,0.0
8458c85ffffffff,1.0,0.0,0.0,0.0
8458debffffffff,1.0,0.0,0.0,0.0
8458e2dffffffff,2.0,0.0,0.0,0.0
8459b2dffffffff,1.0,0.0,0.0,0.0
