cell_id,Passerella iliaca,Passerella iliaca [unalaschcensis Group],Passerella iliaca [megarhyncha Group],Passerella iliaca [schistacea Group],Passerella iliaca iliaca/zaboria,Passerella iliaca [unalaschcensis Group] x zaboria
820c07fffffffff,167.0,0.0,0.0,0.0,33.0,0.0
820c0ffffffffff,63.0,0.0,0.0,0.0,2.0,0.0
820c17fffffffff,4891.0,0.0,0.0,0.0,2209.0,0.0
820c1ffffffffff,297.0,0.0,0.0,0.0,0.0,0.0
820c27fffffffff,100.0,0.0,0.0,0.0,6.0,0.0
820c2ffffffffff,94.0,0.0,0.0,0.0,10.0,0.0
820c37fffffffff,415.0,0.0,0.0,0.0,79.0,0.0
820c47fffffffff,2472.0,1198.0,0.0,0.0,13.0,0.0
820c57fffffffff,1508.0,462.0,0.0,0.0,18.0,0.0
820c5ffffffffff,1161.0,452.0,0.0,0.0,0.0,0.0
820c67fffffffff,506.0,0.0,0.0,0.0,167.0,0.0
820c6ffffffffff,39.0,21.0,0.0,0.0,0.0,0.0
820c77fffffffff,2849.0,223.0,0.0,0.0,728.0,0.0
820ca7fffffffff,264.0,180.0,0.0,0.0,33.0,0.0
820cc7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820ccffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,31.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,59.0,8.0,0.0,0.0,0.0,0.0
820cf7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820d0ffffffffff,25.0,0.0,0.0,0.0,8.0,0.0
820d1ffffffffff,9.0,0.0,0.0,0.0,2.0,0.0
820d47fffffffff,86.0,0.0,0.0,0.0,2.0,0.0
820d4ffffffffff,254.0,0.0,0.0,0.0,91.0,0.0
820d57fffffffff,201.0,0.0,0.0,0.0,15.0,0.0
820d5ffffffffff,342.0,0.0,0.0,0.0,51.0,0.0
820d67fffffffff,293.0,0.0,0.0,0.0,0.0,0.0
820d6ffffffffff,56.0,0.0,0.0,0.0,9.0,0.0
820d77fffffffff,46.0,0.0,0.0,0.0,14.0,0.0
820d8ffffffffff,2.0,0.0,0.0,0.0,2.0,0.0
820e0ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0
820e2ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,880.0,0.0,0.0,0.0,0.0,0.0
820e57fffffffff,95.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,35.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,84.0,0.0,0.0,0.0,4.0,0.0
820e77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,1732.0,0.0,0.0,0.0,0.0,0.0
820e8ffffffffff,33.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,168.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,124.0,0.0,0.0,0.0,17.0,0.0
820ed7fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,32.0,0.0,0.0,0.0,2.0,0.0
820eeffffffffff,266.0,0.0,0.0,0.0,1.0,0.0
820ef7fffffffff,76.0,0.0,0.0,0.0,2.0,0.0
820f4ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
820f5ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,65.0,0.0,0.0,0.0,6.0,0.0
82122ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821237fffffffff,39.0,0.0,0.0,0.0,33.0,0.0
821247fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,18.0,0.0,0.0,0.0,12.0,0.0
82125ffffffffff,66.0,0.0,0.0,0.0,28.0,0.0
821267fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,70.0,0.0,0.0,0.0,5.0,0.0
821287fffffffff,102.0,11.0,0.0,0.0,0.0,0.0
82128ffffffffff,156.0,0.0,0.0,0.0,0.0,0.0
821297fffffffff,141.0,54.0,0.0,0.0,0.0,0.0
82129ffffffffff,316.0,52.0,0.0,0.0,0.0,0.0
8212a7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,99.0,0.0,0.0,15.0,7.0,0.0
8212b7fffffffff,1206.0,133.0,0.0,0.0,0.0,0.0
8212c7fffffffff,472.0,0.0,0.0,72.0,0.0,0.0
8212cffffffffff,1325.0,0.0,0.0,403.0,6.0,0.0
8212d7fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,436.0,0.0,0.0,67.0,0.0,0.0
8212e7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,4.0,0.0,0.0,0.0,1.0,0.0
8212f7fffffffff,145.0,0.0,0.0,9.0,0.0,0.0
821307fffffffff,27.0,0.0,0.0,0.0,2.0,0.0
821317fffffffff,11.0,0.0,0.0,0.0,1.0,0.0
821337fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821357fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,1483.0,0.0,0.0,0.0,894.0,0.0
82138ffffffffff,335.0,0.0,0.0,0.0,67.0,0.0
821397fffffffff,404.0,44.0,0.0,0.0,0.0,0.0
82139ffffffffff,614.0,104.0,0.0,0.0,4.0,0.0
8213a7fffffffff,51.0,0.0,0.0,0.0,45.0,0.0
8213affffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,147.0,0.0,0.0,0.0,36.0,0.0
821aa7fffffffff,3433.0,0.0,0.0,0.0,940.0,0.0
821ab7fffffffff,100.0,0.0,0.0,0.0,10.0,0.0
821b87fffffffff,257.0,0.0,0.0,0.0,62.0,0.0
821b8ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,797.0,0.0,0.0,0.0,120.0,0.0
821bb7fffffffff,30.0,0.0,0.0,0.0,4.0,0.0
821d27fffffffff,68.0,20.0,0.0,0.0,0.0,0.0
8222d7fffffffff,103.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,287.0,193.0,0.0,0.0,21.0,0.0
822607fffffffff,234.0,0.0,0.0,0.0,77.0,0.0
82260ffffffffff,805.0,0.0,0.0,0.0,147.0,0.0
822617fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,52.0,0.0,0.0,0.0,9.0,0.0
822627fffffffff,1498.0,0.0,0.0,0.0,119.0,0.0
82262ffffffffff,1911.0,0.0,0.0,0.0,237.0,0.0
822637fffffffff,114.0,0.0,0.0,0.0,50.0,0.0
822647fffffffff,3125.0,0.0,0.0,0.0,422.0,0.0
82264ffffffffff,1862.0,0.0,0.0,0.0,143.0,0.0
822657fffffffff,4157.0,0.0,0.0,0.0,799.0,0.0
82265ffffffffff,1741.0,0.0,0.0,0.0,390.0,0.0
822667fffffffff,6878.0,0.0,0.0,0.0,1732.0,0.0
82266ffffffffff,1900.0,0.0,0.0,0.0,502.0,0.0
822677fffffffff,643.0,0.0,0.0,0.0,123.0,0.0
822687fffffffff,1398.0,0.0,0.0,859.0,0.0,0.0
82268ffffffffff,78.0,0.0,0.0,51.0,0.0,0.0
822697fffffffff,2198.0,0.0,0.0,1385.0,0.0,0.0
82269ffffffffff,847.0,0.0,0.0,471.0,0.0,0.0
8226affffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8226b7fffffffff,281.0,0.0,0.0,94.0,0.0,0.0
8226c7fffffffff,873.0,0.0,0.0,0.0,132.0,0.0
8226cffffffffff,3019.0,0.0,0.0,0.0,711.0,0.0
8226d7fffffffff,189.0,0.0,0.0,0.0,12.0,0.0
8226dffffffffff,348.0,0.0,0.0,0.0,117.0,0.0
8226e7fffffffff,1638.0,0.0,0.0,0.0,308.0,0.0
8226effffffffff,851.0,0.0,0.0,0.0,233.0,0.0
8226f7fffffffff,96.0,0.0,0.0,0.0,35.0,0.0
822707fffffffff,1058.0,0.0,0.0,0.0,301.0,0.0
82270ffffffffff,173.0,0.0,0.0,0.0,20.0,0.0
822717fffffffff,128.0,0.0,0.0,0.0,52.0,0.0
82271ffffffffff,397.0,0.0,0.0,0.0,103.0,0.0
822737fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,989.0,0.0,0.0,0.0,263.0,0.0
82274ffffffffff,2977.0,0.0,0.0,0.0,337.0,0.0
822757fffffffff,2403.0,0.0,0.0,0.0,535.0,0.0
82275ffffffffff,4836.0,0.0,0.0,0.0,493.0,0.0
822767fffffffff,348.0,0.0,0.0,0.0,67.0,0.0
82276ffffffffff,401.0,0.0,0.0,0.0,84.0,0.0
822777fffffffff,262.0,0.0,0.0,0.0,69.0,0.0
822787fffffffff,3.0,0.0,0.0,0.0,2.0,0.0
822797fffffffff,17.0,0.0,0.0,0.0,8.0,0.0
82279ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,84.0,0.0,0.0,0.0,3.0,0.0
8227affffffffff,27.0,0.0,0.0,0.0,12.0,0.0
8227b7fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
822807fffffffff,9392.0,5868.0,303.0,0.0,0.0,0.0
822817fffffffff,3943.0,469.0,1112.0,65.0,0.0,0.0
82281ffffffffff,7578.0,3509.0,77.0,0.0,0.0,0.0
822837fffffffff,49449.0,21240.0,505.0,110.0,0.0,0.0
822887fffffffff,758.0,0.0,0.0,24.0,0.0,0.0
82288ffffffffff,981.0,70.0,0.0,119.0,0.0,0.0
