cell_id,Icterus cucullatus,Icterus cucullatus cucullatus/sennetti,Icterus cucullatus [nelsoni Group],Icterus cucullatus igneus
8349b1fffffffff,5.0,0.0,0.0,0.0
8349b2fffffffff,23.0,0.0,0.0,0.0
8349b3fffffffff,392.0,0.0,0.0,0.0
8349b5fffffffff,16.0,0.0,0.0,0.0
8349b6fffffffff,2.0,0.0,0.0,0.0
836d20fffffffff,103.0,0.0,0.0,0.0
836d21fffffffff,25.0,0.0,0.0,0.0
836d22fffffffff,3.0,0.0,0.0,0.0
836d24fffffffff,166.0,0.0,0.0,0.0
836d25fffffffff,437.0,0.0,0.0,5.0
836d26fffffffff,5.0,0.0,0.0,0.0
836d30fffffffff,16.0,0.0,0.0,0.0
836d32fffffffff,260.0,2.0,0.0,0.0
836d33fffffffff,45.0,8.0,0.0,0.0
836d34fffffffff,247.0,27.0,0.0,0.0
836d35fffffffff,72.0,1.0,0.0,0.0
836d36fffffffff,2.0,0.0,0.0,0.0
