cell_id,Falco sparverius,Falco sparverius [sparverius Group],Falco sparverius paulus,Falco sparverius caribaearum,Falco sparverius dominicensis,Falco sparverius sparverioides,Falco sparverius [cinnamominus Group],Falco sparverius fernandensis
840d4c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d4d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d4e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d533ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d537ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d563ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d569ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d56bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5bbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d619ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d6cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d6e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d723ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d737ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e481ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e487ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e499ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e49dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a9ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4d1ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e51dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e523ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e583ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e59bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e5abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e5b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e5bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e911ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e9a1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e9a7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e9adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e9d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec85ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec87ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec91ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec93ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec97ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec9bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec9dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eca1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eca3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eca5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eca7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecabffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecbbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecd7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed81ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed85ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed91ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed95ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed97ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed9bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eda3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840edb1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840edb3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840edb9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840edbbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ee13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ee81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ee8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eecdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eed1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eed5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eee9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef2dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84120a1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84120b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84120cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841211dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412133ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841213bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412147ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412151ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412157ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412159ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841215dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412181ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412185ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412187ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841218dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412197ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412199ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841219dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121a9ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121abffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121adffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121bbffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121bdffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84121edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412221ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841223bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841225bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412265ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412299ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84122b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84122c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84122d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84122e9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412301ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412307ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412309ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841230bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841230dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412339ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841233dffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841236bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841236dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841241dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412433ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412437ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412445ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412453ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841246bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412485ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124d1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124dbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84124e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412501ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412503ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412505ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841250bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412511ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412513ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841251bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841251dffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412521ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412523ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412525ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412527ffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412529ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841252bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841252dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412531ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412535ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412537ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412539ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841253bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841253dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412543ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412549ffffffff,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841254bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412555ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841255dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412563ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412567ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841256bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412583ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841258bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412593ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412595ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412597ffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412599ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841259bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841259dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125b9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125bbffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125dbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412601ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84126a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84126b1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84126b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84126e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84126edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412721ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412723ffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412727ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412805ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412847ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412853ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412857ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841285dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412883ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412887ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412893ffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412895ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412897ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412899ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128abffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128b1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128bdffffffff,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128d3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128d5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128dbffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128e3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84129bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84129d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a25ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a9dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412aa3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412aa5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412aa7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412abbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ad1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b01ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b4bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c01ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c03ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c05ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c07ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c09ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c13ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c19ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c33ffffffff,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
