cell_id,Turdus nigrorum,Turdus nigrorum nigrorum,Turdus nigrorum malindangensis,Turdus nigrorum katanglad,Turdus nigrorum kelleri
84685c7ffffffff,3.0,0.0,0.0,0.0,3.0
84685d1ffffffff,15.0,0.0,0.0,0.0,15.0
846871bffffffff,3.0,0.0,0.0,0.0,0.0
