cell_id,Progne subis,Progne subis subis/arboricola,Progne subis hesperia
830c41fffffffff,4.0,0.0,0.0
830c42fffffffff,6.0,0.0,0.0
830c51fffffffff,1.0,0.0,0.0
830d0cfffffffff,1.0,0.0,0.0
830d58fffffffff,2.0,0.0,0.0
831251fffffffff,3.0,0.0,0.0
831253fffffffff,1.0,0.0,0.0
831259fffffffff,2.0,0.0,0.0
831299fffffffff,3.0,0.0,0.0
83129bfffffffff,8.0,0.0,0.0
8312c4fffffffff,2.0,0.0,0.0
8312c5fffffffff,2.0,0.0,0.0
8312c8fffffffff,2.0,0.0,0.0
8312ccfffffffff,2.0,0.0,0.0
8312d0fffffffff,1.0,0.0,0.0
8312e3fffffffff,2.0,0.0,0.0
8312ebfffffffff,2.0,0.0,0.0
8312ecfffffffff,14.0,0.0,0.0
8312edfffffffff,9.0,0.0,0.0
8312eefffffffff,5.0,0.0,0.0
831aa0fffffffff,16.0,0.0,0.0
831aa2fffffffff,7.0,0.0,0.0
831aa3fffffffff,10.0,0.0,0.0
831aa4fffffffff,2.0,0.0,0.0
831ab0fffffffff,2.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0
832603fffffffff,4.0,4.0,0.0
832604fffffffff,2.0,0.0,0.0
832605fffffffff,3.0,0.0,0.0
832608fffffffff,4.0,1.0,0.0
832609fffffffff,1.0,0.0,0.0
83260afffffffff,2.0,0.0,0.0
83260bfffffffff,7.0,0.0,0.0
83260efffffffff,1.0,0.0,0.0
832612fffffffff,4.0,0.0,0.0
83261bfffffffff,2.0,0.0,0.0
832622fffffffff,2.0,0.0,0.0
832625fffffffff,2.0,0.0,0.0
832626fffffffff,3.0,0.0,0.0
83262dfffffffff,6.0,0.0,0.0
832634fffffffff,6.0,0.0,0.0
832640fffffffff,16.0,1.0,0.0
832641fffffffff,2.0,0.0,0.0
832642fffffffff,1.0,0.0,0.0
832643fffffffff,28.0,0.0,0.0
832645fffffffff,6.0,0.0,0.0
832646fffffffff,11.0,0.0,0.0
832648fffffffff,3.0,0.0,0.0
832649fffffffff,6.0,0.0,0.0
83264afffffffff,3.0,0.0,0.0
83264bfffffffff,6.0,0.0,0.0
83264cfffffffff,9.0,0.0,0.0
83264dfffffffff,43.0,0.0,0.0
83264efffffffff,46.0,6.0,0.0
832650fffffffff,19.0,0.0,0.0
832651fffffffff,1.0,0.0,0.0
832652fffffffff,16.0,0.0,0.0
832653fffffffff,27.0,2.0,0.0
832654fffffffff,6.0,0.0,0.0
832655fffffffff,20.0,0.0,0.0
832656fffffffff,19.0,0.0,0.0
832659fffffffff,30.0,3.0,0.0
83265afffffffff,7.0,0.0,0.0
83265dfffffffff,21.0,0.0,0.0
832660fffffffff,3.0,0.0,0.0
832661fffffffff,2.0,0.0,0.0
832662fffffffff,4.0,0.0,0.0
832664fffffffff,26.0,3.0,0.0
832666fffffffff,36.0,0.0,0.0
832668fffffffff,17.0,0.0,0.0
832669fffffffff,12.0,0.0,0.0
83266afffffffff,6.0,0.0,0.0
83266bfffffffff,9.0,0.0,0.0
83266cfffffffff,8.0,0.0,0.0
83266dfffffffff,52.0,0.0,0.0
83266efffffffff,6.0,0.0,0.0
832671fffffffff,19.0,1.0,0.0
832672fffffffff,3.0,3.0,0.0
832674fffffffff,2.0,0.0,0.0
832680fffffffff,17.0,0.0,0.0
832683fffffffff,11.0,0.0,0.0
832684fffffffff,6.0,0.0,0.0
832688fffffffff,5.0,0.0,0.0
83268afffffffff,1.0,0.0,0.0
83268bfffffffff,14.0,0.0,0.0
83268cfffffffff,3.0,0.0,0.0
83268dfffffffff,8.0,0.0,0.0
83268efffffffff,1.0,0.0,0.0
832690fffffffff,22.0,0.0,0.0
832692fffffffff,13.0,0.0,0.0
832694fffffffff,64.0,0.0,0.0
832696fffffffff,81.0,0.0,0.0
832698fffffffff,30.0,0.0,0.0
832699fffffffff,1.0,0.0,0.0
83269cfffffffff,27.0,0.0,0.0
83269dfffffffff,7.0,0.0,0.0
83269efffffffff,3.0,0.0,0.0
8326a5fffffffff,1.0,0.0,0.0
8326a8fffffffff,1.0,0.0,0.0
8326a9fffffffff,9.0,0.0,0.0
8326abfffffffff,1.0,0.0,0.0
8326acfffffffff,2.0,0.0,0.0
8326c1fffffffff,14.0,0.0,0.0
8326c5fffffffff,2.0,0.0,0.0
8326c6fffffffff,2.0,0.0,0.0
8326c8fffffffff,29.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0
8326cafffffffff,2.0,0.0,0.0
8326cbfffffffff,7.0,0.0,0.0
8326cdfffffffff,1.0,0.0,0.0
8326d1fffffffff,3.0,0.0,0.0
8326d3fffffffff,24.0,0.0,0.0
8326d4fffffffff,3.0,0.0,0.0
8326d5fffffffff,16.0,0.0,0.0
8326d9fffffffff,18.0,0.0,0.0
8326dafffffffff,2.0,0.0,0.0
8326dbfffffffff,4.0,0.0,0.0
8326defffffffff,12.0,0.0,0.0
8326e0fffffffff,2.0,0.0,0.0
8326e2fffffffff,2.0,0.0,0.0
8326e3fffffffff,4.0,0.0,0.0
8326e5fffffffff,2.0,0.0,0.0
8326ecfffffffff,10.0,0.0,0.0
8326edfffffffff,3.0,0.0,0.0
8326eefffffffff,3.0,0.0,0.0
8326f0fffffffff,1.0,0.0,0.0
8326f2fffffffff,7.0,0.0,0.0
8326f3fffffffff,3.0,0.0,0.0
8326f4fffffffff,10.0,0.0,0.0
8326f6fffffffff,12.0,0.0,0.0
832702fffffffff,8.0,0.0,0.0
83270efffffffff,17.0,5.0,0.0
832711fffffffff,9.0,0.0,0.0
832713fffffffff,3.0,0.0,0.0
832718fffffffff,12.0,0.0,0.0
832719fffffffff,7.0,0.0,0.0
83271cfffffffff,4.0,0.0,0.0
832740fffffffff,10.0,0.0,0.0
832741fffffffff,22.0,0.0,0.0
832742fffffffff,2.0,0.0,0.0
832743fffffffff,9.0,0.0,0.0
832744fffffffff,3.0,0.0,0.0
832745fffffffff,2.0,2.0,0.0
832746fffffffff,14.0,0.0,0.0
832748fffffffff,37.0,0.0,0.0
832749fffffffff,37.0,0.0,0.0
83274afffffffff,30.0,0.0,0.0
83274bfffffffff,40.0,0.0,0.0
83274cfffffffff,6.0,0.0,0.0
83274dfffffffff,28.0,0.0,0.0
83274efffffffff,83.0,0.0,0.0
832751fffffffff,1.0,0.0,0.0
832752fffffffff,10.0,0.0,0.0
832753fffffffff,2.0,0.0,0.0
832754fffffffff,6.0,0.0,0.0
832755fffffffff,5.0,0.0,0.0
832756fffffffff,16.0,0.0,0.0
832758fffffffff,23.0,0.0,0.0
832759fffffffff,39.0,1.0,0.0
83275afffffffff,3.0,0.0,0.0
83275bfffffffff,3.0,0.0,0.0
83275cfffffffff,15.0,0.0,0.0
83275dfffffffff,10.0,0.0,0.0
832763fffffffff,3.0,0.0,0.0
832768fffffffff,4.0,0.0,0.0
832769fffffffff,5.0,0.0,0.0
83276afffffffff,9.0,0.0,0.0
83276bfffffffff,62.0,0.0,0.0
83276dfffffffff,3.0,2.0,0.0
83276efffffffff,4.0,0.0,0.0
832771fffffffff,2.0,0.0,0.0
832773fffffffff,2.0,0.0,0.0
832780fffffffff,1.0,0.0,0.0
832782fffffffff,2.0,0.0,0.0
832785fffffffff,11.0,2.0,0.0
832786fffffffff,2.0,0.0,0.0
832788fffffffff,4.0,0.0,0.0
83278cfffffffff,3.0,0.0,0.0
8327a0fffffffff,12.0,0.0,0.0
8327a2fffffffff,1.0,0.0,0.0
8327a4fffffffff,4.0,0.0,0.0
8327a8fffffffff,15.0,0.0,0.0
8327aafffffffff,2.0,0.0,0.0
8327abfffffffff,10.0,0.0,0.0
8327adfffffffff,1.0,0.0,0.0
8327aefffffffff,8.0,0.0,0.0
8327b0fffffffff,2.0,0.0,0.0
8327b1fffffffff,1.0,0.0,0.0
8327b6fffffffff,6.0,0.0,0.0
832802fffffffff,12.0,0.0,0.0
832803fffffffff,1.0,0.0,0.0
832810fffffffff,99.0,0.0,0.0
832811fffffffff,3.0,0.0,0.0
