cell_id,Cyclarhis gujanensis,Cyclarhis gujanensis [gujanensis Group],Cyclarhis gujanensis insularis,Cyclarhis gujanensis [virenticeps Group],Cyclarhis gujanensis viridis/cearensis,Cyclarhis gujanensis ochrocephala
846d2d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846d2e5ffffffff,10.0,3.0,0.0,0.0,0.0,0.0
846d315ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846d36dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d645ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
846d6bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480007ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
848030dffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8481339ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
848a059ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
848b205ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
848b20bffffffff,4.0,4.0,0.0,0.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b22dffffffff,6.0,6.0,0.0,0.0,0.0,0.0
848b251ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
848b259ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
848b25dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
848b2c9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
848b52dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
848b693ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b69bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b713ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e6c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f0d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f2cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f4b3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
848f745ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a815bffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84a8599ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84a85d3ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84a92cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84a95edffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a9611ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84a9613ffffffff,61.0,0.0,0.0,0.0,0.0,0.0
84a9617ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84a9619ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84a9653ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84a96c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a96e9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b248bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2499ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84b249bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b249dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84b24cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b24d1ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
84b24d3ffffffff,163.0,0.0,0.0,0.0,0.0,0.0
84b24d5ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84b24d7ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84b24d9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b24dbffffffff,197.0,0.0,0.0,0.0,0.0,0.0
84b24ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2591ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b25cdffffffff,1.0,0.0,0.0,0.0,1.0,0.0
84b2687ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b268bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b268dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2691ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84b2693ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84b2695ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b2699ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b269bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b26a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b26b1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b26b9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b26bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b26bdffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84b26c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b26d1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b26d7ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b26ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b270bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2e91ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b2e9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2ebbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2ecbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2eebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b32c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3425ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b35adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3663ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b366dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c2c91ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84c2c93ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c2c97ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84c2c99ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
84c2c9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2cadffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2cd3ffffffff,111.0,0.0,0.0,0.0,0.0,0.0
84c2e31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c2e33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c2e37ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84c2e3dffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84c2e99ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c2ebbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c34bdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3555ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c360dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
