cell_id,Limosa limosa,Limosa limosa islandica,Limosa limosa limosa,Limosa limosa melanuroides,Limosa limosa bohaii
840130bffffffff,2.0,0.0,0.0,0.0,0.0
840131dffffffff,2.0,0.0,0.0,0.0,0.0
8401355ffffffff,4.0,3.0,0.0,0.0,0.0
840135bffffffff,4.0,0.0,0.0,0.0,0.0
8407411ffffffff,74.0,28.0,0.0,0.0,0.0
8407417ffffffff,59.0,9.0,0.0,0.0,0.0
8407419ffffffff,5.0,0.0,0.0,0.0,0.0
840741dffffffff,6.0,0.0,0.0,0.0,0.0
8407421ffffffff,2.0,2.0,0.0,0.0,0.0
8407425ffffffff,84.0,39.0,0.0,0.0,0.0
8407427ffffffff,48.0,16.0,0.0,0.0,0.0
840742dffffffff,24.0,16.0,0.0,0.0,0.0
8407431ffffffff,47.0,8.0,0.0,0.0,0.0
8407433ffffffff,255.0,32.0,0.0,0.0,0.0
8407437ffffffff,79.0,12.0,0.0,0.0,0.0
8407439ffffffff,1.0,0.0,0.0,0.0,0.0
840743bffffffff,61.0,8.0,0.0,0.0,0.0
840744bffffffff,17.0,5.0,0.0,0.0,0.0
840744dffffffff,2.0,0.0,0.0,0.0,0.0
8407451ffffffff,1.0,1.0,0.0,0.0,0.0
8407455ffffffff,2.0,0.0,0.0,0.0,0.0
8407457ffffffff,1.0,0.0,0.0,0.0,0.0
840745dffffffff,4.0,0.0,0.0,0.0,0.0
8407461ffffffff,241.0,83.0,0.0,0.0,0.0
8407465ffffffff,284.0,63.0,0.0,0.0,0.0
8407467ffffffff,74.0,23.0,0.0,0.0,0.0
840746dffffffff,65.0,13.0,0.0,0.0,0.0
84074e9ffffffff,2.0,2.0,0.0,0.0,0.0
84074edffffffff,33.0,8.0,0.0,0.0,0.0
8407513ffffffff,17.0,1.0,0.0,0.0,0.0
8407519ffffffff,3.0,3.0,0.0,0.0,0.0
840751bffffffff,19.0,1.0,0.0,0.0,0.0
8407551ffffffff,14.0,2.0,0.0,0.0,0.0
8407553ffffffff,11.0,6.0,0.0,0.0,0.0
8407559ffffffff,7.0,0.0,0.0,0.0,0.0
840755bffffffff,64.0,9.0,0.0,0.0,0.0
840755dffffffff,37.0,21.0,0.0,0.0,0.0
8407581ffffffff,2.0,0.0,0.0,0.0,0.0
8407589ffffffff,124.0,35.0,0.0,0.0,0.0
840758dffffffff,79.0,27.0,0.0,0.0,0.0
84075c1ffffffff,9.0,2.0,0.0,0.0,0.0
84075c3ffffffff,84.0,29.0,0.0,0.0,0.0
84075c5ffffffff,45.0,6.0,0.0,0.0,0.0
84075c7ffffffff,30.0,8.0,0.0,0.0,0.0
84075c9ffffffff,6.0,0.0,0.0,0.0,0.0
84075cbffffffff,101.0,25.0,0.0,0.0,0.0
84075cdffffffff,4.0,0.0,0.0,0.0,0.0
84075d1ffffffff,189.0,42.0,0.0,0.0,0.0
84075d9ffffffff,41.0,15.0,0.0,0.0,0.0
84075ddffffffff,223.0,47.0,0.0,0.0,0.0
84075e1ffffffff,23.0,4.0,0.0,0.0,0.0
84075e3ffffffff,17.0,4.0,0.0,0.0,0.0
84075e7ffffffff,13.0,10.0,0.0,0.0,0.0
84075e9ffffffff,8.0,3.0,0.0,0.0,0.0
84075ebffffffff,66.0,27.0,0.0,0.0,0.0
84075edffffffff,97.0,6.0,0.0,0.0,0.0
8407621ffffffff,16.0,8.0,0.0,0.0,0.0
8407623ffffffff,68.0,27.0,0.0,0.0,0.0
8407625ffffffff,29.0,4.0,0.0,0.0,0.0
8407627ffffffff,10.0,7.0,0.0,0.0,0.0
8407635ffffffff,109.0,58.0,0.0,0.0,0.0
8407703ffffffff,51.0,30.0,0.0,0.0,0.0
8407711ffffffff,6.0,3.0,0.0,0.0,0.0
8407713ffffffff,7.0,0.0,0.0,0.0,0.0
8407715ffffffff,13.0,11.0,0.0,0.0,0.0
8407717ffffffff,2.0,0.0,0.0,0.0,0.0
8407719ffffffff,17.0,2.0,0.0,0.0,0.0
840771bffffffff,7.0,2.0,0.0,0.0,0.0
840771dffffffff,4.0,0.0,0.0,0.0,0.0
8407731ffffffff,150.0,73.0,0.0,0.0,0.0
8407733ffffffff,347.0,160.0,0.0,0.0,0.0
8407739ffffffff,48.0,31.0,0.0,0.0,0.0
840773bffffffff,154.0,75.0,0.0,0.0,0.0
8407753ffffffff,41.0,12.0,0.0,0.0,0.0
8408065ffffffff,2.0,0.0,0.0,0.0,0.0
8408151ffffffff,2.0,0.0,0.0,0.0,0.0
8408153ffffffff,3.0,0.0,0.0,0.0,0.0
8408159ffffffff,2.0,0.0,0.0,0.0,0.0
840815bffffffff,6.0,0.0,0.0,0.0,0.0
840829bffffffff,1.0,0.0,0.0,0.0,0.0
8408339ffffffff,2.0,0.0,0.0,0.0,0.0
8408845ffffffff,2.0,0.0,0.0,0.0,0.0
8408855ffffffff,4.0,0.0,0.0,0.0,0.0
8408863ffffffff,1.0,0.0,0.0,0.0,0.0
840886bffffffff,6.0,0.0,0.0,0.0,0.0
8408889ffffffff,1.0,0.0,0.0,0.0,0.0
8408901ffffffff,3.0,0.0,0.0,0.0,0.0
8408961ffffffff,2.0,0.0,0.0,0.0,0.0
8408965ffffffff,3.0,0.0,0.0,0.0,0.0
840898bffffffff,6.0,0.0,0.0,0.0,0.0
8408997ffffffff,16.0,0.0,0.0,0.0,0.0
8408999ffffffff,4.0,0.0,2.0,0.0,0.0
84089a5ffffffff,10.0,0.0,0.0,0.0,0.0
84089a9ffffffff,65.0,0.0,3.0,0.0,0.0
84089abffffffff,13.0,0.0,0.0,0.0,0.0
84089adffffffff,8.0,0.0,0.0,0.0,0.0
84089b1ffffffff,3.0,0.0,0.0,0.0,0.0
84089b7ffffffff,1.0,0.0,0.0,0.0,0.0
84089d3ffffffff,4.0,0.0,0.0,0.0,0.0
84089e3ffffffff,42.0,0.0,0.0,0.0,0.0
8408b11ffffffff,2.0,0.0,0.0,0.0,0.0
8408b35ffffffff,1.0,0.0,0.0,0.0,0.0
8408b3dffffffff,6.0,0.0,0.0,0.0,0.0
8408b63ffffffff,1.0,0.0,0.0,0.0,0.0
8408d11ffffffff,2.0,0.0,0.0,0.0,0.0
8408d19ffffffff,117.0,0.0,5.0,0.0,0.0
8408d51ffffffff,2.0,0.0,0.0,0.0,0.0
8408d55ffffffff,1.0,0.0,0.0,0.0,0.0
8408d57ffffffff,7.0,0.0,3.0,0.0,0.0
8408ed3ffffffff,2.0,0.0,0.0,0.0,0.0
8409819ffffffff,1.0,0.0,0.0,0.0,0.0
8409821ffffffff,17.0,0.0,2.0,0.0,0.0
8409917ffffffff,2.0,0.0,0.0,0.0,0.0
840991bffffffff,9.0,0.0,0.0,0.0,0.0
8409981ffffffff,2.0,0.0,0.0,0.0,0.0
8409993ffffffff,1.0,0.0,1.0,0.0,0.0
84099b9ffffffff,2.0,2.0,0.0,0.0,0.0
8409a09ffffffff,4.0,0.0,0.0,0.0,0.0
8409a45ffffffff,2.0,0.0,0.0,0.0,0.0
8409a47ffffffff,5.0,0.0,0.0,0.0,0.0
8409a4dffffffff,10.0,0.0,0.0,0.0,0.0
8409a55ffffffff,1.0,0.0,0.0,0.0,0.0
8409a69ffffffff,17.0,0.0,0.0,0.0,0.0
840bb1dffffffff,1.0,0.0,0.0,0.0,0.0
8410041ffffffff,2.0,0.0,0.0,0.0,0.0
8410167ffffffff,2.0,0.0,0.0,0.0,0.0
8410231ffffffff,3.0,0.0,0.0,0.0,0.0
8410c23ffffffff,9.0,0.0,0.0,0.0,0.0
8410d5bffffffff,1.0,0.0,0.0,0.0,0.0
8410dc1ffffffff,1.0,0.0,0.0,0.0,0.0
8410dc9ffffffff,14.0,0.0,2.0,0.0,0.0
8410de1ffffffff,1.0,0.0,0.0,0.0,0.0
8410f29ffffffff,1.0,0.0,0.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0,0.0,0.0
841103bffffffff,16.0,0.0,0.0,0.0,0.0
8411061ffffffff,20.0,0.0,0.0,0.0,0.0
8411069ffffffff,3.0,0.0,0.0,0.0,0.0
841106bffffffff,5.0,0.0,0.0,0.0,0.0
84110ebffffffff,5.0,0.0,0.0,0.0,0.0
8411169ffffffff,26.0,0.0,0.0,0.0,0.0
841116dffffffff,9.0,0.0,0.0,0.0,0.0
84111c5ffffffff,2.0,0.0,0.0,0.0,0.0
8411261ffffffff,2.0,0.0,0.0,0.0,0.0
8411269ffffffff,5.0,0.0,0.0,0.0,0.0
841126dffffffff,7.0,0.0,4.0,0.0,0.0
8411289ffffffff,1.0,0.0,0.0,0.0,0.0
84112adffffffff,3.0,0.0,2.0,0.0,0.0
84112ebffffffff,4.0,0.0,0.0,0.0,0.0
841134dffffffff,2.0,0.0,0.0,0.0,0.0
8411369ffffffff,2.0,0.0,0.0,0.0,0.0
8411813ffffffff,32.0,0.0,10.0,0.0,0.0
841181bffffffff,4.0,0.0,2.0,0.0,0.0
841181dffffffff,1.0,0.0,0.0,0.0,0.0
8411853ffffffff,2.0,0.0,0.0,0.0,0.0
841188dffffffff,2.0,0.0,0.0,0.0,0.0
8411897ffffffff,5.0,0.0,0.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0,0.0,0.0
84118cdffffffff,4.0,0.0,0.0,0.0,0.0
84118e9ffffffff,12.0,0.0,6.0,0.0,0.0
8411aabffffffff,27.0,0.0,3.0,0.0,0.0
8411ab1ffffffff,4.0,0.0,0.0,0.0,0.0
8411ab5ffffffff,10.0,0.0,3.0,0.0,0.0
8411ab9ffffffff,1.0,0.0,1.0,0.0,0.0
8411abdffffffff,11.0,0.0,2.0,0.0,0.0
8411ae3ffffffff,143.0,0.0,72.0,0.0,0.0
8411ae5ffffffff,2.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,24.0,0.0,18.0,0.0,0.0
8414995ffffffff,2.0,0.0,0.0,0.0,0.0
8414c87ffffffff,2.0,0.0,0.0,0.0,0.0
8415901ffffffff,2.0,0.0,0.0,0.0,0.0
8415909ffffffff,2.0,0.0,0.0,0.0,0.0
8415915ffffffff,2.0,0.0,0.0,0.0,0.0
8415925ffffffff,2.0,0.0,0.0,0.0,0.0
8415927ffffffff,5.0,0.0,0.0,1.0,0.0
8415929ffffffff,22.0,0.0,0.0,4.0,0.0
841592bffffffff,13.0,0.0,0.0,6.0,0.0
8415953ffffffff,2.0,0.0,0.0,0.0,0.0
841598bffffffff,9.0,0.0,0.0,8.0,0.0
8415b07ffffffff,20.0,0.0,0.0,0.0,0.0
8415b31ffffffff,1.0,0.0,0.0,0.0,0.0
8415b33ffffffff,1.0,0.0,0.0,1.0,0.0
8415b65ffffffff,3.0,0.0,0.0,0.0,0.0
8416303ffffffff,2.0,0.0,0.0,2.0,0.0
