cell_id,Myioborus ornatus,Myioborus ornatus chrysops,Myioborus ornatus ornatus
82660ffffffffff,1464.0,0.0,55.0
82661ffffffffff,5065.0,284.0,0.0
8266c7fffffffff,920.0,7.0,0.0
8266d7fffffffff,40.0,3.0,0.0
8266e7fffffffff,11764.0,485.0,138.0
8266f7fffffffff,572.0,2.0,0.0
