cell_id,Corvus macrorhynchos,Corvus macrorhynchos [macrorhynchos Group],Corvus macrorhynchos culminatus,Corvus macrorhynchos levaillantii
8330cefffffffff,19.0,4.0,0.0,0.0
8330d0fffffffff,3.0,1.0,0.0,0.0
8330d1fffffffff,94.0,3.0,0.0,0.0
8330d3fffffffff,3.0,0.0,0.0,0.0
8330d5fffffffff,4.0,0.0,0.0,0.0
8330d8fffffffff,20.0,0.0,0.0,0.0
8330d9fffffffff,95.0,2.0,0.0,0.0
8330dafffffffff,7.0,0.0,0.0,0.0
8330dbfffffffff,6.0,0.0,0.0,0.0
8330ddfffffffff,1.0,0.0,0.0,0.0
8330e0fffffffff,533.0,28.0,0.0,0.0
8330e1fffffffff,766.0,32.0,0.0,0.0
8330e2fffffffff,167.0,4.0,0.0,0.0
8330e3fffffffff,205.0,4.0,0.0,0.0
8330e4fffffffff,14.0,0.0,0.0,0.0
8330e5fffffffff,236.0,5.0,0.0,0.0
8330e8fffffffff,31.0,0.0,0.0,0.0
8330eafffffffff,41.0,2.0,0.0,0.0
8330ecfffffffff,70.0,0.0,0.0,0.0
8330eefffffffff,13.0,0.0,0.0,0.0
8330f3fffffffff,5.0,0.0,0.0,0.0
833113fffffffff,3.0,1.0,0.0,0.0
833142fffffffff,1.0,0.0,0.0,0.0
833145fffffffff,1.0,1.0,0.0,0.0
833146fffffffff,1.0,0.0,0.0,0.0
833150fffffffff,1.0,1.0,0.0,0.0
833155fffffffff,4.0,0.0,0.0,0.0
833159fffffffff,10.0,1.0,0.0,0.0
83315bfffffffff,77.0,8.0,0.0,0.0
833161fffffffff,2.0,0.0,0.0,0.0
833163fffffffff,2.0,0.0,0.0,0.0
83316cfffffffff,174.0,55.0,0.0,0.0
83316dfffffffff,6.0,0.0,0.0,0.0
83316efffffffff,49.0,10.0,0.0,0.0
833181fffffffff,40.0,27.0,0.0,0.0
833185fffffffff,791.0,570.0,0.0,0.0
83318cfffffffff,2.0,0.0,0.0,0.0
83318dfffffffff,3.0,3.0,0.0,0.0
833191fffffffff,2.0,2.0,0.0,0.0
833192fffffffff,19.0,2.0,0.0,0.0
833196fffffffff,3.0,0.0,0.0,0.0
8331a3fffffffff,8.0,8.0,0.0,0.0
8331a8fffffffff,161.0,90.0,0.0,0.0
8331aafffffffff,1043.0,522.0,0.0,0.0
8331abfffffffff,4.0,4.0,0.0,0.0
8331aefffffffff,40.0,17.0,0.0,0.0
833c00fffffffff,54.0,13.0,0.0,0.0
833c01fffffffff,2.0,2.0,0.0,0.0
833c02fffffffff,2838.0,99.0,317.0,0.0
833c03fffffffff,72.0,13.0,0.0,2.0
833c06fffffffff,224.0,48.0,7.0,0.0
833c08fffffffff,7.0,0.0,0.0,0.0
833c0afffffffff,1153.0,28.0,0.0,0.0
833c0bfffffffff,1134.0,0.0,0.0,0.0
833c0cfffffffff,3.0,2.0,0.0,0.0
833c0dfffffffff,2.0,0.0,0.0,0.0
833c0efffffffff,39.0,2.0,0.0,0.0
833c11fffffffff,99.0,0.0,5.0,0.0
833c13fffffffff,42.0,0.0,5.0,0.0
833c14fffffffff,12.0,0.0,8.0,0.0
833c15fffffffff,459.0,1.0,134.0,2.0
833c16fffffffff,74.0,0.0,1.0,0.0
833c18fffffffff,30.0,0.0,12.0,0.0
833c19fffffffff,394.0,23.0,0.0,2.0
833c1afffffffff,34.0,0.0,9.0,0.0
833c1bfffffffff,124.0,0.0,14.0,0.0
833c1cfffffffff,369.0,0.0,306.0,0.0
833c1dfffffffff,1055.0,83.0,16.0,11.0
833c1efffffffff,108.0,0.0,54.0,0.0
833c30fffffffff,39.0,0.0,0.0,0.0
833c31fffffffff,316.0,98.0,19.0,0.0
833c32fffffffff,16.0,0.0,1.0,0.0
833c33fffffffff,446.0,2.0,67.0,0.0
833c34fffffffff,40.0,0.0,2.0,0.0
833c35fffffffff,6.0,2.0,0.0,0.0
833c36fffffffff,150.0,0.0,37.0,0.0
833c40fffffffff,2.0,0.0,0.0,0.0
833c41fffffffff,2.0,0.0,0.0,0.0
833c42fffffffff,39.0,7.0,0.0,0.0
833c43fffffffff,61.0,44.0,0.0,0.0
833c4afffffffff,3.0,0.0,0.0,0.0
833c51fffffffff,2.0,0.0,0.0,0.0
833c52fffffffff,663.0,0.0,0.0,2.0
833c53fffffffff,20.0,0.0,0.0,0.0
833c56fffffffff,10.0,2.0,0.0,0.0
833c58fffffffff,323.0,0.0,0.0,48.0
833c59fffffffff,281.0,0.0,0.0,66.0
833c5afffffffff,918.0,0.0,0.0,400.0
833c5bfffffffff,70.0,0.0,0.0,2.0
833c5cfffffffff,140.0,23.0,0.0,0.0
833c5dfffffffff,8.0,4.0,0.0,0.0
833c5efffffffff,57.0,0.0,0.0,7.0
833c64fffffffff,2.0,0.0,0.0,0.0
833c66fffffffff,3.0,0.0,0.0,0.0
833c68fffffffff,6.0,6.0,0.0,0.0
833c6afffffffff,67.0,24.0,0.0,0.0
833c6bfffffffff,4.0,0.0,0.0,0.0
833c6efffffffff,5.0,0.0,0.0,0.0
833c70fffffffff,5.0,0.0,0.0,0.0
833c72fffffffff,4.0,0.0,0.0,0.0
833c80fffffffff,62.0,0.0,0.0,0.0
833c81fffffffff,9.0,0.0,0.0,0.0
833c82fffffffff,2.0,0.0,0.0,0.0
833c83fffffffff,118.0,0.0,0.0,0.0
833c84fffffffff,10.0,0.0,0.0,0.0
833c85fffffffff,2.0,0.0,0.0,0.0
833c86fffffffff,1.0,0.0,0.0,0.0
833c88fffffffff,209.0,0.0,0.0,0.0
833c89fffffffff,495.0,0.0,182.0,0.0
833c8afffffffff,24.0,0.0,0.0,0.0
833c8cfffffffff,50.0,0.0,0.0,0.0
833c8dfffffffff,191.0,0.0,72.0,0.0
833c8efffffffff,1096.0,0.0,0.0,0.0
833c90fffffffff,207.0,0.0,36.0,0.0
833c91fffffffff,32.0,0.0,0.0,0.0
833c92fffffffff,584.0,0.0,0.0,0.0
833c93fffffffff,778.0,0.0,0.0,0.0
833c94fffffffff,241.0,0.0,8.0,0.0
833c95fffffffff,17.0,0.0,0.0,0.0
833c96fffffffff,61.0,0.0,0.0,0.0
833c9cfffffffff,76.0,0.0,0.0,0.0
833c9dfffffffff,268.0,0.0,0.0,0.0
833c9efffffffff,46.0,0.0,0.0,0.0
833ca0fffffffff,10.0,0.0,2.0,0.0
833ca1fffffffff,6.0,0.0,0.0,0.0
833ca2fffffffff,97.0,0.0,7.0,0.0
833ca3fffffffff,13.0,0.0,0.0,0.0
833ca4fffffffff,124.0,0.0,19.0,0.0
833ca5fffffffff,19.0,0.0,0.0,0.0
833ca6fffffffff,11.0,0.0,0.0,0.0
833ca8fffffffff,25.0,0.0,3.0,0.0
833ca9fffffffff,8.0,0.0,0.0,0.0
833cabfffffffff,9.0,0.0,4.0,0.0
833cacfffffffff,15.0,0.0,4.0,0.0
833cadfffffffff,35.0,0.0,6.0,0.0
833caefffffffff,20.0,0.0,0.0,0.0
833cb0fffffffff,112.0,0.0,4.0,0.0
833cb1fffffffff,522.0,0.0,2.0,0.0
833cb2fffffffff,16.0,0.0,0.0,0.0
833cb3fffffffff,172.0,0.0,5.0,0.0
833cb4fffffffff,394.0,0.0,19.0,0.0
833cb5fffffffff,1204.0,0.0,131.0,0.0
833cb6fffffffff,166.0,0.0,0.0,0.0
833cc0fffffffff,21.0,0.0,0.0,0.0
833cc1fffffffff,2.0,0.0,0.0,0.0
833cc2fffffffff,90.0,0.0,0.0,0.0
833cc3fffffffff,9.0,0.0,0.0,3.0
833cc4fffffffff,547.0,0.0,0.0,10.0
833cc5fffffffff,171.0,0.0,0.0,46.0
833cc6fffffffff,186.0,0.0,0.0,0.0
833cc8fffffffff,2.0,0.0,0.0,0.0
833ccafffffffff,6.0,0.0,0.0,0.0
833ccbfffffffff,9.0,0.0,0.0,1.0
833cccfffffffff,7.0,0.0,0.0,0.0
833ccdfffffffff,4.0,0.0,0.0,0.0
833cd1fffffffff,23.0,0.0,0.0,0.0
833cd4fffffffff,35.0,0.0,0.0,0.0
833cd5fffffffff,38.0,0.0,0.0,2.0
833cd8fffffffff,69.0,0.0,0.0,16.0
833cd9fffffffff,37.0,0.0,0.0,6.0
833cdbfffffffff,9.0,0.0,0.0,9.0
833cdcfffffffff,12.0,0.0,0.0,0.0
833cddfffffffff,4.0,0.0,0.0,0.0
833ce0fffffffff,62.0,0.0,0.0,9.0
833ce1fffffffff,1066.0,0.0,0.0,72.0
833ce2fffffffff,78.0,0.0,0.0,0.0
833ce3fffffffff,327.0,0.0,0.0,5.0
833ce4fffffffff,282.0,3.0,0.0,2.0
833ce5fffffffff,1140.0,0.0,0.0,72.0
833ce6fffffffff,8.0,0.0,0.0,0.0
833ce8fffffffff,59.0,0.0,0.0,0.0
833ce9fffffffff,32.0,0.0,0.0,0.0
833ceafffffffff,11.0,0.0,0.0,0.0
833cebfffffffff,10.0,0.0,0.0,0.0
833cecfffffffff,1877.0,0.0,0.0,685.0
833cedfffffffff,205.0,0.0,0.0,56.0
833ceefffffffff,22.0,0.0,0.0,10.0
833cf0fffffffff,191.0,0.0,67.0,0.0
833cf1fffffffff,2194.0,0.0,0.0,0.0
833cf2fffffffff,2789.0,0.0,515.0,0.0
833cf3fffffffff,117.0,0.0,0.0,8.0
833cf4fffffffff,194.0,0.0,8.0,8.0
833cf5fffffffff,9.0,0.0,0.0,0.0
833cf6fffffffff,155.0,0.0,29.0,0.0
833d02fffffffff,11.0,0.0,0.0,0.0
833d06fffffffff,1.0,0.0,0.0,0.0
833d10fffffffff,4386.0,0.0,28.0,0.0
833d11fffffffff,345.0,0.0,0.0,0.0
833d12fffffffff,46.0,0.0,6.0,0.0
833d13fffffffff,5295.0,0.0,17.0,0.0
833d14fffffffff,263.0,0.0,16.0,0.0
833d15fffffffff,756.0,6.0,0.0,0.0
833d16fffffffff,8.0,0.0,0.0,0.0
833d1afffffffff,145.0,0.0,0.0,0.0
833d1bfffffffff,7.0,0.0,0.0,0.0
833d1efffffffff,2452.0,0.0,0.0,0.0
833d22fffffffff,2.0,0.0,0.0,0.0
833d30fffffffff,450.0,0.0,44.0,0.0
833d31fffffffff,50.0,0.0,0.0,0.0
833d32fffffffff,105.0,0.0,6.0,0.0
833d33fffffffff,751.0,2.0,9.0,0.0
833d34fffffffff,806.0,132.0,0.0,0.0
833d35fffffffff,577.0,146.0,1.0,0.0
833d36fffffffff,199.0,0.0,0.0,0.0
833d80fffffffff,33.0,0.0,4.0,0.0
833d81fffffffff,19.0,0.0,0.0,0.0
833d82fffffffff,16.0,0.0,0.0,0.0
833d83fffffffff,30.0,0.0,0.0,0.0
833d84fffffffff,494.0,0.0,69.0,0.0
833d85fffffffff,453.0,0.0,143.0,0.0
833d86fffffffff,87.0,0.0,22.0,0.0
833d88fffffffff,24.0,0.0,11.0,0.0
833d89fffffffff,51.0,0.0,2.0,0.0
833d8afffffffff,30.0,0.0,2.0,0.0
833d8bfffffffff,253.0,0.0,5.0,0.0
833d8cfffffffff,170.0,0.0,30.0,0.0
833d8dfffffffff,756.0,0.0,178.0,0.0
833d90fffffffff,11.0,0.0,0.0,0.0
833d91fffffffff,127.0,0.0,13.0,0.0
833d92fffffffff,320.0,0.0,4.0,0.0
833d93fffffffff,123.0,0.0,1.0,0.0
833d94fffffffff,19.0,0.0,0.0,0.0
833d95fffffffff,1.0,0.0,0.0,0.0
833d96fffffffff,624.0,0.0,9.0,0.0
833d98fffffffff,241.0,0.0,11.0,0.0
833d99fffffffff,346.0,0.0,91.0,0.0
833d9afffffffff,235.0,0.0,26.0,0.0
833d9bfffffffff,2397.0,0.0,236.0,0.0
833d9cfffffffff,16.0,0.0,0.0,0.0
833d9dfffffffff,395.0,0.0,39.0,0.0
833d9efffffffff,1224.0,0.0,77.0,0.0
833da0fffffffff,10.0,0.0,4.0,0.0
833da1fffffffff,1432.0,0.0,150.0,0.0
833da2fffffffff,40.0,0.0,5.0,0.0
833da3fffffffff,1191.0,0.0,12.0,0.0
833da5fffffffff,43.0,0.0,8.0,0.0
833da6fffffffff,3.0,0.0,0.0,0.0
833da8fffffffff,129.0,0.0,2.0,0.0
833da9fffffffff,273.0,0.0,69.0,0.0
833daafffffffff,50.0,0.0,18.0,0.0
833dabfffffffff,37.0,0.0,0.0,0.0
833dacfffffffff,586.0,0.0,85.0,0.0
833dadfffffffff,4044.0,0.0,4.0,0.0
833daefffffffff,58.0,0.0,0.0,0.0
833db0fffffffff,218.0,0.0,8.0,0.0
833db1fffffffff,53.0,0.0,5.0,0.0
833db2fffffffff,236.0,0.0,45.0,0.0
833db3fffffffff,481.0,0.0,76.0,0.0
833db4fffffffff,3.0,0.0,1.0,0.0
833db5fffffffff,33.0,0.0,12.0,0.0
833db6fffffffff,169.0,0.0,6.0,0.0
834004fffffffff,9.0,2.0,0.0,0.0
83400afffffffff,16.0,15.0,0.0,0.0
834013fffffffff,10.0,10.0,0.0,0.0
83401dfffffffff,14.0,0.0,0.0,0.0
834020fffffffff,2.0,0.0,0.0,0.0
834022fffffffff,6.0,0.0,0.0,0.0
834026fffffffff,3.0,1.0,0.0,0.0
83402dfffffffff,37.0,0.0,0.0,0.0
83402efffffffff,2.0,2.0,0.0,0.0
834034fffffffff,6.0,1.0,0.0,0.0
834036fffffffff,3.0,0.0,0.0,0.0
834040fffffffff,5.0,4.0,0.0,0.0
834041fffffffff,6.0,6.0,0.0,0.0
834043fffffffff,4.0,2.0,0.0,0.0
834049fffffffff,30.0,0.0,0.0,0.0
83404afffffffff,1.0,0.0,0.0,0.0
83404bfffffffff,4.0,0.0,0.0,0.0
83404cfffffffff,142.0,33.0,0.0,20.0
83404dfffffffff,157.0,14.0,0.0,37.0
83404efffffffff,10.0,4.0,0.0,0.0
834052fffffffff,8.0,4.0,0.0,0.0
834058fffffffff,28.0,8.0,0.0,0.0
834059fffffffff,48.0,25.0,0.0,0.0
83405afffffffff,2.0,2.0,0.0,0.0
83405bfffffffff,12.0,0.0,0.0,0.0
83405cfffffffff,22.0,8.0,0.0,0.0
834061fffffffff,4.0,0.0,0.0,0.0
834069fffffffff,3.0,0.0,0.0,0.0
83406bfffffffff,45.0,2.0,0.0,3.0
834071fffffffff,11.0,0.0,0.0,0.0
834073fffffffff,1.0,1.0,0.0,0.0
834088fffffffff,9.0,2.0,0.0,0.0
834089fffffffff,38.0,31.0,0.0,0.0
83408dfffffffff,5.0,4.0,0.0,0.0
8340a8fffffffff,4.0,2.0,0.0,0.0
8340aefffffffff,10.0,3.0,0.0,0.0
8340b5fffffffff,7.0,4.0,0.0,0.0
8340c0fffffffff,16.0,10.0,0.0,0.0
8340c1fffffffff,50.0,37.0,0.0,0.0
8340c2fffffffff,109.0,63.0,0.0,0.0
8340c3fffffffff,3.0,0.0,0.0,0.0
8340c4fffffffff,4.0,3.0,0.0,0.0
8340c5fffffffff,250.0,156.0,0.0,0.0
8340c6fffffffff,178.0,106.0,0.0,0.0
8340c9fffffffff,1.0,0.0,0.0,0.0
8340cefffffffff,2.0,0.0,0.0,0.0
8340d3fffffffff,1.0,0.0,0.0,0.0
8340dafffffffff,2.0,2.0,0.0,0.0
8340dcfffffffff,19.0,10.0,0.0,0.0
8340defffffffff,4.0,3.0,0.0,0.0
8340e1fffffffff,131.0,93.0,0.0,0.0
8340e3fffffffff,17.0,0.0,0.0,0.0
8340e5fffffffff,5.0,0.0,0.0,0.0
8340e8fffffffff,8.0,8.0,0.0,0.0
8340ecfffffffff,55.0,42.0,0.0,0.0
8340eefffffffff,60.0,44.0,0.0,0.0
834103fffffffff,572.0,70.0,0.0,0.0
834108fffffffff,3.0,0.0,0.0,0.0
83410afffffffff,2.0,0.0,0.0,0.0
83410efffffffff,1.0,0.0,0.0,0.0
834118fffffffff,20.0,8.0,0.0,0.0
834119fffffffff,16.0,6.0,0.0,0.0
83411cfffffffff,2274.0,471.0,0.0,0.0
83411dfffffffff,20.0,13.0,0.0,0.0
83411efffffffff,2.0,0.0,0.0,0.0
834142fffffffff,71.0,0.0,0.0,0.0
83414cfffffffff,20.0,0.0,0.0,0.0
83414dfffffffff,49.0,0.0,0.0,0.0
834153fffffffff,2.0,0.0,0.0,0.0
834158fffffffff,3.0,0.0,0.0,0.0
834159fffffffff,5.0,0.0,0.0,0.0
83415afffffffff,2.0,2.0,0.0,0.0
83415efffffffff,47.0,25.0,0.0,0.0
834160fffffffff,15.0,0.0,0.0,0.0
834161fffffffff,4.0,0.0,0.0,0.0
834165fffffffff,32.0,0.0,0.0,0.0
834168fffffffff,18.0,0.0,0.0,0.0
834169fffffffff,12.0,0.0,0.0,0.0
83416afffffffff,7.0,0.0,0.0,0.0
83416bfffffffff,33.0,0.0,0.0,4.0
83416cfffffffff,19.0,0.0,0.0,0.0
83416dfffffffff,81.0,0.0,0.0,0.0
83416efffffffff,10.0,0.0,0.0,0.0
834170fffffffff,2.0,0.0,0.0,0.0
834185fffffffff,2.0,0.0,0.0,0.0
834192fffffffff,6.0,6.0,0.0,0.0
83419dfffffffff,16.0,8.0,0.0,0.0
8341a0fffffffff,11.0,0.0,0.0,0.0
8341a4fffffffff,119.0,36.0,0.0,0.0
8341a5fffffffff,26.0,5.0,0.0,0.0
8341abfffffffff,8.0,0.0,0.0,0.0
8341b6fffffffff,3.0,3.0,0.0,0.0
834249fffffffff,32.0,0.0,3.0,0.0
83425bfffffffff,2.0,0.0,0.0,0.0
834269fffffffff,42.0,0.0,0.0,0.0
8342c0fffffffff,51.0,0.0,8.0,0.0
8342c1fffffffff,46.0,0.0,16.0,0.0
8342c2fffffffff,242.0,0.0,100.0,0.0
8342c3fffffffff,19.0,0.0,1.0,0.0
8342c6fffffffff,50.0,0.0,11.0,0.0
8342c8fffffffff,75.0,0.0,12.0,0.0
8342c9fffffffff,15.0,0.0,0.0,0.0
8342cafffffffff,440.0,0.0,121.0,0.0
8342cbfffffffff,60.0,0.0,9.0,0.0
8342ccfffffffff,729.0,0.0,176.0,0.0
8342cdfffffffff,96.0,0.0,12.0,0.0
8342cefffffffff,1143.0,0.0,325.0,0.0
8342d1fffffffff,39.0,0.0,8.0,0.0
8342d9fffffffff,873.0,0.0,242.0,0.0
8342dbfffffffff,1277.0,0.0,275.0,0.0
8342dcfffffffff,399.0,0.0,161.0,0.0
8342ddfffffffff,91.0,0.0,35.0,0.0
8342eafffffffff,12.0,0.0,7.0,0.0
8342ebfffffffff,228.0,0.0,17.0,0.0
834a24fffffffff,209.0,44.0,0.0,0.0
834a26fffffffff,369.0,67.0,0.0,0.0
834b0bfffffffff,11.0,5.0,0.0,0.0
834b1bfffffffff,7.0,7.0,0.0,0.0
834b26fffffffff,1.0,1.0,0.0,0.0
834b30fffffffff,1.0,1.0,0.0,0.0
834b56fffffffff,159.0,63.0,0.0,0.0
834b60fffffffff,16.0,0.0,0.0,0.0
834b61fffffffff,2.0,0.0,0.0,0.0
834b62fffffffff,106.0,53.0,0.0,0.0
834b64fffffffff,57.0,2.0,0.0,0.0
834b65fffffffff,66.0,5.0,0.0,0.0
834b66fffffffff,121.0,32.0,0.0,0.0
834b6dfffffffff,32.0,2.0,0.0,0.0
834b73fffffffff,2.0,0.0,0.0,0.0
834b75fffffffff,509.0,209.0,0.0,0.0
834b84fffffffff,324.0,8.0,0.0,0.0
834b86fffffffff,3.0,0.0,0.0,0.0
834ba0fffffffff,5358.0,621.0,0.0,0.0
834ba1fffffffff,442.0,11.0,0.0,0.0
834ba2fffffffff,6490.0,353.0,0.0,0.0
834ba3fffffffff,3094.0,150.0,0.0,0.0
834ba5fffffffff,8.0,0.0,0.0,0.0
834ba6fffffffff,2.0,0.0,0.0,0.0
834ba8fffffffff,193.0,15.0,0.0,0.0
834ba9fffffffff,12.0,0.0,0.0,0.0
834baefffffffff,1.0,0.0,0.0,0.0
834bb1fffffffff,150.0,7.0,0.0,0.0
836002fffffffff,8857.0,0.0,2605.0,0.0
836004fffffffff,957.0,0.0,278.0,0.0
836006fffffffff,8565.0,0.0,1849.0,0.0
836010fffffffff,192.0,0.0,0.0,0.0
836011fffffffff,2637.0,0.0,278.0,0.0
836012fffffffff,52.0,0.0,0.0,0.0
836013fffffffff,318.0,0.0,37.0,0.0
836014fffffffff,14996.0,0.0,566.0,0.0
836015fffffffff,7993.0,0.0,826.0,0.0
836016fffffffff,18466.0,0.0,738.0,0.0
83601afffffffff,5.0,0.0,3.0,0.0
83601efffffffff,4046.0,0.0,161.0,0.0
836022fffffffff,11582.0,0.0,2181.0,0.0
836026fffffffff,4584.0,0.0,639.0,0.0
836030fffffffff,1943.0,0.0,266.0,0.0
836031fffffffff,19499.0,0.0,4786.0,0.0
836032fffffffff,19232.0,0.0,171.0,0.0
836033fffffffff,15679.0,0.0,2482.0,0.0
836034fffffffff,717.0,0.0,54.0,0.0
836035fffffffff,2650.0,0.0,1125.0,0.0
836036fffffffff,2733.0,0.0,799.0,0.0
836080fffffffff,76.0,0.0,0.0,0.0
836081fffffffff,29.0,0.0,0.0,0.0
836082fffffffff,6.0,0.0,0.0,0.0
836083fffffffff,4.0,0.0,0.0,0.0
836084fffffffff,192.0,0.0,0.0,0.0
836085fffffffff,16.0,0.0,0.0,0.0
836086fffffffff,4.0,0.0,0.0,0.0
836088fffffffff,5985.0,0.0,0.0,0.0
836089fffffffff,16.0,0.0,0.0,0.0
83608afffffffff,315.0,0.0,49.0,0.0
83608bfffffffff,9851.0,0.0,2888.0,0.0
83608cfffffffff,230.0,0.0,6.0,0.0
83608dfffffffff,225.0,0.0,10.0,0.0
83608efffffffff,1436.0,0.0,0.0,0.0
836090fffffffff,10.0,0.0,0.0,0.0
836091fffffffff,21.0,0.0,0.0,0.0
