cell_id,Turdus javanicus,Turdus javanicus loeseri,Turdus javanicus indrapurae,Turdus javanicus fumidus/biesenbachi,Turdus javanicus javanicus,Turdus javanicus whiteheadi/stresemanni,Turdus javanicus seebohmi
82652ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
826817fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,20.0
828c17fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
828cd7fffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
828d87fffffffff,12.0,0.0,0.0,0.0,0.0,4.0,0.0
828d8ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
