cell_id,Calidris alpina,Calidris alpina pacifica/arcticola,Calidris alpina hudsonia,Calidris alpina arctica,Calidris alpina schinzii,Calidris alpina alpina/centralis,Calidris alpina [sakhalina Group]
840744bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407635ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8407733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840886bffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
840c143ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c6adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c731ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c735ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
840cdebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ce27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
