cell_id,Cercotrichas leucophrys,Cercotrichas leucophrys [leucoptera Group],Cercotrichas leucophrys [leucophrys Group]
827a47fffffffff,2.0,2.0,0.0
827a4ffffffffff,13.0,8.0,1.0
827a5ffffffffff,1.0,1.0,0.0
827a6ffffffffff,9.0,4.0,3.0
827b4ffffffffff,8.0,0.0,0.0
829697fffffffff,2.0,0.0,2.0
829707fffffffff,2.0,0.0,2.0
82970ffffffffff,3.0,0.0,3.0
82972ffffffffff,7.0,0.0,0.0
82976ffffffffff,2.0,0.0,0.0
82bccffffffffff,2.0,0.0,2.0
82bcd7fffffffff,6.0,0.0,5.0
82bcdffffffffff,6.0,0.0,4.0
