cell_id,Pyrocephalus nanus,Pyrocephalus nanus nanus,Pyrocephalus nanus dubius
846c58bffffffff,1.0,1.0,0.0
846c597ffffffff,1.0,1.0,0.0
846c5b1ffffffff,1.0,0.0,0.0
846c5b3ffffffff,1.0,0.0,0.0
846c5b9ffffffff,2.0,0.0,0.0
846c5bbffffffff,1.0,0.0,0.0
848fa65ffffffff,2.0,1.0,0.0
