cell_id,Tachyspiza badia,Tachyspiza badia sphenura/polyzonoides,Tachyspiza badia [badia Group]
82200ffffffffff,53.0,0.0,0.0
822017fffffffff,15.0,0.0,0.0
82201ffffffffff,10.0,0.0,0.0
82204ffffffffff,1.0,0.0,0.0
82205ffffffffff,31.0,0.0,0.0
822087fffffffff,6.0,0.0,0.0
82209ffffffffff,7.0,0.0,0.0
8220a7fffffffff,23.0,0.0,0.0
8220affffffffff,1.0,0.0,0.0
8220b7fffffffff,4.0,0.0,0.0
8220e7fffffffff,57.0,0.0,0.0
8220effffffffff,8.0,0.0,0.0
822157fffffffff,3.0,0.0,0.0
822187fffffffff,4.0,0.0,0.0
82218ffffffffff,2.0,0.0,0.0
82219ffffffffff,10.0,0.0,0.0
8221a7fffffffff,2.0,0.0,0.0
8221b7fffffffff,2.0,0.0,0.0
8225a7fffffffff,2.0,0.0,0.0
8225b7fffffffff,2.0,0.0,0.0
822c1ffffffffff,4.0,0.0,0.0
822c47fffffffff,1.0,0.0,0.0
822c87fffffffff,16.0,0.0,0.0
822c8ffffffffff,3.0,0.0,0.0
822c97fffffffff,117.0,0.0,5.0
822c9ffffffffff,5.0,0.0,0.0
822caffffffffff,4.0,0.0,0.0
822cc7fffffffff,281.0,0.0,0.0
822ccffffffffff,19.0,0.0,0.0
822cd7fffffffff,5.0,0.0,0.0
822cdffffffffff,24.0,0.0,0.0
822ce7fffffffff,17.0,0.0,0.0
822cf7fffffffff,198.0,0.0,0.0
823c07fffffffff,637.0,0.0,46.0
823c0ffffffffff,32.0,0.0,0.0
823c17fffffffff,205.0,0.0,0.0
823c1ffffffffff,825.0,0.0,0.0
823c37fffffffff,128.0,0.0,0.0
823c57fffffffff,40.0,0.0,0.0
823c5ffffffffff,129.0,0.0,0.0
823c87fffffffff,370.0,0.0,0.0
823c8ffffffffff,935.0,0.0,2.0
823c97fffffffff,1105.0,0.0,0.0
823c9ffffffffff,127.0,0.0,0.0
823ca7fffffffff,197.0,0.0,0.0
823caffffffffff,608.0,0.0,0.0
823cb7fffffffff,3668.0,0.0,0.0
823cc7fffffffff,352.0,0.0,0.0
823ccffffffffff,3.0,0.0,0.0
823cd7fffffffff,41.0,0.0,0.0
823cdffffffffff,75.0,0.0,4.0
823ce7fffffffff,472.0,0.0,0.0
823ceffffffffff,429.0,0.0,0.0
823cf7fffffffff,2665.0,0.0,73.0
823d17fffffffff,3065.0,0.0,0.0
823d1ffffffffff,39.0,0.0,0.0
823d37fffffffff,372.0,0.0,0.0
823d87fffffffff,1824.0,0.0,0.0
823d8ffffffffff,674.0,0.0,0.0
823d97fffffffff,1145.0,0.0,0.0
823d9ffffffffff,1703.0,0.0,0.0
823da7fffffffff,4950.0,0.0,0.0
823daffffffffff,1227.0,0.0,0.0
823db7fffffffff,868.0,0.0,0.0
824027fffffffff,5.0,0.0,0.0
82404ffffffffff,41.0,0.0,0.0
82406ffffffffff,4.0,0.0,0.0
824147fffffffff,2.0,0.0,0.0
82414ffffffffff,14.0,0.0,0.0
824157fffffffff,6.0,0.0,0.0
82416ffffffffff,32.0,0.0,0.0
824177fffffffff,72.0,0.0,1.0
824227fffffffff,7.0,0.0,0.0
824237fffffffff,33.0,0.0,0.0
824247fffffffff,1.0,0.0,0.0
82424ffffffffff,270.0,0.0,0.0
824257fffffffff,232.0,0.0,0.0
82425ffffffffff,293.0,0.0,0.0
82426ffffffffff,211.0,0.0,0.0
8242c7fffffffff,2037.0,0.0,0.0
8242cffffffffff,3676.0,0.0,0.0
8242d7fffffffff,26.0,0.0,0.0
8242dffffffffff,1544.0,0.0,0.0
8242e7fffffffff,137.0,0.0,0.0
8242effffffffff,278.0,0.0,0.0
82430ffffffffff,2.0,0.0,0.0
824317fffffffff,48.0,0.0,0.0
82431ffffffffff,223.0,0.0,0.0
824327fffffffff,2.0,0.0,0.0
824337fffffffff,9.0,0.0,0.0
824357fffffffff,3.0,0.0,0.0
824367fffffffff,76.0,0.0,0.0
824377fffffffff,5.0,0.0,0.0
824397fffffffff,1.0,0.0,0.0
8243a7fffffffff,291.0,0.0,0.0
8243affffffffff,578.0,0.0,0.0
825207fffffffff,40.0,8.0,0.0
825217fffffffff,3.0,0.0,0.0
82521ffffffffff,3.0,0.0,0.0
825237fffffffff,8.0,3.0,0.0
82524ffffffffff,3.0,0.0,0.0
825287fffffffff,2.0,0.0,0.0
825297fffffffff,3.0,0.0,0.0
82529ffffffffff,7.0,0.0,0.0
8252d7fffffffff,7.0,0.0,0.0
82534ffffffffff,10.0,0.0,0.0
82540ffffffffff,7.0,0.0,0.0
825417fffffffff,3.0,0.0,0.0
82541ffffffffff,293.0,31.0,0.0
825447fffffffff,33.0,0.0,0.0
825457fffffffff,5.0,1.0,0.0
8254affffffffff,365.0,37.0,0.0
8254c7fffffffff,22.0,0.0,0.0
8254cffffffffff,1.0,0.0,0.0
8254e7fffffffff,227.0,51.0,0.0
8254effffffffff,6.0,0.0,0.0
8254f7fffffffff,204.0,33.0,0.0
82580ffffffffff,2.0,0.0,0.0
82585ffffffffff,2.0,0.0,0.0
825887fffffffff,3.0,0.0,0.0
82588ffffffffff,2.0,0.0,0.0
825897fffffffff,44.0,0.0,0.0
82589ffffffffff,1.0,0.0,0.0
8258a7fffffffff,6.0,0.0,0.0
8258b7fffffffff,5.0,0.0,0.0
8258cffffffffff,1.0,0.0,0.0
8258d7fffffffff,1.0,0.0,0.0
8258e7fffffffff,34.0,0.0,0.0
8258f7fffffffff,3.0,0.0,0.0
825987fffffffff,8.0,0.0,0.0
82599ffffffffff,29.0,1.0,0.0
826007fffffffff,3764.0,0.0,0.0
826017fffffffff,17572.0,0.0,0.0
82601ffffffffff,1371.0,0.0,0.0
826027fffffffff,2624.0,0.0,0.0
826037fffffffff,16381.0,0.0,0.0
826087fffffffff,315.0,0.0,0.0
82608ffffffffff,6869.0,0.0,0.0
826097fffffffff,1850.0,0.0,0.0
82609ffffffffff,1550.0,0.0,0.0
8260a7fffffffff,1444.0,0.0,0.0
8260affffffffff,2143.0,0.0,0.0
8260b7fffffffff,2489.0,0.0,0.0
8260f7fffffffff,4.0,0.0,0.0
826107fffffffff,951.0,0.0,32.0
826117fffffffff,207.0,0.0,2.0
82611ffffffffff,1160.0,0.0,10.0
82618ffffffffff,6583.0,0.0,0.0
82619ffffffffff,238.0,0.0,0.0
8261affffffffff,603.0,0.0,0.0
826417fffffffff,267.0,0.0,64.0
826427fffffffff,20.0,0.0,10.0
826437fffffffff,596.0,0.0,255.0
826487fffffffff,542.0,0.0,176.0
82648ffffffffff,48.0,0.0,0.0
826497fffffffff,285.0,0.0,104.0
82649ffffffffff,66.0,0.0,0.0
8264a7fffffffff,715.0,0.0,156.0
8264affffffffff,1.0,0.0,0.0
8264b7fffffffff,290.0,0.0,87.0
82650ffffffffff,2.0,0.0,0.0
82651ffffffffff,4.0,0.0,2.0
826557fffffffff,4.0,0.0,0.0
826587fffffffff,460.0,0.0,0.0
82658ffffffffff,621.0,0.0,193.0
826597fffffffff,582.0,0.0,0.0
82659ffffffffff,683.0,0.0,114.0
8265a7fffffffff,6.0,0.0,0.0
8265b7fffffffff,299.0,0.0,5.0
826937fffffffff,3.0,0.0,0.0
826a47fffffffff,4.0,0.0,0.0
826a4ffffffffff,5.0,0.0,0.0
826a5ffffffffff,48.0,0.0,0.0
826a6ffffffffff,4.0,0.0,0.0
826ac7fffffffff,79.0,0.0,0.0
826acffffffffff,315.0,7.0,0.0
826adffffffffff,38.0,0.0,0.0
826ae7fffffffff,7.0,1.0,0.0
826aeffffffffff,124.0,0.0,0.0
826b17fffffffff,2.0,0.0,0.0
826b37fffffffff,1.0,0.0,0.0
82750ffffffffff,50.0,2.0,0.0
82751ffffffffff,1.0,0.0,0.0
827527fffffffff,171.0,14.0,0.0
82752ffffffffff,118.0,8.0,0.0
827537fffffffff,16.0,0.0,0.0
827577fffffffff,161.0,5.0,0.0
827587fffffffff,4.0,0.0,0.0
827a47fffffffff,63.0,0.0,0.0
827a4ffffffffff,128.0,0.0,0.0
827a5ffffffffff,10.0,0.0,0.0
827a67fffffffff,58.0,0.0,0.0
827a6ffffffffff,61.0,0.0,0.0
827a77fffffffff,3.0,0.0,0.0
827ac7fffffffff,2.0,0.0,0.0
827acffffffffff,17.0,0.0,0.0
827adffffffffff,45.0,0.0,0.0
827aeffffffffff,31.0,0.0,0.0
827b4ffffffffff,2.0,0.0,0.0
827b6ffffffffff,3.0,0.0,0.0
8282d7fffffffff,3.0,0.0,0.0
8282dffffffffff,2.0,0.0,0.0
828317fffffffff,2.0,0.0,0.0
82831ffffffffff,3.0,0.0,0.0
828327fffffffff,2.0,0.0,0.0
828337fffffffff,3.0,0.0,0.0
82960ffffffffff,5.0,0.0,0.0
829627fffffffff,39.0,0.0,0.0
82962ffffffffff,16.0,0.0,0.0
829637fffffffff,37.0,0.0,0.0
829677fffffffff,6.0,0.0,0.0
829697fffffffff,17.0,0.0,0.0
82969ffffffffff,1.0,0.0,0.0
8296a7fffffffff,8.0,0.0,0.0
8296affffffffff,5.0,0.0,0.0
8296b7fffffffff,53.0,0.0,0.0
829707fffffffff,1.0,0.0,0.0
829717fffffffff,20.0,0.0,0.0
82971ffffffffff,7.0,0.0,0.0
829727fffffffff,10.0,0.0,0.0
82972ffffffffff,30.0,2.0,0.0
829747fffffffff,32.0,0.0,0.0
82974ffffffffff,72.0,0.0,0.0
829757fffffffff,51.0,8.0,0.0
82975ffffffffff,62.0,0.0,0.0
829777fffffffff,2.0,0.0,0.0
82978ffffffffff,2.0,0.0,0.0
8297affffffffff,12.0,0.0,0.0
82ac87fffffffff,126.0,7.0,0.0
