cell_id,Cryptolybia olivacea,Cryptolybia olivacea olivacea,Cryptolybia olivacea howelli,Cryptolybia olivacea woodwardi,Cryptolybia olivacea rungweensis,Cryptolybia olivacea belcheri
827b4ffffffffff,374.0,54.0,0.0,0.0,0.0,0.0
827b5ffffffffff,314.0,0.0,0.0,0.0,0.0,0.0
8296a7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8296b7fffffffff,49.0,0.0,0.0,1.0,0.0,0.0
829797fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
82bcf7fffffffff,126.0,0.0,0.0,48.0,0.0,0.0
