cell_id,Geothlypis trichas,Geothlypis trichas [arizela Group],Geothlypis trichas [melanops Group],Geothlypis trichas [trichas Group],Geothlypis trichas insperata,Geothlypis trichas chapalensis
830c64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c65fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830d48fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830d49fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
830d61fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,459.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,28.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,73.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,670.0,0.0,0.0,0.0,0.0,0.0
830e51fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
830e59fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
830e5afffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,41.0,0.0,0.0,0.0,0.0,0.0
830e60fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e6cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
830e83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e89fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e8efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e9afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830ec0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ec1fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830ec2fffffffff,42.0,0.0,0.0,0.0,0.0,0.0
830ec4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ec8fffffffff,69.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,167.0,0.0,0.0,0.0,0.0,0.0
830ecafffffffff,46.0,0.0,0.0,0.0,0.0,0.0
830ecbfffffffff,68.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,413.0,0.0,0.0,0.0,0.0,0.0
830ecdfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
830ed1fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830ed4fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830ed5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ed8fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830ed9fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
830edbfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830edcfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
830ee9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,1394.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,122.0,0.0,0.0,0.0,0.0,0.0
830eecfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,45.0,0.0,0.0,0.0,0.0,0.0
