cell_id,Dryobates pubescens,Dryobates pubescens pubescens/medianus,Dryobates pubescens leucurus/glacialis,Dryobates pubescens gairdnerii/turati
830ecbfffffffff,90.0,1.0,0.0,0.0
830eccfffffffff,326.0,3.0,0.0,0.0
830ed8fffffffff,4.0,0.0,0.0,0.0
830ed9fffffffff,6.0,0.0,0.0,0.0
830edbfffffffff,9.0,0.0,0.0,0.0
830edefffffffff,3.0,0.0,0.0,0.0
830eeafffffffff,133.0,0.0,0.0,0.0
830eebfffffffff,17.0,0.0,0.0,0.0
831203fffffffff,2.0,0.0,0.0,0.0
83120afffffffff,4.0,0.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0,0.0
831211fffffffff,2.0,0.0,0.0,0.0
831218fffffffff,21.0,0.0,0.0,0.0
831219fffffffff,5.0,0.0,0.0,0.0
83121afffffffff,26.0,0.0,0.0,0.0
83121bfffffffff,37.0,0.0,0.0,0.0
83121dfffffffff,2.0,0.0,0.0,0.0
83121efffffffff,49.0,0.0,0.0,0.0
831226fffffffff,2.0,0.0,0.0,0.0
831229fffffffff,14.0,0.0,0.0,0.0
831230fffffffff,9.0,0.0,0.0,0.0
831242fffffffff,1.0,0.0,0.0,0.0
831243fffffffff,30.0,0.0,0.0,0.0
831245fffffffff,2.0,0.0,0.0,0.0
831248fffffffff,6.0,0.0,0.0,0.0
831249fffffffff,3.0,0.0,0.0,0.0
83124afffffffff,12.0,0.0,0.0,0.0
83124bfffffffff,4.0,0.0,0.0,0.0
83124dfffffffff,7.0,0.0,0.0,0.0
83124efffffffff,15.0,0.0,0.0,0.0
831250fffffffff,94.0,4.0,0.0,0.0
831251fffffffff,212.0,49.0,0.0,0.0
831252fffffffff,386.0,34.0,0.0,0.0
831253fffffffff,85.0,18.0,0.0,0.0
831254fffffffff,46.0,4.0,0.0,0.0
831255fffffffff,13.0,0.0,0.0,0.0
831256fffffffff,5.0,0.0,0.0,0.0
831258fffffffff,9.0,0.0,0.0,0.0
831259fffffffff,993.0,0.0,0.0,0.0
83125afffffffff,9.0,0.0,0.0,0.0
83125bfffffffff,21.0,0.0,0.0,0.0
83125cfffffffff,9.0,0.0,0.0,0.0
83125dfffffffff,120.0,0.0,0.0,0.0
83125efffffffff,7.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0
83126bfffffffff,4.0,0.0,0.0,0.0
83126efffffffff,1.0,0.0,0.0,0.0
831272fffffffff,111.0,4.0,0.0,0.0
831276fffffffff,2.0,0.0,0.0,0.0
831280fffffffff,65.0,0.0,0.0,3.0
831284fffffffff,66.0,0.0,0.0,0.0
831285fffffffff,68.0,0.0,0.0,0.0
831286fffffffff,19.0,0.0,0.0,0.0
831288fffffffff,4.0,0.0,0.0,0.0
831289fffffffff,56.0,0.0,0.0,0.0
83128bfffffffff,745.0,0.0,0.0,0.0
83128cfffffffff,2.0,0.0,0.0,0.0
83128dfffffffff,269.0,0.0,0.0,0.0
83128efffffffff,8.0,0.0,0.0,0.0
831290fffffffff,2.0,0.0,0.0,0.0
831298fffffffff,6.0,0.0,0.0,0.0
83129bfffffffff,6.0,0.0,0.0,0.0
83129cfffffffff,1.0,0.0,0.0,1.0
83129dfffffffff,2.0,0.0,0.0,0.0
8312a2fffffffff,10.0,0.0,0.0,0.0
8312a3fffffffff,11.0,0.0,0.0,0.0
8312a8fffffffff,2.0,0.0,0.0,0.0
8312a9fffffffff,6.0,0.0,0.0,0.0
8312aafffffffff,24.0,0.0,0.0,0.0
8312abfffffffff,189.0,0.0,0.0,0.0
8312adfffffffff,24.0,0.0,0.0,0.0
8312b0fffffffff,111.0,0.0,0.0,0.0
8312b4fffffffff,7.0,0.0,0.0,0.0
8312b5fffffffff,2.0,0.0,0.0,0.0
8312b6fffffffff,10.0,0.0,0.0,0.0
8312c0fffffffff,176.0,0.0,0.0,0.0
8312c1fffffffff,925.0,0.0,0.0,0.0
8312c2fffffffff,124.0,0.0,0.0,0.0
8312c3fffffffff,186.0,0.0,0.0,0.0
8312c4fffffffff,3.0,0.0,0.0,0.0
8312c5fffffffff,57.0,0.0,0.0,0.0
8312c8fffffffff,767.0,0.0,0.0,0.0
8312c9fffffffff,83.0,0.0,2.0,0.0
8312cafffffffff,405.0,0.0,0.0,0.0
8312cbfffffffff,252.0,0.0,7.0,0.0
8312ccfffffffff,22149.0,0.0,0.0,0.0
8312cdfffffffff,212.0,0.0,0.0,0.0
8312cefffffffff,104.0,0.0,0.0,0.0
8312d0fffffffff,187.0,0.0,0.0,0.0
8312d1fffffffff,1337.0,0.0,0.0,0.0
8312d2fffffffff,20.0,0.0,0.0,0.0
8312d3fffffffff,453.0,0.0,0.0,0.0
8312d4fffffffff,29.0,0.0,0.0,0.0
8312d5fffffffff,43.0,0.0,0.0,0.0
8312d6fffffffff,97.0,0.0,0.0,0.0
8312d8fffffffff,402.0,0.0,0.0,0.0
8312d9fffffffff,369.0,0.0,0.0,0.0
8312dafffffffff,184.0,0.0,8.0,0.0
8312dbfffffffff,750.0,0.0,49.0,0.0
8312dcfffffffff,377.0,0.0,0.0,0.0
8312ddfffffffff,2792.0,0.0,0.0,0.0
8312defffffffff,1526.0,0.0,14.0,0.0
8312e0fffffffff,14.0,0.0,0.0,0.0
8312e1fffffffff,2314.0,48.0,0.0,0.0
8312e2fffffffff,41.0,0.0,0.0,0.0
8312e3fffffffff,50.0,0.0,0.0,0.0
8312e4fffffffff,2.0,0.0,0.0,0.0
8312e5fffffffff,77.0,0.0,0.0,0.0
8312e6fffffffff,3.0,0.0,0.0,0.0
8312e8fffffffff,89.0,0.0,0.0,0.0
8312e9fffffffff,2.0,0.0,0.0,0.0
8312eafffffffff,334.0,0.0,0.0,0.0
8312ebfffffffff,142.0,0.0,0.0,0.0
8312ecfffffffff,4545.0,78.0,0.0,0.0
8312edfffffffff,32.0,0.0,0.0,0.0
8312eefffffffff,411.0,4.0,0.0,0.0
8312f0fffffffff,4.0,0.0,0.0,0.0
8312f1fffffffff,34.0,0.0,0.0,0.0
8312f2fffffffff,35.0,0.0,0.0,0.0
8312f3fffffffff,5.0,0.0,0.0,0.0
8312f4fffffffff,2.0,0.0,0.0,0.0
8312f5fffffffff,5.0,0.0,0.0,0.0
8312f6fffffffff,859.0,0.0,0.0,0.0
831382fffffffff,10.0,0.0,0.0,0.0
831383fffffffff,164.0,0.0,0.0,0.0
831386fffffffff,1394.0,0.0,0.0,0.0
831389fffffffff,2.0,0.0,0.0,0.0
83138cfffffffff,9.0,0.0,0.0,0.0
831391fffffffff,17.0,0.0,0.0,0.0
831393fffffffff,5.0,0.0,0.0,0.0
831394fffffffff,3.0,0.0,0.0,0.0
83139efffffffff,55.0,0.0,0.0,0.0
8313b2fffffffff,30.0,0.0,0.0,0.0
8313b3fffffffff,272.0,0.0,0.0,0.0
831aa0fffffffff,93.0,0.0,0.0,0.0
831aa2fffffffff,19.0,0.0,0.0,0.0
831aa3fffffffff,32.0,0.0,0.0,0.0
831aa4fffffffff,18.0,0.0,0.0,0.0
831aa6fffffffff,47.0,0.0,0.0,0.0
831b83fffffffff,3.0,0.0,0.0,0.0
831b8afffffffff,2.0,0.0,0.0,0.0
831b92fffffffff,7.0,0.0,0.0,0.0
831b98fffffffff,22.0,0.0,0.0,0.0
831b99fffffffff,28.0,0.0,0.0,0.0
831b9afffffffff,112.0,0.0,0.0,0.0
831b9bfffffffff,1.0,0.0,0.0,0.0
831b9cfffffffff,6.0,0.0,0.0,0.0
831b9efffffffff,170.0,0.0,0.0,0.0
831bb0fffffffff,3.0,0.0,0.0,0.0
831d24fffffffff,5.0,0.0,0.0,0.0
832600fffffffff,260.0,0.0,0.0,0.0
832601fffffffff,1085.0,282.0,0.0,0.0
832602fffffffff,77.0,2.0,0.0,0.0
832603fffffffff,722.0,122.0,0.0,0.0
832604fffffffff,311.0,0.0,0.0,0.0
832605fffffffff,831.0,4.0,0.0,0.0
832606fffffffff,28.0,0.0,0.0,0.0
832608fffffffff,1329.0,61.0,0.0,0.0
832609fffffffff,342.0,19.0,0.0,0.0
83260afffffffff,2898.0,15.0,0.0,0.0
83260bfffffffff,2062.0,63.0,0.0,0.0
83260cfffffffff,123.0,5.0,0.0,0.0
83260dfffffffff,1747.0,18.0,0.0,0.0
83260efffffffff,1527.0,259.0,0.0,0.0
832610fffffffff,42.0,0.0,0.0,0.0
832611fffffffff,214.0,7.0,0.0,0.0
832612fffffffff,199.0,10.0,0.0,0.0
832613fffffffff,7.0,0.0,0.0,0.0
832614fffffffff,10.0,0.0,0.0,0.0
832615fffffffff,27.0,0.0,0.0,0.0
832616fffffffff,180.0,0.0,0.0,0.0
832618fffffffff,532.0,28.0,0.0,0.0
832619fffffffff,129.0,12.0,0.0,0.0
83261afffffffff,156.0,36.0,0.0,0.0
83261bfffffffff,167.0,8.0,0.0,0.0
83261cfffffffff,63.0,0.0,0.0,0.0
83261dfffffffff,68.0,1.0,0.0,0.0
83261efffffffff,52.0,2.0,0.0,0.0
832620fffffffff,2349.0,23.0,0.0,0.0
832621fffffffff,5266.0,65.0,0.0,0.0
832622fffffffff,272.0,12.0,0.0,0.0
832623fffffffff,668.0,7.0,0.0,0.0
832624fffffffff,3507.0,76.0,0.0,0.0
832625fffffffff,1885.0,12.0,0.0,0.0
832626fffffffff,3716.0,505.0,0.0,0.0
832628fffffffff,667.0,11.0,0.0,0.0
832629fffffffff,1002.0,15.0,0.0,0.0
83262afffffffff,151.0,2.0,0.0,0.0
83262bfffffffff,2068.0,8.0,0.0,0.0
83262cfffffffff,21161.0,672.0,0.0,0.0
83262dfffffffff,2236.0,147.0,0.0,0.0
83262efffffffff,817.0,16.0,0.0,0.0
832630fffffffff,55.0,0.0,0.0,0.0
832631fffffffff,46.0,0.0,0.0,0.0
832632fffffffff,4.0,0.0,0.0,0.0
832633fffffffff,215.0,0.0,0.0,0.0
832634fffffffff,594.0,60.0,0.0,0.0
832635fffffffff,225.0,34.0,0.0,0.0
832636fffffffff,618.0,137.0,0.0,0.0
832640fffffffff,4535.0,364.0,0.0,0.0
832641fffffffff,2712.0,648.0,0.0,0.0
832642fffffffff,1965.0,220.0,0.0,0.0
832643fffffffff,4133.0,215.0,0.0,0.0
832644fffffffff,650.0,55.0,0.0,0.0
832645fffffffff,402.0,95.0,0.0,0.0
832646fffffffff,10609.0,1205.0,0.0,0.0
832648fffffffff,2077.0,0.0,0.0,0.0
832649fffffffff,3258.0,0.0,0.0,0.0
83264afffffffff,5428.0,0.0,0.0,0.0
83264bfffffffff,819.0,0.0,0.0,0.0
83264cfffffffff,4246.0,206.0,0.0,0.0
83264dfffffffff,7630.0,0.0,0.0,0.0
83264efffffffff,1750.0,26.0,0.0,0.0
832650fffffffff,1660.0,97.0,0.0,0.0
832651fffffffff,1727.0,111.0,0.0,0.0
832652fffffffff,2874.0,118.0,0.0,0.0
832653fffffffff,5396.0,138.0,0.0,0.0
832654fffffffff,2072.0,214.0,0.0,0.0
832655fffffffff,10439.0,345.0,0.0,0.0
832656fffffffff,9452.0,425.0,0.0,0.0
832658fffffffff,557.0,0.0,0.0,0.0
832659fffffffff,4346.0,33.0,0.0,0.0
83265afffffffff,2422.0,110.0,0.0,0.0
83265bfffffffff,4417.0,67.0,0.0,0.0
83265cfffffffff,966.0,48.0,0.0,0.0
83265dfffffffff,1739.0,25.0,0.0,0.0
83265efffffffff,1338.0,8.0,0.0,0.0
832660fffffffff,1159.0,118.0,0.0,0.0
832661fffffffff,9437.0,199.0,0.0,0.0
832662fffffffff,4876.0,201.0,0.0,0.0
832663fffffffff,2560.0,72.0,0.0,0.0
832664fffffffff,36005.0,3080.0,0.0,0.0
832665fffffffff,3187.0,80.0,0.0,0.0
832666fffffffff,10997.0,4315.0,0.0,0.0
832668fffffffff,6765.0,1875.0,0.0,0.0
832669fffffffff,647.0,163.0,0.0,0.0
83266afffffffff,2610.0,232.0,0.0,0.0
83266bfffffffff,2195.0,174.0,0.0,0.0
83266cfffffffff,6014.0,592.0,0.0,0.0
83266dfffffffff,8262.0,1010.0,0.0,0.0
83266efffffffff,2872.0,101.0,0.0,0.0
832670fffffffff,667.0,8.0,0.0,0.0
832671fffffffff,1914.0,119.0,0.0,0.0
832672fffffffff,496.0,13.0,0.0,0.0
832673fffffffff,941.0,50.0,0.0,0.0
832674fffffffff,2966.0,107.0,0.0,0.0
832675fffffffff,1684.0,49.0,0.0,0.0
832676fffffffff,496.0,17.0,0.0,0.0
832680fffffffff,374.0,0.0,57.0,0.0
832681fffffffff,14833.0,346.0,1029.0,0.0
832682fffffffff,27.0,0.0,2.0,0.0
832683fffffffff,349.0,0.0,109.0,0.0
832684fffffffff,107.0,0.0,2.0,0.0
832685fffffffff,1034.0,10.0,78.0,0.0
832688fffffffff,6793.0,110.0,325.0,0.0
832689fffffffff,348.0,38.0,0.0,0.0
83268afffffffff,132.0,0.0,12.0,0.0
83268bfffffffff,338.0,0.0,73.0,0.0
83268cfffffffff,20489.0,1033.0,1320.0,0.0
83268dfffffffff,446.0,109.0,0.0,0.0
83268efffffffff,573.0,0.0,118.0,0.0
832690fffffffff,712.0,0.0,42.0,0.0
832691fffffffff,7.0,0.0,0.0,0.0
832692fffffffff,134.0,0.0,12.0,0.0
832693fffffffff,5.0,0.0,0.0,0.0
832694fffffffff,162.0,0.0,6.0,0.0
832695fffffffff,50.0,0.0,6.0,0.0
832696fffffffff,7946.0,0.0,3132.0,0.0
832698fffffffff,582.0,0.0,23.0,0.0
832699fffffffff,598.0,0.0,60.0,0.0
83269afffffffff,40.0,0.0,0.0,0.0
83269bfffffffff,93.0,0.0,5.0,0.0
83269cfffffffff,1547.0,0.0,450.0,0.0
83269dfffffffff,542.0,0.0,53.0,0.0
83269efffffffff,165.0,0.0,0.0,0.0
8326a0fffffffff,13.0,0.0,0.0,0.0
8326a1fffffffff,302.0,31.0,0.0,0.0
8326a2fffffffff,143.0,16.0,7.0,0.0
8326a3fffffffff,32.0,2.0,0.0,0.0
8326a4fffffffff,18.0,0.0,0.0,0.0
8326a5fffffffff,354.0,0.0,0.0,0.0
8326a6fffffffff,2.0,0.0,0.0,0.0
8326a8fffffffff,1817.0,548.0,0.0,0.0
8326a9fffffffff,794.0,337.0,0.0,0.0
8326aafffffffff,8268.0,593.0,82.0,0.0
8326abfffffffff,587.0,192.0,0.0,0.0
8326acfffffffff,330.0,44.0,0.0,0.0
8326adfffffffff,333.0,95.0,0.0,0.0
8326aefffffffff,778.0,36.0,0.0,0.0
8326b0fffffffff,188.0,0.0,5.0,0.0
8326b1fffffffff,4.0,0.0,0.0,0.0
8326b2fffffffff,5.0,0.0,0.0,0.0
8326b3fffffffff,11.0,0.0,0.0,0.0
8326b4fffffffff,8.0,0.0,0.0,0.0
8326b5fffffffff,57.0,0.0,0.0,0.0
8326b6fffffffff,241.0,0.0,21.0,0.0
8326c0fffffffff,77.0,0.0,0.0,0.0
8326c1fffffffff,2970.0,0.0,0.0,0.0
8326c2fffffffff,84.0,0.0,0.0,0.0
8326c3fffffffff,437.0,0.0,0.0,0.0
8326c4fffffffff,487.0,5.0,0.0,0.0
8326c5fffffffff,1334.0,0.0,0.0,0.0
8326c6fffffffff,63.0,0.0,0.0,0.0
8326c8fffffffff,8841.0,26.0,0.0,0.0
8326c9fffffffff,1444.0,2.0,0.0,0.0
8326cafffffffff,1580.0,8.0,0.0,0.0
8326cbfffffffff,5787.0,34.0,0.0,0.0
8326ccfffffffff,233.0,0.0,0.0,0.0
8326cdfffffffff,661.0,4.0,0.0,0.0
8326cefffffffff,158.0,0.0,0.0,0.0
8326d0fffffffff,42.0,0.0,0.0,0.0
8326d1fffffffff,155.0,0.0,0.0,0.0
8326d2fffffffff,4.0,0.0,0.0,0.0
8326d3fffffffff,11.0,0.0,0.0,0.0
8326d4fffffffff,357.0,36.0,0.0,0.0
8326d5fffffffff,110.0,8.0,0.0,0.0
8326d6fffffffff,57.0,0.0,0.0,0.0
8326d9fffffffff,143.0,0.0,0.0,0.0
8326dbfffffffff,185.0,0.0,0.0,0.0
8326dcfffffffff,46.0,0.0,0.0,0.0
8326ddfffffffff,127.0,0.0,0.0,0.0
8326defffffffff,54.0,0.0,0.0,0.0
8326e0fffffffff,1379.0,21.0,0.0,0.0
8326e1fffffffff,452.0,8.0,0.0,0.0
8326e2fffffffff,1411.0,27.0,0.0,0.0
8326e3fffffffff,1492.0,47.0,0.0,0.0
8326e4fffffffff,2127.0,16.0,0.0,0.0
8326e5fffffffff,7465.0,397.0,0.0,0.0
8326e6fffffffff,672.0,6.0,0.0,0.0
8326e8fffffffff,652.0,0.0,0.0,0.0
8326e9fffffffff,869.0,14.0,0.0,0.0
8326eafffffffff,455.0,0.0,0.0,0.0
8326ebfffffffff,80.0,0.0,0.0,0.0
8326ecfffffffff,2186.0,22.0,0.0,0.0
8326edfffffffff,4206.0,30.0,0.0,0.0
8326eefffffffff,1052.0,4.0,0.0,0.0
8326f0fffffffff,409.0,18.0,0.0,0.0
8326f1fffffffff,506.0,40.0,0.0,0.0
8326f2fffffffff,1844.0,406.0,0.0,0.0
8326f3fffffffff,118.0,17.0,0.0,0.0
8326f4fffffffff,112.0,6.0,0.0,0.0
8326f5fffffffff,179.0,4.0,0.0,0.0
8326f6fffffffff,429.0,159.0,0.0,0.0
832700fffffffff,77.0,0.0,0.0,0.0
832701fffffffff,24.0,2.0,0.0,0.0
832702fffffffff,1456.0,0.0,0.0,0.0
832703fffffffff,499.0,0.0,0.0,0.0
832705fffffffff,42.0,0.0,0.0,0.0
832706fffffffff,118.0,0.0,0.0,0.0
832708fffffffff,131.0,9.0,0.0,0.0
832709fffffffff,9594.0,1046.0,0.0,0.0
83270afffffffff,300.0,28.0,0.0,0.0
83270bfffffffff,309.0,4.0,0.0,0.0
83270cfffffffff,106.0,0.0,0.0,0.0
83270dfffffffff,49.0,6.0,0.0,0.0
83270efffffffff,228.0,20.0,0.0,0.0
832710fffffffff,114.0,0.0,0.0,0.0
832711fffffffff,262.0,0.0,0.0,0.0
832712fffffffff,38.0,0.0,0.0,0.0
832713fffffffff,411.0,0.0,0.0,0.0
832715fffffffff,26.0,0.0,0.0,0.0
832716fffffffff,13.0,0.0,0.0,0.0
832718fffffffff,356.0,22.0,0.0,0.0
832719fffffffff,938.0,49.0,0.0,0.0
83271afffffffff,304.0,37.0,0.0,0.0
83271bfffffffff,440.0,141.0,0.0,0.0
83271cfffffffff,3593.0,2.0,0.0,0.0
83271dfffffffff,378.0,11.0,0.0,0.0
83271efffffffff,119.0,1.0,0.0,0.0
83272afffffffff,2.0,0.0,0.0,0.0
83272bfffffffff,6.0,0.0,0.0,0.0
832740fffffffff,1682.0,6.0,0.0,0.0
832741fffffffff,2817.0,0.0,0.0,0.0
832742fffffffff,1348.0,70.0,0.0,0.0
832743fffffffff,3428.0,57.0,0.0,0.0
832744fffffffff,1383.0,0.0,0.0,0.0
832745fffffffff,1384.0,0.0,0.0,0.0
832746fffffffff,5174.0,164.0,0.0,0.0
832748fffffffff,21298.0,0.0,0.0,0.0
832749fffffffff,17766.0,14.0,0.0,0.0
83274afffffffff,1249.0,0.0,0.0,0.0
83274bfffffffff,9732.0,24.0,0.0,0.0
83274cfffffffff,2760.0,0.0,0.0,0.0
83274dfffffffff,14650.0,4.0,0.0,0.0
83274efffffffff,4410.0,0.0,0.0,0.0
832750fffffffff,374.0,26.0,0.0,0.0
832751fffffffff,1370.0,219.0,0.0,0.0
832752fffffffff,10370.0,1209.0,0.0,0.0
832753fffffffff,1846.0,71.0,0.0,0.0
832754fffffffff,2803.0,131.0,0.0,0.0
832755fffffffff,1484.0,10.0,0.0,0.0
832756fffffffff,4839.0,1545.0,0.0,0.0
832758fffffffff,22610.0,437.0,0.0,0.0
832759fffffffff,32856.0,978.0,0.0,0.0
83275afffffffff,2137.0,35.0,0.0,0.0
83275bfffffffff,3208.0,125.0,0.0,0.0
83275cfffffffff,6540.0,539.0,0.0,0.0
83275dfffffffff,16201.0,337.0,0.0,0.0
83275efffffffff,1699.0,53.0,0.0,0.0
832760fffffffff,151.0,9.0,0.0,0.0
832761fffffffff,475.0,25.0,0.0,0.0
832762fffffffff,1.0,0.0,0.0,0.0
832763fffffffff,3466.0,279.0,0.0,0.0
832764fffffffff,10.0,0.0,0.0,0.0
832765fffffffff,42.0,0.0,0.0,0.0
832766fffffffff,144.0,24.0,0.0,0.0
832768fffffffff,356.0,0.0,0.0,0.0
832769fffffffff,1719.0,118.0,0.0,0.0
83276afffffffff,1839.0,0.0,0.0,0.0
83276bfffffffff,4334.0,0.0,0.0,0.0
83276cfffffffff,195.0,18.0,0.0,0.0
83276dfffffffff,1055.0,240.0,0.0,0.0
83276efffffffff,1570.0,73.0,0.0,0.0
832770fffffffff,784.0,49.0,0.0,0.0
832771fffffffff,920.0,0.0,0.0,0.0
832772fffffffff,1173.0,78.0,0.0,0.0
832773fffffffff,411.0,0.0,0.0,0.0
832774fffffffff,185.0,15.0,0.0,0.0
832775fffffffff,108.0,10.0,0.0,0.0
832776fffffffff,27.0,9.0,0.0,0.0
832780fffffffff,78.0,0.0,0.0,0.0
832781fffffffff,32.0,0.0,0.0,0.0
832782fffffffff,37.0,0.0,0.0,0.0
832783fffffffff,1.0,0.0,0.0,0.0
832784fffffffff,4.0,0.0,0.0,0.0
832785fffffffff,95.0,2.0,0.0,0.0
832786fffffffff,172.0,0.0,0.0,0.0
832788fffffffff,38.0,0.0,0.0,0.0
832789fffffffff,6.0,0.0,0.0,0.0
83278afffffffff,4.0,0.0,0.0,0.0
83278bfffffffff,159.0,0.0,0.0,0.0
83278cfffffffff,245.0,33.0,0.0,0.0
83278dfffffffff,82.0,9.0,0.0,0.0
83278efffffffff,75.0,0.0,0.0,0.0
832790fffffffff,209.0,0.0,0.0,0.0
832791fffffffff,48.0,0.0,0.0,0.0
832792fffffffff,1880.0,0.0,0.0,0.0
832793fffffffff,51.0,0.0,0.0,0.0
832794fffffffff,34.0,0.0,0.0,0.0
832795fffffffff,152.0,0.0,0.0,0.0
832796fffffffff,63.0,0.0,0.0,0.0
832798fffffffff,74.0,0.0,0.0,0.0
832799fffffffff,310.0,0.0,18.0,0.0
83279afffffffff,115.0,0.0,0.0,0.0
83279bfffffffff,6.0,0.0,0.0,0.0
83279cfffffffff,128.0,0.0,0.0,0.0
83279dfffffffff,12.0,0.0,0.0,0.0
83279efffffffff,484.0,0.0,0.0,0.0
8327a0fffffffff,1163.0,0.0,0.0,0.0
8327a1fffffffff,47.0,0.0,0.0,0.0
8327a2fffffffff,14.0,0.0,0.0,0.0
8327a3fffffffff,3.0,0.0,0.0,0.0
8327a4fffffffff,101.0,0.0,0.0,0.0
8327a5fffffffff,50.0,0.0,0.0,0.0
8327a6fffffffff,197.0,0.0,0.0,0.0
8327a8fffffffff,356.0,43.0,0.0,0.0
8327a9fffffffff,355.0,26.0,0.0,0.0
8327aafffffffff,206.0,26.0,0.0,0.0
8327abfffffffff,199.0,17.0,0.0,0.0
8327acfffffffff,87.0,4.0,0.0,0.0
8327adfffffffff,488.0,65.0,0.0,0.0
8327aefffffffff,181.0,9.0,0.0,0.0
8327b0fffffffff,27.0,0.0,0.0,0.0
8327b1fffffffff,30.0,0.0,0.0,0.0
8327b2fffffffff,247.0,0.0,0.0,0.0
8327b3fffffffff,5.0,0.0,0.0,0.0
8327b4fffffffff,3.0,0.0,0.0,0.0
8327b5fffffffff,14.0,0.0,0.0,0.0
8327b6fffffffff,73.0,0.0,0.0,0.0
832800fffffffff,152.0,0.0,0.0,37.0
832802fffffffff,4806.0,0.0,0.0,684.0
832803fffffffff,166.0,0.0,0.0,25.0
832806fffffffff,781.0,0.0,0.0,12.0
832810fffffffff,240.0,0.0,0.0,0.0
832811fffffffff,1095.0,0.0,0.0,0.0
832812fffffffff,290.0,0.0,0.0,0.0
832813fffffffff,290.0,0.0,0.0,0.0
832814fffffffff,1481.0,0.0,0.0,0.0
832815fffffffff,973.0,0.0,0.0,0.0
832816fffffffff,54.0,0.0,0.0,0.0
832818fffffffff,917.0,0.0,0.0,267.0
832819fffffffff,230.0,0.0,0.0,71.0
83281afffffffff,295.0,0.0,0.0,41.0
83281bfffffffff,3819.0,0.0,0.0,490.0
83281cfffffffff,796.0,0.0,0.0,73.0
83281dfffffffff,225.0,0.0,0.0,18.0
83281efffffffff,4488.0,0.0,0.0,0.0
832830fffffffff,23451.0,0.0,0.0,612.0
832831fffffffff,2332.0,0.0,0.0,61.0
832832fffffffff,12011.0,0.0,0.0,27.0
832833fffffffff,2530.0,0.0,0.0,0.0
832834fffffffff,18175.0,0.0,0.0,2297.0
832835fffffffff,582.0,0.0,0.0,0.0
832836fffffffff,1473.0,0.0,0.0,6.0
832880fffffffff,419.0,0.0,0.0,0.0
832881fffffffff,395.0,0.0,28.0,0.0
832882fffffffff,26.0,0.0,0.0,0.0
832883fffffffff,108.0,0.0,0.0,0.0
832884fffffffff,5774.0,0.0,0.0,0.0
832885fffffffff,963.0,0.0,3.0,0.0
832886fffffffff,313.0,0.0,0.0,0.0
832888fffffffff,2764.0,0.0,42.0,0.0
832889fffffffff,2825.0,0.0,2.0,0.0
83288afffffffff,1570.0,0.0,16.0,0.0
83288bfffffffff,318.0,0.0,21.0,0.0
83288cfffffffff,832.0,0.0,29.0,0.0
83288dfffffffff,548.0,0.0,0.0,10.0
83288efffffffff,509.0,0.0,0.0,0.0
832890fffffffff,219.0,0.0,0.0,0.0
832891fffffffff,52.0,0.0,0.0,0.0
832892fffffffff,1449.0,0.0,1.0,0.0
832893fffffffff,1044.0,0.0,0.0,0.0
