cell_id,Spatula cyanoptera,Spatula cyanoptera septentrionalium,Spatula cyanoptera [orinoma Group],Spatula cyanoptera cyanoptera
82121ffffffffff,10.0,0.0,0.0,0.0
821257fffffffff,42.0,0.0,0.0,0.0
82125ffffffffff,7.0,0.0,0.0,0.0
821287fffffffff,13.0,0.0,0.0,0.0
82128ffffffffff,129.0,0.0,0.0,0.0
8212affffffffff,83.0,0.0,0.0,0.0
8212c7fffffffff,568.0,0.0,0.0,0.0
8212cffffffffff,4985.0,0.0,0.0,0.0
8212d7fffffffff,1589.0,0.0,0.0,0.0
8212dffffffffff,2983.0,0.0,0.0,0.0
8212e7fffffffff,40.0,0.0,0.0,0.0
8212effffffffff,1248.0,0.0,0.0,0.0
8212f7fffffffff,87.0,0.0,0.0,0.0
822607fffffffff,12.0,0.0,0.0,0.0
82260ffffffffff,63.0,0.0,0.0,0.0
822617fffffffff,39.0,0.0,0.0,0.0
82261ffffffffff,23.0,0.0,0.0,0.0
822637fffffffff,6.0,0.0,0.0,0.0
822687fffffffff,5657.0,0.0,0.0,0.0
82268ffffffffff,7704.0,0.0,0.0,0.0
822697fffffffff,9452.0,0.0,0.0,0.0
82269ffffffffff,4329.0,0.0,0.0,0.0
8226a7fffffffff,110.0,0.0,0.0,0.0
8226affffffffff,4237.0,0.0,0.0,0.0
8226b7fffffffff,1091.0,0.0,0.0,0.0
8226c7fffffffff,97.0,0.0,0.0,0.0
8226cffffffffff,567.0,0.0,0.0,0.0
8226d7fffffffff,291.0,0.0,0.0,0.0
8226dffffffffff,503.0,0.0,0.0,0.0
8226e7fffffffff,491.0,0.0,0.0,0.0
8226effffffffff,4.0,0.0,0.0,0.0
8226f7fffffffff,472.0,0.0,0.0,0.0
822787fffffffff,548.0,0.0,0.0,0.0
82278ffffffffff,10.0,0.0,0.0,0.0
822797fffffffff,1526.0,0.0,0.0,0.0
82279ffffffffff,733.0,0.0,0.0,0.0
8227a7fffffffff,2.0,0.0,0.0,0.0
8227affffffffff,13.0,0.0,0.0,0.0
8227b7fffffffff,453.0,0.0,0.0,0.0
822807fffffffff,2496.0,0.0,0.0,0.0
822817fffffffff,5135.0,0.0,0.0,0.0
82281ffffffffff,2538.0,0.0,0.0,0.0
822837fffffffff,30549.0,0.0,0.0,0.0
822887fffffffff,4024.0,0.0,0.0,0.0
82288ffffffffff,5687.0,0.0,0.0,0.0
822897fffffffff,3436.0,0.0,0.0,0.0
82289ffffffffff,2021.0,0.0,0.0,0.0
8228a7fffffffff,379.0,0.0,0.0,0.0
8228affffffffff,7829.0,0.0,0.0,0.0
8228b7fffffffff,4094.0,0.0,0.0,0.0
8228c7fffffffff,248.0,0.0,0.0,0.0
8228d7fffffffff,5096.0,0.0,0.0,0.0
8228dffffffffff,1289.0,0.0,0.0,0.0
8228f7fffffffff,11295.0,0.0,0.0,0.0
822917fffffffff,2325.0,0.0,0.0,0.0
82291ffffffffff,300.0,0.0,0.0,0.0
822987fffffffff,3989.0,0.0,0.0,0.0
82298ffffffffff,4274.0,0.0,0.0,0.0
822997fffffffff,837.0,0.0,0.0,0.0
82299ffffffffff,758.0,0.0,0.0,0.0
8229a7fffffffff,32417.0,0.0,0.0,0.0
8229affffffffff,8169.0,0.0,0.0,0.0
8229b7fffffffff,3039.0,0.0,0.0,0.0
822a97fffffffff,1.0,0.0,0.0,0.0
82446ffffffffff,644.0,0.0,0.0,0.0
824807fffffffff,119.0,0.0,0.0,0.0
82480ffffffffff,222.0,0.0,0.0,0.0
824817fffffffff,391.0,0.0,0.0,0.0
82481ffffffffff,116.0,0.0,0.0,0.0
824827fffffffff,455.0,0.0,0.0,0.0
82482ffffffffff,641.0,0.0,0.0,0.0
824837fffffffff,1101.0,0.0,0.0,0.0
824847fffffffff,33.0,0.0,0.0,0.0
82484ffffffffff,117.0,0.0,0.0,0.0
824857fffffffff,263.0,0.0,0.0,0.0
82485ffffffffff,3278.0,0.0,0.0,0.0
824877fffffffff,102.0,0.0,0.0,0.0
824887fffffffff,801.0,0.0,0.0,0.0
82488ffffffffff,872.0,0.0,0.0,0.0
824897fffffffff,1097.0,0.0,0.0,0.0
82489ffffffffff,1622.0,0.0,0.0,0.0
8248a7fffffffff,247.0,0.0,0.0,0.0
8248affffffffff,67.0,0.0,0.0,0.0
8248b7fffffffff,7691.0,0.0,0.0,0.0
8248c7fffffffff,4085.0,0.0,0.0,0.0
8248cffffffffff,2597.0,0.0,0.0,0.0
8248d7fffffffff,1274.0,0.0,0.0,0.0
8248dffffffffff,2914.0,0.0,0.0,0.0
8248e7fffffffff,64.0,0.0,0.0,0.0
8248effffffffff,25231.0,0.0,0.0,0.0
8248f7fffffffff,256.0,0.0,0.0,0.0
824987fffffffff,611.0,0.0,0.0,0.0
82498ffffffffff,195.0,0.0,0.0,0.0
824997fffffffff,2274.0,0.0,0.0,0.0
82499ffffffffff,33.0,0.0,0.0,0.0
8249affffffffff,849.0,0.0,0.0,0.0
8249b7fffffffff,29.0,0.0,0.0,0.0
826607fffffffff,1.0,0.0,0.0,0.0
82660ffffffffff,2.0,0.0,0.0,0.0
82661ffffffffff,13.0,0.0,0.0,0.0
826627fffffffff,26.0,0.0,0.0,0.0
826637fffffffff,1.0,0.0,0.0,0.0
8266c7fffffffff,52.0,0.0,0.0,0.0
8266d7fffffffff,7.0,0.0,0.0,0.0
8266e7fffffffff,31.0,0.0,0.0,0.0
8266f7fffffffff,690.0,0.0,0.0,0.0
826757fffffffff,1.0,0.0,0.0,0.0
826d07fffffffff,17.0,0.0,0.0,0.0
826d17fffffffff,5.0,0.0,0.0,0.0
826d27fffffffff,1.0,0.0,0.0,0.0
826d2ffffffffff,7.0,0.0,0.0,0.0
826d37fffffffff,180.0,0.0,0.0,0.0
828b07fffffffff,4.0,0.0,0.0,0.0
828b27fffffffff,12.0,0.0,0.0,0.0
828b2ffffffffff,227.0,0.0,0.0,0.0
828b67fffffffff,1588.0,0.0,0.0,0.0
828b6ffffffffff,13.0,0.0,0.0,0.0
828e47fffffffff,118.0,0.0,0.0,0.0
828e67fffffffff,2936.0,0.0,0.0,0.0
828e6ffffffffff,37.0,0.0,0.0,0.0
828e77fffffffff,99.0,0.0,0.0,0.0
828f0ffffffffff,280.0,0.0,0.0,0.0
828f2ffffffffff,3.0,0.0,0.0,0.0
828f57fffffffff,979.0,0.0,0.0,0.0
828f5ffffffffff,209.0,0.0,0.0,0.0
82b207fffffffff,264.0,0.0,0.0,0.0
82b20ffffffffff,7.0,0.0,0.0,0.0
82b21ffffffffff,1197.0,0.0,0.0,0.0
82b227fffffffff,5.0,0.0,0.0,0.0
82b22ffffffffff,34.0,0.0,0.0,0.0
82b247fffffffff,41.0,0.0,0.0,0.0
82b24ffffffffff,276.0,0.0,0.0,0.0
82b257fffffffff,6.0,0.0,0.0,0.0
82b25ffffffffff,355.0,0.0,0.0,0.0
82b267fffffffff,193.0,0.0,0.0,0.0
82b26ffffffffff,8.0,0.0,0.0,0.0
82b277fffffffff,110.0,0.0,0.0,0.0
82b2c7fffffffff,7180.0,0.0,0.0,0.0
82b2cffffffffff,68.0,0.0,0.0,0.0
82b2dffffffffff,746.0,0.0,0.0,0.0
82b2e7fffffffff,533.0,0.0,0.0,0.0
82b2effffffffff,373.0,0.0,0.0,0.0
82b307fffffffff,1301.0,0.0,0.0,0.0
82b30ffffffffff,126.0,0.0,0.0,0.0
82b31ffffffffff,43.0,0.0,0.0,0.0
82b327fffffffff,202.0,0.0,0.0,0.0
82b32ffffffffff,83.0,0.0,0.0,0.0
82b337fffffffff,417.0,0.0,0.0,0.0
82b347fffffffff,4.0,0.0,0.0,0.0
82b357fffffffff,513.0,0.0,0.0,0.0
82b35ffffffffff,872.0,0.0,0.0,0.0
82b367fffffffff,62.0,0.0,0.0,0.0
82b377fffffffff,3.0,0.0,0.0,0.0
82c207fffffffff,15.0,0.0,0.0,0.0
82c21ffffffffff,184.0,0.0,0.0,0.0
82c227fffffffff,42.0,0.0,0.0,0.0
82c22ffffffffff,264.0,0.0,0.0,0.0
82c2c7fffffffff,2.0,0.0,0.0,0.0
82c2cffffffffff,13.0,0.0,0.0,0.0
82c2d7fffffffff,11.0,0.0,0.0,0.0
82c2e7fffffffff,334.0,0.0,0.0,0.0
82c2effffffffff,23.0,0.0,0.0,0.0
82c2f7fffffffff,132.0,0.0,0.0,0.0
82c30ffffffffff,6.0,0.0,0.0,0.0
82c327fffffffff,105.0,0.0,0.0,0.0
82c32ffffffffff,12.0,0.0,0.0,0.0
82c347fffffffff,169.0,0.0,0.0,0.0
82c34ffffffffff,149.0,0.0,0.0,0.0
82c357fffffffff,51.0,0.0,0.0,0.0
82c35ffffffffff,23.0,0.0,0.0,0.0
82c367fffffffff,129.0,0.0,0.0,0.0
82c36ffffffffff,5.0,0.0,0.0,0.0
82c377fffffffff,25.0,0.0,0.0,0.0
82ce17fffffffff,3.0,0.0,0.0,0.0
82ce87fffffffff,185.0,0.0,0.0,0.0
82ce8ffffffffff,548.0,0.0,0.0,0.0
82ce97fffffffff,505.0,0.0,0.0,0.0
82ce9ffffffffff,547.0,0.0,0.0,0.0
82cea7fffffffff,64.0,0.0,0.0,0.0
82ceaffffffffff,923.0,0.0,0.0,0.0
82cf17fffffffff,31.0,0.0,0.0,0.0
82cf87fffffffff,5.0,0.0,0.0,0.0
82cf8ffffffffff,12.0,0.0,0.0,0.0
82cf9ffffffffff,9.0,0.0,0.0,0.0
82cfa7fffffffff,69.0,0.0,0.0,0.0
82cfaffffffffff,75.0,0.0,0.0,0.0
82df47fffffffff,7.0,0.0,0.0,0.0
82df6ffffffffff,40.0,0.0,0.0,0.0
