cell_id,Falco tinnunculus,Falco tinnunculus [tinnunculus Group],Falco tinnunculus canariensis/dacotiae,Falco tinnunculus neglectus/alexandri,Falco tinnunculus rufescens
841126bffffffff,3.0,0.0,0.0,0.0,0.0
841126dffffffff,20.0,6.0,0.0,0.0,0.0
8411285ffffffff,3.0,0.0,0.0,0.0,0.0
841128dffffffff,2.0,0.0,0.0,0.0,0.0
84112adffffffff,14.0,4.0,0.0,0.0,0.0
84112c3ffffffff,2.0,0.0,0.0,0.0,0.0
84112cdffffffff,2.0,0.0,0.0,0.0,0.0
84112d7ffffffff,2.0,0.0,0.0,0.0,0.0
84112e3ffffffff,4.0,0.0,0.0,0.0,0.0
8411341ffffffff,1.0,0.0,0.0,0.0,0.0
841134dffffffff,2.0,0.0,0.0,0.0,0.0
841136bffffffff,1.0,0.0,0.0,0.0,0.0
841165bffffffff,1.0,0.0,0.0,0.0,0.0
8411807ffffffff,2.0,0.0,0.0,0.0,0.0
8411813ffffffff,38.0,0.0,0.0,0.0,0.0
8411819ffffffff,4.0,0.0,0.0,0.0,0.0
841181bffffffff,21.0,6.0,0.0,0.0,0.0
841181dffffffff,15.0,0.0,0.0,0.0,0.0
841183bffffffff,2.0,0.0,0.0,0.0,0.0
8411853ffffffff,6.0,0.0,0.0,0.0,0.0
841185bffffffff,2.0,0.0,0.0,0.0,0.0
84118c1ffffffff,9.0,0.0,0.0,0.0,0.0
84118c5ffffffff,5.0,0.0,0.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0,0.0,0.0
84118c9ffffffff,13.0,0.0,0.0,0.0,0.0
84118cdffffffff,40.0,2.0,0.0,0.0,0.0
84118e1ffffffff,4.0,0.0,0.0,0.0,0.0
84118e5ffffffff,4.0,0.0,0.0,0.0,0.0
84118e9ffffffff,29.0,5.0,0.0,0.0,0.0
84118edffffffff,4.0,0.0,0.0,0.0,0.0
8411965ffffffff,4.0,0.0,0.0,0.0,0.0
84119c5ffffffff,1.0,0.0,0.0,0.0,0.0
8411a43ffffffff,1.0,0.0,0.0,0.0,0.0
8411a85ffffffff,2.0,0.0,0.0,0.0,0.0
8411aa1ffffffff,8.0,0.0,0.0,0.0,0.0
8411aa3ffffffff,12.0,0.0,0.0,0.0,0.0
8411aa5ffffffff,45.0,0.0,0.0,0.0,0.0
8411aa7ffffffff,147.0,0.0,0.0,0.0,0.0
8411aa9ffffffff,5.0,0.0,0.0,0.0,0.0
8411aabffffffff,22.0,0.0,0.0,0.0,0.0
8411aadffffffff,47.0,0.0,0.0,0.0,0.0
8411ab1ffffffff,7.0,0.0,0.0,0.0,0.0
8411ab5ffffffff,6.0,0.0,0.0,0.0,0.0
8411abdffffffff,6.0,0.0,0.0,0.0,0.0
8411ac3ffffffff,2.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,126.0,42.0,0.0,0.0,0.0
8411ae5ffffffff,3.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,14.0,2.0,0.0,0.0,0.0
8411b4dffffffff,10.0,0.0,0.0,0.0,0.0
8414921ffffffff,2.0,0.0,0.0,0.0,0.0
841496bffffffff,2.0,0.0,0.0,0.0,0.0
84149adffffffff,11.0,0.0,0.0,0.0,0.0
8414ae5ffffffff,8.0,0.0,0.0,0.0,0.0
8414b07ffffffff,2.0,0.0,0.0,0.0,0.0
8414b27ffffffff,2.0,0.0,0.0,0.0,0.0
8414b29ffffffff,3.0,0.0,0.0,0.0,0.0
8414d65ffffffff,2.0,0.0,0.0,0.0,0.0
84155dbffffffff,6.0,0.0,0.0,0.0,0.0
8415869ffffffff,2.0,0.0,0.0,0.0,0.0
8415889ffffffff,6.0,0.0,0.0,0.0,0.0
8415901ffffffff,2.0,0.0,0.0,0.0,0.0
8415903ffffffff,6.0,0.0,0.0,0.0,0.0
8415909ffffffff,2.0,0.0,0.0,0.0,0.0
8415913ffffffff,3.0,0.0,0.0,0.0,0.0
8415923ffffffff,2.0,0.0,0.0,0.0,0.0
8415925ffffffff,2.0,0.0,0.0,0.0,0.0
8415927ffffffff,12.0,0.0,0.0,0.0,0.0
8415929ffffffff,6.0,0.0,0.0,0.0,0.0
841592bffffffff,20.0,0.0,0.0,0.0,0.0
8415953ffffffff,3.0,0.0,0.0,0.0,0.0
8415967ffffffff,1.0,0.0,0.0,0.0,0.0
8415983ffffffff,6.0,0.0,0.0,0.0,0.0
8415989ffffffff,2.0,0.0,0.0,0.0,0.0
841598bffffffff,8.0,3.0,0.0,0.0,0.0
84159c1ffffffff,4.0,0.0,0.0,0.0,0.0
84159c5ffffffff,4.0,4.0,0.0,0.0,0.0
84159cbffffffff,1.0,0.0,0.0,0.0,0.0
8415b07ffffffff,4.0,0.0,0.0,0.0,0.0
8415b0dffffffff,2.0,0.0,0.0,0.0,0.0
8415b63ffffffff,2.0,0.0,0.0,0.0,0.0
8415b69ffffffff,4.0,0.0,0.0,0.0,0.0
8417155ffffffff,1.0,0.0,0.0,0.0,0.0
8418011ffffffff,8.0,2.0,0.0,0.0,0.0
8418013ffffffff,5.0,2.0,0.0,0.0,0.0
8418019ffffffff,7.0,0.0,0.0,0.0,0.0
841801bffffffff,6.0,0.0,0.0,0.0,0.0
841801dffffffff,20.0,5.0,0.0,0.0,0.0
841804bffffffff,10.0,0.0,0.0,0.0,0.0
8418053ffffffff,47.0,8.0,0.0,0.0,0.0
8418057ffffffff,6.0,0.0,0.0,0.0,0.0
8418059ffffffff,20.0,4.0,0.0,0.0,0.0
841805bffffffff,13.0,0.0,0.0,0.0,0.0
84180c9ffffffff,2.0,0.0,0.0,0.0,0.0
84180cdffffffff,26.0,2.0,0.0,0.0,0.0
8418203ffffffff,2.0,0.0,0.0,0.0,0.0
8418215ffffffff,2.0,0.0,0.0,0.0,0.0
8418219ffffffff,5.0,0.0,0.0,0.0,0.0
841821dffffffff,2.0,0.0,0.0,0.0,0.0
8418233ffffffff,44.0,24.0,0.0,0.0,0.0
8418235ffffffff,19.0,4.0,0.0,0.0,0.0
8418237ffffffff,8.0,0.0,0.0,0.0,0.0
8418239ffffffff,1.0,0.0,0.0,0.0,0.0
841823dffffffff,6.0,6.0,0.0,0.0,0.0
8418251ffffffff,2.0,2.0,0.0,0.0,0.0
8418255ffffffff,2.0,0.0,0.0,0.0,0.0
841825bffffffff,1.0,0.0,0.0,0.0,0.0
841825dffffffff,2.0,0.0,0.0,0.0,0.0
8418281ffffffff,14.0,1.0,0.0,0.0,0.0
8418285ffffffff,8.0,0.0,0.0,0.0,0.0
8418289ffffffff,4.0,0.0,0.0,0.0,0.0
841828bffffffff,282.0,7.0,0.0,0.0,0.0
8418299ffffffff,33.0,1.0,0.0,0.0,0.0
84182a1ffffffff,10.0,0.0,0.0,0.0,0.0
84182a3ffffffff,17.0,0.0,0.0,0.0,0.0
84182a5ffffffff,1.0,0.0,0.0,0.0,0.0
84182a7ffffffff,6.0,0.0,0.0,0.0,0.0
84182a9ffffffff,9.0,0.0,0.0,0.0,0.0
84182abffffffff,13.0,1.0,0.0,0.0,0.0
84182adffffffff,3.0,1.0,0.0,0.0,0.0
84182c1ffffffff,58.0,2.0,0.0,0.0,0.0
84182c3ffffffff,49.0,4.0,0.0,0.0,0.0
84182c9ffffffff,118.0,2.0,0.0,0.0,0.0
84182cbffffffff,162.0,15.0,0.0,0.0,0.0
84182cdffffffff,2.0,0.0,0.0,0.0,0.0
84182d3ffffffff,8.0,2.0,0.0,0.0,0.0
84182d5ffffffff,15.0,1.0,0.0,0.0,0.0
84182d9ffffffff,4.0,0.0,0.0,0.0,0.0
84182dbffffffff,3.0,0.0,0.0,0.0,0.0
84182e1ffffffff,1.0,0.0,0.0,0.0,0.0
84182e3ffffffff,6.0,0.0,0.0,0.0,0.0
84182e5ffffffff,30.0,7.0,0.0,0.0,0.0
84182e7ffffffff,1.0,0.0,0.0,0.0,0.0
84182e9ffffffff,36.0,7.0,0.0,0.0,0.0
84182ebffffffff,13.0,2.0,0.0,0.0,0.0
8418429ffffffff,1.0,1.0,0.0,0.0,0.0
8418443ffffffff,87.0,8.0,0.0,0.0,0.0
8418445ffffffff,2.0,0.0,0.0,0.0,0.0
8418447ffffffff,18.0,2.0,0.0,0.0,0.0
841844bffffffff,1.0,0.0,0.0,0.0,0.0
8418451ffffffff,34.0,0.0,0.0,0.0,0.0
8418453ffffffff,6.0,0.0,0.0,0.0,0.0
8418455ffffffff,14.0,0.0,0.0,0.0,0.0
8418457ffffffff,11.0,2.0,0.0,0.0,0.0
8418459ffffffff,9.0,4.0,0.0,0.0,0.0
841845bffffffff,11.0,0.0,0.0,0.0,0.0
841845dffffffff,18.0,0.0,0.0,0.0,0.0
8418461ffffffff,24.0,4.0,0.0,0.0,0.0
8418469ffffffff,11.0,0.0,0.0,0.0,0.0
841846bffffffff,2.0,2.0,0.0,0.0,0.0
841846dffffffff,124.0,2.0,0.0,0.0,0.0
8418491ffffffff,26.0,0.0,0.0,0.0,0.0
8418493ffffffff,276.0,8.0,0.0,0.0,0.0
8418495ffffffff,584.0,2.0,0.0,0.0,0.0
8418497ffffffff,138.0,0.0,0.0,0.0,0.0
8418499ffffffff,2.0,2.0,0.0,0.0,0.0
841849bffffffff,7.0,0.0,0.0,0.0,0.0
841849dffffffff,12.0,0.0,0.0,0.0,0.0
84184a3ffffffff,8.0,0.0,0.0,0.0,0.0
84184b1ffffffff,169.0,0.0,0.0,0.0,0.0
84184b3ffffffff,53.0,0.0,0.0,0.0,0.0
84184b5ffffffff,171.0,3.0,0.0,0.0,0.0
84184b7ffffffff,201.0,0.0,0.0,0.0,0.0
84184b9ffffffff,47.0,0.0,0.0,0.0,0.0
84184bbffffffff,144.0,0.0,0.0,0.0,0.0
84184bdffffffff,170.0,6.0,0.0,0.0,0.0
84184c3ffffffff,2.0,0.0,0.0,0.0,0.0
84184d5ffffffff,11.0,0.0,0.0,0.0,0.0
84184d9ffffffff,17.0,0.0,0.0,0.0,0.0
84184ddffffffff,12.0,1.0,0.0,0.0,0.0
8418593ffffffff,31.0,0.0,0.0,0.0,0.0
8418597ffffffff,14.0,0.0,0.0,0.0,0.0
84185b1ffffffff,27.0,0.0,0.0,0.0,0.0
84185b3ffffffff,156.0,0.0,0.0,0.0,0.0
84185b5ffffffff,707.0,0.0,0.0,0.0,0.0
84185b7ffffffff,12.0,0.0,0.0,0.0,0.0
84185bbffffffff,697.0,0.0,0.0,0.0,0.0
8418603ffffffff,2.0,0.0,0.0,0.0,0.0
