cell_id,Melospiza melodia,Melospiza melodia melodia/atlantica,Melospiza melodia sanaka/maxima,Melospiza melodia [rufina Group],Melospiza melodia montana/merrilli,Melospiza melodia [heermanni Group],Melospiza melodia samuelsis,Melospiza melodia pusillula,Melospiza melodia [fallax Group],Melospiza melodia [mexicana Group]
8228d7fffffffff,109.0,0.0,0.0,76.0,19.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,26.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,87.0,5.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,33.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
822987fffffffff,23.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,2.0,0.0
82298ffffffffff,11.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
822997fffffffff,18.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
82299ffffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,1141.0,0.0,0.0,0.0,4.0,549.0,0.0,0.0,20.0,0.0
8229affffffffff,43.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
8229b7fffffffff,81.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,18.0,0.0
822a07fffffffff,66.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,18585.0,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a27fffffffff,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,842.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,91.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,61.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,98.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,103.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,2446.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ab7fffffffff,1801.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,235.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,424.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,265.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b8ffffffffff,1084.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b97fffffffff,217.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,962.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ba7fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,1452.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822bb7fffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82441ffffffffff,87.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824477fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,397.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,104.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244effffffffff,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,127.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824807fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82480ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
824847fffffffff,89.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
824857fffffffff,12.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0
82485ffffffffff,95.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0
824877fffffffff,51.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
824887fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,38.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0
8248cffffffffff,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8248d7fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,262.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,70.0,0.0
8248f7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
824997fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
8249affffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
