cell_id,Buteo rufinus,Buteo rufinus rufinus,Buteo rufinus cirtensis
84118e9ffffffff,3.0,3.0,0.0
8411ae3ffffffff,6.0,4.0,0.0
8419483ffffffff,2.0,2.0,0.0
84196b1ffffffff,2.0,0.0,0.0
841e007ffffffff,2.0,0.0,0.0
841e029ffffffff,4.0,0.0,0.0
841e041ffffffff,3.0,0.0,0.0
841e045ffffffff,26.0,0.0,0.0
841e047ffffffff,14.0,0.0,0.0
841e04bffffffff,9.0,0.0,0.0
841e04dffffffff,2.0,0.0,0.0
841e053ffffffff,1.0,0.0,0.0
841e06bffffffff,2.0,0.0,0.0
841e08dffffffff,2.0,0.0,0.0
841e0a9ffffffff,39.0,0.0,0.0
841e0adffffffff,2.0,0.0,0.0
841e0e3ffffffff,12.0,0.0,0.0
841e0e7ffffffff,23.0,2.0,0.0
841e0e9ffffffff,4.0,0.0,0.0
841e109ffffffff,3.0,0.0,0.0
841e121ffffffff,2.0,0.0,0.0
841e1b9ffffffff,2.0,0.0,0.0
841e1c9ffffffff,2.0,0.0,0.0
841e1cbffffffff,8.0,0.0,0.0
841e1ddffffffff,2.0,0.0,0.0
841e249ffffffff,1.0,0.0,0.0
841e343ffffffff,6.0,0.0,0.0
841e35dffffffff,4.0,0.0,0.0
841e5adffffffff,1.0,1.0,0.0
841e643ffffffff,2.0,0.0,0.0
841e9a3ffffffff,1.0,0.0,0.0
841ec03ffffffff,1.0,0.0,0.0
841ec1dffffffff,1.0,0.0,0.0
841ec23ffffffff,2.0,0.0,0.0
841ec27ffffffff,1.0,0.0,0.0
841ec43ffffffff,2.0,0.0,0.0
841ec47ffffffff,1.0,0.0,0.0
841ecc5ffffffff,1.0,0.0,0.0
841eda7ffffffff,20.0,0.0,0.0
841f001ffffffff,2.0,2.0,0.0
841f051ffffffff,1.0,0.0,0.0
841f08dffffffff,1.0,0.0,0.0
841f1a1ffffffff,5.0,0.0,0.0
841f4adffffffff,1.0,0.0,0.0
841f531ffffffff,2.0,0.0,0.0
841f5dbffffffff,8.0,0.0,0.0
841f981ffffffff,8.0,0.0,0.0
841fa59ffffffff,2.0,0.0,0.0
841fb19ffffffff,7.0,2.0,0.0
842013dffffffff,1.0,1.0,0.0
8420293ffffffff,1.0,0.0,0.0
8420333ffffffff,8.0,0.0,0.0
8420335ffffffff,2.0,0.0,0.0
8420a01ffffffff,1.0,0.0,0.0
8420e3bffffffff,1.0,0.0,0.0
8420e69ffffffff,1.0,0.0,0.0
8421567ffffffff,2.0,0.0,0.0
8424037ffffffff,2.0,0.0,0.0
84240adffffffff,2.0,0.0,0.0
84240e1ffffffff,1.0,0.0,0.0
8424311ffffffff,3.0,0.0,0.0
8424313ffffffff,3.0,0.0,0.0
8424d55ffffffff,4.0,0.0,0.0
842513dffffffff,1.0,0.0,0.0
8425145ffffffff,2.0,0.0,0.0
842c043ffffffff,2.0,1.0,0.0
842c05bffffffff,7.0,7.0,0.0
842c0b7ffffffff,2.0,0.0,0.0
842c0c1ffffffff,4.0,4.0,0.0
842c0c9ffffffff,6.0,6.0,0.0
842c283ffffffff,3.0,3.0,0.0
842c287ffffffff,2.0,2.0,0.0
842c2a1ffffffff,1.0,1.0,0.0
842c2a3ffffffff,1.0,1.0,0.0
842c2abffffffff,2.0,2.0,0.0
842c2bdffffffff,2.0,2.0,0.0
842c2e5ffffffff,5.0,5.0,0.0
842c2e9ffffffff,3.0,3.0,0.0
842c4cdffffffff,13.0,0.0,0.0
842c511ffffffff,1.0,0.0,0.0
842c513ffffffff,7.0,0.0,0.0
842c51bffffffff,15.0,0.0,0.0
842c5e9ffffffff,3.0,0.0,0.0
842c5ebffffffff,2.0,0.0,0.0
842ce49ffffffff,3.0,0.0,0.0
842d103ffffffff,2.0,2.0,0.0
842d183ffffffff,1.0,0.0,0.0
842d303ffffffff,1.0,0.0,0.0
842d323ffffffff,1.0,0.0,0.0
842d331ffffffff,1.0,0.0,0.0
842d641ffffffff,1.0,0.0,0.0
842da13ffffffff,2.0,0.0,0.0
842db0bffffffff,1.0,1.0,0.0
842db1dffffffff,2.0,0.0,0.0
842db29ffffffff,2.0,2.0,0.0
842db2bffffffff,4.0,4.0,0.0
842db67ffffffff,1.0,1.0,0.0
8438007ffffffff,1.0,0.0,1.0
84380d9ffffffff,2.0,0.0,2.0
8438101ffffffff,1.0,0.0,1.0
8438251ffffffff,1.0,0.0,0.0
8438625ffffffff,48.0,0.0,40.0
843862dffffffff,1.0,0.0,1.0
8438631ffffffff,1.0,0.0,0.0
8438635ffffffff,2.0,0.0,2.0
843863dffffffff,1.0,0.0,0.0
8438709ffffffff,1.0,0.0,1.0
8438715ffffffff,2.0,0.0,2.0
8438717ffffffff,1.0,0.0,1.0
843871bffffffff,2.0,0.0,2.0
8438729ffffffff,1.0,0.0,1.0
8438751ffffffff,7.0,0.0,6.0
8438753ffffffff,3.0,0.0,1.0
8438759ffffffff,1.0,0.0,1.0
843875bffffffff,7.0,0.0,7.0
8438db5ffffffff,1.0,0.0,1.0
8439085ffffffff,2.0,0.0,0.0
84390d5ffffffff,2.0,0.0,0.0
84390ddffffffff,2.0,0.0,2.0
8439101ffffffff,1.0,0.0,1.0
8439157ffffffff,3.0,0.0,3.0
8439181ffffffff,1.0,0.0,1.0
8439189ffffffff,2.0,0.0,0.0
8439193ffffffff,2.0,0.0,0.0
84391a9ffffffff,15.0,0.0,0.0
84391abffffffff,19.0,0.0,0.0
84391c7ffffffff,4.0,0.0,1.0
84391ebffffffff,5.0,0.0,0.0
843928dffffffff,2.0,0.0,0.0
8439299ffffffff,2.0,0.0,0.0
84392a1ffffffff,20.0,2.0,0.0
84392e5ffffffff,2.0,0.0,0.0
843944dffffffff,45.0,26.0,0.0
84395c9ffffffff,1.0,0.0,0.0
843963bffffffff,1.0,0.0,0.0
84396c7ffffffff,2.0,0.0,0.0
8439747ffffffff,16.0,0.0,1.0
843c029ffffffff,7.0,0.0,0.0
843c117ffffffff,1.0,1.0,0.0
843c191ffffffff,35.0,0.0,0.0
843c199ffffffff,8.0,0.0,0.0
843c1b5ffffffff,6.0,0.0,0.0
843c1c3ffffffff,4.0,0.0,0.0
843c1d1ffffffff,1.0,0.0,0.0
843c527ffffffff,2.0,0.0,0.0
843c535ffffffff,4.0,0.0,0.0
843c585ffffffff,2.0,0.0,0.0
843c5a3ffffffff,1.0,0.0,0.0
843c5abffffffff,3.0,0.0,0.0
843c5c5ffffffff,1.0,0.0,0.0
843c5c7ffffffff,2.0,0.0,0.0
843c5e7ffffffff,4.0,0.0,0.0
843c8d9ffffffff,2.0,0.0,0.0
843c8dbffffffff,4.0,0.0,0.0
843ca93ffffffff,6.0,0.0,0.0
843ca97ffffffff,2.0,0.0,0.0
843cabbffffffff,3.0,0.0,0.0
843cc6bffffffff,2.0,0.0,0.0
843ce2dffffffff,1.0,0.0,0.0
843cea1ffffffff,3.0,0.0,0.0
843cea5ffffffff,3.0,0.0,0.0
843cebdffffffff,3.0,0.0,0.0
843cedbffffffff,1.0,0.0,0.0
843ceddffffffff,3.0,0.0,0.0
843cf29ffffffff,3.0,0.0,0.0
843cf2dffffffff,1.0,0.0,0.0
843cf41ffffffff,12.0,0.0,0.0
843cf47ffffffff,8.0,0.0,0.0
843cf6bffffffff,6.0,0.0,0.0
843d005ffffffff,10.0,0.0,0.0
843d04dffffffff,2.0,0.0,0.0
843d119ffffffff,2.0,0.0,0.0
843d223ffffffff,1.0,0.0,0.0
843d227ffffffff,2.0,0.0,0.0
843d323ffffffff,3.0,0.0,0.0
843d853ffffffff,8.0,0.0,0.0
843d8b9ffffffff,2.0,0.0,0.0
843d8ddffffffff,6.0,0.0,0.0
843d987ffffffff,5.0,0.0,0.0
843da1bffffffff,5.0,0.0,0.0
843da69ffffffff,3.0,0.0,0.0
843da91ffffffff,1.0,0.0,0.0
843daa5ffffffff,5.0,0.0,0.0
843e457ffffffff,23.0,0.0,0.0
843e689ffffffff,1.0,0.0,0.0
843e68dffffffff,6.0,4.0,0.0
843e6c9ffffffff,1.0,1.0,0.0
843e6cbffffffff,1.0,1.0,0.0
8442531ffffffff,8.0,0.0,0.0
8442533ffffffff,6.0,0.0,0.0
844253bffffffff,3.0,0.0,0.0
844259dffffffff,2.0,0.0,0.0
84425a7ffffffff,1.0,0.0,0.0
84425e1ffffffff,2.0,0.0,0.0
8442c41ffffffff,6.0,0.0,0.0
8442c4bffffffff,5.0,0.0,0.0
8443603ffffffff,1.0,0.0,0.0
8443813ffffffff,2.0,2.0,0.0
8443a69ffffffff,1.0,0.0,0.0
8443a93ffffffff,3.0,0.0,0.0
84526b5ffffffff,1.0,0.0,1.0
84529e1ffffffff,2.0,0.0,0.0
845929bffffffff,3.0,0.0,3.0
8460169ffffffff,61.0,0.0,0.0
8460339ffffffff,12.0,0.0,0.0
84608b5ffffffff,10.0,0.0,0.0
84608b9ffffffff,2.0,0.0,0.0
84608bdffffffff,9.0,0.0,0.0
84609e1ffffffff,2.0,0.0,0.0
84609ebffffffff,1.0,0.0,0.0
8460a25ffffffff,20.0,0.0,0.0
8460ac7ffffffff,1.0,0.0,0.0
8463325ffffffff,2.0,0.0,2.0
846336dffffffff,3.0,3.0,0.0
84641bdffffffff,3.0,0.0,0.0
8464805ffffffff,6.0,0.0,0.0
8464829ffffffff,7.0,0.0,0.0
846520dffffffff,2.0,0.0,0.0
846ace5ffffffff,1.0,0.0,0.0
847a41dffffffff,4.0,0.0,0.0
847a455ffffffff,1.0,0.0,0.0
847a609ffffffff,2.0,0.0,0.0
