cell_id,Turdus torquatus,Turdus torquatus torquatus,Turdus torquatus alpestris,Turdus torquatus amicorum
830122fffffffff,2.0,0.0,0.0,0.0
830125fffffffff,1.0,1.0,0.0,0.0
830126fffffffff,8.0,0.0,0.0,0.0
830130fffffffff,15.0,5.0,0.0,0.0
830131fffffffff,11.0,4.0,0.0,0.0
830135fffffffff,29.0,0.0,0.0,0.0
830805fffffffff,4.0,0.0,0.0,0.0
830806fffffffff,1.0,0.0,0.0,0.0
830810fffffffff,3.0,0.0,0.0,0.0
830812fffffffff,11.0,0.0,0.0,0.0
830813fffffffff,2.0,0.0,0.0,0.0
830814fffffffff,11.0,2.0,0.0,0.0
830816fffffffff,4.0,0.0,0.0,0.0
830819fffffffff,4.0,0.0,0.0,0.0
83082dfffffffff,1.0,0.0,0.0,0.0
830832fffffffff,1.0,0.0,0.0,0.0
830836fffffffff,28.0,0.0,0.0,0.0
830880fffffffff,3.0,0.0,0.0,0.0
830885fffffffff,3.0,0.0,0.0,0.0
830886fffffffff,4.0,0.0,0.0,0.0
830888fffffffff,11.0,0.0,0.0,0.0
83088dfffffffff,2.0,0.0,0.0,0.0
830890fffffffff,6.0,0.0,0.0,0.0
830899fffffffff,1.0,0.0,0.0,0.0
83089dfffffffff,2.0,0.0,0.0,0.0
8308a5fffffffff,4.0,0.0,0.0,0.0
8308b4fffffffff,2.0,0.0,0.0,0.0
8308d1fffffffff,4.0,0.0,0.0,0.0
8308d5fffffffff,2.0,0.0,0.0,0.0
8308e4fffffffff,4.0,0.0,0.0,0.0
8308e8fffffffff,8.0,1.0,0.0,0.0
8308e9fffffffff,1.0,0.0,0.0,0.0
8308eafffffffff,3.0,0.0,0.0,0.0
8308ecfffffffff,8.0,0.0,0.0,0.0
8308f0fffffffff,1.0,0.0,0.0,0.0
83094bfffffffff,2.0,0.0,0.0,0.0
830958fffffffff,6.0,2.0,0.0,0.0
830959fffffffff,2.0,0.0,0.0,0.0
83095afffffffff,8.0,0.0,0.0,0.0
830980fffffffff,10.0,0.0,0.0,0.0
830982fffffffff,5.0,2.0,0.0,0.0
830983fffffffff,2.0,0.0,0.0,0.0
830988fffffffff,15.0,3.0,0.0,0.0
830989fffffffff,8.0,2.0,0.0,0.0
83098bfffffffff,2.0,2.0,0.0,0.0
83098cfffffffff,4.0,2.0,0.0,0.0
83098dfffffffff,7.0,0.0,0.0,0.0
83098efffffffff,13.0,0.0,0.0,0.0
830991fffffffff,2.0,0.0,0.0,0.0
830993fffffffff,2.0,0.0,0.0,0.0
830999fffffffff,6.0,2.0,0.0,0.0
83099bfffffffff,2.0,0.0,0.0,0.0
83099efffffffff,2.0,0.0,0.0,0.0
8309a0fffffffff,9.0,0.0,0.0,0.0
8309a4fffffffff,12.0,0.0,0.0,0.0
8309a6fffffffff,10.0,0.0,0.0,0.0
8309abfffffffff,1.0,0.0,0.0,0.0
831126fffffffff,4.0,0.0,0.0,0.0
83182dfffffffff,2.0,0.0,0.0,0.0
831840fffffffff,2.0,0.0,0.0,0.0
831844fffffffff,2.0,0.0,0.0,0.0
831846fffffffff,26.0,3.0,0.0,0.0
831849fffffffff,233.0,1.0,44.0,0.0
83184bfffffffff,11.0,0.0,0.0,0.0
831859fffffffff,2.0,0.0,0.0,0.0
83185bfffffffff,14.0,0.0,0.0,0.0
83186afffffffff,2.0,0.0,0.0,0.0
831871fffffffff,2.0,0.0,0.0,0.0
831872fffffffff,2.0,0.0,0.0,0.0
831873fffffffff,17.0,0.0,0.0,0.0
831874fffffffff,4.0,0.0,0.0,0.0
831875fffffffff,2.0,0.0,0.0,0.0
831876fffffffff,31.0,0.0,0.0,0.0
831908fffffffff,6.0,4.0,0.0,0.0
831909fffffffff,3.0,2.0,0.0,0.0
83190cfffffffff,22.0,0.0,0.0,0.0
83190dfffffffff,162.0,20.0,0.0,0.0
83192bfffffffff,2.0,0.0,0.0,0.0
83192cfffffffff,5.0,0.0,0.0,0.0
831940fffffffff,67.0,5.0,0.0,0.0
831941fffffffff,82.0,13.0,0.0,0.0
831942fffffffff,94.0,30.0,0.0,0.0
831943fffffffff,12.0,4.0,0.0,0.0
831946fffffffff,23.0,2.0,0.0,0.0
831948fffffffff,50.0,7.0,0.0,0.0
831949fffffffff,2.0,2.0,0.0,0.0
83194afffffffff,20.0,0.0,0.0,0.0
83194bfffffffff,2.0,1.0,0.0,0.0
83194cfffffffff,42.0,8.0,0.0,0.0
83194dfffffffff,26.0,6.0,0.0,0.0
83194efffffffff,51.0,2.0,0.0,0.0
831950fffffffff,2.0,0.0,0.0,0.0
831951fffffffff,4.0,0.0,0.0,0.0
831953fffffffff,3.0,0.0,0.0,0.0
831955fffffffff,41.0,13.0,0.0,0.0
831958fffffffff,11.0,0.0,0.0,0.0
831959fffffffff,12.0,0.0,0.0,0.0
83195afffffffff,3.0,0.0,0.0,0.0
83195bfffffffff,15.0,1.0,0.0,0.0
83195cfffffffff,12.0,1.0,0.0,0.0
83195dfffffffff,29.0,0.0,0.0,0.0
83195efffffffff,9.0,0.0,0.0,0.0
831968fffffffff,29.0,0.0,0.0,0.0
831969fffffffff,25.0,0.0,0.0,0.0
83196bfffffffff,7.0,0.0,0.0,0.0
83196cfffffffff,5.0,0.0,0.0,0.0
83196dfffffffff,18.0,0.0,0.0,0.0
831972fffffffff,20.0,1.0,0.0,0.0
831973fffffffff,40.0,0.0,0.0,0.0
831976fffffffff,19.0,0.0,0.0,0.0
831e01fffffffff,21.0,0.0,0.0,0.0
831e03fffffffff,3.0,0.0,2.0,0.0
831e04fffffffff,24.0,0.0,6.0,0.0
831e05fffffffff,18.0,0.0,3.0,0.0
831e09fffffffff,16.0,0.0,0.0,0.0
831e0bfffffffff,6.0,0.0,0.0,0.0
831e0cfffffffff,1.0,0.0,0.0,0.0
831e0dfffffffff,2.0,0.0,0.0,0.0
831e0efffffffff,4.0,0.0,0.0,0.0
831e10fffffffff,7.0,0.0,0.0,0.0
831e12fffffffff,6.0,0.0,0.0,0.0
831e14fffffffff,13.0,0.0,0.0,0.0
831e15fffffffff,12.0,0.0,4.0,0.0
831e16fffffffff,75.0,0.0,5.0,0.0
831e1bfffffffff,4.0,0.0,0.0,0.0
831e22fffffffff,15.0,0.0,4.0,0.0
831e30fffffffff,3.0,0.0,0.0,0.0
831e32fffffffff,19.0,0.0,0.0,0.0
831e34fffffffff,1.0,0.0,0.0,0.0
831e35fffffffff,19.0,0.0,2.0,0.0
831e36fffffffff,2.0,0.0,0.0,0.0
831e50fffffffff,4.0,0.0,0.0,0.0
831e52fffffffff,8.0,0.0,1.0,0.0
831e72fffffffff,1.0,0.0,0.0,0.0
831ea4fffffffff,6.0,0.0,0.0,0.0
831ea9fffffffff,7.0,0.0,2.0,0.0
831ec0fffffffff,103.0,0.0,9.0,0.0
831ec1fffffffff,2.0,0.0,0.0,0.0
831ec2fffffffff,2.0,0.0,0.0,0.0
831ec3fffffffff,40.0,0.0,10.0,0.0
831ec5fffffffff,7.0,0.0,0.0,0.0
831ec9fffffffff,1.0,0.0,0.0,0.0
831ecbfffffffff,1.0,0.0,0.0,0.0
831ecdfffffffff,4.0,0.0,0.0,0.0
831ed1fffffffff,2.0,0.0,0.0,0.0
831ee0fffffffff,1.0,0.0,0.0,0.0
831eebfffffffff,2.0,0.0,0.0,0.0
831eecfffffffff,1.0,0.0,0.0,0.0
831ef0fffffffff,7.0,0.0,0.0,0.0
831ef5fffffffff,7.0,0.0,0.0,0.0
831ef6fffffffff,3.0,0.0,0.0,0.0
831f00fffffffff,6.0,4.0,0.0,0.0
831f03fffffffff,3.0,0.0,0.0,0.0
831f04fffffffff,2.0,0.0,0.0,0.0
831f05fffffffff,11.0,0.0,0.0,0.0
831f06fffffffff,2.0,0.0,0.0,0.0
831f0efffffffff,1.0,0.0,0.0,0.0
831f11fffffffff,3.0,1.0,0.0,0.0
831f12fffffffff,7.0,0.0,0.0,0.0
831f13fffffffff,10.0,0.0,0.0,0.0
831f14fffffffff,2.0,2.0,0.0,0.0
831f15fffffffff,1.0,0.0,0.0,0.0
831f1cfffffffff,4.0,2.0,0.0,0.0
831f20fffffffff,3.0,0.0,0.0,0.0
831f21fffffffff,1.0,0.0,0.0,0.0
831f22fffffffff,3.0,0.0,0.0,0.0
831f24fffffffff,11.0,0.0,0.0,0.0
831f25fffffffff,1.0,0.0,0.0,0.0
831f29fffffffff,4.0,0.0,0.0,0.0
831f2afffffffff,40.0,37.0,0.0,0.0
831f31fffffffff,4.0,0.0,0.0,0.0
831f32fffffffff,7.0,4.0,0.0,0.0
831f33fffffffff,90.0,7.0,0.0,0.0
831f35fffffffff,10.0,4.0,0.0,0.0
831f71fffffffff,4.0,0.0,0.0,0.0
831f80fffffffff,4.0,0.0,0.0,0.0
831f81fffffffff,27.0,0.0,3.0,0.0
831f82fffffffff,29.0,0.0,8.0,0.0
831f83fffffffff,12.0,0.0,1.0,0.0
831f84fffffffff,2.0,0.0,0.0,0.0
831f88fffffffff,54.0,0.0,5.0,0.0
831f89fffffffff,33.0,0.0,5.0,0.0
831f8afffffffff,36.0,0.0,2.0,0.0
831f8bfffffffff,42.0,0.0,4.0,0.0
831f8efffffffff,30.0,0.0,0.0,0.0
831f91fffffffff,47.0,0.0,39.0,0.0
831f93fffffffff,9.0,0.0,4.0,0.0
831f98fffffffff,2.0,0.0,0.0,0.0
831f9afffffffff,11.0,0.0,0.0,0.0
831f9cfffffffff,107.0,0.0,16.0,0.0
831f9dfffffffff,33.0,0.0,4.0,0.0
831f9efffffffff,50.0,0.0,9.0,0.0
831fa4fffffffff,11.0,0.0,0.0,0.0
831fa5fffffffff,2.0,0.0,0.0,0.0
831fa6fffffffff,7.0,0.0,0.0,0.0
831fa8fffffffff,4.0,0.0,0.0,0.0
831faafffffffff,2.0,0.0,0.0,0.0
