cell_id,Artamus cinereus,Artamus cinereus normani/inkermani,Artamus cinereus [cinereus Group]
84b9131ffffffff,3.0,0.0,3.0
84b9161ffffffff,6.0,0.0,0.0
84b9167ffffffff,4.0,0.0,0.0
84b91a5ffffffff,3.0,0.0,0.0
84b9803ffffffff,11.0,0.0,1.0
84b9805ffffffff,1.0,0.0,0.0
84b9807ffffffff,10.0,0.0,2.0
84b9809ffffffff,5.0,0.0,0.0
84b980bffffffff,4.0,0.0,1.0
84b980dffffffff,3.0,0.0,0.0
84b9811ffffffff,2.0,0.0,0.0
84b9813ffffffff,4.0,0.0,0.0
84b9815ffffffff,3.0,0.0,0.0
84b981bffffffff,2.0,0.0,0.0
84b9823ffffffff,10.0,0.0,0.0
84b982bffffffff,8.0,0.0,0.0
84b983dffffffff,1.0,0.0,0.0
84b9841ffffffff,2.0,0.0,0.0
84b9843ffffffff,2.0,0.0,0.0
84b9845ffffffff,2.0,0.0,0.0
84b9847ffffffff,3.0,0.0,0.0
84b984bffffffff,2.0,0.0,0.0
84b9851ffffffff,3.0,0.0,0.0
84b9855ffffffff,85.0,0.0,9.0
84b9857ffffffff,14.0,0.0,0.0
84b9859ffffffff,4.0,0.0,0.0
84b985dffffffff,37.0,0.0,1.0
84b9861ffffffff,44.0,0.0,18.0
84b9865ffffffff,66.0,0.0,22.0
84b986bffffffff,6.0,0.0,0.0
84b9881ffffffff,2.0,0.0,0.0
84b988bffffffff,37.0,0.0,6.0
84b988dffffffff,2.0,0.0,0.0
84b9895ffffffff,5.0,0.0,0.0
84b9897ffffffff,3.0,0.0,0.0
84b989dffffffff,31.0,0.0,0.0
84b98a3ffffffff,4.0,0.0,0.0
84b98abffffffff,4.0,0.0,0.0
84b98b9ffffffff,2.0,0.0,0.0
84b98bdffffffff,2.0,0.0,2.0
84b98d5ffffffff,2.0,0.0,0.0
84b98ddffffffff,7.0,0.0,0.0
84b98ebffffffff,3.0,0.0,0.0
84b9907ffffffff,20.0,0.0,0.0
84b990bffffffff,27.0,0.0,0.0
84b9911ffffffff,2.0,0.0,0.0
84b9915ffffffff,10.0,0.0,0.0
84b9917ffffffff,2.0,0.0,1.0
84b991dffffffff,2.0,0.0,0.0
84b9931ffffffff,10.0,0.0,0.0
84b9935ffffffff,6.0,0.0,0.0
84b9937ffffffff,2.0,0.0,0.0
84b9949ffffffff,5.0,0.0,0.0
84b994dffffffff,6.0,0.0,0.0
84b9951ffffffff,16.0,0.0,0.0
84b9953ffffffff,2.0,0.0,0.0
84b9955ffffffff,4.0,0.0,0.0
84b9957ffffffff,1.0,0.0,0.0
84b995bffffffff,17.0,0.0,0.0
84b996bffffffff,3.0,0.0,0.0
84b996dffffffff,1.0,0.0,0.0
84b9987ffffffff,2.0,0.0,0.0
84b99c1ffffffff,4.0,0.0,0.0
84b99c5ffffffff,6.0,0.0,2.0
84b99c9ffffffff,26.0,0.0,3.0
84b99cbffffffff,10.0,0.0,0.0
84b99cdffffffff,7.0,0.0,3.0
84b99e5ffffffff,2.0,0.0,0.0
84b99e7ffffffff,1.0,0.0,0.0
84b99e9ffffffff,8.0,0.0,0.0
84b99edffffffff,5.0,0.0,0.0
84b9a05ffffffff,7.0,0.0,0.0
84b9a11ffffffff,1.0,0.0,0.0
84b9a13ffffffff,20.0,0.0,1.0
84b9a17ffffffff,1.0,0.0,0.0
84b9a1bffffffff,9.0,0.0,0.0
84b9a31ffffffff,8.0,0.0,0.0
84b9a33ffffffff,8.0,0.0,0.0
84b9a3bffffffff,24.0,0.0,0.0
84b9a4bffffffff,9.0,0.0,3.0
84b9a51ffffffff,5.0,0.0,0.0
84b9a59ffffffff,9.0,0.0,2.0
84b9a61ffffffff,1.0,0.0,0.0
84b9a63ffffffff,6.0,0.0,0.0
84b9a65ffffffff,19.0,0.0,0.0
84b9a67ffffffff,4.0,0.0,3.0
84b9a85ffffffff,4.0,0.0,0.0
84b9a99ffffffff,16.0,0.0,0.0
84b9a9dffffffff,2.0,0.0,0.0
84b9aa1ffffffff,7.0,0.0,0.0
84b9aa5ffffffff,15.0,0.0,0.0
84b9aa7ffffffff,6.0,0.0,0.0
84b9ab1ffffffff,3.0,0.0,0.0
84b9ab7ffffffff,10.0,0.0,5.0
84b9ab9ffffffff,8.0,0.0,7.0
84b9abbffffffff,1.0,0.0,0.0
84b9ac1ffffffff,20.0,0.0,2.0
84b9ac3ffffffff,8.0,0.0,0.0
84b9ad1ffffffff,2.0,0.0,0.0
84b9ad5ffffffff,67.0,0.0,0.0
84b9ad9ffffffff,2.0,0.0,0.0
84b9addffffffff,2.0,0.0,0.0
84b9ae3ffffffff,4.0,0.0,0.0
84b9ae9ffffffff,1.0,0.0,0.0
84b9b01ffffffff,12.0,0.0,0.0
84b9b05ffffffff,4.0,0.0,0.0
84b9b09ffffffff,10.0,0.0,2.0
84b9b15ffffffff,2.0,0.0,0.0
84b9b21ffffffff,33.0,0.0,7.0
84b9b23ffffffff,29.0,0.0,6.0
84b9b27ffffffff,3.0,0.0,0.0
84b9b29ffffffff,3.0,0.0,0.0
84b9b2bffffffff,236.0,0.0,14.0
84b9b31ffffffff,110.0,0.0,22.0
84b9b33ffffffff,51.0,0.0,12.0
84b9b35ffffffff,5.0,0.0,0.0
84b9b37ffffffff,42.0,0.0,2.0
84b9b3bffffffff,2.0,0.0,0.0
84b9b3dffffffff,69.0,0.0,4.0
84b9b41ffffffff,2.0,0.0,0.0
84b9b43ffffffff,3.0,0.0,0.0
84b9b45ffffffff,13.0,0.0,0.0
84b9b47ffffffff,16.0,0.0,2.0
84b9b49ffffffff,2.0,0.0,0.0
84b9b4bffffffff,7.0,0.0,0.0
84b9b4dffffffff,18.0,0.0,0.0
84b9b51ffffffff,27.0,0.0,0.0
84b9b55ffffffff,86.0,0.0,6.0
84b9b57ffffffff,4.0,0.0,0.0
84b9b59ffffffff,4.0,0.0,0.0
84b9b5dffffffff,7.0,0.0,0.0
84b9b63ffffffff,6.0,0.0,0.0
84b9b65ffffffff,5.0,0.0,0.0
84b9b67ffffffff,4.0,0.0,0.0
84be401ffffffff,13.0,0.0,0.0
84be403ffffffff,2.0,0.0,0.0
84be409ffffffff,9.0,0.0,4.0
84be41bffffffff,3.0,0.0,0.0
84be421ffffffff,58.0,0.0,0.0
84be423ffffffff,1.0,0.0,0.0
84be425ffffffff,5.0,0.0,0.0
84be429ffffffff,6.0,0.0,0.0
84be42dffffffff,2.0,0.0,0.0
84be433ffffffff,2.0,0.0,0.0
84be439ffffffff,2.0,0.0,1.0
84be43bffffffff,223.0,0.0,46.0
84be485ffffffff,2.0,0.0,0.0
84be4a1ffffffff,27.0,0.0,12.0
84be4a3ffffffff,4.0,0.0,0.0
84be4a5ffffffff,4.0,0.0,0.0
84be4a7ffffffff,1.0,0.0,0.0
84be4a9ffffffff,22.0,0.0,8.0
84be4abffffffff,14.0,0.0,0.0
84be4adffffffff,39.0,0.0,0.0
84be4b3ffffffff,6.0,0.0,0.0
84be4b5ffffffff,3.0,0.0,0.0
84be4cdffffffff,1.0,0.0,0.0
84be4e3ffffffff,25.0,0.0,2.0
84be4e5ffffffff,7.0,0.0,0.0
84be4e7ffffffff,3.0,0.0,0.0
84be4e9ffffffff,6.0,0.0,0.0
84be4ebffffffff,7.0,0.0,5.0
84be4edffffffff,10.0,0.0,0.0
84be507ffffffff,12.0,0.0,0.0
84be511ffffffff,2.0,0.0,0.0
84be539ffffffff,5.0,0.0,0.0
84be557ffffffff,3.0,0.0,0.0
84be55bffffffff,1.0,0.0,0.0
84be595ffffffff,1.0,0.0,0.0
84be5a7ffffffff,2.0,0.0,0.0
84be5b1ffffffff,2.0,0.0,0.0
84be5b3ffffffff,5.0,0.0,0.0
84be5b7ffffffff,2.0,0.0,0.0
84be5b9ffffffff,7.0,0.0,0.0
84be5c7ffffffff,4.0,0.0,0.0
84be5cbffffffff,4.0,0.0,0.0
84be5d3ffffffff,1.0,0.0,0.0
84be5d5ffffffff,44.0,0.0,11.0
84be5dbffffffff,1.0,0.0,1.0
84be5edffffffff,3.0,0.0,0.0
84bec05ffffffff,2.0,0.0,0.0
84bec07ffffffff,4.0,0.0,0.0
84bec11ffffffff,3.0,0.0,0.0
84bec13ffffffff,4.0,0.0,0.0
84bec15ffffffff,4.0,0.0,0.0
84bec17ffffffff,20.0,0.0,0.0
84bec47ffffffff,2.0,0.0,0.0
84bec4bffffffff,2.0,0.0,0.0
84bec4dffffffff,1.0,0.0,0.0
84bec53ffffffff,1.0,0.0,0.0
84bec55ffffffff,2.0,0.0,0.0
84bec57ffffffff,2.0,0.0,0.0
84bec5bffffffff,5.0,0.0,0.0
84bec5dffffffff,2.0,0.0,0.0
84bec61ffffffff,2.0,0.0,0.0
84bec63ffffffff,2.0,0.0,0.0
84bec83ffffffff,6.0,0.0,1.0
84bec87ffffffff,6.0,0.0,0.0
84bec89ffffffff,4.0,0.0,0.0
84bec8bffffffff,114.0,0.0,3.0
84bec8dffffffff,3.0,0.0,0.0
84bec93ffffffff,6.0,0.0,0.0
84bec95ffffffff,10.0,0.0,6.0
84bec97ffffffff,3.0,0.0,0.0
84beca1ffffffff,3.0,0.0,1.0
84beca3ffffffff,18.0,0.0,1.0
84beca7ffffffff,2.0,0.0,0.0
84becabffffffff,2.0,0.0,2.0
84becb5ffffffff,7.0,0.0,3.0
84becb7ffffffff,3.0,0.0,0.0
84becc3ffffffff,5.0,0.0,0.0
84becc7ffffffff,14.0,0.0,0.0
84becc9ffffffff,2.0,0.0,0.0
84beccdffffffff,7.0,0.0,0.0
84becd1ffffffff,9.0,0.0,2.0
84becd5ffffffff,8.0,0.0,0.0
84becddffffffff,10.0,0.0,0.0
84bece5ffffffff,3.0,0.0,3.0
84bece9ffffffff,489.0,0.0,35.0
84becebffffffff,103.0,0.0,13.0
84becedffffffff,3.0,0.0,1.0
84bed21ffffffff,2.0,0.0,0.0
84bed25ffffffff,9.0,0.0,0.0
84bed27ffffffff,5.0,0.0,0.0
84bed33ffffffff,7.0,0.0,0.0
84bed37ffffffff,1.0,0.0,0.0
84bed41ffffffff,1.0,0.0,0.0
84bed45ffffffff,2.0,0.0,0.0
84bed87ffffffff,2.0,0.0,0.0
84bed89ffffffff,4.0,0.0,0.0
84bedb1ffffffff,5.0,0.0,0.0
84bedb3ffffffff,2.0,0.0,2.0
84bedd1ffffffff,3.0,0.0,0.0
84bedd5ffffffff,2.0,0.0,0.0
84bee15ffffffff,1.0,0.0,0.0
84bee17ffffffff,39.0,0.0,0.0
84bee25ffffffff,2.0,0.0,0.0
84bee2dffffffff,1.0,0.0,0.0
84bee35ffffffff,3.0,0.0,0.0
84bee3bffffffff,2.0,0.0,0.0
84bee85ffffffff,19.0,0.0,1.0
84bee87ffffffff,1.0,0.0,0.0
84bee93ffffffff,2.0,0.0,0.0
84beea7ffffffff,5.0,0.0,0.0
84beea9ffffffff,13.0,0.0,0.0
84beeabffffffff,35.0,0.0,0.0
84beeb1ffffffff,6.0,0.0,2.0
84beeb3ffffffff,5.0,0.0,0.0
84beeb5ffffffff,2.0,0.0,0.0
84beeb9ffffffff,2.0,0.0,0.0
84beebdffffffff,7.0,0.0,3.0
84beec3ffffffff,2.0,0.0,0.0
84beee5ffffffff,4.0,0.0,0.0
84beee7ffffffff,5.0,0.0,0.0
84beeedffffffff,5.0,0.0,0.0
84bef05ffffffff,1.0,0.0,0.0
84bef0dffffffff,4.0,0.0,0.0
84bef13ffffffff,3.0,0.0,0.0
84bef29ffffffff,1.0,0.0,0.0
84bef33ffffffff,4.0,0.0,0.0
84bef37ffffffff,2.0,0.0,0.0
84bef63ffffffff,2.0,0.0,0.0
84c982dffffffff,10.0,0.0,0.0
84c9861ffffffff,2.0,0.0,0.0
84c9865ffffffff,17.0,0.0,6.0
84c986dffffffff,5.0,0.0,0.0
84c9901ffffffff,6.0,0.0,0.0
84c9905ffffffff,39.0,0.0,0.0
84c9907ffffffff,10.0,0.0,0.0
84c9909ffffffff,14.0,0.0,0.0
84c990bffffffff,2.0,0.0,0.0
84c990dffffffff,4.0,0.0,2.0
84c9917ffffffff,24.0,0.0,0.0
84c991dffffffff,2.0,0.0,0.0
84c9921ffffffff,2.0,0.0,0.0
84c9923ffffffff,2.0,0.0,0.0
84c9925ffffffff,10.0,0.0,0.0
84c9929ffffffff,3.0,0.0,0.0
84c992bffffffff,27.0,0.0,0.0
84c992dffffffff,2.0,0.0,0.0
84c9931ffffffff,95.0,0.0,0.0
84c9935ffffffff,25.0,0.0,0.0
84c993bffffffff,2.0,0.0,0.0
84c9947ffffffff,2.0,0.0,0.0
84c9949ffffffff,6.0,0.0,0.0
84c994dffffffff,1.0,0.0,0.0
84c9951ffffffff,2.0,0.0,0.0
84c9955ffffffff,12.0,0.0,0.0
84c9957ffffffff,2.0,0.0,0.0
84c9959ffffffff,10.0,0.0,7.0
84c995dffffffff,15.0,0.0,0.0
84c9961ffffffff,3.0,0.0,0.0
84c9963ffffffff,5.0,0.0,0.0
84c9965ffffffff,3.0,0.0,0.0
84c9967ffffffff,7.0,0.0,2.0
84c9969ffffffff,3.0,0.0,0.0
84c996bffffffff,1.0,0.0,0.0
84c99c5ffffffff,5.0,0.0,0.0
84c99e9ffffffff,2.0,0.0,0.0
84c99ebffffffff,1.0,0.0,0.0
84c9b07ffffffff,4.0,0.0,0.0
84c9b17ffffffff,2.0,0.0,0.0
84c9b29ffffffff,2.0,0.0,2.0
84c9b2bffffffff,2.0,0.0,0.0
84c9b31ffffffff,26.0,0.0,2.0
84c9b33ffffffff,59.0,0.0,11.0
84c9b35ffffffff,5.0,0.0,0.0
84c9b37ffffffff,7.0,0.0,0.0
84c9b3dffffffff,12.0,0.0,2.0
