cell_id,Leucosticte tephrocotis,Leucosticte tephrocotis umbrina,Leucosticte tephrocotis griseonucha,Leucosticte tephrocotis littoralis,Leucosticte tephrocotis [tephrocotis Group],Leucosticte tephrocotis littoralis x [tephrocotis Group]
8422db7ffffffff,13.0,3.0,0.0,0.0,0.0,0.0
8426125ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842664dffffffff,7.0,0.0,0.0,0.0,2.0,0.0
8426801ffffffff,4.0,0.0,0.0,4.0,0.0,0.0
842680bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426811ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426813ffffffff,145.0,0.0,0.0,29.0,37.0,0.0
8426817ffffffff,60.0,0.0,0.0,12.0,18.0,0.0
8426819ffffffff,49.0,0.0,0.0,16.0,16.0,0.0
842681bffffffff,245.0,0.0,0.0,66.0,45.0,0.0
842681dffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8426829ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426833ffffffff,6.0,0.0,0.0,1.0,5.0,0.0
842683bffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8426853ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426857ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
842685bffffffff,5.0,0.0,0.0,5.0,0.0,0.0
842685dffffffff,5.0,0.0,0.0,4.0,1.0,0.0
8426885ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
842688dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84268a7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84268bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84268bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268c5ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84268c7ffffffff,65.0,0.0,0.0,19.0,9.0,0.0
84268cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84268e9ffffffff,20.0,0.0,0.0,5.0,9.0,0.0
84268ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268edffffffff,14.0,0.0,0.0,8.0,5.0,0.0
8426945ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426947ffffffff,5.0,0.0,0.0,0.0,2.0,0.0
842694dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426951ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8426961ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426963ffffffff,10.0,0.0,0.0,1.0,2.0,0.0
8426965ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426969ffffffff,11.0,0.0,0.0,2.0,2.0,0.0
842696bffffffff,189.0,0.0,0.0,35.0,73.0,4.0
842698bffffffff,41.0,0.0,0.0,20.0,17.0,0.0
8426991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426995ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84269c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269c5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84269c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269cbffffffff,18.0,0.0,0.0,4.0,6.0,0.0
84269cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269d1ffffffff,4.0,0.0,0.0,2.0,2.0,0.0
84269d5ffffffff,10.0,0.0,0.0,8.0,0.0,0.0
84269d9ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
84269e1ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
84269ebffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8426a13ffffffff,18.0,0.0,0.0,5.0,4.0,0.0
8426a19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426a85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426aa9ffffffff,10.0,0.0,0.0,1.0,3.0,0.0
8426aadffffffff,25.0,0.0,0.0,6.0,0.0,0.0
8426ac5ffffffff,15.0,0.0,0.0,0.0,2.0,0.0
8426ae3ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8426b05ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426b1dffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8426b23ffffffff,4.0,0.0,0.0,2.0,2.0,0.0
8426b69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426b6dffffffff,23.0,0.0,0.0,15.0,1.0,0.0
8426d6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426e9bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8427039ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842708dffffffff,6.0,0.0,0.0,0.0,6.0,0.0
84270bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84270c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427131ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84271c9ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
84271e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427515ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8427543ffffffff,12.0,0.0,0.0,0.0,6.0,0.0
8427569ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842756dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842758dffffffff,21.0,0.0,0.0,0.0,3.0,0.0
8427749ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
84278b7ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8427901ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427927ffffffff,13.0,0.0,0.0,9.0,2.0,0.0
8427929ffffffff,53.0,0.0,0.0,24.0,0.0,0.0
8427933ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427935ffffffff,7.0,0.0,0.0,2.0,2.0,0.0
8427937ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84279a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427a61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427aa3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8427aa7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8427ab7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427b07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842806dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428109ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842814dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428155ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84281a5ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
84281adffffffff,6.0,0.0,0.0,2.0,0.0,0.0
84281e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84281e7ffffffff,58.0,0.0,0.0,7.0,2.0,0.0
84281e9ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
8428813ffffffff,5.0,0.0,0.0,3.0,0.0,0.0
8428817ffffffff,22.0,0.0,0.0,4.0,3.0,0.0
8428819ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842881bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428839ffffffff,3.0,0.0,0.0,1.0,2.0,0.0
842883bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428841ffffffff,11.0,0.0,0.0,6.0,1.0,0.0
8428847ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842884bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842884dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842885bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842886dffffffff,3.0,0.0,0.0,1.0,1.0,0.0
8428887ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8428889ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842888bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0,1.0,1.0,0.0
842889dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84288a1ffffffff,17.0,0.0,0.0,4.0,0.0,0.0
84288a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84288a5ffffffff,3.0,0.0,0.0,2.0,1.0,0.0
84288adffffffff,14.0,0.0,0.0,4.0,2.0,0.0
84288bdffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84288c3ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
84288d9ffffffff,4.0,0.0,0.0,2.0,2.0,0.0
84288e9ffffffff,30.0,0.0,0.0,16.0,0.0,0.0
84288ebffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8428903ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428907ffffffff,10.0,0.0,0.0,3.0,3.0,0.0
842890dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428913ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428921ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428923ffffffff,65.0,0.0,0.0,19.0,12.0,0.0
8428929ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
842892bffffffff,35.0,0.0,0.0,12.0,0.0,0.0
842894dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8428967ffffffff,6.0,0.0,0.0,0.0,1.0,0.0
842898dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8428991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842899bffffffff,3.0,0.0,0.0,1.0,0.0,0.0
84289d3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84289e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428a17ffffffff,23.0,0.0,0.0,10.0,7.0,0.0
8428a91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428a93ffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8428a97ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428a9bffffffff,8.0,0.0,0.0,2.0,0.0,0.0
8428aa3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428ab7ffffffff,10.0,0.0,0.0,7.0,1.0,0.0
8428adbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b61ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8428b65ffffffff,10.0,0.0,0.0,4.0,2.0,0.0
8428b6dffffffff,107.0,0.0,0.0,26.0,22.0,0.0
8428c25ffffffff,18.0,0.0,0.0,4.0,3.0,0.0
8428c2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d05ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428d07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428d0bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428d17ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428d19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428d1bffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8428d1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428d21ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8428d23ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8428d25ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428d29ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8428d2bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428d2dffffffff,23.0,0.0,0.0,1.0,0.0,0.0
8428d31ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8428d33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428d37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428d39ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428d3bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428d3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428d47ffffffff,8.0,0.0,0.0,5.0,0.0,0.0
8428d49ffffffff,27.0,0.0,0.0,6.0,0.0,0.0
8428d4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d55ffffffff,16.0,0.0,0.0,3.0,0.0,0.0
8428d57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d61ffffffff,6.0,0.0,0.0,3.0,0.0,0.0
8428d67ffffffff,5.0,0.0,0.0,2.0,0.0,0.0
8428d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428d6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d85ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428d89ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428dadffffffff,12.0,0.0,0.0,1.0,0.0,0.0
8428dc5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8428dd5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428dd7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428de1ffffffff,40.0,0.0,0.0,9.0,3.0,0.0
8428de9ffffffff,26.0,0.0,0.0,4.0,0.0,0.0
8428dedffffffff,18.0,0.0,0.0,2.0,0.0,0.0
8428f05ffffffff,8.0,0.0,0.0,6.0,0.0,0.0
8428f15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428f21ffffffff,10.0,0.0,0.0,1.0,0.0,0.0
8428f27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428f3dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428f5dffffffff,81.0,0.0,0.0,32.0,5.0,0.0
8428f63ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428f67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429889ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842989bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84298c1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84298c9ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84298cbffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84298cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84298ddffffffff,10.0,0.0,0.0,0.0,2.0,0.0
8429905ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
842996bffffffff,72.0,0.0,0.0,0.0,9.0,0.0
84299bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84299bdffffffff,4.0,0.0,0.0,3.0,0.0,0.0
8429aa1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8429aa3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8429aa7ffffffff,55.0,0.0,0.0,4.0,3.0,0.0
8429aa9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429aabffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429aadffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8429ab7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a8ebffffffff,1.0,0.0,0.0,0.0,1.0,0.0
842ab19ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
842ab47ffffffff,16.0,0.0,0.0,0.0,3.0,0.0
842ab67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842b0e1ffffffff,9.0,0.0,0.0,2.0,0.0,0.0
842b885ffffffff,16.0,0.0,0.0,0.0,6.0,0.0
842b923ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842b949ffffffff,8.0,0.0,0.0,0.0,2.0,0.0
8448d83ffffffff,16.0,0.0,0.0,3.0,4.0,0.0
8448d89ffffffff,85.0,0.0,0.0,70.0,10.0,0.0
