cell_id,Leucosticte tephrocotis,Leucosticte tephrocotis umbrina,Leucosticte tephrocotis griseonucha,Leucosticte tephrocotis littoralis,Leucosticte tephrocotis [tephrocotis Group],Leucosticte tephrocotis littoralis x [tephrocotis Group]
840c147ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
840c415ffffffff,13.0,0.0,0.0,4.0,0.0,0.0
840c42dffffffff,11.0,0.0,0.0,3.0,0.0,0.0
840c46dffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840c511ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,8.0,0.0,0.0,0.0,4.0,0.0
840c5a5ffffffff,5.0,0.0,0.0,0.0,2.0,0.0
840c5adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c647ffffffff,3.0,0.0,0.0,0.0,1.0,0.0
840c665ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c66dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,13.0,0.0,0.0,1.0,0.0,0.0
840c739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ccd1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d093ffffffff,5.0,0.0,0.0,0.0,5.0,0.0
840d0d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d4d5ffffffff,18.0,0.0,0.0,0.0,2.0,0.0
840d569ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d753ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412147ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412265ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412527ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412549ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8412591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84126e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412805ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841280dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841288dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c05ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8412c11ffffffff,7.0,0.0,0.0,2.0,0.0,0.0
8412c15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c17ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,7.0,0.0,0.0,0.0,4.0,0.0
8412c23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c87ffffffff,22.0,0.0,0.0,17.0,2.0,0.0
8412c91ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,3.0,0.0,0.0,1.0,0.0,0.0
8412cbdffffffff,28.0,0.0,0.0,0.0,9.0,0.0
8412cc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,13.0,0.0,0.0,2.0,0.0,0.0
8412ce3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ce9ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8412d29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d35ffffffff,19.0,0.0,0.0,0.0,2.0,0.0
8412d63ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412db1ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
8412db3ffffffff,14.0,0.0,0.0,9.0,3.0,0.0
8412db5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8412dc1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ddbffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,58.0,0.0,0.0,10.0,3.0,0.0
8412ea5ffffffff,5.0,0.0,0.0,0.0,3.0,0.0
8412ecdffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412f13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413807ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413825ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8413829ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
841382dffffffff,10.0,0.0,0.0,5.0,2.0,0.0
841383dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413861ffffffff,2.0,0.0,0.0,1.0,1.0,0.0
8413865ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84138c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8413949ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413953ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,11.0,0.0,0.0,3.0,3.0,0.0
8413a35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8413ac5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413b35ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8416505ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8416507ffffffff,5.0,0.0,5.0,0.0,0.0,0.0
84165e1ffffffff,10.0,0.0,3.0,0.0,0.0,0.0
841d243ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84225a5ffffffff,2.0,0.0,1.0,0.0,0.0,0.0
8422d09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8422d0bffffffff,26.0,0.0,19.0,0.0,0.0,0.0
