cell_id,Lampornis castaneoventris,Lampornis castaneoventris cinereicauda,Lampornis castaneoventris castaneoventris
8366b4fffffffff,8555.0,205.0,0.0
8366b5fffffffff,2376.0,0.0,142.0
836d69fffffffff,12.0,0.0,0.0
