cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
8344a5fffffffff,1480.0,0.0,0.0
8344a8fffffffff,653.0,0.0,0.0
8344a9fffffffff,331.0,0.0,0.0
8344abfffffffff,170.0,0.0,0.0
8344acfffffffff,921.0,14.0,0.0
8344adfffffffff,7.0,0.0,0.0
8344aefffffffff,1549.0,59.0,0.0
8344b0fffffffff,21.0,0.0,0.0
8344b1fffffffff,22.0,0.0,0.0
8344b2fffffffff,13.0,0.0,0.0
8344b3fffffffff,4.0,0.0,0.0
8344b4fffffffff,4.0,0.0,0.0
8344b5fffffffff,630.0,0.0,0.0
8344b6fffffffff,17.0,0.0,0.0
8344c0fffffffff,40.0,0.0,0.0
8344c1fffffffff,381.0,0.0,0.0
8344c2fffffffff,101.0,0.0,0.0
8344c3fffffffff,35.0,0.0,0.0
8344c4fffffffff,17.0,0.0,0.0
8344c5fffffffff,23.0,0.0,0.0
8344c6fffffffff,3.0,0.0,0.0
8344cafffffffff,26.0,0.0,0.0
8344ccfffffffff,34.0,0.0,0.0
8344d0fffffffff,3022.0,0.0,0.0
8344d1fffffffff,312.0,0.0,0.0
8344d2fffffffff,206.0,0.0,0.0
8344d3fffffffff,65.0,0.0,0.0
8344d5fffffffff,1067.0,0.0,0.0
8344d8fffffffff,67.0,0.0,0.0
8344d9fffffffff,3.0,0.0,0.0
8344dafffffffff,37.0,0.0,0.0
8344dbfffffffff,78.0,0.0,0.0
8344dcfffffffff,2.0,0.0,0.0
8344ddfffffffff,22.0,0.0,0.0
8344defffffffff,10.0,0.0,0.0
8344e0fffffffff,20.0,0.0,0.0
8344e1fffffffff,2.0,0.0,0.0
8344e2fffffffff,23.0,0.0,0.0
8344e3fffffffff,37.0,0.0,0.0
8344e4fffffffff,22.0,2.0,0.0
8344e5fffffffff,63.0,0.0,0.0
8344e6fffffffff,711.0,57.0,0.0
8344e8fffffffff,54.0,0.0,0.0
8344e9fffffffff,3.0,0.0,0.0
8344eafffffffff,4.0,0.0,0.0
8344ecfffffffff,13.0,0.0,0.0
8344edfffffffff,93.0,0.0,0.0
8344eefffffffff,94.0,0.0,0.0
8344f0fffffffff,575.0,0.0,0.0
8344f1fffffffff,9.0,0.0,0.0
8344f3fffffffff,2031.0,0.0,0.0
8344f4fffffffff,111.0,0.0,0.0
8344f5fffffffff,2.0,0.0,0.0
8344f6fffffffff,403.0,0.0,0.0
834501fffffffff,118.0,0.0,0.0
834505fffffffff,1372.0,11.0,0.0
834509fffffffff,262.0,0.0,0.0
83450afffffffff,226.0,0.0,0.0
83450bfffffffff,538.0,0.0,0.0
83450cfffffffff,14.0,0.0,0.0
83450efffffffff,121.0,0.0,0.0
834510fffffffff,1.0,0.0,0.0
834519fffffffff,8.0,0.0,0.0
83451bfffffffff,16.0,0.0,0.0
834520fffffffff,253.0,0.0,0.0
834521fffffffff,753.0,0.0,0.0
834522fffffffff,883.0,0.0,0.0
834523fffffffff,1088.0,6.0,0.0
834524fffffffff,6.0,0.0,0.0
834525fffffffff,13.0,0.0,0.0
834526fffffffff,100.0,0.0,0.0
834528fffffffff,19.0,2.0,0.0
834529fffffffff,4.0,0.0,0.0
83452afffffffff,1138.0,16.0,0.0
83452bfffffffff,6.0,0.0,0.0
83452cfffffffff,448.0,0.0,0.0
83452dfffffffff,90.0,0.0,0.0
83452efffffffff,1815.0,1.0,0.0
834530fffffffff,3.0,0.0,0.0
834531fffffffff,908.0,0.0,0.0
834532fffffffff,52.0,0.0,0.0
834533fffffffff,67.0,0.0,0.0
834534fffffffff,4.0,0.0,0.0
834535fffffffff,5.0,0.0,0.0
834549fffffffff,10.0,0.0,0.0
834554fffffffff,4.0,0.0,0.0
83455bfffffffff,1.0,0.0,0.0
834569fffffffff,33.0,0.0,0.0
83456dfffffffff,8.0,0.0,0.0
834572fffffffff,558.0,4.0,0.0
834574fffffffff,13.0,0.0,0.0
834576fffffffff,47.0,11.0,0.0
834583fffffffff,13.0,0.0,0.0
834584fffffffff,116.0,0.0,0.0
834588fffffffff,69.0,0.0,0.0
834589fffffffff,22.0,0.0,0.0
83458afffffffff,25.0,0.0,0.0
83458bfffffffff,1.0,0.0,0.0
83458cfffffffff,333.0,13.0,0.0
83458dfffffffff,35.0,0.0,0.0
83458efffffffff,90.0,0.0,0.0
834590fffffffff,36.0,0.0,0.0
834591fffffffff,24.0,0.0,0.0
834592fffffffff,1.0,0.0,0.0
834596fffffffff,3.0,0.0,0.0
834598fffffffff,304.0,0.0,0.0
83459dfffffffff,11.0,0.0,0.0
8345a3fffffffff,224.0,0.0,0.0
8345aefffffffff,43.0,0.0,0.0
8345b0fffffffff,27.0,0.0,0.0
8345b2fffffffff,645.0,0.0,0.0
834800fffffffff,4.0,0.0,0.0
834801fffffffff,140.0,0.0,0.0
834802fffffffff,1.0,0.0,0.0
834803fffffffff,15.0,0.0,0.0
834805fffffffff,1.0,0.0,0.0
834806fffffffff,46.0,0.0,0.0
834808fffffffff,40.0,0.0,0.0
834809fffffffff,412.0,0.0,0.0
83480afffffffff,3.0,0.0,0.0
83480bfffffffff,54.0,0.0,0.0
83480dfffffffff,105.0,0.0,0.0
83480efffffffff,94.0,0.0,0.0
834812fffffffff,1.0,0.0,0.0
834815fffffffff,10.0,2.0,0.0
83481afffffffff,14.0,0.0,0.0
834823fffffffff,83.0,0.0,0.0
834829fffffffff,71.0,0.0,0.0
83482afffffffff,295.0,0.0,0.0
83482bfffffffff,26.0,0.0,0.0
834830fffffffff,71.0,4.0,0.0
834832fffffffff,32.0,3.0,0.0
834833fffffffff,636.0,17.0,0.0
834836fffffffff,3413.0,50.0,0.0
834843fffffffff,19.0,0.0,0.0
834846fffffffff,29.0,0.0,0.0
83484afffffffff,75.0,0.0,0.0
834850fffffffff,3.0,0.0,0.0
834853fffffffff,2.0,0.0,0.0
834855fffffffff,4.0,0.0,0.0
834856fffffffff,340.0,0.0,0.0
83485efffffffff,7.0,0.0,0.0
834870fffffffff,26.0,0.0,0.0
834871fffffffff,8.0,0.0,0.0
834872fffffffff,72.0,0.0,0.0
834873fffffffff,154.0,0.0,0.0
834876fffffffff,2.0,0.0,0.0
834880fffffffff,19.0,0.0,0.0
834881fffffffff,5.0,0.0,0.0
834882fffffffff,41.0,0.0,0.0
834883fffffffff,41.0,0.0,0.0
834886fffffffff,1.0,0.0,0.0
834889fffffffff,12.0,0.0,0.0
83488afffffffff,4.0,0.0,0.0
83488bfffffffff,170.0,0.0,0.0
83488efffffffff,173.0,0.0,0.0
834890fffffffff,517.0,0.0,0.0
834891fffffffff,78.0,0.0,0.0
834892fffffffff,1217.0,0.0,0.0
834893fffffffff,822.0,0.0,0.0
834895fffffffff,967.0,0.0,0.0
834896fffffffff,9.0,0.0,0.0
834898fffffffff,609.0,0.0,0.0
834899fffffffff,4.0,0.0,0.0
83489afffffffff,410.0,0.0,0.0
83489bfffffffff,8.0,0.0,0.0
83489cfffffffff,2248.0,0.0,0.0
83489dfffffffff,176.0,0.0,0.0
83489efffffffff,2093.0,0.0,0.0
8348a0fffffffff,11.0,0.0,0.0
8348a2fffffffff,441.0,0.0,0.0
8348abfffffffff,15.0,0.0,0.0
8348b1fffffffff,67.0,0.0,0.0
8348b2fffffffff,2750.0,0.0,0.0
8348b3fffffffff,9567.0,0.0,0.0
8348b4fffffffff,8.0,0.0,0.0
8348b5fffffffff,6.0,0.0,0.0
8348f2fffffffff,30.0,0.0,0.0
834908fffffffff,6.0,3.0,0.0
834980fffffffff,11.0,0.0,0.0
834990fffffffff,5.0,0.0,0.0
834992fffffffff,91.0,0.0,0.0
834993fffffffff,56.0,0.0,0.0
834995fffffffff,190.0,0.0,0.0
834996fffffffff,960.0,73.0,0.0
834998fffffffff,3.0,0.0,0.0
83499bfffffffff,11.0,0.0,0.0
83499dfffffffff,1.0,0.0,0.0
83499efffffffff,4.0,0.0,0.0
8349a2fffffffff,77.0,0.0,0.0
8349a3fffffffff,19.0,0.0,0.0
8349a8fffffffff,263.0,0.0,0.0
8349a9fffffffff,1051.0,10.0,0.0
8349aafffffffff,3.0,0.0,0.0
8349acfffffffff,4.0,0.0,0.0
8349adfffffffff,30.0,0.0,0.0
8349aefffffffff,1.0,0.0,0.0
8349b4fffffffff,7.0,0.0,0.0
8349b5fffffffff,54.0,0.0,0.0
8349b6fffffffff,6.0,0.0,0.0
834c81fffffffff,93.0,0.0,0.0
834c83fffffffff,90.0,0.0,0.0
834c88fffffffff,185.0,0.0,0.0
834c89fffffffff,27.0,0.0,0.0
834c8afffffffff,3.0,0.0,0.0
834c8cfffffffff,4.0,0.0,0.0
834c93fffffffff,134.0,0.0,0.0
834c94fffffffff,18.0,0.0,0.0
834c95fffffffff,10.0,0.0,0.0
834c96fffffffff,4.0,0.0,0.0
834c98fffffffff,22.0,0.0,0.0
834c9afffffffff,55.0,0.0,0.0
834c9efffffffff,2.0,0.0,0.0
834caafffffffff,92.0,0.0,0.0
834cabfffffffff,17.0,0.0,0.0
834cb2fffffffff,5.0,0.0,0.0
834cb3fffffffff,201.0,0.0,0.0
834cc0fffffffff,1007.0,0.0,0.0
834cc4fffffffff,17.0,0.0,0.0
834cc5fffffffff,1538.0,0.0,0.0
834cc6fffffffff,133.0,0.0,0.0
834cd0fffffffff,69.0,0.0,0.0
834cd2fffffffff,55.0,0.0,0.0
834cd4fffffffff,52.0,0.0,0.0
834cd5fffffffff,17.0,0.0,0.0
834cd6fffffffff,24.0,0.0,0.0
834ce8fffffffff,135.0,0.0,0.0
834ce9fffffffff,28.0,2.0,0.0
834ceafffffffff,598.0,0.0,0.0
834cebfffffffff,77.0,0.0,0.0
834ceefffffffff,1177.0,0.0,0.0
834cf2fffffffff,71.0,0.0,0.0
834cf3fffffffff,80.0,0.0,0.0
834d49fffffffff,45.0,0.0,0.0
834d4bfffffffff,277.0,0.0,0.0
835e40fffffffff,3.0,0.0,0.0
835e42fffffffff,31.0,0.0,0.0
835e43fffffffff,124.0,0.0,0.0
835e46fffffffff,71.0,0.0,0.0
835e4afffffffff,209.0,0.0,0.0
835e4bfffffffff,31.0,0.0,0.0
835e59fffffffff,4.0,0.0,0.0
835e5cfffffffff,155.0,0.0,0.0
835e5dfffffffff,204.0,0.0,0.0
835e62fffffffff,96.0,0.0,0.0
835e66fffffffff,547.0,0.0,0.0
835e70fffffffff,1.0,0.0,0.0
835e71fffffffff,70.0,0.0,0.0
835e72fffffffff,4.0,0.0,0.0
835e75fffffffff,35.0,0.0,0.0
835f08fffffffff,6.0,0.0,0.0
835f09fffffffff,226.0,0.0,0.0
835f0bfffffffff,42.0,0.0,0.0
835f0dfffffffff,5.0,0.0,0.0
835f0efffffffff,15.0,0.0,0.0
835f12fffffffff,46.0,0.0,0.0
835f13fffffffff,17.0,0.0,0.0
835f1cfffffffff,28.0,0.0,0.0
835f1dfffffffff,5.0,0.0,0.0
835f1efffffffff,1.0,0.0,0.0
835f29fffffffff,3.0,0.0,0.0
835f2dfffffffff,2.0,0.0,0.0
835f48fffffffff,1.0,0.0,0.0
835f49fffffffff,12.0,0.0,0.0
835f4afffffffff,6.0,0.0,0.0
835f4bfffffffff,69.0,0.0,0.0
835f50fffffffff,12.0,0.0,0.0
835f58fffffffff,701.0,0.0,0.0
835f59fffffffff,18.0,0.0,0.0
835f5bfffffffff,438.0,0.0,0.0
835f5dfffffffff,3.0,0.0,0.0
836602fffffffff,5.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0
836604fffffffff,5.0,0.0,0.0
836606fffffffff,154.0,0.0,0.0
83660dfffffffff,4.0,0.0,0.0
83660efffffffff,7.0,0.0,0.0
836610fffffffff,86.0,0.0,0.0
836611fffffffff,80.0,0.0,0.0
836612fffffffff,36.0,0.0,0.0
836613fffffffff,384.0,0.0,0.0
836615fffffffff,14.0,0.0,0.0
836616fffffffff,26.0,0.0,0.0
836618fffffffff,1.0,0.0,0.0
83661afffffffff,319.0,0.0,0.0
83661cfffffffff,2.0,0.0,0.0
836620fffffffff,249.0,1.0,0.0
836621fffffffff,1.0,0.0,0.0
836622fffffffff,240.0,3.0,0.0
836625fffffffff,65.0,0.0,0.0
836628fffffffff,3.0,0.0,0.0
836629fffffffff,3.0,0.0,0.0
836631fffffffff,120.0,0.0,0.0
836641fffffffff,4.0,0.0,0.0
836644fffffffff,2.0,0.0,0.0
836652fffffffff,2.0,0.0,0.0
836654fffffffff,4.0,0.0,0.0
836656fffffffff,13.0,0.0,0.0
836660fffffffff,2.0,0.0,0.0
836664fffffffff,10.0,0.0,0.0
83666efffffffff,7.0,0.0,0.0
836670fffffffff,15.0,0.0,0.0
836672fffffffff,16.0,0.0,0.0
836673fffffffff,4.0,0.0,0.0
836674fffffffff,5.0,0.0,0.0
836675fffffffff,92.0,0.0,0.0
836684fffffffff,4.0,0.0,0.0
8366a0fffffffff,26.0,0.0,0.0
8366a1fffffffff,164.0,0.0,0.0
8366a2fffffffff,52.0,0.0,0.0
8366a3fffffffff,26.0,0.0,0.0
8366a5fffffffff,1555.0,0.0,0.0
8366a6fffffffff,137.0,0.0,0.0
8366a9fffffffff,2.0,0.0,0.0
8366aefffffffff,4.0,0.0,0.0
8366b0fffffffff,767.0,0.0,0.0
8366b1fffffffff,41.0,0.0,0.0
8366b4fffffffff,877.0,0.0,0.0
8366b5fffffffff,170.0,0.0,0.0
8366b6fffffffff,227.0,0.0,0.0
8366d0fffffffff,120.0,1.0,0.0
8366d2fffffffff,145.0,5.0,0.0
8366d4fffffffff,156.0,0.0,0.0
8366d6fffffffff,29.0,0.0,0.0
8366e4fffffffff,7.0,0.0,0.0
8366e5fffffffff,8.0,0.0,0.0
8366e6fffffffff,1.0,0.0,0.0
8366ecfffffffff,4.0,0.0,0.0
8366f0fffffffff,174.0,0.0,0.0
8366f1fffffffff,11.0,0.0,0.0
8366f3fffffffff,7.0,0.0,0.0
8366f5fffffffff,3.0,0.0,0.0
836720fffffffff,11.0,0.0,0.0
836722fffffffff,5.0,0.0,0.0
836724fffffffff,23.0,0.0,0.0
836725fffffffff,126.0,0.0,0.0
836726fffffffff,49.0,0.0,0.0
836730fffffffff,9.0,0.0,0.0
836732fffffffff,34.0,0.0,0.0
836735fffffffff,7.0,0.0,0.0
836736fffffffff,273.0,0.0,0.0
836740fffffffff,11.0,0.0,0.0
836741fffffffff,170.0,0.0,0.0
836742fffffffff,8.0,0.0,0.0
836743fffffffff,64.0,0.0,0.0
836744fffffffff,179.0,0.0,0.0
836745fffffffff,11.0,1.0,0.0
836746fffffffff,951.0,0.0,0.0
83674afffffffff,54.0,0.0,0.0
83674cfffffffff,69.0,2.0,0.0
83674dfffffffff,19.0,0.0,0.0
83674efffffffff,12.0,0.0,0.0
836751fffffffff,2.0,0.0,0.0
836752fffffffff,118.0,0.0,0.0
836753fffffffff,3.0,0.0,0.0
836755fffffffff,121.0,0.0,0.0
836758fffffffff,9.0,0.0,0.0
836759fffffffff,24.0,0.0,0.0
83675afffffffff,3.0,0.0,0.0
83675bfffffffff,14.0,0.0,0.0
83675cfffffffff,1.0,0.0,0.0
83675dfffffffff,3.0,0.0,0.0
83675efffffffff,6.0,0.0,0.0
836769fffffffff,12.0,0.0,0.0
83676bfffffffff,28.0,0.0,0.0
83676dfffffffff,1.0,0.0,0.0
836773fffffffff,97.0,0.0,0.0
836780fffffffff,37.0,0.0,0.0
836783fffffffff,147.0,0.0,0.0
83678bfffffffff,8.0,0.0,0.0
836790fffffffff,6.0,0.0,0.0
836791fffffffff,13.0,0.0,0.0
836793fffffffff,3.0,0.0,0.0
836794fffffffff,1.0,0.0,0.0
836796fffffffff,3.0,0.0,0.0
83679afffffffff,915.0,0.0,0.0
83679bfffffffff,943.0,0.0,0.0
836c58fffffffff,34.0,0.0,18.0
836c59fffffffff,438.0,0.0,260.0
836c5afffffffff,86.0,0.0,53.0
836c5bfffffffff,477.0,0.0,208.0
836c5dfffffffff,437.0,0.0,215.0
836c61fffffffff,9.0,0.0,0.0
836d04fffffffff,42.0,0.0,0.0
836d05fffffffff,192.0,0.0,0.0
836d06fffffffff,6.0,0.0,0.0
836d14fffffffff,124.0,2.0,0.0
836d15fffffffff,176.0,6.0,0.0
836d20fffffffff,24.0,0.0,0.0
836d21fffffffff,7.0,0.0,0.0
836d23fffffffff,81.0,0.0,0.0
836d24fffffffff,79.0,0.0,0.0
836d25fffffffff,196.0,12.0,0.0
836d26fffffffff,7.0,0.0,0.0
836d29fffffffff,3.0,0.0,0.0
836d2afffffffff,122.0,0.0,0.0
836d2bfffffffff,658.0,0.0,0.0
836d2cfffffffff,262.0,0.0,0.0
836d2dfffffffff,111.0,5.0,0.0
836d2efffffffff,1.0,0.0,0.0
836d30fffffffff,18.0,1.0,0.0
836d31fffffffff,9.0,0.0,0.0
836d34fffffffff,1028.0,29.0,0.0
836d35fffffffff,1471.0,2.0,0.0
836d60fffffffff,683.0,0.0,0.0
836d61fffffffff,118.0,0.0,0.0
836d63fffffffff,153.0,0.0,0.0
836d64fffffffff,473.0,0.0,0.0
836d66fffffffff,545.0,0.0,0.0
836d68fffffffff,656.0,0.0,0.0
836d69fffffffff,4162.0,0.0,0.0
836d6afffffffff,79.0,0.0,0.0
836d6bfffffffff,705.0,0.0,0.0
836d6cfffffffff,15.0,0.0,0.0
836d6dfffffffff,431.0,0.0,0.0
836d6efffffffff,71.0,0.0,0.0
836d74fffffffff,459.0,0.0,0.0
836d75fffffffff,636.0,0.0,0.0
836d76fffffffff,211.0,0.0,0.0
838003fffffffff,2.0,0.0,0.0
838008fffffffff,7.0,0.0,0.0
838009fffffffff,4.0,0.0,0.0
83800cfffffffff,5.0,0.0,0.0
83800efffffffff,2.0,0.0,0.0
838010fffffffff,8.0,0.0,0.0
838011fffffffff,2.0,0.0,0.0
838014fffffffff,2.0,0.0,0.0
838016fffffffff,35.0,0.0,0.0
83801cfffffffff,1.0,0.0,0.0
838046fffffffff,2.0,0.0,0.0
838048fffffffff,3.0,0.0,0.0
838054fffffffff,55.0,0.0,0.0
838055fffffffff,19.0,0.0,0.0
838073fffffffff,12.0,0.0,0.0
838112fffffffff,28.0,0.0,0.0
838114fffffffff,3.0,0.0,0.0
838116fffffffff,1.0,0.0,0.0
838132fffffffff,7.0,0.0,0.0
838136fffffffff,2.0,0.0,0.0
838183fffffffff,20.0,0.0,0.0
838185fffffffff,15.0,0.0,0.0
83818bfffffffff,11.0,0.0,0.0
8381a1fffffffff,14.0,0.0,0.0
838e4cfffffffff,1.0,0.0,0.0
838e62fffffffff,1133.0,0.0,0.0
838e63fffffffff,7.0,0.0,0.0
838e75fffffffff,23.0,0.0,0.0
838f08fffffffff,4.0,0.0,0.0
838f09fffffffff,22.0,0.0,0.0
838f0bfffffffff,24.0,0.0,0.0
838f0cfffffffff,4.0,0.0,0.0
838f0dfffffffff,209.0,7.0,0.0
838f28fffffffff,39.0,0.0,0.0
838f2afffffffff,607.0,10.0,0.0
838f2bfffffffff,623.0,59.0,0.0
838f2cfffffffff,18.0,0.0,0.0
838f2efffffffff,241.0,15.0,0.0
838f53fffffffff,2.0,0.0,0.0
838f5afffffffff,3.0,0.0,0.0
838f5bfffffffff,38.0,0.0,0.0
838f5efffffffff,4.0,0.0,0.0
838fa4fffffffff,33.0,0.0,14.0
838fa6fffffffff,392.0,0.0,189.0
83a596fffffffff,40.0,0.0,0.0
83a810fffffffff,230.0,0.0,0.0
83a812fffffffff,24.0,0.0,0.0
83a814fffffffff,212.0,1.0,0.0
83a815fffffffff,10.0,0.0,0.0
83a816fffffffff,4.0,2.0,0.0
83a831fffffffff,28.0,0.0,0.0
83a833fffffffff,81.0,10.0,0.0
83a835fffffffff,43.0,0.0,0.0
83a886fffffffff,2.0,0.0,0.0
83a895fffffffff,20.0,0.0,0.0
83a8a0fffffffff,468.0,0.0,0.0
83a8a1fffffffff,160.0,0.0,0.0
83a8a2fffffffff,63.0,0.0,0.0
83a8a5fffffffff,3.0,0.0,0.0
83a918fffffffff,5.0,0.0,0.0
83a91bfffffffff,72.0,0.0,0.0
83b330fffffffff,6.0,0.0,0.0
83b336fffffffff,2.0,0.0,0.0
