cell_id,Thalasseus sandvicensis,Thalasseus sandvicensis sandvicensis,Thalasseus sandvicensis acuflavidus,Thalasseus sandvicensis eurygnathus,Thalasseus sandvicensis acuflavidus x eurygnathus
8418059ffffffff,57.0,29.0,0.0,0.0,0.0
841805bffffffff,19.0,13.0,0.0,0.0,0.0
841805dffffffff,3.0,0.0,0.0,0.0,0.0
84180c9ffffffff,2.0,0.0,0.0,0.0,0.0
84180cdffffffff,9.0,2.0,0.0,0.0,0.0
8418235ffffffff,11.0,3.0,0.0,0.0,0.0
8418237ffffffff,9.0,2.0,0.0,0.0,0.0
8418239ffffffff,1.0,0.0,0.0,0.0,0.0
841823dffffffff,5.0,4.0,0.0,0.0,0.0
8418251ffffffff,4.0,0.0,0.0,0.0,0.0
8418255ffffffff,7.0,0.0,0.0,0.0,0.0
8418259ffffffff,8.0,2.0,0.0,0.0,0.0
8418281ffffffff,15.0,2.0,0.0,0.0,0.0
8418287ffffffff,1.0,1.0,0.0,0.0,0.0
841828bffffffff,211.0,136.0,0.0,0.0,0.0
8418299ffffffff,2.0,1.0,0.0,0.0,0.0
84182a3ffffffff,9.0,0.0,0.0,0.0,0.0
84182a7ffffffff,6.0,2.0,0.0,0.0,0.0
84182abffffffff,8.0,0.0,0.0,0.0,0.0
84182c1ffffffff,24.0,14.0,0.0,0.0,0.0
84182c3ffffffff,12.0,4.0,0.0,0.0,0.0
84182c9ffffffff,67.0,37.0,0.0,0.0,0.0
84182cbffffffff,231.0,139.0,0.0,0.0,0.0
84182d3ffffffff,2.0,2.0,0.0,0.0,0.0
84182d5ffffffff,10.0,2.0,0.0,0.0,0.0
84182d9ffffffff,2.0,0.0,0.0,0.0,0.0
84182e5ffffffff,154.0,112.0,0.0,0.0,0.0
8418409ffffffff,2.0,0.0,0.0,0.0,0.0
8418411ffffffff,2.0,0.0,0.0,0.0,0.0
8418427ffffffff,2.0,2.0,0.0,0.0,0.0
841843bffffffff,1.0,0.0,0.0,0.0,0.0
8418443ffffffff,52.0,6.0,0.0,0.0,0.0
8418447ffffffff,9.0,2.0,0.0,0.0,0.0
8418451ffffffff,23.0,0.0,0.0,0.0,0.0
8418455ffffffff,22.0,1.0,0.0,0.0,0.0
8418457ffffffff,15.0,2.0,0.0,0.0,0.0
841845bffffffff,2.0,0.0,0.0,0.0,0.0
841845dffffffff,9.0,0.0,0.0,0.0,0.0
8418461ffffffff,10.0,4.0,0.0,0.0,0.0
8418469ffffffff,10.0,0.0,0.0,0.0,0.0
841846bffffffff,14.0,0.0,0.0,0.0,0.0
841846dffffffff,91.0,9.0,0.0,0.0,0.0
8418495ffffffff,820.0,2.0,0.0,0.0,0.0
841849dffffffff,27.0,0.0,0.0,0.0,0.0
84184a3ffffffff,18.0,0.0,0.0,0.0,0.0
84184b1ffffffff,27.0,1.0,0.0,0.0,0.0
84184b5ffffffff,68.0,2.0,0.0,0.0,0.0
84184b9ffffffff,65.0,0.0,0.0,0.0,0.0
84184bbffffffff,10.0,0.0,0.0,0.0,0.0
84184bdffffffff,97.0,4.0,0.0,0.0,0.0
84184c3ffffffff,7.0,0.0,0.0,0.0,0.0
84184c9ffffffff,7.0,0.0,0.0,0.0,0.0
84184d5ffffffff,16.0,0.0,0.0,0.0,0.0
84184ddffffffff,17.0,0.0,0.0,0.0,0.0
84184edffffffff,1.0,0.0,0.0,0.0,0.0
8418593ffffffff,2.0,0.0,0.0,0.0,0.0
8418597ffffffff,9.0,0.0,0.0,0.0,0.0
84185b5ffffffff,79.0,0.0,0.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0,0.0,0.0
84185bbffffffff,106.0,0.0,0.0,0.0,0.0
8418607ffffffff,6.0,0.0,0.0,0.0,0.0
8418609ffffffff,5.0,3.0,0.0,0.0,0.0
841860dffffffff,15.0,7.0,0.0,0.0,0.0
8418623ffffffff,20.0,4.0,0.0,0.0,0.0
8418625ffffffff,1.0,0.0,0.0,0.0,0.0
8418627ffffffff,1.0,0.0,0.0,0.0,0.0
8418629ffffffff,11.0,6.0,0.0,0.0,0.0
841862bffffffff,15.0,0.0,0.0,0.0,0.0
841863dffffffff,4.0,1.0,0.0,0.0,0.0
841864dffffffff,3.0,2.0,0.0,0.0,0.0
8418655ffffffff,9.0,6.0,0.0,0.0,0.0
8418661ffffffff,2.0,2.0,0.0,0.0,0.0
841866bffffffff,3.0,0.0,0.0,0.0,0.0
84186a1ffffffff,13.0,2.0,0.0,0.0,0.0
84186a3ffffffff,2.0,0.0,0.0,0.0,0.0
84186a5ffffffff,35.0,0.0,0.0,0.0,0.0
84186a7ffffffff,16.0,2.0,0.0,0.0,0.0
8418705ffffffff,1.0,0.0,0.0,0.0,0.0
841870dffffffff,83.0,5.0,0.0,0.0,0.0
8418711ffffffff,5.0,0.0,0.0,0.0,0.0
8418717ffffffff,10.0,0.0,0.0,0.0,0.0
841871bffffffff,17.0,0.0,0.0,0.0,0.0
8418729ffffffff,63.0,35.0,0.0,0.0,0.0
8418733ffffffff,1.0,0.0,0.0,0.0,0.0
841873bffffffff,21.0,4.0,0.0,0.0,0.0
8418741ffffffff,4.0,4.0,0.0,0.0,0.0
8418743ffffffff,2.0,0.0,0.0,0.0,0.0
8418747ffffffff,17.0,0.0,0.0,0.0,0.0
841875dffffffff,4.0,0.0,0.0,0.0,0.0
8418763ffffffff,19.0,8.0,0.0,0.0,0.0
841876bffffffff,8.0,2.0,0.0,0.0,0.0
8419083ffffffff,3.0,0.0,0.0,0.0,0.0
8419091ffffffff,4.0,0.0,0.0,0.0,0.0
8419093ffffffff,19.0,0.0,0.0,0.0,0.0
84190b3ffffffff,1.0,0.0,0.0,0.0,0.0
84190bbffffffff,6.0,5.0,0.0,0.0,0.0
84190bdffffffff,1.0,0.0,0.0,0.0,0.0
8419281ffffffff,16.0,7.0,0.0,0.0,0.0
8419287ffffffff,8.0,5.0,0.0,0.0,0.0
8419289ffffffff,1.0,0.0,0.0,0.0,0.0
841928dffffffff,5.0,0.0,0.0,0.0,0.0
8419293ffffffff,3.0,0.0,0.0,0.0,0.0
8419297ffffffff,10.0,0.0,0.0,0.0,0.0
8419299ffffffff,1.0,0.0,0.0,0.0,0.0
84192a1ffffffff,10.0,3.0,0.0,0.0,0.0
84192a7ffffffff,1.0,0.0,0.0,0.0,0.0
84192abffffffff,2.0,2.0,0.0,0.0,0.0
84192b1ffffffff,60.0,40.0,0.0,0.0,0.0
84192b3ffffffff,25.0,4.0,0.0,0.0,0.0
84192b7ffffffff,45.0,14.0,0.0,0.0,0.0
84192bbffffffff,10.0,3.0,0.0,0.0,0.0
84192c7ffffffff,4.0,0.0,0.0,0.0,0.0
8419401ffffffff,285.0,46.0,0.0,0.0,0.0
8419403ffffffff,77.0,13.0,0.0,0.0,0.0
8419407ffffffff,1.0,0.0,0.0,0.0,0.0
841940dffffffff,70.0,4.0,0.0,0.0,0.0
8419411ffffffff,453.0,92.0,0.0,0.0,0.0
8419413ffffffff,421.0,86.0,0.0,0.0,0.0
8419415ffffffff,497.0,136.0,0.0,0.0,0.0
841941bffffffff,29.0,7.0,0.0,0.0,0.0
841941dffffffff,29.0,7.0,0.0,0.0,0.0
8419437ffffffff,2.0,0.0,0.0,0.0,0.0
8419439ffffffff,12.0,7.0,0.0,0.0,0.0
8419461ffffffff,31.0,9.0,0.0,0.0,0.0
8419465ffffffff,6.0,2.0,0.0,0.0,0.0
841946bffffffff,27.0,0.0,0.0,0.0,0.0
841946dffffffff,7.0,2.0,0.0,0.0,0.0
8419481ffffffff,62.0,21.0,0.0,0.0,0.0
8419483ffffffff,2.0,0.0,0.0,0.0,0.0
8419485ffffffff,246.0,40.0,0.0,0.0,0.0
841948bffffffff,33.0,12.0,0.0,0.0,0.0
841948dffffffff,822.0,114.0,0.0,0.0,0.0
84194a1ffffffff,18.0,2.0,0.0,0.0,0.0
84194a3ffffffff,6.0,1.0,0.0,0.0,0.0
84194a7ffffffff,56.0,0.0,0.0,0.0,0.0
84194a9ffffffff,1.0,0.0,0.0,0.0,0.0
84194abffffffff,92.0,25.0,0.0,0.0,0.0
84194adffffffff,2.0,0.0,0.0,0.0,0.0
84194b9ffffffff,64.0,4.0,0.0,0.0,0.0
84194c5ffffffff,184.0,43.0,0.0,0.0,0.0
84194d5ffffffff,60.0,2.0,0.0,0.0,0.0
84194d9ffffffff,28.0,3.0,0.0,0.0,0.0
84194ddffffffff,16.0,2.0,0.0,0.0,0.0
84194e3ffffffff,79.0,22.0,0.0,0.0,0.0
84194e7ffffffff,7.0,2.0,0.0,0.0,0.0
84194e9ffffffff,8.0,1.0,0.0,0.0,0.0
84194ebffffffff,29.0,5.0,0.0,0.0,0.0
8419501ffffffff,25.0,2.0,0.0,0.0,0.0
8419507ffffffff,50.0,1.0,0.0,0.0,0.0
8419509ffffffff,2.0,2.0,0.0,0.0,0.0
841950bffffffff,4.0,2.0,0.0,0.0,0.0
841950dffffffff,3.0,0.0,0.0,0.0,0.0
8419511ffffffff,27.0,16.0,0.0,0.0,0.0
8419517ffffffff,14.0,11.0,0.0,0.0,0.0
8419519ffffffff,2.0,0.0,0.0,0.0,0.0
841951bffffffff,3.0,0.0,0.0,0.0,0.0
841951dffffffff,2.0,0.0,0.0,0.0,0.0
8419527ffffffff,17.0,11.0,0.0,0.0,0.0
8419529ffffffff,22.0,5.0,0.0,0.0,0.0
8419531ffffffff,80.0,34.0,0.0,0.0,0.0
8419533ffffffff,20.0,4.0,0.0,0.0,0.0
841953bffffffff,64.0,23.0,0.0,0.0,0.0
8419545ffffffff,1.0,0.0,0.0,0.0,0.0
8419557ffffffff,16.0,9.0,0.0,0.0,0.0
8419561ffffffff,5.0,2.0,0.0,0.0,0.0
8419563ffffffff,7.0,0.0,0.0,0.0,0.0
8419565ffffffff,17.0,9.0,0.0,0.0,0.0
8419567ffffffff,2.0,2.0,0.0,0.0,0.0
8419569ffffffff,7.0,0.0,0.0,0.0,0.0
841956bffffffff,3.0,2.0,0.0,0.0,0.0
841956dffffffff,4.0,0.0,0.0,0.0,0.0
841958bffffffff,1.0,0.0,0.0,0.0,0.0
8419591ffffffff,131.0,17.0,0.0,0.0,0.0
8419597ffffffff,192.0,3.0,0.0,0.0,0.0
841959bffffffff,512.0,36.0,0.0,0.0,0.0
84195a1ffffffff,7.0,0.0,0.0,0.0,0.0
84195a5ffffffff,4.0,0.0,0.0,0.0,0.0
84195a7ffffffff,1.0,0.0,0.0,0.0,0.0
84195b1ffffffff,2.0,0.0,0.0,0.0,0.0
84195b5ffffffff,2.0,0.0,0.0,0.0,0.0
84195b7ffffffff,25.0,6.0,0.0,0.0,0.0
84195bbffffffff,80.0,16.0,0.0,0.0,0.0
84195c9ffffffff,2.0,2.0,0.0,0.0,0.0
84195d5ffffffff,2.0,0.0,0.0,0.0,0.0
84195e5ffffffff,6.0,0.0,0.0,0.0,0.0
84195e7ffffffff,1.0,0.0,0.0,0.0,0.0
8419681ffffffff,20.0,3.0,0.0,0.0,0.0
8419683ffffffff,43.0,4.0,0.0,0.0,0.0
8419689ffffffff,362.0,4.0,0.0,0.0,0.0
841968bffffffff,13.0,0.0,0.0,0.0,0.0
84196b1ffffffff,14.0,0.0,0.0,0.0,0.0
84196b3ffffffff,29.0,0.0,0.0,0.0,0.0
84196b7ffffffff,39.0,0.0,0.0,0.0,0.0
84196b9ffffffff,14.0,0.0,0.0,0.0,0.0
84196bbffffffff,3.0,0.0,0.0,0.0,0.0
84196c3ffffffff,8.0,4.0,0.0,0.0,0.0
84196cbffffffff,2.0,0.0,0.0,0.0,0.0
84196d5ffffffff,3.0,0.0,0.0,0.0,0.0
84196d9ffffffff,7.0,0.0,0.0,0.0,0.0
84196ddffffffff,30.0,2.0,0.0,0.0,0.0
8419721ffffffff,36.0,3.0,0.0,0.0,0.0
8419723ffffffff,119.0,18.0,0.0,0.0,0.0
8419727ffffffff,20.0,1.0,0.0,0.0,0.0
8419729ffffffff,57.0,0.0,0.0,0.0,0.0
841972bffffffff,82.0,6.0,0.0,0.0,0.0
8419733ffffffff,33.0,1.0,0.0,0.0,0.0
8419739ffffffff,178.0,41.0,0.0,0.0,0.0
841973bffffffff,168.0,16.0,0.0,0.0,0.0
841973dffffffff,23.0,14.0,0.0,0.0,0.0
8419763ffffffff,11.0,0.0,0.0,0.0,0.0
8419769ffffffff,51.0,6.0,0.0,0.0,0.0
841976bffffffff,17.0,3.0,0.0,0.0,0.0
841e125ffffffff,84.0,1.0,0.0,0.0,0.0
841e4a5ffffffff,2.0,0.0,0.0,0.0,0.0
841e4a7ffffffff,6.0,0.0,0.0,0.0,0.0
841e4b1ffffffff,5.0,0.0,0.0,0.0,0.0
841e4bbffffffff,33.0,0.0,0.0,0.0,0.0
841e585ffffffff,2.0,0.0,0.0,0.0,0.0
841e58dffffffff,7.0,0.0,0.0,0.0,0.0
841e5a1ffffffff,2.0,0.0,0.0,0.0,0.0
841e5a5ffffffff,11.0,0.0,0.0,0.0,0.0
841e5a9ffffffff,7.0,0.0,0.0,0.0,0.0
841e5c9ffffffff,1.0,0.0,0.0,0.0,0.0
841e5d1ffffffff,6.0,0.0,0.0,0.0,0.0
841e5d3ffffffff,4.0,0.0,0.0,0.0,0.0
841e5d9ffffffff,47.0,0.0,0.0,0.0,0.0
841e5dbffffffff,18.0,0.0,0.0,0.0,0.0
841e5ddffffffff,2.0,0.0,0.0,0.0,0.0
841e5e3ffffffff,2.0,0.0,0.0,0.0,0.0
841e805ffffffff,1.0,0.0,0.0,0.0,0.0
841e813ffffffff,4.0,0.0,0.0,0.0,0.0
841e82bffffffff,53.0,0.0,0.0,0.0,0.0
841e831ffffffff,31.0,4.0,0.0,0.0,0.0
841e833ffffffff,10.0,0.0,0.0,0.0,0.0
841e835ffffffff,3.0,0.0,0.0,0.0,0.0
841e83dffffffff,14.0,0.0,0.0,0.0,0.0
841e859ffffffff,3.0,0.0,0.0,0.0,0.0
841e863ffffffff,31.0,0.0,0.0,0.0,0.0
841e869ffffffff,32.0,3.0,0.0,0.0,0.0
841e86bffffffff,13.0,0.0,0.0,0.0,0.0
841e881ffffffff,2.0,0.0,0.0,0.0,0.0
841e88dffffffff,4.0,0.0,0.0,0.0,0.0
841e8b3ffffffff,5.0,0.0,0.0,0.0,0.0
841e8c5ffffffff,4.0,0.0,0.0,0.0,0.0
841e8ebffffffff,2.0,0.0,0.0,0.0,0.0
841e921ffffffff,1.0,0.0,0.0,0.0,0.0
841e929ffffffff,4.0,1.0,0.0,0.0,0.0
841e92dffffffff,7.0,1.0,0.0,0.0,0.0
841e941ffffffff,1.0,0.0,0.0,0.0,0.0
841e943ffffffff,3.0,0.0,0.0,0.0,0.0
841e961ffffffff,2.0,0.0,0.0,0.0,0.0
841e96dffffffff,1.0,0.0,0.0,0.0,0.0
841e9a3ffffffff,1.0,0.0,0.0,0.0,0.0
841e9b1ffffffff,2.0,0.0,0.0,0.0,0.0
841e9b3ffffffff,3.0,1.0,0.0,0.0,0.0
841e9d9ffffffff,2.0,0.0,0.0,0.0,0.0
841ea01ffffffff,19.0,0.0,0.0,0.0,0.0
841ea03ffffffff,22.0,0.0,0.0,0.0,0.0
841ea07ffffffff,8.0,4.0,0.0,0.0,0.0
841ea09ffffffff,2.0,0.0,0.0,0.0,0.0
841ea0bffffffff,10.0,0.0,0.0,0.0,0.0
841ea13ffffffff,1.0,0.0,0.0,0.0,0.0
841ea19ffffffff,38.0,0.0,0.0,0.0,0.0
841ea1bffffffff,2.0,0.0,0.0,0.0,0.0
841ea53ffffffff,42.0,0.0,0.0,0.0,0.0
841ea55ffffffff,16.0,0.0,0.0,0.0,0.0
841ea57ffffffff,1.0,0.0,0.0,0.0,0.0
841ea85ffffffff,2.0,0.0,0.0,0.0,0.0
841ea87ffffffff,3.0,0.0,0.0,0.0,0.0
841eab3ffffffff,11.0,0.0,0.0,0.0,0.0
841eab9ffffffff,1.0,0.0,0.0,0.0,0.0
841eb07ffffffff,4.0,0.0,0.0,0.0,0.0
841eb11ffffffff,2.0,0.0,0.0,0.0,0.0
841eb13ffffffff,2.0,0.0,0.0,0.0,0.0
841eb23ffffffff,2.0,0.0,0.0,0.0,0.0
841eb2bffffffff,1.0,0.0,0.0,0.0,0.0
841eb39ffffffff,2.0,1.0,0.0,0.0,0.0
841eb49ffffffff,18.0,0.0,0.0,0.0,0.0
841eb4dffffffff,65.0,0.0,0.0,0.0,0.0
841eb53ffffffff,19.0,1.0,0.0,0.0,0.0
841eb5bffffffff,7.0,0.0,0.0,0.0,0.0
841ec1dffffffff,2.0,0.0,0.0,0.0,0.0
841ec21ffffffff,4.0,0.0,0.0,0.0,0.0
841ec27ffffffff,53.0,4.0,0.0,0.0,0.0
841ec33ffffffff,132.0,21.0,0.0,0.0,0.0
841ec35ffffffff,4.0,0.0,0.0,0.0,0.0
841ec37ffffffff,22.0,3.0,0.0,0.0,0.0
841ec85ffffffff,6.0,0.0,0.0,0.0,0.0
841ec91ffffffff,45.0,6.0,0.0,0.0,0.0
841ec93ffffffff,150.0,0.0,0.0,0.0,0.0
841ec97ffffffff,13.0,0.0,0.0,0.0,0.0
841ec99ffffffff,82.0,0.0,0.0,0.0,0.0
841ec9bffffffff,4.0,0.0,0.0,0.0,0.0
841ec9dffffffff,88.0,4.0,0.0,0.0,0.0
841eca1ffffffff,34.0,0.0,0.0,0.0,0.0
841eca5ffffffff,10.0,0.0,0.0,0.0,0.0
841eca9ffffffff,152.0,0.0,0.0,0.0,0.0
841ecadffffffff,9.0,0.0,0.0,0.0,0.0
841ecb9ffffffff,3.0,0.0,0.0,0.0,0.0
841ecbbffffffff,43.0,0.0,0.0,0.0,0.0
841eccbffffffff,44.0,6.0,0.0,0.0,0.0
841ecd5ffffffff,29.0,0.0,0.0,0.0,0.0
841ecd7ffffffff,7.0,0.0,0.0,0.0,0.0
841ecddffffffff,11.0,0.0,0.0,0.0,0.0
841ece5ffffffff,37.0,11.0,0.0,0.0,0.0
841ece7ffffffff,75.0,8.0,0.0,0.0,0.0
841ed13ffffffff,31.0,0.0,0.0,0.0,0.0
841ed1bffffffff,99.0,0.0,0.0,0.0,0.0
841ed21ffffffff,2.0,2.0,0.0,0.0,0.0
841ed29ffffffff,2.0,0.0,0.0,0.0,0.0
841ed2bffffffff,3.0,0.0,0.0,0.0,0.0
841ed35ffffffff,34.0,0.0,0.0,0.0,0.0
841ed45ffffffff,8.0,0.0,0.0,0.0,0.0
841ed49ffffffff,5.0,0.0,0.0,0.0,0.0
841ed4dffffffff,18.0,2.0,0.0,0.0,0.0
841ed6bffffffff,6.0,0.0,0.0,0.0,0.0
841ed93ffffffff,29.0,4.0,0.0,0.0,0.0
841eda1ffffffff,118.0,2.0,0.0,0.0,0.0
841eda3ffffffff,18.0,0.0,0.0,0.0,0.0
841eda5ffffffff,7.0,0.0,0.0,0.0,0.0
841eda7ffffffff,68.0,0.0,0.0,0.0,0.0
841edadffffffff,27.0,0.0,0.0,0.0,0.0
841edb5ffffffff,2.0,0.0,0.0,0.0,0.0
841edcdffffffff,39.0,0.0,0.0,0.0,0.0
841edd3ffffffff,1.0,0.0,0.0,0.0,0.0
841ede1ffffffff,67.0,0.0,0.0,0.0,0.0
841ede5ffffffff,3.0,0.0,0.0,0.0,0.0
841ede7ffffffff,21.0,4.0,0.0,0.0,0.0
841ede9ffffffff,2.0,0.0,0.0,0.0,0.0
841ee91ffffffff,17.0,6.0,0.0,0.0,0.0
841ee95ffffffff,1.0,0.0,0.0,0.0,0.0
841ee97ffffffff,73.0,25.0,0.0,0.0,0.0
841ee99ffffffff,1.0,0.0,0.0,0.0,0.0
841eeb1ffffffff,3.0,0.0,0.0,0.0,0.0
841eeb7ffffffff,251.0,34.0,0.0,0.0,0.0
841eeb9ffffffff,1.0,0.0,0.0,0.0,0.0
841eebbffffffff,1.0,1.0,0.0,0.0,0.0
841ef23ffffffff,8.0,0.0,0.0,0.0,0.0
841ef27ffffffff,25.0,24.0,0.0,0.0,0.0
841ef2dffffffff,3.0,3.0,0.0,0.0,0.0
841f001ffffffff,186.0,177.0,0.0,0.0,0.0
841f003ffffffff,10.0,0.0,0.0,0.0,0.0
841f009ffffffff,9.0,9.0,0.0,0.0,0.0
841f00dffffffff,35.0,0.0,0.0,0.0,0.0
841f011ffffffff,2.0,0.0,0.0,0.0,0.0
841f015ffffffff,4.0,0.0,0.0,0.0,0.0
841f017ffffffff,4.0,0.0,0.0,0.0,0.0
841f03bffffffff,13.0,0.0,0.0,0.0,0.0
841f041ffffffff,8.0,0.0,0.0,0.0,0.0
841f045ffffffff,2.0,0.0,0.0,0.0,0.0
841f049ffffffff,5.0,0.0,0.0,0.0,0.0
841f04bffffffff,1.0,0.0,0.0,0.0,0.0
841f051ffffffff,306.0,57.0,0.0,0.0,0.0
841f053ffffffff,4.0,0.0,0.0,0.0,0.0
841f055ffffffff,5.0,0.0,0.0,0.0,0.0
841f059ffffffff,19.0,1.0,0.0,0.0,0.0
841f05bffffffff,9.0,0.0,0.0,0.0,0.0
841f05dffffffff,26.0,5.0,0.0,0.0,0.0
841f061ffffffff,11.0,0.0,0.0,0.0,0.0
841f069ffffffff,10.0,0.0,0.0,0.0,0.0
841f06bffffffff,2.0,0.0,0.0,0.0,0.0
841f09bffffffff,160.0,6.0,0.0,0.0,0.0
841f0c7ffffffff,2.0,0.0,0.0,0.0,0.0
841f0d1ffffffff,2.0,0.0,0.0,0.0,0.0
841f0e1ffffffff,2.0,0.0,0.0,0.0,0.0
841f0e9ffffffff,5.0,0.0,0.0,0.0,0.0
841f0ebffffffff,9.0,0.0,0.0,0.0,0.0
841f0edffffffff,5.0,0.0,0.0,0.0,0.0
841f133ffffffff,2.0,0.0,0.0,0.0,0.0
841f149ffffffff,8.0,0.0,0.0,0.0,0.0
841f14bffffffff,4.0,0.0,0.0,0.0,0.0
841f159ffffffff,2.0,0.0,0.0,0.0,0.0
841f205ffffffff,2.0,0.0,0.0,0.0,0.0
841f207ffffffff,12.0,1.0,0.0,0.0,0.0
841f209ffffffff,2.0,0.0,0.0,0.0,0.0
841f20dffffffff,1.0,1.0,0.0,0.0,0.0
841f211ffffffff,6.0,2.0,0.0,0.0,0.0
841f217ffffffff,14.0,0.0,0.0,0.0,0.0
841f219ffffffff,12.0,2.0,0.0,0.0,0.0
841f21dffffffff,4.0,2.0,0.0,0.0,0.0
841f221ffffffff,2.0,0.0,0.0,0.0,0.0
841f223ffffffff,6.0,2.0,0.0,0.0,0.0
841f22bffffffff,12.0,3.0,0.0,0.0,0.0
841f231ffffffff,2.0,0.0,0.0,0.0,0.0
841f233ffffffff,8.0,0.0,0.0,0.0,0.0
841f235ffffffff,4.0,0.0,0.0,0.0,0.0
841f241ffffffff,9.0,4.0,0.0,0.0,0.0
841f243ffffffff,4.0,0.0,0.0,0.0,0.0
841f245ffffffff,2.0,0.0,0.0,0.0,0.0
841f24bffffffff,21.0,5.0,0.0,0.0,0.0
841f251ffffffff,4.0,4.0,0.0,0.0,0.0
841f257ffffffff,6.0,4.0,0.0,0.0,0.0
841f25dffffffff,42.0,19.0,0.0,0.0,0.0
841f265ffffffff,2.0,0.0,0.0,0.0,0.0
841f26dffffffff,13.0,2.0,0.0,0.0,0.0
841f283ffffffff,31.0,15.0,0.0,0.0,0.0
841f287ffffffff,4.0,0.0,0.0,0.0,0.0
841f299ffffffff,2.0,2.0,0.0,0.0,0.0
841f29dffffffff,23.0,15.0,0.0,0.0,0.0
841f2a1ffffffff,33.0,3.0,0.0,0.0,0.0
841f2a3ffffffff,19.0,19.0,0.0,0.0,0.0
841f2a9ffffffff,78.0,23.0,0.0,0.0,0.0
841f2adffffffff,12.0,2.0,0.0,0.0,0.0
841f2d3ffffffff,4.0,4.0,0.0,0.0,0.0
841f2d7ffffffff,1.0,0.0,0.0,0.0,0.0
841f2dbffffffff,10.0,7.0,0.0,0.0,0.0
841f2edffffffff,4.0,2.0,0.0,0.0,0.0
841f303ffffffff,9.0,0.0,0.0,0.0,0.0
841f311ffffffff,4.0,1.0,0.0,0.0,0.0
841f313ffffffff,2.0,0.0,0.0,0.0,0.0
841f315ffffffff,2.0,0.0,0.0,0.0,0.0
841f31dffffffff,9.0,3.0,0.0,0.0,0.0
841f325ffffffff,4.0,0.0,0.0,0.0,0.0
841f327ffffffff,35.0,0.0,0.0,0.0,0.0
841f331ffffffff,2.0,0.0,0.0,0.0,0.0
841f333ffffffff,1.0,0.0,0.0,0.0,0.0
841f335ffffffff,30.0,0.0,0.0,0.0,0.0
841f337ffffffff,11.0,0.0,0.0,0.0,0.0
841f339ffffffff,4.0,0.0,0.0,0.0,0.0
841f33bffffffff,23.0,0.0,0.0,0.0,0.0
841f33dffffffff,69.0,3.0,0.0,0.0,0.0
841f355ffffffff,47.0,2.0,0.0,0.0,0.0
841f357ffffffff,16.0,0.0,0.0,0.0,0.0
841f359ffffffff,9.0,0.0,0.0,0.0,0.0
841f601ffffffff,1.0,0.0,0.0,0.0,0.0
841f60dffffffff,3.0,0.0,0.0,0.0,0.0
841f641ffffffff,3.0,0.0,0.0,0.0,0.0
841f645ffffffff,12.0,2.0,0.0,0.0,0.0
841f64dffffffff,2.0,0.0,0.0,0.0,0.0
841f65dffffffff,16.0,2.0,0.0,0.0,0.0
841f669ffffffff,2.0,0.0,0.0,0.0,0.0
841f725ffffffff,319.0,13.0,0.0,0.0,0.0
841f727ffffffff,50.0,0.0,0.0,0.0,0.0
841f72dffffffff,40.0,6.0,0.0,0.0,0.0
841f739ffffffff,2.0,0.0,0.0,0.0,0.0
841f751ffffffff,5.0,0.0,0.0,0.0,0.0
841f759ffffffff,2.0,0.0,0.0,0.0,0.0
