cell_id,Gypaetus barbatus,Gypaetus barbatus barbatus,Gypaetus barbatus meridionalis
8424215ffffffff,1.0,0.0,0.0
8424233ffffffff,4.0,0.0,0.0
8424235ffffffff,1.0,0.0,0.0
8424247ffffffff,2.0,0.0,0.0
8424251ffffffff,12.0,0.0,0.0
8424265ffffffff,19.0,0.0,0.0
8424267ffffffff,8.0,0.0,0.0
842428bffffffff,12.0,0.0,0.0
842428dffffffff,4.0,0.0,0.0
8424299ffffffff,2.0,0.0,0.0
84242a9ffffffff,2.0,0.0,0.0
84242d7ffffffff,2.0,0.0,0.0
84242edffffffff,4.0,0.0,0.0
8424319ffffffff,6.0,0.0,0.0
8424357ffffffff,1.0,0.0,0.0
8424567ffffffff,9.0,0.0,0.0
8424631ffffffff,10.0,0.0,0.0
8424665ffffffff,2.0,0.0,0.0
8424751ffffffff,1.0,0.0,0.0
8424759ffffffff,2.0,0.0,0.0
842476dffffffff,15.0,0.0,0.0
8424833ffffffff,2.0,0.0,0.0
8424837ffffffff,6.0,0.0,0.0
8424851ffffffff,1.0,0.0,0.0
842488bffffffff,2.0,0.0,0.0
84248abffffffff,2.0,0.0,0.0
84248bbffffffff,3.0,0.0,0.0
84248e7ffffffff,42.0,0.0,0.0
8424929ffffffff,2.0,0.0,0.0
8424981ffffffff,2.0,0.0,0.0
8424983ffffffff,3.0,0.0,0.0
8424989ffffffff,4.0,0.0,0.0
8424999ffffffff,5.0,0.0,0.0
842499dffffffff,22.0,0.0,0.0
84249a9ffffffff,1.0,0.0,0.0
84249c1ffffffff,2.0,0.0,0.0
84249c3ffffffff,2.0,0.0,0.0
84249c7ffffffff,6.0,0.0,0.0
84249d9ffffffff,1.0,0.0,0.0
84249dbffffffff,2.0,0.0,0.0
8424c05ffffffff,6.0,0.0,0.0
8424c63ffffffff,4.0,0.0,0.0
84250bdffffffff,2.0,0.0,0.0
8425109ffffffff,2.0,0.0,0.0
842510dffffffff,2.0,0.0,0.0
8425121ffffffff,2.0,0.0,0.0
8425123ffffffff,3.0,0.0,0.0
8425125ffffffff,4.0,0.0,0.0
842512bffffffff,3.0,0.0,0.0
8425135ffffffff,55.0,0.0,0.0
8425161ffffffff,5.0,0.0,0.0
8425163ffffffff,8.0,0.0,0.0
8425167ffffffff,4.0,0.0,0.0
8425169ffffffff,2.0,0.0,0.0
842516bffffffff,1.0,0.0,0.0
84251b7ffffffff,1.0,0.0,0.0
84251e5ffffffff,2.0,0.0,0.0
84255b1ffffffff,5.0,0.0,0.0
84255b5ffffffff,5.0,0.0,0.0
84255bdffffffff,1.0,0.0,0.0
8425a87ffffffff,6.0,0.0,0.0
8425a8dffffffff,1.0,0.0,0.0
8425ac1ffffffff,2.0,0.0,0.0
8425ac5ffffffff,2.0,0.0,0.0
8425ac9ffffffff,11.0,0.0,0.0
8425ad5ffffffff,2.0,0.0,0.0
8425b2bffffffff,2.0,0.0,0.0
8425b69ffffffff,2.0,0.0,0.0
8425b6bffffffff,1.0,0.0,0.0
842c001ffffffff,11.0,0.0,0.0
842c003ffffffff,11.0,0.0,0.0
842c015ffffffff,12.0,0.0,0.0
842c01dffffffff,7.0,0.0,0.0
842c031ffffffff,9.0,0.0,0.0
842c033ffffffff,11.0,0.0,0.0
842c035ffffffff,7.0,0.0,0.0
842c037ffffffff,7.0,0.0,0.0
842c039ffffffff,14.0,0.0,0.0
842c03bffffffff,7.0,0.0,0.0
842c043ffffffff,85.0,0.0,0.0
842c047ffffffff,3.0,0.0,0.0
842c055ffffffff,2.0,0.0,0.0
842c057ffffffff,26.0,0.0,0.0
842c05bffffffff,1.0,0.0,0.0
842c05dffffffff,1.0,0.0,0.0
842c065ffffffff,1.0,0.0,0.0
842c083ffffffff,28.0,0.0,0.0
842c095ffffffff,18.0,0.0,0.0
842c09dffffffff,21.0,0.0,0.0
842c0bbffffffff,1.0,0.0,0.0
842c0dbffffffff,8.0,0.0,0.0
842c0e9ffffffff,2.0,0.0,0.0
842c101ffffffff,2.0,0.0,0.0
842c11dffffffff,2.0,0.0,0.0
842c157ffffffff,8.0,0.0,0.0
842c15bffffffff,3.0,0.0,0.0
842c1b7ffffffff,2.0,0.0,0.0
842c1d9ffffffff,6.0,0.0,0.0
842c1ddffffffff,9.0,0.0,0.0
842c215ffffffff,1.0,0.0,0.0
842c229ffffffff,11.0,0.0,0.0
842c22bffffffff,2.0,0.0,0.0
842c22dffffffff,5.0,0.0,0.0
842c233ffffffff,2.0,0.0,0.0
842c237ffffffff,2.0,0.0,0.0
842c23bffffffff,2.0,0.0,0.0
842c263ffffffff,24.0,0.0,0.0
842c281ffffffff,41.0,0.0,0.0
842c283ffffffff,178.0,0.0,0.0
842c2b1ffffffff,8.0,0.0,0.0
842c2b3ffffffff,2.0,0.0,0.0
842c2b7ffffffff,2.0,0.0,0.0
842c2b9ffffffff,13.0,0.0,0.0
842c2c1ffffffff,2.0,0.0,0.0
842c2c9ffffffff,5.0,0.0,0.0
842c2cbffffffff,8.0,0.0,0.0
842c2e5ffffffff,20.0,0.0,0.0
842c2e7ffffffff,5.0,0.0,0.0
842c2edffffffff,5.0,0.0,0.0
842c333ffffffff,5.0,0.0,0.0
842c359ffffffff,2.0,0.0,0.0
842c56dffffffff,10.0,0.0,0.0
842c761ffffffff,8.0,0.0,0.0
842c765ffffffff,8.0,0.0,0.0
842c767ffffffff,9.0,0.0,0.0
842c85bffffffff,2.0,0.0,0.0
842c8ebffffffff,2.0,2.0,0.0
842cac7ffffffff,11.0,0.0,0.0
842cad3ffffffff,4.0,0.0,0.0
842cc21ffffffff,4.0,0.0,0.0
842cc2dffffffff,1.0,1.0,0.0
842cc33ffffffff,2.0,0.0,0.0
842cc35ffffffff,5.0,0.0,0.0
842cc6dffffffff,2.0,0.0,0.0
842ccb1ffffffff,16.0,0.0,0.0
842ccb7ffffffff,8.0,0.0,0.0
842ccb9ffffffff,1.0,0.0,0.0
842cce1ffffffff,12.0,2.0,0.0
842cd59ffffffff,4.0,0.0,0.0
842cd5bffffffff,4.0,0.0,0.0
842cf03ffffffff,2.0,0.0,0.0
842cf15ffffffff,2.0,0.0,0.0
842cf1dffffffff,2.0,0.0,0.0
842cf31ffffffff,4.0,0.0,0.0
842cf33ffffffff,3.0,0.0,0.0
842cf3bffffffff,7.0,0.0,0.0
842d039ffffffff,5.0,0.0,0.0
842d069ffffffff,1.0,0.0,0.0
842d06dffffffff,3.0,0.0,0.0
842d121ffffffff,1.0,0.0,0.0
842d123ffffffff,2.0,0.0,0.0
842d12bffffffff,22.0,0.0,0.0
842d1b5ffffffff,2.0,0.0,0.0
842d1b7ffffffff,2.0,0.0,0.0
842d1d5ffffffff,3.0,0.0,0.0
842d303ffffffff,4.0,0.0,0.0
842d309ffffffff,2.0,0.0,0.0
842d311ffffffff,8.0,0.0,0.0
842d315ffffffff,29.0,0.0,0.0
842d317ffffffff,4.0,0.0,0.0
842d31dffffffff,7.0,0.0,0.0
842d33bffffffff,1.0,0.0,0.0
842d33dffffffff,2.0,0.0,0.0
842d357ffffffff,2.0,0.0,0.0
842d52bffffffff,2.0,0.0,0.0
842d531ffffffff,1.0,0.0,0.0
842d535ffffffff,10.0,0.0,0.0
842d547ffffffff,4.0,0.0,0.0
842d56bffffffff,3.0,0.0,0.0
8438249ffffffff,2.0,0.0,0.0
84390a3ffffffff,42.0,0.0,0.0
84390a7ffffffff,2.0,0.0,0.0
84390adffffffff,2.0,0.0,0.0
84390b5ffffffff,14.0,0.0,0.0
84390bdffffffff,2.0,0.0,0.0
843921bffffffff,3.0,0.0,0.0
8439291ffffffff,5.0,0.0,0.0
84392c1ffffffff,2.0,0.0,0.0
84392cbffffffff,26.0,0.0,0.0
84392cdffffffff,4.0,0.0,0.0
84392ddffffffff,2.0,0.0,0.0
8439449ffffffff,123.0,0.0,0.0
843944bffffffff,2.0,0.0,0.0
843944dffffffff,4.0,0.0,0.0
843961bffffffff,15.0,1.0,0.0
8439621ffffffff,92.0,0.0,0.0
8439623ffffffff,44.0,0.0,0.0
8439625ffffffff,45.0,0.0,0.0
8439627ffffffff,176.0,0.0,0.0
8439629ffffffff,3.0,0.0,0.0
843962bffffffff,4.0,0.0,0.0
843962dffffffff,193.0,1.0,0.0
8439635ffffffff,54.0,0.0,0.0
8439637ffffffff,1.0,0.0,0.0
8439665ffffffff,4.0,1.0,0.0
8439667ffffffff,4.0,0.0,0.0
84396dbffffffff,2.0,0.0,0.0
84396ddffffffff,10.0,6.0,0.0
8439719ffffffff,33.0,0.0,0.0
843971bffffffff,3.0,0.0,0.0
8439743ffffffff,1.0,0.0,0.0
8439749ffffffff,2.0,0.0,0.0
843974bffffffff,57.0,0.0,0.0
8439751ffffffff,61.0,4.0,0.0
8439753ffffffff,153.0,0.0,0.0
8439755ffffffff,74.0,2.0,0.0
8439757ffffffff,70.0,4.0,0.0
8439759ffffffff,904.0,11.0,0.0
843975bffffffff,627.0,11.0,0.0
843975dffffffff,62.0,2.0,0.0
843c005ffffffff,9.0,0.0,0.0
843c00dffffffff,4.0,0.0,0.0
843c01bffffffff,3.0,0.0,0.0
843c031ffffffff,16.0,0.0,0.0
843c047ffffffff,1.0,0.0,0.0
843c063ffffffff,40.0,0.0,0.0
843c069ffffffff,1.0,0.0,0.0
843c099ffffffff,2.0,2.0,0.0
843c0a3ffffffff,4.0,0.0,0.0
843c0a5ffffffff,2.0,0.0,0.0
843c0a9ffffffff,10.0,0.0,0.0
843c0b5ffffffff,4.0,0.0,0.0
843c0b7ffffffff,7.0,0.0,0.0
843c0b9ffffffff,2.0,0.0,0.0
843c0e3ffffffff,50.0,0.0,0.0
843c0e7ffffffff,6.0,0.0,0.0
843c225ffffffff,2.0,0.0,0.0
843c303ffffffff,3.0,0.0,0.0
843c307ffffffff,15.0,0.0,0.0
843c30bffffffff,2.0,0.0,0.0
843c311ffffffff,39.0,0.0,0.0
843c313ffffffff,2.0,0.0,0.0
843c315ffffffff,43.0,0.0,0.0
843c317ffffffff,11.0,0.0,0.0
843c319ffffffff,2.0,0.0,0.0
843c31bffffffff,1.0,0.0,0.0
843c31dffffffff,2.0,0.0,0.0
843c33bffffffff,26.0,0.0,0.0
843c341ffffffff,4.0,0.0,0.0
843c357ffffffff,2.0,0.0,0.0
843c41dffffffff,1.0,0.0,0.0
843c423ffffffff,6.0,2.0,0.0
843c427ffffffff,1.0,0.0,0.0
843c429ffffffff,2.0,0.0,0.0
843c437ffffffff,2.0,0.0,0.0
843c44bffffffff,2.0,0.0,0.0
843c455ffffffff,4.0,0.0,0.0
843c45dffffffff,5.0,0.0,0.0
843c4a3ffffffff,1.0,0.0,0.0
843c521ffffffff,42.0,0.0,0.0
843c529ffffffff,7.0,0.0,0.0
843c52dffffffff,4.0,0.0,0.0
843c559ffffffff,2.0,0.0,0.0
843c563ffffffff,2.0,0.0,0.0
843c5c9ffffffff,3.0,0.0,0.0
843c5d3ffffffff,1.0,0.0,0.0
843c633ffffffff,3.0,0.0,0.0
843c63dffffffff,3.0,0.0,0.0
843c661ffffffff,2.0,0.0,0.0
843c683ffffffff,72.0,0.0,0.0
843c687ffffffff,6.0,0.0,0.0
843c689ffffffff,7.0,0.0,0.0
843c68dffffffff,4.0,0.0,0.0
843c69bffffffff,6.0,0.0,0.0
843c6a1ffffffff,5.0,0.0,0.0
843c6a3ffffffff,35.0,0.0,0.0
843c6abffffffff,10.0,0.0,0.0
843c6adffffffff,3.0,0.0,0.0
843c6b1ffffffff,2.0,0.0,0.0
843c6bbffffffff,2.0,0.0,0.0
843c6bdffffffff,19.0,0.0,0.0
843c6d5ffffffff,1.0,0.0,0.0
843c6e1ffffffff,6.0,0.0,0.0
843c6e3ffffffff,33.0,0.0,0.0
843c6e9ffffffff,15.0,0.0,0.0
843c6ebffffffff,1.0,0.0,0.0
843c721ffffffff,4.0,0.0,0.0
843c727ffffffff,2.0,1.0,0.0
843c731ffffffff,2.0,0.0,0.0
843c737ffffffff,4.0,0.0,0.0
843ce59ffffffff,2.0,0.0,0.0
843d001ffffffff,1.0,0.0,0.0
843d005ffffffff,29.0,0.0,0.0
843d009ffffffff,2.0,0.0,0.0
843d00dffffffff,12.0,0.0,0.0
843d025ffffffff,3.0,0.0,0.0
843d02dffffffff,12.0,0.0,0.0
843d041ffffffff,41.0,0.0,0.0
843d043ffffffff,13.0,0.0,0.0
843d045ffffffff,133.0,0.0,0.0
843d047ffffffff,10.0,0.0,0.0
843d049ffffffff,127.0,0.0,0.0
843d04dffffffff,107.0,0.0,0.0
843d063ffffffff,1.0,0.0,0.0
843d065ffffffff,2.0,0.0,0.0
843d067ffffffff,13.0,0.0,0.0
843d06bffffffff,70.0,0.0,0.0
843d06dffffffff,2.0,0.0,0.0
843d101ffffffff,7.0,0.0,0.0
843d103ffffffff,14.0,0.0,0.0
843d109ffffffff,9.0,0.0,0.0
843d111ffffffff,22.0,0.0,0.0
843d113ffffffff,2.0,0.0,0.0
843d115ffffffff,28.0,0.0,0.0
843d117ffffffff,2.0,0.0,0.0
843d119ffffffff,26.0,0.0,0.0
843d11dffffffff,15.0,0.0,0.0
843d133ffffffff,10.0,0.0,0.0
843d139ffffffff,12.0,0.0,0.0
843d13bffffffff,14.0,0.0,0.0
843d151ffffffff,23.0,0.0,0.0
843d153ffffffff,4.0,0.0,0.0
843d155ffffffff,29.0,0.0,0.0
843d157ffffffff,13.0,0.0,0.0
843d159ffffffff,3.0,0.0,0.0
843d15bffffffff,23.0,0.0,0.0
843d15dffffffff,19.0,0.0,0.0
843d185ffffffff,1.0,0.0,0.0
843d1a1ffffffff,2.0,0.0,0.0
843d1a7ffffffff,1.0,0.0,0.0
843d1a9ffffffff,24.0,0.0,0.0
843d1adffffffff,9.0,0.0,0.0
843d1bdffffffff,1.0,0.0,0.0
843d1e1ffffffff,3.0,0.0,0.0
843d1e5ffffffff,6.0,0.0,0.0
843d1e7ffffffff,341.0,0.0,0.0
843d1e9ffffffff,14.0,0.0,0.0
843d1ebffffffff,4.0,0.0,0.0
843d1edffffffff,422.0,0.0,0.0
843d221ffffffff,2.0,0.0,0.0
843d223ffffffff,2.0,0.0,0.0
843d225ffffffff,4.0,0.0,0.0
843d227ffffffff,64.0,0.0,0.0
843d22dffffffff,9.0,0.0,0.0
843d301ffffffff,6.0,0.0,0.0
843d303ffffffff,2.0,0.0,0.0
843d307ffffffff,9.0,0.0,0.0
843d30bffffffff,5.0,0.0,0.0
843d30dffffffff,4.0,0.0,0.0
843d31bffffffff,2.0,0.0,0.0
843d31dffffffff,26.0,0.0,0.0
843d333ffffffff,15.0,0.0,0.0
843d335ffffffff,4.0,0.0,0.0
843d337ffffffff,2.0,0.0,0.0
843d339ffffffff,1.0,0.0,0.0
843d33bffffffff,2.0,0.0,0.0
843d33dffffffff,34.0,0.0,0.0
843d341ffffffff,10.0,0.0,0.0
843d34bffffffff,6.0,0.0,0.0
843d353ffffffff,2.0,0.0,0.0
843d355ffffffff,1.0,0.0,0.0
843d357ffffffff,2.0,0.0,0.0
843d35bffffffff,3.0,0.0,0.0
843d35dffffffff,6.0,0.0,0.0
843d491ffffffff,1.0,0.0,0.0
843d497ffffffff,10.0,0.0,0.0
843d59bffffffff,2.0,0.0,0.0
843dad1ffffffff,125.0,0.0,0.0
843dad9ffffffff,20.0,0.0,0.0
843dadbffffffff,4.0,0.0,0.0
843f61bffffffff,17.0,0.0,0.0
843f721ffffffff,3.0,0.0,0.0
843f723ffffffff,19.0,0.0,0.0
843f731ffffffff,5.0,0.0,0.0
843f735ffffffff,8.0,0.0,0.0
8440587ffffffff,1.0,0.0,0.0
8440c05ffffffff,2.0,0.0,0.0
8440c15ffffffff,4.0,0.0,0.0
8440c19ffffffff,3.0,0.0,0.0
8440c21ffffffff,5.0,0.0,0.0
8440c27ffffffff,2.0,0.0,0.0
8440c29ffffffff,5.0,0.0,0.0
8440c35ffffffff,4.0,0.0,0.0
8440c57ffffffff,2.0,0.0,0.0
8440c59ffffffff,5.0,1.0,0.0
8440c5bffffffff,2.0,0.0,0.0
8440c63ffffffff,7.0,0.0,0.0
8440cd3ffffffff,1.0,0.0,0.0
8440ce7ffffffff,1.0,0.0,0.0
8440cebffffffff,1.0,0.0,0.0
8440da9ffffffff,3.0,0.0,0.0
8440dc1ffffffff,7.0,0.0,0.0
8440dc3ffffffff,3.0,0.0,0.0
8440dc9ffffffff,4.0,0.0,0.0
8440dcdffffffff,9.0,1.0,0.0
8440e89ffffffff,1.0,0.0,0.0
8440ea9ffffffff,2.0,0.0,0.0
8440ee5ffffffff,86.0,2.0,0.0
8440eebffffffff,4.0,0.0,0.0
8443615ffffffff,2.0,0.0,0.0
8443641ffffffff,2.0,0.0,0.0
8443643ffffffff,2.0,0.0,0.0
8443655ffffffff,2.0,0.0,0.0
844365dffffffff,5.0,0.0,0.0
845280dffffffff,14.0,0.0,2.0
8452821ffffffff,2.0,0.0,0.0
8452827ffffffff,2.0,0.0,0.0
8452831ffffffff,38.0,0.0,20.0
8452855ffffffff,2.0,0.0,2.0
8452859ffffffff,2.0,0.0,0.0
8452863ffffffff,7.0,0.0,0.0
8452867ffffffff,1.0,0.0,0.0
8452983ffffffff,1.0,0.0,0.0
8452991ffffffff,4.0,0.0,0.0
8452997ffffffff,37.0,0.0,9.0
84529b3ffffffff,8.0,0.0,0.0
84529b5ffffffff,14.0,0.0,5.0
84529b9ffffffff,104.0,0.0,31.0
84529bbffffffff,9.0,0.0,3.0
84529bdffffffff,6.0,0.0,0.0
84529d3ffffffff,2.0,0.0,2.0
84529dbffffffff,4.0,0.0,2.0
846a697ffffffff,2.0,0.0,0.0
846a699ffffffff,2.0,0.0,0.0
847a5adffffffff,5.0,0.0,5.0
847a657ffffffff,3.0,0.0,0.0
847ac15ffffffff,1.0,0.0,0.0
847ac95ffffffff,2.0,0.0,0.0
847acb1ffffffff,4.0,0.0,0.0
847acc5ffffffff,58.0,0.0,22.0
847acd5ffffffff,1.0,0.0,0.0
847acd7ffffffff,1.0,0.0,0.0
847ace1ffffffff,3.0,0.0,0.0
847acedffffffff,3.0,0.0,0.0
847ad91ffffffff,2.0,0.0,0.0
847ad93ffffffff,23.0,0.0,11.0
847ad99ffffffff,6.0,0.0,1.0
8496925ffffffff,5.0,0.0,2.0
84bcc49ffffffff,26.0,0.0,5.0
84bcc4bffffffff,21.0,0.0,9.0
84bce05ffffffff,8.0,0.0,4.0
84bce21ffffffff,40.0,0.0,14.0
84bce25ffffffff,1.0,0.0,1.0
84bce29ffffffff,211.0,0.0,80.0
84bce2bffffffff,51.0,0.0,28.0
84bce2dffffffff,3.0,0.0,1.0
84bce35ffffffff,3.0,0.0,0.0
84bce51ffffffff,2.0,0.0,0.0
84bce63ffffffff,9.0,0.0,0.0
