cell_id,Gypaetus barbatus,Gypaetus barbatus barbatus,Gypaetus barbatus meridionalis
8418493ffffffff,181.0,6.0,0.0
8418497ffffffff,51.0,1.0,0.0
84184b3ffffffff,1.0,0.0,0.0
84184bbffffffff,3.0,0.0,0.0
8418593ffffffff,10.0,0.0,0.0
84185b3ffffffff,12.0,0.0,0.0
841e169ffffffff,1.0,0.0,0.0
841e16dffffffff,5.0,0.0,0.0
841eb05ffffffff,12.0,1.0,0.0
841eb07ffffffff,12.0,5.0,0.0
841eb23ffffffff,2.0,0.0,0.0
841eb2bffffffff,5.0,0.0,0.0
841f897ffffffff,18.0,0.0,0.0
841f8a1ffffffff,36.0,0.0,0.0
841f8a9ffffffff,4.0,0.0,0.0
841f8abffffffff,2.0,0.0,0.0
841f8adffffffff,8.0,0.0,0.0
841f8b3ffffffff,2.0,0.0,0.0
841f913ffffffff,49.0,18.0,0.0
841f927ffffffff,2.0,0.0,0.0
841f933ffffffff,5.0,0.0,0.0
841f937ffffffff,1.0,0.0,0.0
841f989ffffffff,1.0,0.0,0.0
841f98dffffffff,5.0,0.0,0.0
841f9adffffffff,10.0,0.0,0.0
841f9c1ffffffff,6.0,0.0,0.0
841f9c3ffffffff,19.0,0.0,0.0
841f9c5ffffffff,22.0,8.0,0.0
841f9c7ffffffff,1.0,0.0,0.0
841f9c9ffffffff,2.0,0.0,0.0
841f9cbffffffff,40.0,0.0,0.0
841f9cdffffffff,9.0,0.0,0.0
841f9d9ffffffff,8.0,0.0,0.0
841f9ddffffffff,1.0,0.0,0.0
841f9e1ffffffff,15.0,5.0,0.0
841f9e3ffffffff,5.0,0.0,0.0
841f9e5ffffffff,2.0,0.0,0.0
841f9e7ffffffff,3.0,0.0,0.0
841f9e9ffffffff,1.0,0.0,0.0
841f9ebffffffff,30.0,2.0,0.0
8420123ffffffff,5.0,0.0,0.0
842013dffffffff,8.0,0.0,0.0
84201a1ffffffff,4.0,0.0,0.0
84201a3ffffffff,10.0,0.0,0.0
84201b5ffffffff,5.0,0.0,0.0
84201b7ffffffff,2.0,0.0,0.0
8420483ffffffff,2.0,0.0,0.0
8420497ffffffff,2.0,0.0,0.0
84204b1ffffffff,1.0,0.0,0.0
84204b5ffffffff,1.0,0.0,0.0
84204b7ffffffff,1.0,0.0,0.0
84204d3ffffffff,2.0,0.0,0.0
8420807ffffffff,4.0,0.0,0.0
8420809ffffffff,2.0,0.0,0.0
842080bffffffff,4.0,0.0,0.0
842083bffffffff,2.0,0.0,0.0
8420841ffffffff,4.0,0.0,0.0
8420847ffffffff,5.0,0.0,0.0
842084dffffffff,2.0,0.0,0.0
8420881ffffffff,1.0,0.0,0.0
842088bffffffff,1.0,0.0,0.0
84208a7ffffffff,10.0,0.0,0.0
84208d7ffffffff,2.0,0.0,0.0
84208e1ffffffff,6.0,0.0,0.0
8420981ffffffff,3.0,0.0,0.0
8420999ffffffff,4.0,0.0,0.0
842099bffffffff,11.0,0.0,0.0
84209b5ffffffff,2.0,0.0,0.0
84209b9ffffffff,3.0,0.0,0.0
8420a0dffffffff,4.0,1.0,0.0
8420a23ffffffff,2.0,0.0,0.0
8420a25ffffffff,1.0,0.0,0.0
8420a27ffffffff,2.0,0.0,0.0
8420a2bffffffff,4.0,1.0,0.0
8420a65ffffffff,6.0,0.0,0.0
8420a85ffffffff,1.0,0.0,0.0
8420a9bffffffff,6.0,0.0,0.0
8420ad1ffffffff,6.0,0.0,0.0
8420ad7ffffffff,3.0,0.0,0.0
8420ad9ffffffff,3.0,0.0,0.0
8420adbffffffff,1.0,0.0,0.0
8420ae3ffffffff,1.0,0.0,0.0
8420b13ffffffff,5.0,0.0,0.0
8420c49ffffffff,7.0,0.0,0.0
8420e07ffffffff,2.0,0.0,0.0
8420e23ffffffff,3.0,0.0,0.0
8420e2bffffffff,7.0,0.0,0.0
8420e35ffffffff,4.0,0.0,0.0
8420e61ffffffff,1.0,0.0,0.0
8420e65ffffffff,43.0,0.0,0.0
8420e67ffffffff,2.0,0.0,0.0
8420f19ffffffff,6.0,0.0,0.0
8420f41ffffffff,3.0,0.0,0.0
8420f51ffffffff,3.0,0.0,0.0
8420f53ffffffff,1.0,0.0,0.0
842199dffffffff,2.0,0.0,0.0
8424001ffffffff,15.0,0.0,0.0
8424005ffffffff,1.0,0.0,0.0
8424009ffffffff,1.0,0.0,0.0
842400dffffffff,1.0,0.0,0.0
8424037ffffffff,1.0,0.0,0.0
8424039ffffffff,1.0,0.0,0.0
842404bffffffff,1.0,0.0,0.0
8424051ffffffff,2.0,0.0,0.0
84240adffffffff,42.0,0.0,0.0
84240e5ffffffff,1.0,0.0,0.0
84240e7ffffffff,1.0,0.0,0.0
84241c9ffffffff,1.0,0.0,0.0
84241d9ffffffff,6.0,0.0,0.0
