cell_id,Contopus latirostris,Contopus latirostris brunneicapillus,Contopus latirostris blancoi,Contopus latirostris latirostris
824cc7fffffffff,125.0,0.0,41.0,0.0
825e47fffffffff,1.0,0.0,0.0,0.0
825e77fffffffff,1.0,0.0,0.0,1.0
