cell_id,Cygnus columbianus,Cygnus columbianus columbianus,Cygnus columbianus bewickii,Cygnus columbianus columbianus x bewickii
840d563ffffffff,5.0,0.0,0.0,0.0
840d569ffffffff,4.0,0.0,0.0,0.0
840d56bffffffff,4.0,2.0,0.0,0.0
840d595ffffffff,51.0,0.0,0.0,0.0
840d5a9ffffffff,40.0,4.0,0.0,0.0
840d5abffffffff,2.0,0.0,0.0,0.0
840d5b9ffffffff,11.0,0.0,0.0,0.0
840d601ffffffff,8.0,0.0,0.0,0.0
840d605ffffffff,60.0,0.0,0.0,0.0
840d607ffffffff,20.0,0.0,0.0,0.0
840d619ffffffff,42.0,0.0,0.0,0.0
840d61bffffffff,4.0,0.0,0.0,0.0
840d629ffffffff,185.0,0.0,0.0,0.0
840d651ffffffff,39.0,0.0,0.0,0.0
840d653ffffffff,2.0,0.0,0.0,0.0
840d657ffffffff,10.0,0.0,0.0,0.0
840d659ffffffff,12.0,0.0,0.0,0.0
840d65dffffffff,50.0,0.0,0.0,0.0
840d667ffffffff,5.0,0.0,0.0,0.0
840d723ffffffff,3.0,0.0,0.0,0.0
840d72bffffffff,1.0,0.0,0.0,0.0
840d737ffffffff,5.0,2.0,0.0,0.0
840d747ffffffff,65.0,0.0,0.0,0.0
840d751ffffffff,40.0,0.0,0.0,0.0
840d755ffffffff,6.0,0.0,0.0,0.0
840d761ffffffff,446.0,133.0,0.0,0.0
840d763ffffffff,8.0,3.0,0.0,0.0
840d937ffffffff,10.0,0.0,10.0,0.0
840d99bffffffff,2.0,0.0,0.0,0.0
840e001ffffffff,1.0,0.0,0.0,0.0
840e033ffffffff,8.0,0.0,0.0,0.0
840e0e5ffffffff,22.0,0.0,0.0,0.0
840e0e7ffffffff,12.0,0.0,0.0,0.0
840e1d9ffffffff,14.0,0.0,0.0,0.0
840e223ffffffff,1.0,0.0,0.0,0.0
840e22bffffffff,1.0,0.0,0.0,0.0
840e367ffffffff,16.0,0.0,0.0,0.0
840e801ffffffff,10.0,0.0,0.0,0.0
840e805ffffffff,1021.0,0.0,0.0,0.0
840e807ffffffff,2.0,0.0,0.0,0.0
840e82bffffffff,3.0,0.0,0.0,0.0
840e831ffffffff,2.0,0.0,0.0,0.0
840e835ffffffff,2.0,0.0,0.0,0.0
840e83bffffffff,1.0,0.0,0.0,0.0
840e8ddffffffff,1.0,0.0,0.0,0.0
840e8e9ffffffff,3.0,0.0,0.0,0.0
840e919ffffffff,2.0,0.0,0.0,0.0
840e951ffffffff,2.0,0.0,0.0,0.0
840e98bffffffff,2.0,0.0,0.0,0.0
840e9d1ffffffff,2.0,0.0,0.0,0.0
840ec51ffffffff,11.0,0.0,0.0,0.0
840ec55ffffffff,2.0,0.0,0.0,0.0
840ec57ffffffff,2.0,0.0,0.0,0.0
840ec5bffffffff,7.0,0.0,0.0,0.0
840ecc9ffffffff,31.0,0.0,0.0,0.0
840ed15ffffffff,2.0,0.0,0.0,0.0
840ed17ffffffff,2.0,0.0,0.0,0.0
840ee03ffffffff,3.0,0.0,0.0,0.0
840ee27ffffffff,7.0,0.0,0.0,0.0
840ee41ffffffff,4.0,0.0,0.0,0.0
840eee5ffffffff,8.0,0.0,0.0,0.0
840ef19ffffffff,1.0,0.0,0.0,0.0
840ef1bffffffff,1.0,0.0,0.0,0.0
840f0b1ffffffff,3.0,0.0,0.0,0.0
840f107ffffffff,2.0,0.0,0.0,0.0
840f965ffffffff,1.0,0.0,0.0,0.0
840f9adffffffff,21.0,0.0,0.0,0.0
840fa3bffffffff,2.0,0.0,0.0,0.0
840fb0dffffffff,1.0,0.0,0.0,0.0
840fb27ffffffff,1.0,0.0,0.0,0.0
840fb65ffffffff,2.0,0.0,0.0,0.0
8411015ffffffff,4.0,0.0,0.0,0.0
8411031ffffffff,3.0,0.0,3.0,0.0
8411039ffffffff,5.0,0.0,5.0,0.0
8411061ffffffff,10.0,0.0,4.0,0.0
8411069ffffffff,11.0,0.0,7.0,0.0
841106bffffffff,21.0,0.0,15.0,0.0
84110ebffffffff,7.0,0.0,7.0,0.0
8411221ffffffff,6.0,0.0,0.0,0.0
8411261ffffffff,3.0,0.0,0.0,0.0
8411269ffffffff,3.0,0.0,0.0,0.0
841126bffffffff,2.0,0.0,0.0,0.0
841126dffffffff,7.0,0.0,0.0,0.0
841130dffffffff,4.0,0.0,0.0,0.0
8411313ffffffff,4.0,0.0,4.0,0.0
8411345ffffffff,3.0,0.0,0.0,0.0
8411349ffffffff,2.0,0.0,0.0,0.0
841134dffffffff,2.0,0.0,2.0,0.0
841136bffffffff,2.0,0.0,0.0,0.0
8411ae3ffffffff,33.0,0.0,31.0,0.0
84120a5ffffffff,2.0,0.0,0.0,0.0
84120b7ffffffff,4.0,0.0,0.0,0.0
8412181ffffffff,2.0,0.0,0.0,0.0
8412187ffffffff,2.0,0.0,0.0,0.0
84121abffffffff,2.0,0.0,0.0,0.0
84121e3ffffffff,2.0,0.0,0.0,0.0
841225bffffffff,1.0,0.0,0.0,0.0
8412265ffffffff,2.0,0.0,0.0,0.0
841245bffffffff,1.0,0.0,0.0,0.0
84124a5ffffffff,2.0,0.0,0.0,0.0
84124b5ffffffff,4.0,0.0,0.0,0.0
84124b7ffffffff,2.0,0.0,0.0,0.0
84124d1ffffffff,10.0,0.0,0.0,0.0
8412511ffffffff,3.0,0.0,0.0,0.0
8412515ffffffff,23.0,8.0,0.0,0.0
8412523ffffffff,6.0,1.0,0.0,0.0
8412525ffffffff,13.0,2.0,0.0,0.0
8412527ffffffff,2.0,0.0,0.0,0.0
841252bffffffff,2.0,0.0,0.0,0.0
8412531ffffffff,2.0,0.0,0.0,0.0
8412535ffffffff,23.0,3.0,0.0,0.0
8412539ffffffff,8.0,2.0,0.0,0.0
841253dffffffff,4.0,0.0,0.0,0.0
8412549ffffffff,10.0,0.0,0.0,0.0
8412581ffffffff,3.0,0.0,0.0,0.0
8412583ffffffff,31.0,8.0,0.0,0.0
8412585ffffffff,4.0,0.0,0.0,0.0
841258bffffffff,4.0,0.0,0.0,0.0
841258dffffffff,3.0,0.0,0.0,0.0
8412591ffffffff,74.0,0.0,0.0,0.0
8412593ffffffff,21.0,0.0,0.0,0.0
8412595ffffffff,13.0,0.0,0.0,0.0
8412597ffffffff,184.0,4.0,0.0,0.0
8412599ffffffff,2.0,0.0,0.0,0.0
841259bffffffff,29.0,0.0,0.0,0.0
841259dffffffff,17.0,0.0,0.0,0.0
84125a1ffffffff,2.0,0.0,0.0,0.0
84125a3ffffffff,2.0,0.0,0.0,0.0
84125a5ffffffff,3.0,0.0,0.0,0.0
84125a9ffffffff,1.0,0.0,0.0,0.0
84125abffffffff,2.0,0.0,0.0,0.0
84125adffffffff,4.0,0.0,0.0,0.0
84125b1ffffffff,7.0,0.0,0.0,0.0
84125b7ffffffff,2.0,0.0,0.0,0.0
84125b9ffffffff,4.0,0.0,0.0,0.0
84125bbffffffff,18.0,0.0,0.0,0.0
84125d1ffffffff,1.0,0.0,0.0,0.0
84125d7ffffffff,179.0,3.0,0.0,0.0
84125d9ffffffff,5.0,0.0,0.0,0.0
84125dbffffffff,5.0,0.0,0.0,0.0
84125e1ffffffff,9.0,0.0,0.0,0.0
8412723ffffffff,2.0,0.0,0.0,0.0
8412729ffffffff,5.0,0.0,0.0,0.0
8412805ffffffff,2.0,0.0,0.0,0.0
8412843ffffffff,1.0,0.0,0.0,0.0
8412857ffffffff,2.0,0.0,0.0,0.0
841285dffffffff,3.0,0.0,0.0,0.0
8412891ffffffff,2.0,0.0,0.0,0.0
8412893ffffffff,5.0,0.0,0.0,0.0
8412897ffffffff,1.0,0.0,0.0,0.0
841289bffffffff,3.0,0.0,0.0,0.0
84128dbffffffff,2.0,0.0,0.0,0.0
84129cdffffffff,2.0,0.0,0.0,0.0
8412a9dffffffff,2.0,0.0,0.0,0.0
8412ab3ffffffff,2.0,0.0,0.0,0.0
8412ab5ffffffff,11.0,0.0,0.0,0.0
8412ad7ffffffff,4.0,0.0,0.0,0.0
8412c05ffffffff,8.0,0.0,0.0,0.0
8412c07ffffffff,12.0,0.0,0.0,0.0
8412c0dffffffff,1.0,0.0,0.0,0.0
8412c11ffffffff,195.0,0.0,0.0,0.0
8412c13ffffffff,3.0,0.0,0.0,0.0
8412c17ffffffff,3.0,0.0,0.0,0.0
8412c1bffffffff,64.0,0.0,0.0,0.0
8412c1dffffffff,18.0,0.0,0.0,0.0
8412c25ffffffff,1.0,0.0,0.0,0.0
8412c33ffffffff,50.0,0.0,0.0,0.0
8412c35ffffffff,4.0,0.0,0.0,0.0
8412c39ffffffff,44.0,0.0,0.0,0.0
8412c3bffffffff,45.0,0.0,0.0,0.0
8412c4dffffffff,2.0,0.0,0.0,0.0
8412c81ffffffff,4.0,2.0,0.0,0.0
8412c85ffffffff,6.0,0.0,0.0,0.0
8412c87ffffffff,24.0,2.0,0.0,0.0
8412c89ffffffff,20.0,5.0,0.0,0.0
8412c8bffffffff,24.0,0.0,0.0,0.0
8412c8dffffffff,2.0,0.0,0.0,0.0
8412c91ffffffff,1.0,0.0,0.0,0.0
8412c93ffffffff,1.0,0.0,0.0,0.0
8412c95ffffffff,3.0,0.0,0.0,0.0
8412c97ffffffff,13.0,0.0,0.0,0.0
8412c99ffffffff,2.0,0.0,0.0,0.0
8412c9bffffffff,1.0,0.0,0.0,0.0
8412c9dffffffff,146.0,0.0,0.0,0.0
8412ca5ffffffff,6.0,0.0,0.0,0.0
8412ca7ffffffff,7.0,0.0,0.0,0.0
8412cadffffffff,44.0,0.0,0.0,0.0
8412cb1ffffffff,2.0,2.0,0.0,0.0
8412cb5ffffffff,12.0,0.0,0.0,0.0
8412cb9ffffffff,3.0,0.0,0.0,0.0
8412cbbffffffff,12.0,0.0,0.0,0.0
8412cbdffffffff,5.0,0.0,0.0,0.0
8412cc1ffffffff,447.0,7.0,0.0,0.0
8412cc3ffffffff,12.0,3.0,0.0,0.0
8412cc5ffffffff,14.0,0.0,0.0,0.0
8412cc7ffffffff,38.0,9.0,0.0,0.0
8412cc9ffffffff,516.0,34.0,0.0,0.0
8412ccbffffffff,11.0,0.0,0.0,0.0
8412ccdffffffff,392.0,12.0,0.0,0.0
8412cd3ffffffff,3.0,0.0,0.0,0.0
8412cd5ffffffff,28.0,0.0,0.0,0.0
8412cd7ffffffff,48.0,3.0,0.0,0.0
8412cd9ffffffff,57.0,0.0,0.0,0.0
8412cdbffffffff,4.0,0.0,0.0,0.0
8412cddffffffff,8.0,0.0,0.0,0.0
8412ce3ffffffff,12.0,0.0,0.0,0.0
8412ce5ffffffff,22.0,0.0,0.0,0.0
8412cebffffffff,22.0,2.0,0.0,0.0
8412d01ffffffff,15.0,0.0,0.0,0.0
8412d03ffffffff,5.0,0.0,0.0,0.0
8412d07ffffffff,6.0,0.0,0.0,0.0
8412d0bffffffff,5.0,2.0,0.0,0.0
8412d11ffffffff,15.0,0.0,0.0,0.0
8412d17ffffffff,168.0,17.0,0.0,0.0
8412d19ffffffff,30.0,1.0,0.0,0.0
8412d1dffffffff,3.0,0.0,0.0,0.0
8412d33ffffffff,2.0,0.0,0.0,0.0
8412d39ffffffff,16.0,0.0,0.0,0.0
8412d3bffffffff,10.0,0.0,0.0,0.0
8412d57ffffffff,1.0,0.0,0.0,0.0
8412d63ffffffff,6.0,0.0,0.0,0.0
8412d85ffffffff,6.0,0.0,0.0,0.0
8412d89ffffffff,9.0,0.0,0.0,0.0
8412d93ffffffff,6.0,0.0,0.0,0.0
8412d95ffffffff,84.0,0.0,0.0,0.0
8412d97ffffffff,47.0,0.0,0.0,0.0
8412d9dffffffff,57.0,0.0,0.0,0.0
8412da5ffffffff,8.0,0.0,0.0,0.0
8412da7ffffffff,10.0,0.0,0.0,0.0
8412dabffffffff,5.0,0.0,0.0,0.0
8412db1ffffffff,27.0,5.0,0.0,0.0
8412db3ffffffff,34.0,2.0,0.0,0.0
8412db5ffffffff,32.0,0.0,0.0,0.0
8412db7ffffffff,83.0,4.0,0.0,0.0
8412db9ffffffff,19.0,0.0,0.0,0.0
8412dbdffffffff,9.0,0.0,0.0,0.0
8412dc1ffffffff,3.0,0.0,0.0,0.0
8412dc3ffffffff,58.0,0.0,0.0,0.0
8412dc5ffffffff,1.0,0.0,0.0,0.0
8412dc7ffffffff,9.0,0.0,0.0,0.0
8412dc9ffffffff,9.0,0.0,0.0,0.0
8412dd3ffffffff,3.0,0.0,0.0,0.0
8412dd5ffffffff,69.0,1.0,0.0,0.0
8412dd7ffffffff,76.0,0.0,0.0,0.0
8412ddbffffffff,140.0,0.0,0.0,0.0
8412dddffffffff,2.0,0.0,0.0,0.0
8412de5ffffffff,34.0,2.0,0.0,0.0
8412dedffffffff,16.0,0.0,0.0,0.0
8412e07ffffffff,2.0,0.0,0.0,0.0
8412e11ffffffff,15.0,0.0,0.0,0.0
8412e13ffffffff,206.0,2.0,0.0,0.0
8412e15ffffffff,13.0,0.0,0.0,0.0
8412e17ffffffff,271.0,4.0,0.0,0.0
8412e1bffffffff,26.0,0.0,0.0,0.0
8412e39ffffffff,2.0,0.0,0.0,0.0
8412e53ffffffff,4.0,0.0,0.0,0.0
8412e69ffffffff,2.0,0.0,0.0,0.0
8412e6bffffffff,1.0,0.0,0.0,0.0
8412e81ffffffff,5.0,0.0,0.0,0.0
8412e89ffffffff,16.0,0.0,0.0,0.0
8412e8bffffffff,7.0,0.0,0.0,0.0
8412e8dffffffff,6.0,0.0,0.0,0.0
8412e95ffffffff,2.0,0.0,0.0,0.0
8412e97ffffffff,1.0,0.0,0.0,0.0
8412ea1ffffffff,13.0,0.0,0.0,0.0
8412ea3ffffffff,104.0,2.0,0.0,0.0
8412ea5ffffffff,5.0,0.0,0.0,0.0
8412ea7ffffffff,13.0,0.0,0.0,0.0
8412ea9ffffffff,14.0,0.0,0.0,0.0
8412eabffffffff,3.0,0.0,0.0,0.0
8412eadffffffff,5.0,0.0,0.0,0.0
8412eb1ffffffff,7.0,2.0,0.0,0.0
8412eb3ffffffff,1.0,0.0,0.0,0.0
8412eb5ffffffff,14.0,0.0,0.0,0.0
8412eb7ffffffff,2.0,0.0,0.0,0.0
8412eb9ffffffff,19.0,0.0,0.0,0.0
8412ebbffffffff,11.0,0.0,0.0,0.0
8412ebdffffffff,6.0,0.0,0.0,0.0
8412ec1ffffffff,281.0,3.0,0.0,0.0
8412ec3ffffffff,34.0,0.0,0.0,0.0
8412ec5ffffffff,45.0,0.0,0.0,0.0
8412ec7ffffffff,90.0,0.0,0.0,0.0
8412ec9ffffffff,31.0,1.0,0.0,0.0
8412ecbffffffff,11.0,0.0,0.0,0.0
8412ecdffffffff,76.0,0.0,0.0,0.0
8412ed1ffffffff,2.0,0.0,0.0,0.0
8412ed5ffffffff,3.0,3.0,0.0,0.0
8412ed9ffffffff,5.0,0.0,0.0,0.0
8412ee3ffffffff,10.0,0.0,0.0,0.0
8412ee7ffffffff,1.0,0.0,0.0,0.0
8412ee9ffffffff,6.0,0.0,0.0,0.0
8412eedffffffff,2.0,0.0,0.0,0.0
8412f01ffffffff,2.0,0.0,0.0,0.0
8412f13ffffffff,8.0,0.0,0.0,0.0
8412f6dffffffff,11.0,0.0,0.0,0.0
8413061ffffffff,2.0,1.0,0.0,0.0
8413069ffffffff,3.0,0.0,0.0,0.0
841306dffffffff,1.0,0.0,0.0,0.0
8413205ffffffff,2.0,0.0,0.0,0.0
841328bffffffff,2.0,0.0,0.0,0.0
841333bffffffff,1.0,0.0,0.0,0.0
841336dffffffff,2.0,0.0,0.0,0.0
84134edffffffff,2.0,0.0,0.0,0.0
8413529ffffffff,30.0,0.0,0.0,0.0
8413805ffffffff,4.0,0.0,0.0,0.0
8413807ffffffff,42.0,0.0,0.0,0.0
8413823ffffffff,4.0,0.0,0.0,0.0
8413829ffffffff,214.0,0.0,0.0,0.0
841382bffffffff,3.0,0.0,0.0,0.0
841382dffffffff,11.0,0.0,0.0,0.0
8413839ffffffff,14.0,0.0,0.0,0.0
841383dffffffff,340.0,0.0,0.0,0.0
8413849ffffffff,2.0,0.0,0.0,0.0
841384bffffffff,4.0,0.0,0.0,0.0
8413861ffffffff,238.0,0.0,0.0,0.0
8413865ffffffff,8.0,0.0,0.0,0.0
8413867ffffffff,80.0,0.0,0.0,0.0
84138c7ffffffff,22.0,0.0,0.0,0.0
84138c9ffffffff,3.0,0.0,0.0,0.0
8413911ffffffff,2.0,0.0,0.0,0.0
8413919ffffffff,3.0,0.0,0.0,0.0
8413943ffffffff,2.0,0.0,0.0,0.0
841394bffffffff,2.0,0.0,0.0,0.0
841395dffffffff,4.0,0.0,0.0,0.0
84139e1ffffffff,22.0,0.0,0.0,0.0
84139edffffffff,14.0,0.0,0.0,0.0
8413a35ffffffff,9.0,0.0,0.0,0.0
8413a95ffffffff,2.0,0.0,0.0,0.0
8413b23ffffffff,13.0,0.0,0.0,0.0
8413b29ffffffff,14.0,0.0,0.0,0.0
8413b2bffffffff,2.0,0.0,0.0,0.0
8413b35ffffffff,3.0,0.0,0.0,0.0
8413b53ffffffff,2.0,0.0,0.0,0.0
8413b61ffffffff,1.0,0.0,0.0,0.0
8413b63ffffffff,11.0,0.0,0.0,0.0
8415b69ffffffff,1.0,0.0,0.0,0.0
84176bdffffffff,5.0,0.0,0.0,0.0
841909bffffffff,2.0,0.0,0.0,0.0
8419411ffffffff,15.0,0.0,4.0,0.0
8419413ffffffff,43.0,0.0,24.0,0.0
8419415ffffffff,9.0,0.0,5.0,0.0
8419417ffffffff,3.0,0.0,1.0,0.0
841941bffffffff,41.0,0.0,14.0,0.0
8419429ffffffff,4.0,0.0,2.0,0.0
841942bffffffff,2.0,0.0,2.0,0.0
8419431ffffffff,6.0,0.0,0.0,0.0
8419433ffffffff,5.0,0.0,3.0,0.0
8419437ffffffff,1.0,0.0,0.0,0.0
8419439ffffffff,1.0,0.0,0.0,0.0
841943bffffffff,95.0,0.0,38.0,0.0
8419485ffffffff,24.0,0.0,13.0,0.0
841948dffffffff,9.0,0.0,5.0,0.0
84194a5ffffffff,28.0,0.0,0.0,0.0
84194abffffffff,26.0,0.0,8.0,0.0
84194c5ffffffff,16.0,0.0,14.0,0.0
84194d7ffffffff,2.0,0.0,0.0,0.0
84194d9ffffffff,7.0,0.0,4.0,0.0
84194dbffffffff,2.0,0.0,0.0,0.0
84194ddffffffff,1.0,0.0,1.0,0.0
84194e1ffffffff,27.0,0.0,5.0,0.0
84194e3ffffffff,5.0,0.0,5.0,0.0
84194e7ffffffff,5.0,0.0,0.0,0.0
84194edffffffff,2.0,0.0,0.0,0.0
8419511ffffffff,2.0,0.0,2.0,0.0
8419513ffffffff,3.0,0.0,1.0,0.0
8419519ffffffff,14.0,0.0,12.0,0.0
841951bffffffff,2.0,0.0,0.0,0.0
8419557ffffffff,2.0,0.0,2.0,0.0
8419581ffffffff,134.0,0.0,29.0,0.0
8419583ffffffff,2.0,0.0,0.0,0.0
8419585ffffffff,1.0,0.0,0.0,0.0
8419587ffffffff,2.0,0.0,0.0,0.0
841958bffffffff,2.0,0.0,0.0,0.0
841959bffffffff,2.0,0.0,0.0,0.0
8419681ffffffff,2.0,0.0,0.0,0.0
8419683ffffffff,6.0,0.0,2.0,0.0
8419689ffffffff,66.0,0.0,19.0,0.0
841968bffffffff,2.0,0.0,0.0,0.0
8419691ffffffff,14.0,0.0,2.0,0.0
8419693ffffffff,3.0,0.0,0.0,0.0
8419695ffffffff,2.0,0.0,1.0,0.0
8419697ffffffff,11.0,0.0,7.0,0.0
