cell_id,Tauraco fischeri,Tauraco fischeri fischeri,Tauraco fischeri zanzibaricus
827a77fffffffff,4.0,0.0,0.0
827b4ffffffffff,268.0,17.0,0.0
827b5ffffffffff,188.0,0.0,0.0
