cell_id,Zosterops citrinella,Zosterops citrinella unicus,Zosterops citrinella [citrinella Group]
829407fffffffff,48.0,0.0,0.0
829427fffffffff,152.0,0.0,0.0
82942ffffffffff,199.0,0.0,0.0
829437fffffffff,18.0,0.0,0.0
829467fffffffff,124.0,0.0,0.0
82951ffffffffff,191.0,0.0,0.0
829547fffffffff,1.0,0.0,0.0
829557fffffffff,56.0,0.0,0.0
82955ffffffffff,30.0,0.0,0.0
8295affffffffff,94.0,0.0,0.0
829c07fffffffff,1.0,0.0,0.0
829c1ffffffffff,3.0,0.0,0.0
829cf7fffffffff,26.0,0.0,0.0
