cell_id,Lanius senator,Lanius senator senator,Lanius senator badius,Lanius senator niloticus
820887fffffffff,1.0,0.0,0.0,0.0
820897fffffffff,2.0,0.0,0.0,0.0
82099ffffffffff,7.0,0.0,0.0,0.0
8209a7fffffffff,20.0,4.0,0.0,0.0
82182ffffffffff,3.0,1.0,0.0,0.0
821847fffffffff,2.0,0.0,0.0,0.0
82184ffffffffff,13.0,0.0,0.0,0.0
82185ffffffffff,4.0,0.0,0.0,0.0
821877fffffffff,15.0,0.0,0.0,0.0
82190ffffffffff,2.0,0.0,0.0,0.0
821947fffffffff,22.0,1.0,0.0,0.0
82194ffffffffff,17.0,1.0,0.0,0.0
82195ffffffffff,5.0,0.0,0.0,0.0
82196ffffffffff,4.0,0.0,0.0,0.0
821977fffffffff,7.0,0.0,0.0,0.0
821e07fffffffff,6.0,0.0,0.0,0.0
821e0ffffffffff,2.0,0.0,0.0,0.0
821e17fffffffff,6.0,0.0,0.0,0.0
821e1ffffffffff,6.0,0.0,0.0,0.0
821e5ffffffffff,4.0,0.0,0.0,0.0
821e87fffffffff,9.0,0.0,4.0,0.0
821ea7fffffffff,5.0,0.0,0.0,0.0
821eaffffffffff,3.0,3.0,0.0,0.0
821ec7fffffffff,7.0,0.0,0.0,0.0
821ecffffffffff,12.0,4.0,0.0,0.0
821edffffffffff,7.0,1.0,0.0,0.0
821eeffffffffff,9.0,0.0,0.0,0.0
821ef7fffffffff,2.0,0.0,0.0,0.0
821f0ffffffffff,1.0,0.0,0.0,0.0
821f17fffffffff,1.0,0.0,0.0,0.0
821f37fffffffff,2.0,0.0,0.0,0.0
821f77fffffffff,9.0,0.0,0.0,0.0
821f8ffffffffff,1.0,0.0,0.0,0.0
821f9ffffffffff,10.0,0.0,0.0,0.0
821fa7fffffffff,7.0,0.0,0.0,0.0
821faffffffffff,3.0,1.0,0.0,0.0
822c0ffffffffff,21.0,0.0,0.0,21.0
822c2ffffffffff,39.0,0.0,0.0,30.0
822c57fffffffff,2.0,0.0,0.0,0.0
822c97fffffffff,8.0,0.0,0.0,2.0
822cf7fffffffff,3.0,0.0,0.0,3.0
822d87fffffffff,4.0,0.0,0.0,0.0
822da7fffffffff,4.0,0.0,0.0,2.0
822daffffffffff,8.0,0.0,0.0,7.0
822db7fffffffff,21.0,0.0,0.0,3.0
82346ffffffffff,18.0,0.0,0.0,0.0
823827fffffffff,1.0,0.0,0.0,0.0
823867fffffffff,23.0,0.0,0.0,0.0
82386ffffffffff,2.0,2.0,0.0,0.0
823877fffffffff,15.0,2.0,0.0,0.0
823907fffffffff,168.0,40.0,0.0,0.0
82390ffffffffff,3.0,1.0,0.0,0.0
823917fffffffff,69.0,1.0,0.0,0.0
82391ffffffffff,8.0,3.0,0.0,0.0
823927fffffffff,35.0,0.0,0.0,0.0
82392ffffffffff,32.0,1.0,0.0,0.0
823937fffffffff,17.0,0.0,0.0,0.0
823947fffffffff,24.0,8.0,13.0,0.0
823957fffffffff,24.0,1.0,15.0,0.0
82395ffffffffff,60.0,7.0,45.0,0.0
823967fffffffff,4.0,4.0,0.0,0.0
82396ffffffffff,2.0,0.0,2.0,0.0
823977fffffffff,112.0,13.0,7.0,0.0
823987fffffffff,1.0,0.0,0.0,0.0
823e47fffffffff,3.0,0.0,0.0,0.0
823e6ffffffffff,8.0,0.0,0.0,2.0
823f47fffffffff,3.0,0.0,0.0,0.0
824337fffffffff,3.0,0.0,0.0,0.0
8243a7fffffffff,4.0,0.0,0.0,4.0
8243affffffffff,51.0,0.0,0.0,0.0
82521ffffffffff,4.0,0.0,0.0,0.0
82534ffffffffff,2.0,0.0,0.0,0.0
825367fffffffff,1.0,0.0,0.0,0.0
8253a7fffffffff,3.0,0.0,0.0,2.0
825417fffffffff,6.0,0.0,0.0,0.0
8254f7fffffffff,5.0,0.0,0.0,0.0
82592ffffffffff,3.0,0.0,0.0,0.0
825977fffffffff,4.0,0.0,0.0,0.0
826aeffffffffff,1.0,0.0,0.0,0.0
827a6ffffffffff,2.0,0.0,0.0,0.0
